(9.89448294527e-05+0.000147054489723j),(0.00016564190264-4.73937712799e-06j),(0.000184645509315+0.000254400235787j),(0.000236683139182+3.7829055067e-06j),(0.000336944441657+0.000245745783317j),(0.000268970113564+9.96800445256e-05j),(0.000486300470762+8.15197440714e-05j),(0.000353374112632+0.000138748709552j),(0.000540949134938-1.00949147143e-05j),(0.000583036692829+6.46305288338e-05j),(0.000476346839746-5.32478796958e-05j),(0.000728241339468-0.000151845084936j),(0.000422959849544-0.000132920064911j),(0.000686427062923-0.000358023795035j),(0.000522825475122-0.000303504417561j),(0.000556390193328-0.000373040826089j),(0.000601281787047-0.000537687771331j),(0.000465250682024-0.000322036958895j),(0.000546606238511-0.000635951154733j),(0.000479245037701-0.000357111332183j),(0.000531865828518-0.000473432280696j),(0.000434837413402-0.000438722840906j),(0.000614327374105-0.000308119243885j),(0.000445798697828-0.000362899191329j),(0.000639314042627-0.000203457770252j),(0.000677233436457-0.000238953998755j),(0.000743842100559-4.58790250581e-05j),(0.000937397845557-0.000166391721197j),(0.00105008116491+6.27405191992e-06j),(0.00120429468513+2.13394028272e-05j),(0.00123918288855-4.69444161441e-05j),(0.001538899417-1.09441318591e-05j),(0.00158760624988-8.09950401173e-05j),(0.00172816405897-0.00013177122501j),(0.00190016421343-0.000273781073967j),(0.0019152990584-0.000256700335968j),(0.00200408433698-0.000477923083846j),(0.0019480091744-0.000552709290094j),(0.00204978639038-0.000589871806205j),(0.00188172627773-0.000717557389958j),(0.00197257819021-0.000760219690856j),(0.00179375589486-0.000825219392425j),(0.00184309802614-0.000749002148392j),(0.00166243655095-0.000929372368215j),(0.00164968883923-0.000723734847393j),(0.00151973391518-0.000907738259496j),(0.00156505488808-0.000741813210433j),(0.00139229765902-0.000894139559802j),(0.00140034126701-0.000650359211878j),(0.00137669714433-0.000890549243133j),(0.00136200559245-0.000636536042528j),(0.00133115837323-0.000874715396066j),(0.00145905702693-0.000707919258933j),(0.00141157045279-0.000889570573587j),(0.00150068931619-0.000688653178822j),(0.00152951347674-0.000940578500484j),(0.00168418459574-0.000735544937008j),(0.00165940241472-0.000887526917824j),(0.00183711983062-0.000790964799234j),(0.00177001216013-0.000842630254595j),(0.00197122507143-0.000683859885208j),(0.00189190929246-0.000740671468842j),(0.00202309491322-0.000637572336005j),(0.00195620318191-0.000481993684506j),(0.00205240938527-0.000464751712473j),(0.00188778179971-0.000327799539142j),(0.00186323703543-0.000240659151425j),(0.00178680731326-0.000106175119984j),(0.00155996496846-0.000135872003566j),(0.00148451861595+4.13739511996e-05j),(0.00133801079131-1.85566091591e-05j),(0.00122676584878-7.73463282139e-05j),(0.000964680029964-2.32261901167e-06j),(0.000948523041747-0.000109799483846j),(0.000768303269812-7.00502689659e-05j),(0.000623650777543-0.000246391495611j),(0.000645543228174-0.000143843305377j),(0.000495506300036-0.000405959330953j),(0.000551784958664-0.000346918680844j),(0.00046032931506-0.000371088087882j),(0.000577916016702-0.000555897115534j),(0.000370478785936-0.000340146431166j),(0.000612130386285-0.000556524805352j),(0.000436310410942-0.000416334084248j),(0.000536470399539-0.000441747263486j),(0.0006418586731-0.000399292583003j),(0.00040913484197-0.000315190325951j),(0.000770970875303-0.000230207401203j),(0.000463490827699-0.000214594719248j),(0.000696035495475-6.5293186927e-05j),(0.000597365856968-0.000105445937229j),(0.00047614668863+1.98948888545e-05j),(0.000599897683648+5.17034314658e-05j),(0.000344504284279+4.57899027692e-05j),(0.000471635156574+0.000197008926244j),(0.000341951344284+4.53099882289e-05j),(0.000234596087247+0.000238432710081j),(0.000308027864684+2.66829897597e-05j),(0.00011502807464+0.000224342416332j),(0.00016826910485+0.00014662843168j),
(0.000108289150636-5.26919708191e-05j),(7.06370407777e-05+0.000328401303779j),(0.000124186571877-0.000355073360103j),(0.000182132357883+0.000388706622484j),(6.65553228443e-05-0.000236529624248j),(0.000430282338991+0.000139919727224j),(4.76198646325e-06+4.93483311956e-05j),(0.000485213761767-0.000132893947428j),(0.000206822246572+0.000124923446609j),(0.000225054157729-0.000219465610359j),(0.000605118504694-8.0878652851e-05j),(-5.01396236539e-05-9.82285446028e-05j),(0.000752197351862-0.000370491447089j),(-2.15088419264e-05-7.81221798962e-05j),(0.000419078989088-0.000431102209586j),(0.000261606870728-0.000442147301282j),(8.46349490601e-05-0.000148751503995j),(0.000371378812288-0.000806090224031j),(5.46987761232e-05+4.5635264926e-05j),(0.000219998294862-0.000660247727864j),(1.58249107165e-06-0.000231670737488j),(0.000312916955501-0.000218210668521j),(-0.000131462636339-0.000388342588766j),(0.000450008233675-3.47572202455e-05j),(0.000128132205524-0.000260884835985j),(0.000329881350299+5.93991935177e-05j),(0.000521799896794-0.000312483329341j),(0.00045688246581+0.000155402964321j),(0.000619342457785-0.000180317970561j),(0.00067529845062-0.000143376175174j),(0.00103276278662+2.47628690285e-05j),(0.00074193648568-0.000203523800888j),(0.00108794670225-0.000205086666749j),(0.00116129168571-0.000325053986293j),(0.00106232216413-0.000268259598229j),(0.0012666229281-0.000643438009067j),(0.00113087261553-0.000403677589911j),(0.00132329554643-0.0005360325204j),(0.000986052543768-0.000753447028489j),(0.00132138195343-0.00064067835156j),(0.000902321166177-0.000727764086493j),(0.00120954940115-0.000666857508898j),(0.000797923432046-0.000938482860639j),(0.00099379298786-0.000397914807392j),(0.000777223166005-0.000918554055869j),(0.000873583669085-0.000391988932801j),(0.000503559901858-0.000783847776161j),(0.0007904445679-0.000249316774836j),(0.000629536564672-0.000792010402352j),(0.000587828752864-7.66239696465e-05j),(0.000614490963426-0.000765652601061j),(0.000727447630935-0.000168221849991j),(0.000456619143429-0.000720934805498j),(0.000751855424479-0.000259368539344j),(0.000697612299361-0.000860862880471j),(0.000830981442028-0.000259736768589j),(0.000694322224493-0.000934191425708j),(0.00104373225252-0.000564753594967j),(0.000793878371196-0.000805974164812j),(0.00120299404693-0.000595942409714j),(0.000891903841616-0.000907705082051j),(0.00129303108648-0.000551377915746j),(0.00106144141468-0.000598852590865j),(0.00133999212125-0.000719853610783j),(0.00102954356548-0.000461031444805j),(0.00133420422396-0.000465062490465j),(0.00112235800122-0.000348937679404j),(0.000990670468533-0.000386105811778j),(0.00116344090803-1.79509270671e-05j),(0.000930053503388-0.000313558136516j),(0.000836376699621-0.00010947540269j),(0.000620944004035+4.1299573277e-05j),(0.000797095836715-0.000206287093716j),(0.000381765025923+3.28088692084e-05j),(0.000439560489469-0.000207135866652j),(0.000451176284493+9.25198371612e-05j),(0.000108459845633-0.000399878386056j),(0.00030597324761+5.58538784297e-05j),(2.44790111754e-05-0.000309429560428j),(0.000265930002004-0.000406280860974j),(-0.000117684928658-4.17489754372e-05j),(0.000491464547017-0.000706373937011j),(-0.000164206253432-0.000150341249329j),(0.000364597984154-0.00052930057033j),(0.000216839313646-0.000354116107173j),(-1.33926997076e-05-0.000319697144786j),(0.000724491729522-0.000297072955074j),(-0.000134344932515-0.000337524496057j),(0.000732381553766-9.56364611377e-05j),(0.000123880339606-0.000321365075186j),(0.000335456520671-2.11134744522e-06j),(0.000495320089813-0.000133948802524j),(4.61411947534e-05-7.00578397115e-05j),(0.000550546796913+0.00010613995735j),(9.27676134492e-05-0.000209365345757j),(0.000225036119079+0.000290326969823j),(0.000276461078938-0.000269374943125j),(-4.6532397885e-05+0.00034292561904j),(0.00028604343869-0.000148763767178j),(6.32979514348e-05+0.000138546013149j),
(-3.36054542549e-05+0.000105184051815j),(-3.1294994545e-05-0.000395812851815j),(-2.32375303092e-05+0.000463550875855j),(-0.000124902106117-0.000511923769824j),(0.000193482225743+0.000255133530872j),(-0.00024840273649-0.000204200407066j),(0.000385044775849-0.000122890247971j),(-0.000193304052993+6.22649812672e-05j),(0.000139724367685-0.00032641458804j),(0.000114349865489-1.84035404974e-05j),(-0.000409307317046-0.000187025139388j),(0.000423594100786-0.000286949845854j),(-0.000680101653431+3.10274062077e-05j),(0.000293392738648-0.000423113380993j),(-0.000430200670008-3.97939403164e-05j),(-0.000227840506791-6.53258894068e-05j),(-0.00011540205001-0.000465351304933j),(-0.000500916635256+0.000477310425061j),(-0.000143419584853-0.000652380419772j),(-0.000441926911811+0.000400542616078j),(-0.000140385893863-0.000148855391387j),(-0.000561079035703+1.77209152794e-06j),(0.00010579465147+0.000322748478101j),(-0.000565374524336-4.49550241087e-05j),(3.8480364854e-05+0.000320735291495j),(-0.000130335454592-0.000116189094273j),(-0.000160133658696+0.000389656272481j),(5.41837249995e-05-0.000236802432525j),(3.22447855484e-05+0.000201947779852j),(0.000149597646393+7.15298697683e-05j),(-0.0001561090735-0.00021371892284j),(0.000383691873579-9.65553448687e-05j),(3.99906804062e-05-0.000242119716718j),(1.36331946477e-05-0.000253803562469j),(0.000176042944316-0.000489065662324j),(-8.49771437894e-05-0.000115744399412j),(5.14871194354e-05-0.000540626741354j),(-0.000272870277761-0.000456094570592j),(0.000126190778977-0.000240351993808j),(-0.00042794488809-0.000419337178208j),(4.16321118317e-05-0.000301983482266j),(-0.000489307307768-0.000349914614473j),(-3.46307418635e-05+9.90145938861e-05j),(-0.000444909862098-0.000511774042676j),(-0.000213965867665+0.000345195626559j),(-0.000445289235927-0.000253992455766j),(1.99708022659e-05+0.000419328440136j),(-0.000430002550137-0.000174056651456j),(-0.000208176436745+0.000694604508808j),(-0.000197884785443-0.000232461660168j),(-0.000206430477395+0.000744408649684j),(-0.000379346560758-0.000119389042741j),(1.63995737686e-05+0.000561751658941j),(-0.000374044499287-0.000163971826251j),(-0.000241492250344+0.000557270039207j),(-0.00039626149566-0.0004226132488j),(-9.58011873823e-05+0.000341392086599j),(-0.000495574802727-0.000303235384076j),(-3.8297983978e-05-7.47026774097e-05j),(-0.000497406660847-0.000439735378144j),(6.18568116113e-05-6.27661232572e-05j),(-0.000399119316997-0.000533924865105j),(2.91492813868e-05-0.000434512494791j),(-0.000260954977777-0.000217990071169j),(0.000196954335485-0.000484177320039j),(-0.00018635213172-0.000355125027393j),(9.76547107866e-05-0.000375604441994j),(0.000239180094774-0.000174895248861j),(-6.37580680552e-05-0.000467616098167j),(0.000154723127491+5.82337559686e-05j),(0.000104618216138-6.41218366071e-05j),(0.000213821297183-0.000176121487595j),(-0.000194870938263+0.000215139777778j),(0.000125412835824-9.72516772514e-05j),(-6.79701298874e-05+0.000284336419355j),(-0.000263932820211-0.000145674238101j),(6.4454630969e-05+0.000502666844241j),(-0.000370554516035-0.000144235799609j),(-9.51883833312e-05+0.000200799702959j),(-0.000529746789282+0.00025284477573j),(2.47461891298e-05-0.000381388430956j),(-0.000781636069223+0.000432668128141j),(0.000132128379105-0.000407115984789j),(-0.000515524834255+0.00011444046601j),(-0.00032678841608-0.00017581827157j),(0.000133281980164-0.000159941881429j),(-0.000777671908466-0.000189675493719j),(0.000459679776591-0.000100435008857j),(-0.000638747284966-0.000310709546671j),(0.000220921280729-1.60037660873e-05j),(-6.94671432444e-05-0.000302446361302j),(-0.00018608809084-0.000103978037508j),(0.000388255761961-0.000112944419978j),(-0.000301311560413-0.000284655947862j),(0.000264659835601+0.000149924565004j),(-5.84767331059e-05-0.000430858667983j),(-0.00011918342757+0.000378818211215j),(0.000172522468553-0.000398219250237j),(-0.000213986733192+0.00025948428868j),(4.77909245001e-05-0.000140391398169j),
(-0.00017152208331-0.00020111880662j),(-0.000147610281992+0.000272430813655j),(-0.000244065652619-0.000454864397854j),(-2.89970175817e-05+0.000344050342805j),(-0.000428241768719-0.000376555163507j),(7.57834859393e-05-7.45527883026e-06j),(-0.000540393600493-0.000103884715996j),(-4.75510458679e-05-0.000266461182893j),(-0.000428652595561-1.30897337363e-05j),(-0.000543013739433-0.000198715620428j),(-0.000131442469552-0.000125904903181j),(-0.00102311882929+9.61036817588e-05j),(-3.36941187472e-05-0.000168261117015j),(-0.00110564199251+0.000326862667823j),(-0.000387263419682+0.00011499687057j),(-0.000763863323172+0.000188302107106j),(-0.000808455923601+0.000748816429622j),(-0.000476498421381-8.91928114323e-05j),(-0.000822201384156+0.00112810077723j),(-0.000432595978287+0.000136032965775j),(-0.00074490652369+0.000852917195349j),(-0.000235615934104+0.00065524603584j),(-0.000818509487449+0.000430509800673j),(-5.59004323795e-05+0.000736501196878j),(-0.000652739111943+0.00029603685605j),(-0.00036124497857+0.000700154605142j),(-0.000445598936304+0.0001160722579j),(-0.000553528282994+0.000641772977322j),(-0.000549939058185+9.08102013411e-05j),(-0.000679941309171+0.000165950569552j),(-0.000452854592328+0.000212138508939j),(-0.00105848014624+5.08732638053e-05j),(-0.000865245122303+4.40755756243e-05j),(-0.000989013534426+2.73742064882e-05j),(-0.00128191910732+0.000228203520556j),(-0.00120479592254-9.16854168201e-05j),(-0.00145315139053+0.000343815323533j),(-0.00122699839355+0.00036648555678j),(-0.00172976764975+0.000273388294078j),(-0.00123569199423+0.000589528088897j),(-0.0017388363078+0.000619384588248j),(-0.00118614750698+0.000856026252615j),(-0.00162477436077+0.000576155366056j),(-0.00110681244153+0.00136855987566j),(-0.00127228272919+0.000643864165989j),(-0.000891864000056+0.0014130769494j),(-0.00126925114217+0.000832416511972j),(-0.000684512789584+0.00153148519699j),(-0.00085600055124+0.000692644589915j),(-0.000771847527378+0.00169034200212j),(-0.000786367074358+0.000692509268388j),(-0.000597923851499+0.00157268084259j),(-0.00107966171731+0.000841537608893j),(-0.000743976108319+0.00152284147035j),(-0.00101944668841+0.000682864623387j),(-0.000943449646236+0.00157659717007j),(-0.00139312409075+0.00065763544657j),(-0.00105944959206+0.00116062486082j),(-0.00161375453995+0.000731867376808j),(-0.00118009191494+0.000941861034093j),(-0.0017608591089+0.00038609808909j),(-0.00124144945912+0.000689965969364j),(-0.00163687857394+0.00043480790201j),(-0.0012658637872+0.000136971489493j),(-0.00157871151537+0.000303073517586j),(-0.00108828157861+0.000115869406636j),(-0.00121922589128+0.000110209876588j),(-0.00120526385855-3.54455143892e-05j),(-0.000762361076183+0.000249467603122j),(-0.000857393941465-8.37616478566e-05j),(-0.000686881110268+9.02631799997e-05j),(-0.000742531369741+0.000364949877945j),(-0.000382000312047+9.16009830891e-05j),(-0.000589222748444+0.000544927306666j),(-0.000499700125426+0.000170639381793j),(-0.000260612624955+0.000729359752732j),(-0.000643248056422+0.000151169943269j),(-0.000230139425632+0.000813062785932j),(-0.00064590730077+0.000589089465209j),(-0.000215823079835+0.000423710667565j),(-0.000929460459598+0.00102323886689j),(-0.000148580595114+0.000131246153372j),(-0.00104158722629+0.00088566535015j),(-0.000468186845793+0.000236694799811j),(-0.000584982123156+0.000503743966555j),(-0.00106878693759+0.000248914762199j),(-9.53316514548e-05+0.000250956602124j),(-0.00125938870573+2.50732679361e-05j),(-7.6247354799e-05+9.54681537848e-05j),(-0.000858010694736-0.00014575471278j),(-0.000415641013907-1.57769895527e-05j),(-0.000258885915064-0.000151326426756j),(-0.000652417475857-0.000200801148639j),(1.80103331692e-05-2.48981448709e-06j),(-0.000528114764057-0.000388829698395j),(-9.98477117143e-05+0.000221241345305j),(-0.000145644747563-0.000460566261554j),(-0.000295519363833+0.000293918422963j),(-5.80045246903e-05-0.000318564837161j),(-0.000246760875522+1.62626862664e-05j),
(-0.000283688767722+6.81142246387e-05j),(-0.000346481404601-0.00015218882971j),(-0.000144127217081+0.000219939875492j),(-0.000441289090737-0.000212337939522j),(-0.00011847256057+0.000104898734706j),(-0.000619522463019-0.000145285055304j),(-0.000259629941197-6.66323221719e-05j),(-0.000632934212855-5.62866728308e-05j),(-0.000539816061673-1.50920895351e-05j),(-0.000551234340841+3.83907463251e-05j),(-0.000935215437641+0.000200563198176j),(-0.000455091097701+0.000119400962511j),(-0.00122057481884+0.000480247197243j),(-0.00045359644742+0.000402326818724j),(-0.00111498612522+0.000672532340045j),(-0.000668009793886+0.000889665372415j),(-0.00072613047657+0.000628279351757j),(-0.0008361888852+0.00135741082632j),(-0.000476289411069+0.000600606334645j),(-0.000755180193487+0.00146082223281j),(-0.00033264806565+0.000838421187099j),(-0.000646490399655+0.00109500986358j),(-0.000163029727537+0.00109489153372j),(-0.000736510978439+0.000803360801138j),(-0.000304712110715+0.00108597247654j),(-0.000695157093112+0.000675790843522j),(-0.000570889140901+0.0010246442143j),(-0.000695172529548+0.000570900920088j),(-0.000825712721322+0.000834700635046j),(-0.000931989493937+0.000591775686623j),(-0.00128581204317+0.000589523129674j),(-0.00116438423022+0.000627031187607j),(-0.00152836159597+0.000723021206825j),(-0.00169988847892+0.000798317104758j),(-0.00173130083012+0.000802375505106j),(-0.00193604346706+0.00114405989238j),(-0.00189537635922+0.00108078344814j),(-0.00218384006439+0.00125987841889j),(-0.00183610335212+0.00157456766624j),(-0.00217843531019+0.00158238449056j),(-0.00172717037484+0.00183289379849j),(-0.00202296063677+0.00184285998161j),(-0.00147810802823+0.0022437982978j),(-0.00165717173857+0.00176345783971j),(-0.00127689329401+0.00241216708632j),(-0.00135735457911+0.0018781442942j),(-0.000839760206848+0.00235049030717j),(-0.00111908656058+0.00180643130467j),(-0.000828725950139+0.00242549796828j),(-0.0008422613742+0.00164385175761j),(-0.000768544187752+0.00241459921469j),(-0.00097043143537+0.00175207268959j),(-0.00066694452726+0.00234010797363j),(-0.00108384533032+0.00181277223165j),(-0.00101920818315+0.00245879272439j),(-0.00131471297507+0.00175116708246j),(-0.00119008338564+0.00240805277819j),(-0.00170311215214+0.00193237547146j),(-0.00148371121351+0.00213785207712j),(-0.00198826144263+0.00177602282972j),(-0.00170378729291+0.00197491649444j),(-0.00219697352325+0.00151146155664j),(-0.00189753860717+0.00147580966057j),(-0.00214742041337+0.00139774768369j),(-0.00184664309898+0.00109779646746j),(-0.00203926020921+0.00103009849768j),(-0.00174064021805+0.000878348597936j),(-0.00155587841426+0.000824117968656j),(-0.00159829493812+0.000589472183457j),(-0.00129119361312+0.000693469111237j),(-0.00118488145302+0.000681239123066j),(-0.000893604934031+0.000540841042672j),(-0.000869034814577+0.000840958541363j),(-0.000700898181272+0.000584365841662j),(-0.000551098012933+0.00103216531232j),(-0.000696408653177+0.000641586373128j),(-0.000338952211883+0.00113817150216j),(-0.000603390821253+0.000800472913246j),(-0.000238806462654+0.000951643407973j),(-0.000725335808303+0.00125050052629j),(-0.000164498775999+0.000791945462712j),(-0.000913532464855+0.00139396164333j),(-0.000383709096445+0.000759196193676j),(-0.000767457516724+0.00116022630584j),(-0.000870306436823+0.0007220932017j),(-0.000477704790136+0.000873824917604j),(-0.00126078126033+0.000540993194593j),(-0.000434420403687+0.000544856298426j),(-0.00120862769814+0.00032045837477j),(-0.000554512369196+0.000228471292286j),(-0.000804231362861+0.000143716510308j),(-0.000716438850774-8.81713419281e-06j),(-0.000460516578627+4.56100091957e-05j),(-0.000749305566948-0.000158545146158j),(-0.000270125589953+0.000124901623902j),(-0.000528939179937-0.000275861718227j),(-0.000237622445196+0.000175444673222j),(-0.000312437825129-0.000241450343484j),(-0.000320199995358+0.000146888852385j),(-0.000302422182784-3.17795886438e-05j),
(-0.000292100074154+0.000206341191138j),(-0.000219000799858+0.000106933652298j),(-0.000378645558564+0.00013077171952j),(-0.000217004736247+9.13518313488e-06j),(-0.000520077334271+0.000106597033953j),(-0.000402787748811+0.000101180195763j),(-0.000625661182586+8.0673055848e-05j),(-0.00062375651458+0.000258662465713j),(-0.000669177921492+0.000126916130024j),(-0.000716063980058+0.000478988854796j),(-0.000699046772416+0.000385394392478j),(-0.000837312973312+0.000664608523682j),(-0.000588675650083+0.000774101727955j),(-0.000861045564303+0.000891892959339j),(-0.000398652235983+0.00112733358832j),(-0.000684079071767+0.00115824656682j),(-0.000400925350658+0.00137098838575j),(-0.000340086016678+0.00123335246317j),(-0.00040972464887+0.0015745252929j),(-5.74389246777e-05+0.00120250526968j),(-0.000225807614916+0.00157250695315j),(-3.62640503605e-05+0.00127488385588j),(-0.00020504273143+0.0013059229326j),(-6.27992559918e-05+0.00137185123669j),(-0.000332758102628+0.00118364060852j),(-0.00012118193076+0.00134288685139j),(-0.00046310890632+0.00116730676807j),(-0.000492460088627+0.00121204196834j),(-0.000685994050379+0.00106950796049j),(-0.000896706076301+0.00126294074101j),(-0.00106246548745+0.00120981045797j),(-0.00127940183043+0.00142832193303j),(-0.00142342449853+0.00150359862523j),(-0.00153576126171+0.00169657701342j),(-0.0016603762795+0.00188355526794j),(-0.00172530475534+0.00207064336643j),(-0.00178302768776+0.00225764366583j),(-0.001629691051+0.00250338617029j),(-0.00169549008206+0.002628282356j),(-0.00145591677882+0.00286614461026j),(-0.00143974100351+0.00289720467599j),(-0.0011210867882+0.00306538914035j),(-0.00110196480191+0.00295446642738j),(-0.000772377752657+0.00316371580063j),(-0.000714887404483+0.00284986475969j),(-0.00045500029635+0.00306651467003j),(-0.000494217410178+0.00278632985313j),(-0.000228922021145+0.00295046745407j),(-0.000262084698123+0.00258749253597j),(-0.000156291844728+0.00289298075281j),(-0.000200303017116+0.00253991072187j),(-0.000121949710881+0.00287067819229j),(-0.00031252313993+0.00266534166822j),(-0.000241707911084+0.00295593780561j),(-0.000429297405041+0.00271495113792j),(-0.0004657505488+0.00309975169474j),(-0.000751238065308+0.00288567152248j),(-0.000762499613441+0.00312268077145j),(-0.00109158384871+0.00296716722073j),(-0.00112264387221+0.00308552252872j),(-0.0014398315711+0.00286683095593j),(-0.00141766734803+0.00286663866427j),(-0.00170238664809+0.00262518818386j),(-0.00170064440976+0.00249493780989j),(-0.00178002735386+0.00228718838701j),(-0.00169075118387+0.00207697965359j),(-0.00169008416894+0.00186514083311j),(-0.00156140677688+0.00170770063859j),(-0.00140396163088+0.00149779710099j),(-0.00127824261903+0.00142718295166j),(-0.00104760105797+0.00122686584739j),(-0.00090877144426+0.00123009737985j),(-0.000734197027151+0.0011314435487j),(-0.000409822665182+0.0012756714104j),(-0.000438395028364+0.00106701816911j),(-0.000199421270189+0.00136407798986j),(-0.000261449035275+0.00119816884052j),(-9.58516708933e-05+0.00128297228281j),(-0.00022822377468+0.00140506031567j),(8.27733156556e-05+0.00121972352863j),(-0.000333360712562+0.00149871446759j),(-5.06957145719e-05+0.00132961130286j),(-0.000343650475516+0.0014971571514j),(-0.000416900949537+0.0012478609914j),(-0.000302920570784+0.00140385426123j),(-0.000689099453523+0.00101881730088j),(-0.000464987321196+0.00114498221257j),(-0.000833375580386+0.000884571795711j),(-0.000660209912031+0.000732873401649j),(-0.000859410454598+0.00070323626474j),(-0.000691173764195+0.0003535272012j),(-0.000811297927404+0.000462212079576j),(-0.00070207351382+0.000197852646913j),(-0.000596754112743+0.000270954902348j),(-0.000656148972892+0.000113975860911j),(-0.000366916711342+0.000117487746531j),(-0.000563960740009+5.54504354916e-05j),(-0.000252070975697+6.67872097859e-05j),(-0.000370288220093+0.000132924581648j),(-0.000227907635153+0.000152190045572j),
(-9.78220699724e-05+0.000275127584418j),(-0.000153679216873+0.000525995953591j),(-0.000251470506742+2.89186864669e-06j),(-0.000284771042855+0.000501533557683j),(-0.000394873775845+0.000140069130236j),(-0.000314964651579+0.000366419539604j),(-0.000546088943484+0.000512240675158j),(-0.000431038781336+0.000311219006696j),(-0.000535994896459+0.000766927856456j),(-0.000550270073909+0.000539834766225j),(-0.000305335649695+0.000875501895652j),(-0.000504284914237+0.00108386932284j),(-0.000136162274765+0.000982385366505j),(-0.000167451947373+0.00145146382566j),(-6.29254261719e-05+0.00122777752884j),(0.000225584939215+0.00142599740805j),(0.000180426519167+0.00159894775948j),(0.00036524251283+0.00132475584264j),(0.000563175806991+0.00165486761722j),(0.000494372224414+0.00139557496053j),(0.000636845612141+0.00137701602549j),(0.000679146571028+0.00145724476527j),(0.00046739747348+0.00130747275628j),(0.000660581404414+0.00136533252587j),(0.00053027242053+0.00137762776405j),(0.000358805720687+0.00138409258634j),(0.00037569620464+0.00127762950555j),(8.68444178206e-05+0.0015320489687j),(-9.60735988349e-05+0.00152500713836j),(-0.000248078802702+0.00158834724773j),(-0.000220530215463+0.00194923524998j),(-0.000564205105848+0.00203766730287j),(-0.000496743118417+0.00232009641451j),(-0.000572876347032+0.00250916823843j),(-0.000659379336229+0.00286998698753j),(-0.000536859482867+0.00288129373285j),(-0.000440712714636+0.00334304903151j),(-0.00026559982878+0.0034149575425j),(-0.000207506762219+0.00355868320172j),(0.00016106771938+0.00360806665844j),(0.000216419690493+0.00372864846402j),(0.000526644955159+0.00361472355263j),(0.000581493080558+0.00353449236254j),(0.000901137445537+0.00350916706983j),(0.000921652183045+0.00326446352245j),(0.00112391420239+0.00321217580341j),(0.00105138296754+0.00302521781734j),(0.00127482971804+0.00296273311876j),(0.00120664517259+0.00273061878717j),(0.00128900082539+0.00284009188113j),(0.00124031559688+0.00264660808566j),(0.00132501963248+0.00281367841695j),(0.0011608706207+0.00279896114485j),(0.00125211794407+0.00296693413522j),(0.00112386917038+0.00296767562218j),(0.00113792586694+0.00325616225107j),(0.000882759534344+0.0032673257863j),(0.000874044893232+0.00345249670406j),(0.00059449828573+0.00359262521586j),(0.00057532989202+0.00362138628195j),(0.000184373934849+0.0036276314974j),(0.000128662950599+0.00365021320345j),(-0.000137842330706+0.00363550073415j),(-0.000268755448379+0.0033108384611j),(-0.000549282595534+0.00332634873424j),(-0.000501878723974+0.00301503325257j),(-0.000598158587315+0.00282247528299j),(-0.000670749390578+0.0024809282815j),(-0.000446005544359+0.00240878659085j),(-0.000474879189403+0.00192877981021j),(-0.000373204718603+0.00191148975684j),(-0.00024767244333+0.00176220990293j),(7.12629313091e-05+0.00149256969614j),(1.51239103856e-05+0.00144017465845j),(0.000344030655854+0.00138186261181j),(0.000483459512857+0.00134155506559j),(0.000432453178801+0.00125873866637j),(0.000609244217865+0.00148011126139j),(0.000614914500139+0.00127279560501j),(0.000561860912007+0.00135721597091j),(0.000642245718459+0.00153847883585j),(0.00062302177921+0.00128104323233j),(0.000371248601997+0.00163835396106j),(0.000499258935073+0.00145135152093j),(0.000178777223524+0.00137922933542j),(6.16556059133e-05+0.0015549323369j),(0.000138180672596+0.00119977812393j),(-0.000334144345936+0.00132611202897j),(-0.000114629036204+0.00114554088482j),(-0.00049305774567+0.000876907019042j),(-0.000523956100694+0.000995984947648j),(-0.000417623442678+0.000604573792901j),(-0.000681781265608+0.000726726439063j),(-0.00034501805974+0.000492107091918j),(-0.000527000090401+0.000365082898333j),(-0.000444746403691+0.000507415244656j),(-0.000278547648956+0.000130063111608j),(-0.000414218444929+0.000538950681263j),(-7.37193965379e-05+0.00012699801736j),(-0.000152859981453+0.000346813292669j),
