(-0.000726615926897-4.52925744399e-05j),(-0.000783881839153+0.000332004053712j),(-0.00116386980032-0.000139173881752j),(-0.00155753699836+0.000652365813967j),(-0.0018352873888+0.000165870704362j),(-0.00254462304337+0.000955141647867j),(-0.00219998716774+0.000945198307721j),(-0.00314732425732+0.00144180441451j),(-0.00244702857195+0.00198108099487j),(-0.00302722504629+0.00221511745536j),(-0.0023275384806+0.00302556676072j),(-0.00212759355834+0.00307253586266j),(-0.00192290826229+0.00400975164825j),(-0.00101180434583+0.00376799166579j),(-0.00127843096473+0.00467114930843j),(-0.000115335456908+0.00420630242455j),(-0.000339877022479+0.00484340246225j),(0.000443007972409+0.00455509662947j),(0.000485010868175+0.00455100685858j),(0.000703631888864+0.00448350900478j),(0.000790416850374+0.00389661444918j),(0.000761056561298+0.00425768768192j),(0.000585608065344+0.00339120312991j),(0.00035825286115+0.00369359313027j),(-0.000401454229097+0.00321265453698j),(-0.000527093696149+0.00326464799035j),(-0.00155226447162+0.00348147604807j),(-0.00214355345195+0.00339177345776j),(-0.00275639796599+0.00420330034246j),(-0.00362989847755+0.00440832151149j),(-0.00418163398082+0.00510569152191j),(-0.0045516074072+0.00620070631498j),(-0.00532289085767+0.00650058373861j),(-0.00490202469538+0.00784556094704j),(-0.00557481828694+0.00847707184337j),(-0.00483463791852+0.00934722898565j),(-0.00481415649401+0.00987699031792j),(-0.00413972522014+0.010819318986j),(-0.00364208807543+0.0104643805185j),(-0.00292565520765+0.0114637118838j),(-0.00244674344632+0.0107009508666j),(-0.00169055145272+0.0111194777371j),(-0.00125028261598+0.0102743809699j),(-0.000826114708294+0.0106141726588j),(-0.000366765249772+0.0093506233511j),(-0.00021322952897+0.00977703442747j),(8.27540862768e-05+0.00867273904659j),(0.000110819239779+0.00894327400925j),(0.000380488036587+0.00803073820461j),(0.000118157801602+0.00872585881133j),(0.000467934192855+0.00782253723983j),(0.000214884693649+0.00850944050484j),(0.00037204841325+0.00809588087928j),(7.26748867186e-05+0.00902633997237j),(0.000197497771456+0.00854783942283j),(-0.00025420834773+0.00976849287802j),(-0.000362879017309+0.00948789090584j),(-0.000786197488266+0.0104741000199j),(-0.00127808310048+0.010233359359j),(-0.00177940380618+0.0113184659707j),(-0.00236958492613+0.0105859326478j),(-0.0030034590293+0.0113709188809j),(-0.00373813987206+0.0107048835677j),(-0.0040442880151+0.0106007609257j),(-0.00501591052659+0.0098916357252j),(-0.00472804624404+0.00957506231092j),(-0.0054855587388+0.00817834283998j),(-0.00506368690201+0.00801582600662j),(-0.00505607356714+0.00667147105055j),(-0.00467602496772+0.00590878913726j),(-0.00411185158908+0.0053845796969j),(-0.00346319391857+0.00430330478629j),(-0.00303337871214+0.00414442339619j),(-0.00186305416304+0.00350574173403j),(-0.00162935013117+0.00333441448724j),(-0.000693850821642+0.00338750636446j),(-8.8534528242e-05+0.00305069544134j),(0.000195797259755+0.00372213488366j),(0.000718915892928+0.00342342510904j),(0.000669002657692+0.00407252337811j),(0.000868751726415+0.0040719856892j),(0.000779443218812+0.00434668904681j),(0.000329056148256+0.00456380451157j),(0.000650737146314+0.00442856956165j),(-0.000538393187089+0.00468704776082j),(-0.000138465209436+0.00429995875405j),(-0.00137198904466+0.00441323644074j),(-0.00116724426912+0.00383349951651j),(-0.00199313671135+0.00396629048196j),(-0.00240886815286+0.00307266858075j),(-0.00238152987405+0.00322756548598j),(-0.00312683589208+0.00225621721922j),(-0.00246474469195+0.00215276005939j),(-0.00308647892833+0.00156506361457j),(-0.00218911815577+0.000990040100859j),(-0.00243721925101+0.001077165024j),(-0.00163997355808+8.37706311489e-05j),(-0.00157285718074+0.000466710769349j),(-0.00111946711543-0.000353670850697j),(-0.00107882830705-6.42039058618e-05j),
(-0.000361909087806+0.000302923952908j),(-0.00062013126013-0.000539367054853j),(-0.000594453388792+0.00113000501229j),(-0.000851108147823-0.000635548475493j),(-0.00155113488907+0.00149776063663j),(-0.000774631104922+0.000159863440045j),(-0.00261086591084+0.00140276353627j),(-0.000597532646034+0.0013000231553j),(-0.00276714323276+0.00140488464693j),(-0.000644515866978+0.00237738988832j),(-0.00173399180306+0.00164117391052j),(-0.0010992745876+0.00319325159984j),(-0.000126230430923+0.00194776391989j),(-0.00119351668806+0.00379790682376j),(0.00105479745333+0.00203118568764j),(-0.000695063308216+0.00395069146886j),(0.0013672528696+0.00245526870608j),(0.000399908920967+0.00336255346152j),(0.00110282581406+0.00303173273437j),(0.00105019744386+0.00249857959449j),(0.00118992217005+0.00340702519124j),(0.00111298185916+0.00151520656947j),(0.00100454078651+0.00323602642603j),(0.000462695616821+0.0016242616924j),(0.000862989285973+0.00241845165674j),(-0.000656740523478+0.00230537266507j),(-0.000101907985636+0.00202015510892j),(-0.000858618640775+0.00318660811796j),(-0.00160686458576+0.00233357695315j),(-0.00151243269661+0.00368704430623j),(-0.00209522903164+0.0042480724954j),(-0.00275985881716+0.00384503116772j),(-0.00174645120333+0.00603630946212j),(-0.00334036549079+0.00530957189264j),(-0.00142230858128+0.0065437345181j),(-0.00267194907636+0.00687466921757j),(-0.00138726718262+0.00762049186852j),(-0.0014660201608+0.00679829326722j),(-0.000709968667013+0.00886555884104j),(-0.000588495346004+0.00653521992321j),(0.000280637907159+0.0085490915488j),(0.000153997592715+0.00670659499667j),(0.000686114513117+0.00804229059381j),(0.000991230751201+0.00571719923849j),(0.000864474603895+0.00779685343424j),(0.00140993425256+0.00509982354328j),(0.00112182526033+0.00684684379259j),(0.00152679409129+0.0049479393973j),(0.000926047207183+0.00664353919399j),(0.00176291231917+0.00409277752684j),(0.000919192830708+0.00648548713776j),(0.00159565079959+0.00467001129615j),(0.00112653933365+0.00640580978454j),(0.00161434518392+0.00459502859081j),(0.000953601254833+0.00717518722097j),(0.00142487666134+0.00508962508774j),(0.000940592060571+0.00741725509885j),(0.000870972164593+0.00611165839632j),(0.000747262514717+0.00814876356826j),(0.000364032495919+0.00615901173578j),(-6.23616912761e-05+0.00890356925516j),(-0.000449090698225+0.00680657733281j),(-0.000690366857247+0.00821126096718j),(-0.00183901415606+0.00735252704828j),(-0.000875808253464+0.00764404864443j),(-0.0029287212034+0.00620062270067j),(-0.00154221206601+0.00744719560865j),(-0.00291353586102+0.00494840950765j),(-0.00231442435236+0.00566390580811j),(-0.002220456157+0.00473487655366j),(-0.00216414136585+0.00341671528511j),(-0.00190969915979+0.00398351735052j),(-0.000810479279997+0.00253370176673j),(-0.00168724225412+0.00281125245944j),(0.00013220722296+0.00238626323592j),(-0.000214580088856+0.00184946814064j),(0.000292282351499+0.00286180932652j),(0.000922796461615+0.00138839418124j),(0.000667649064254+0.00297636416654j),(0.00141971097547+0.00204569516531j),(0.000968657166989+0.00289295870462j),(0.000994453962426+0.00281198616558j),(0.00159163038202+0.00278435126681j),(-0.000222924407418+0.00336284892096j),(0.00175934643486+0.00252643130461j),(-0.000968763889542+0.00345053996814j),(0.00100513041695+0.00253899978806j),(-0.00112067469319+0.00345187682595j),(-0.000560020725449+0.00206462250281j),(-0.000842622742679+0.00332019676142j),(-0.00202847072191+0.00153442291627j),(-0.000699489055631+0.00270476477257j),(-0.00269891158456+0.00141716268141j),(-0.000618577395806+0.00144660232047j),(-0.00241975336969+0.00157885954244j),(-0.000582333878699-5.89287592337e-05j),(-0.00166922203855+0.00149219629038j),(-0.00059279447444-0.000792715955612j),(-0.00096174401689+0.000767687731116j),(-0.000614998067295-0.000296911286972j),
(8.95459609635e-05-0.000164042506372j),(0.000296132457381+0.00108275159215j),(-6.12177170255e-05-0.000991858123705j),(-0.000128310128241+0.00186630537401j),(0.000526462831044-0.000697906302017j),(-0.00107962226105+0.00173059455352j),(0.0013451919567+0.00036687540392j),(-0.00157630519418+0.0011466503967j),(0.00184785931184+0.00141981923684j),(-0.000819918859576+0.000535441256262j),(0.00128725299362+0.00202111818071j),(0.00103150855388+8.17041163339e-06j),(0.000313220032366+0.00210882297511j),(0.00261158955878-0.000569943494963j),(-7.13161870443e-05+0.00219316311532j),(0.00308906928176-0.000783325071418j),(0.000450067223375+0.00124743481727j),(0.00220269867993-0.000129191713393j),(0.0013588174683+3.5188972693e-05j),(0.00166516898336+0.000711147284555j),(0.00140460029766-0.00110665700987j),(0.00140703762419+0.00149782874838j),(0.00121066845349-0.0013505494446j),(0.00151468208014+0.00100484224583j),(0.000433167837527-0.00010402728386j),(0.00186930907835+0.000297607455306j),(0.000564426204082+0.00106895995913j),(0.000852448113533+4.96564089891e-05j),(0.0014460128811+0.00200031629396j),(0.000655019264965+0.00111313577728j),(0.00125636168682+0.00138973973025j),(0.00199006626328+0.00310112793463j),(0.00075439158661+0.00122336491626j),(0.00327162889262+0.00319445021953j),(0.00117691067057+0.00246449909938j),(0.00360751919104+0.00265434743275j),(0.00259142513683+0.00210258007027j),(0.00357638270205+0.00353396099596j),(0.00330295847945+0.000547345267916j),(0.00384940000851+0.00368951972102j),(0.00330644410463+0.000362395339423j),(0.00383239541959+0.00257538404475j),(0.00353447662578-4.09270173872e-05j),(0.00320368259401+0.00275069427565j),(0.00356567148748-0.000921220736634j),(0.00269956321918+0.00243735724469j),(0.00320744815328-0.00060715448368j),(0.00237182368823+0.00180686614004j),(0.0032554766032-0.00100933972375j),(0.00192716194617+0.00256299769803j),(0.00318774012101-0.001040123636j),(0.00215225945151+0.00174404073539j),(0.00303153878904-0.000715977821936j),(0.00230474832073+0.0022836040215j),(0.00336254934137-0.00114818290814j),(0.00272287114108+0.00248047674277j),(0.00342686815588-0.000426613878765j),(0.00339497847707+0.0022116911469j),(0.00342174774025-0.000188238006126j),(0.00360340543168+0.00333376056129j),(0.00370939097753-0.00010661860316j),(0.0036446068075+0.00334715602371j),(0.00324152266595+0.00148293155745j),(0.00402664759912+0.00278113739499j),(0.00190566531234+0.00205421741125j),(0.00395240332916+0.00367583575001j),(0.00135003179594+0.00115168536112j),(0.00274471317153+0.00384054525944j),(0.00155699831477+0.00166560940917j),(0.00129025870252+0.00191028624262j),(0.00140486009883+0.00252023459677j),(0.00125337663656+0.00066677850903j),(0.000290487405528+0.00170155946661j),(0.00199862606578+0.000562342826774j),(0.000182554595999+0.000528191502808j),(0.00132856423416+0.000955140234619j),(0.00119863879988-0.00084906152303j),(0.00089894467111+0.00137542726187j),(0.00165196101252-0.000990683851612j),(0.00101214481238+0.000683146694228j),(0.00172795991998-0.000349197957939j),(0.00172349562895+0.000173063720801j),(0.000701780026338+0.000401444952192j),(0.00305764588275-0.0003600465347j),(-0.000201071064588+0.0010883452692j),(0.00336215664431-0.000165918902028j),(-0.000129158654313+0.00138381067102j),(0.00229950970227+7.67232110493e-07j),(0.000743037720576+0.00200495257398j),(0.000521301087664+2.33422720838e-05j),(0.00158480676656+0.00228402392024j),(-0.000850907369585+0.000332171978835j),(0.00178320051902+0.00170517030481j),(-0.00136071002559+0.00113912189086j),(0.00138118164176+0.000258859154016j),(-0.00106076724714+0.00187771304618j),(0.000788972368725-0.000928514069423j),(-0.000535958575055+0.00178280879791j),(0.0003026732783-0.000762631637278j),(-5.00791745129e-05+0.000520873346151j),
(0.00069163860141+0.000393296562128j),(0.000458524815899-0.000833129289366j),(0.000827561707619+0.00164972106715j),(0.00108141228025-0.00114351516751j),(0.000487110401181+0.00196228053324j),(0.00256053981508-0.000562921059858j),(-2.49387597299e-05+0.00127318231742j),(0.00374696916379+0.000350894517303j),(0.000267741064897+8.76079877163e-05j),(0.00361478247858+0.00071746738173j),(0.00170933385447-0.00131466485638j),(0.00230760642712+0.00053038207817j),(0.0035142814949-0.00264996088327j),(0.0010098967873+0.000138319456282j),(0.00414912978198-0.00360958155596j),(0.00051385790392-0.000578502856738j),(0.00335092106871-0.00330891829315j),(0.00121878305387-0.00219709687742j),(0.00202762327896-0.00238161892476j),(0.00136095742321-0.00344621485622j),(0.00152001774869-0.00108619621j),(0.00114457870719-0.0041256420933j),(0.00138691055862-0.000553988543066j),(0.00105082671926-0.00299592133761j),(0.00225067899784-0.00135391485907j),(0.000951233559489-0.00139273002375j),(0.00247212214364-0.00171929512648j),(0.00281706370252-0.000222459991916j),(0.00242174598991-0.00167954361937j),(0.00414957150926-0.000418485193747j),(0.00415939841551-0.000350358937673j),(0.00431862886607-0.00193728495253j),(0.00650622586196+4.90645731405e-05j),(0.00471913334353-0.00212770488103j),(0.00772845201627-0.00175800640199j),(0.00582714229367-0.00242771766863j),(0.00743381602934-0.00236936830598j),(0.00662141629822-0.00467637790153j),(0.00701292184387-0.00205210620817j),(0.00633225515775-0.00619373352311j),(0.00646983402425-0.00304255905365j),(0.00562350326078-0.00605065590875j),(0.00524225569463-0.00337496767382j),(0.00508888538785-0.00678075694284j),(0.00405800396927-0.00272904143553j),(0.00454957039835-0.00654974619687j),(0.0033064754087-0.00302634913937j),(0.00406752747296-0.0057725141875j),(0.00260722124484-0.0024057564768j),(0.00396133373103-0.00647924126835j),(0.00241998537829-0.00229667495668j),(0.00383351334503-0.00559661729374j),(0.00275702278155-0.00275107205236j),(0.00409262939709-0.00630698015018j),(0.00318667427533-0.00242576021467j),(0.00446366812779-0.00665695366548j),(0.00415659269031-0.0032261773547j),(0.00496393073783-0.00624962825387j),(0.0053637654119-0.00319314946203j),(0.00584824270217-0.00685805524514j),(0.00615340045111-0.00252077295107j),(0.00652618609544-0.00580388600906j),(0.00709992186593-0.00301447372512j),(0.00621649866033-0.0038361863148j),(0.00809726587042-0.00234608167774j),(0.00550444032818-0.00348802752592j),(0.00754894314278-0.000299542879593j),(0.00528686848049-0.00289688108636j),(0.00562507195459-0.000419709988413j),(0.00509036319258-0.000763595704608j),(0.00392823339863-0.00153495457985j),(0.00358943147962+4.50702480809e-05j),(0.0036572668356-0.00147528708347j),(0.00150594565375-0.000702432180727j),(0.00288722880113-0.00117225597396j),(0.00147922147305-0.00217139575916j),(0.00139994990651-0.00042672949996j),(0.00161493585934-0.00343271908653j),(0.00093776851302-0.000825803071523j),(0.00165832950055-0.0032969183243j),(0.00106955856865-0.0019601389188j),(0.0012860428757-0.00281432418432j),(0.00272050222678-0.00286175282865j),(0.000187230451337-0.00180556765573j),(0.00408082255242-0.00316898656383j),(0.000195791730067-0.00117050268855j),(0.0042368864127-0.00272929367846j),(0.00119440668805-0.00047690843881j),(0.00300555436196-0.00224026975585j),(0.00293029640789+0.000613983328141j),(0.00143021896294-0.00137727423855j),(0.00391058305002+0.0010442493887j),(0.000486551971369-0.000228546825482j),(0.00369213848722+0.000332553082363j),(0.000109565823973+0.00125260908617j),(0.0025974975424-0.000775714551498j),(0.000195696548689+0.00205160084963j),(0.00145890840838-0.00110556621918j),(0.000348981784788+0.00141381153139j),(0.000700967959884-0.000201684259722j),
(0.000635443536087-0.000341950955315j),(0.000942612916385+0.000857983003644j),(0.00112220173233-0.00111252566577j),(0.00126904407801+0.00158198245458j),(0.00264741842425-0.00112000154497j),(0.00116820853904+0.00123691193289j),(0.00431598793671-0.000681311620448j),(0.00130947991059-5.44421487728e-05j),(0.00488627468353-0.000573132701469j),(0.00211505775125-0.00188576616685j),(0.00386898680405-0.000902017692258j),(0.00350014449829-0.0037684001489j),(0.00193128780412-0.00154923027631j),(0.00403772968204-0.00526135620783j),(0.000622037614126-0.00223262461694j),(0.00339981296352-0.00568870336928j),(0.000280169437617-0.00354858807345j),(0.00183764291713-0.0046974900814j),(0.000561186397065-0.00481695707925j),(0.000889346018406-0.00334875956165j),(0.000220933958993-0.00563036435462j),(0.000670729669127-0.00211043391275j),(0.000408883922503-0.00515724805886j),(0.00108122339812-0.00232717988085j),(0.000643013171264-0.00331271548536j),(0.00232830030313-0.00275824174263j),(0.00222122491472-0.00221082739058j),(0.00272677155188-0.0030534167118j),(0.00472338616149-0.00195460773599j),(0.00432036157432-0.00303633440566j),(0.00592391741247-0.00358821840975j),(0.00705144997211-0.00285594413243j),(0.00645219501919-0.00541859421265j),(0.00883641239912-0.00468267991005j),(0.00713791687786-0.00627230810489j),(0.00903572080502-0.00689647546131j),(0.0077249702798-0.00834067486961j),(0.00808655394546-0.00735689864467j),(0.00718107635202-0.0107009431923j),(0.00687239049892-0.00770848058648j),(0.0059711465781-0.0110258392852j),(0.00544673108591-0.00835446290055j),(0.00491153402229-0.0108762458088j),(0.00401492748673-0.00739036621696j),(0.00406715631531-0.0107686920687j),(0.00276331454875-0.00669852539825j),(0.00353291444746-0.00957066147006j),(0.00202810271017-0.00639383672113j),(0.00327668153376-0.00936407238694j),(0.00174340730683-0.00520145999887j),(0.00318529006177-0.00916410151547j),(0.00165391098694-0.00594669819245j),(0.00323447805716-0.00904184812087j),(0.00198958677295-0.00593972060697j),(0.00350048974754-0.0101121071023j),(0.00283892994183-0.00657203595462j),(0.00406131508921-0.0103917743221j),(0.00395865425128-0.00779700334208j),(0.00494077730192-0.0110371935077j),(0.00530575261767-0.00770136147527j),(0.00622414189839-0.0114443920915j),(0.0068102797276-0.00801906219792j),(0.00718046104344-0.00984723325798j),(0.00845961583983-0.00809505887467j),(0.00725461187001-0.00829146568494j),(0.00924414637503-0.00607591764974j),(0.007241169767-0.00745469046104j),(0.00842199228825-0.00408351029169j),(0.00717751851578-0.00509932719759j),(0.00627297769481-0.00389783608161j),(0.00617543507034-0.00262078400552j),(0.00470720447474-0.00349441723673j),(0.00365016002336-0.00204681060709j),(0.00386470115862-0.00277733927068j),(0.0018352690748-0.00257000296541j),(0.0018373258674-0.00204843013836j),(0.00124342399095-0.00421732131755j),(0.000578029279389-0.00170564516083j),(0.000815273645649-0.00499103115699j),(7.5435045079e-05-0.00275455776342j),(0.000756776380702-0.00482762999271j),(0.000855223807749-0.00392614956806j),(-6.98055620446e-05-0.00436339865082j),(0.0026817839147-0.00499510305659j),(-0.000461781652241-0.00342190655261j),(0.00391593875232-0.00510044203746j),(0.000440918286685-0.00290597127915j),(0.00401065807023-0.0045620806504j),(0.00250783316337-0.00185589328593j),(0.00304114155932-0.00359821526266j),(0.00442725768516-0.000812989666945j),(0.00208314686534-0.00212120602374j),(0.00507864808075-0.000437973077275j),(0.00144426211142-0.000341353877849j),(0.00425103760348-0.000829221611617j),(0.00107070504886+0.00120384615064j),(0.00273501418828-0.00121786227198j),(0.000807699198335+0.00157817512209j),(0.00137991438587-0.000651313063347j),(0.000755351383734+0.000622812901651j),
(0.000501909905946-3.08967561178e-05j),(0.000678664019866-0.000820813619585j),(0.000963655444652+0.000618362339478j),(0.00193329775438-0.00123707838478j),(0.00139746037053+0.000618045678186j),(0.00355175074798-0.00125821143455j),(0.00167953664395-0.000251164196594j),(0.00448956260412-0.00152150123374j),(0.00212748991094-0.00189508195492j),(0.00400512706029-0.00200396866532j),(0.00271127147052-0.00388644418673j),(0.00211662001107-0.00259713457327j),(0.00278139119979-0.00548631453299j),(0.000320539811439-0.00320691913621j),(0.00219055531031-0.00633354280799j),(-0.000745554989655-0.00396384622029j),(0.000838139840209-0.00564249911352j),(-0.00104425276131-0.00508883623232j),(-0.000431023477114-0.00434847493256j),(-0.00122280658612-0.00563198008623j),(-0.000692157923919-0.00301129997098j),(-0.00123294555631-0.00550873376287j),(-0.00068319471131-0.00249661776117j),(-0.000687202530724-0.0042397207985j),(0.000257740035071-0.00290357456403j),(0.000511547220349-0.00316900137416j),(0.00129487332442-0.00310398027529j),(0.00291825602858-0.0030093539079j),(0.00251122988245-0.00387918064507j),(0.00470188041687-0.00399477174493j),(0.00480642392193-0.00466191217806j),(0.0054619915667-0.00627063300009j),(0.00664070428702-0.0061958813949j),(0.00596425668813-0.00820206582602j),(0.0070023265496-0.00874580647539j),(0.00586439781162-0.0100041886487j),(0.00603982266213-0.0102483991792j),(0.00510928942974-0.0120841251142j),(0.00451007338838-0.0105849870745j),(0.00380961579493-0.012971474669j),(0.00285950651244-0.0106887939252j),(0.00245136896078-0.0124926026523j),(0.0014763943207-0.00994990375036j),(0.0013289251852-0.0119314172738j),(0.000425778320453-0.00855474358885j),(0.000979887007983-0.0108308216302j),(-0.000462999851947-0.00774423660342j),(0.000861723053292-0.00971390556394j),(-0.00065650205305-0.00673397545249j),(0.000605181901867-0.00962363229098j),(-0.000779786012288-0.00646192576089j),(0.000839954640311-0.00914519442201j),(-0.000868678168194-0.00697695918589j),(0.000822415290602-0.00985617099129j),(-0.000351924141345-0.00744936414082j),(0.000865831272355-0.0108537420231j),(0.000278532616857-0.00878876877566j),(0.00156360794666-0.0116997480177j),(0.00131752302982-0.00985706974339j),(0.00254979841943-0.0128357549509j),(0.00286622074873-0.0104667997811j),(0.00376808635126-0.0128352143636j),(0.00467425837651-0.0110478864645j),(0.00489702801976-0.011642975198j),(0.00632748449914-0.0103332124677j),(0.00576166276822-0.0104465495911j),(0.00696711010714-0.00813127536122j),(0.00611443081272-0.00857865968489j),(0.00615518642581-0.00644286869632j),(0.00597697077818-0.00572195182993j),(0.00448129656687-0.00520314139379j),(0.00448542991107-0.00374961800262j),(0.00321596558766-0.00388001730961j),(0.00212305096885-0.00298389740106j),(0.00158845575517-0.00308943358131j),(0.000688893133907-0.00349926903717j),(-0.000203938862742-0.00214969311825j),(-0.000334210738145-0.00472047998976j),(-0.000994363031139-0.00244295133021j),(-0.000745707434867-0.00517136273114j),(-0.00120785182414-0.0035007440698j),(-0.00109818946637-0.0051610161046j),(-0.000131617957608-0.00469867357539j),(-0.00162534051905-0.0045902468833j),(0.00146695083845-0.00567515982933j),(-0.0011965187496-0.00423625227342j),(0.00253370424619-0.0056885060291j),(0.000350697254408-0.00356433418872j),(0.00276975546559-0.00508104924944j),(0.00273534109553-0.00284757820829j),(0.00249125462273-0.00393997000838j),(0.00442688208205-0.00201062344129j),(0.00203382761221-0.00225063704008j),(0.00457989252796-0.00153591849452j),(0.00165408366775-0.000496616659738j),(0.00343572473542-0.00140819632891j),(0.00112314927317+0.000573289806973j),(0.00190282691781-0.000981631281969j),(0.000704861949834+0.000641429673166j),(0.000859714100727-0.000104612623877j),
(0.000100767259294-0.000428823998531j),(4.81467959714e-05-0.00012925323555j),(0.000821125513455-0.000872554867749j),(0.000581994144731-0.000269743576683j),(0.00202893772917-0.00134992367911j),(0.00124402849233-0.000869080622362j),(0.00293978727686-0.00194258108333j),(0.00157758901659-0.00202064544636j),(0.00261904563464-0.00262944624906j),(0.00161145749086-0.00339521878586j),(0.0011147185559-0.00309258286529j),(0.00103435255585-0.00472830140878j),(-0.000710683632268-0.00334600341372j),(-6.70800081649e-05-0.00524594007206j),(-0.00195228032056-0.00361873588313j),(-0.00116074634491-0.00472148717432j),(-0.00270142059666-0.00396703536599j),(-0.00214637953262-0.00352149520677j),(-0.00298640380109-0.00421334133226j),(-0.00254424137506-0.00238351833113j),(-0.00307326890908-0.00389793360761j),(-0.00244811740461-0.0017440485645j),(-0.0024432708783-0.00315405214482j),(-0.00206442348635-0.00177090519381j),(-0.00122943889379-0.00243643794593j),(-0.00120928134143-0.00207894681553j),(0.000282186025487-0.00269044765369j),(-0.000175312976963-0.00283314093765j),(0.00173080593626-0.0035615560792j),(0.00141522295483-0.00439198267182j),(0.00244544981193-0.00527132372923j),(0.00241903795371-0.00629267154591j),(0.00264178697382-0.0075839271441j),(0.00216207399629-0.00835339620806j),(0.00201520738604-0.00948918924475j),(0.00125481579151-0.0100099844986j),(0.000577272911118-0.0107948703801j),(-0.000281972294473-0.0106654027816j),(-0.000887383568536-0.0111877363039j),(-0.00199402290587-0.010279684239j),(-0.002006264529-0.0107838773821j),(-0.00316603077244-0.00911200104756j),(-0.00288191681968-0.00971365771214j),(-0.00357741412421-0.0077427838408j),(-0.00310768899247-0.00843751591287j),(-0.00404571385548-0.00643550428204j),(-0.00258478861824-0.00727712776846j),(-0.00408918429692-0.00542837618916j),(-0.00258237535964-0.00658910681396j),(-0.00360170602767-0.0048589149729j),(-0.0024937858598-0.00630184087406j),(-0.0039659609323-0.00492298778169j),(-0.00237922221521-0.00645415635155j),(-0.00396463822461-0.00547872864008j),(-0.00295918594223-0.00721765635852j),(-0.00379344882314-0.00646439106375j),(-0.00302322948366-0.00836769872476j),(-0.00388781456063-0.00775126560959j),(-0.00264541953746-0.00969971607059j),(-0.00324270909999-0.00919678775543j),(-0.00208239928731-0.0107626732174j),(-0.00183282751483-0.0102784413303j),(-0.000963057942999-0.0112735728785j),(-0.000200994640646-0.0106273526498j),(0.000606170045161-0.0108615544751j),(0.00121715150863-0.00994617835283j),(0.00189763885992-0.00958790763069j),(0.00229973862199-0.00841939168583j),(0.00261964706127-0.00743380245803j),(0.00221621485347-0.00642265593429j),(0.00264574974514-0.0052737094763j),(0.00124542277283-0.00433016732177j),(0.00153081578683-0.00351526654719j),(0.000201090546233-0.00295794103066j),(6.03041591137e-05-0.00245523037701j),(-0.00110952679905-0.0020649296737j),(-0.00127320497094-0.00269876190783j),(-0.00209219563902-0.00145587358697j),(-0.00231405268221-0.00330469916311j),(-0.00277360861584-0.00170525296153j),(-0.00265313966869-0.00375287911211j),(-0.00277765597469-0.00260492235771j),(-0.00302019310601-0.00385218604635j),(-0.00192911595787-0.00373404096553j),(-0.00288890870565-0.00375249402877j),(-0.000822488061466-0.00465467770072j),(-0.00228452243107-0.00373454729962j),(0.000327555513759-0.00486262744449j),(-0.000523023929494-0.00368049486627j),(0.0010604564719-0.00451886010428j),(0.00159818977202-0.00341141757104j),(0.00141128346564-0.00364813383731j),(0.00280671979104-0.00275588689552j),(0.00132994162946-0.0023639579145j),(0.00283593842604-0.00197984993172j),(0.0009674140076-0.00104952482403j),(0.00182848163622-0.00112522892794j),(0.000477911552949-0.000156529630883j),(0.000800360748574-0.000444904838655j),(0.000292709100981+2.13481006327e-07j),
