(2.82200429644e-06+7.40814691554e-05j),(-1.23125428414e-05+7.0100463144e-05j),(-3.04133611643e-06+8.17410760054e-05j),(-6.92457415144e-06+8.72771944525e-05j),(-1.22449396816e-05+0.000100400832928j),(1.88458296803e-05+0.000102470878633j),(2.62627647845e-05+0.000101415745611j),(3.1289517191e-05+9.37544390264e-05j),(3.12574990261e-05+0.000105860877371j),(3.83960086167e-05+0.000142030758877j),(4.63613925883e-05+0.000102487406064j),(3.74322921107e-05+0.000125811066543j),(5.96131471705e-05+0.00015690217759j),(4.61370238182e-05+0.000142724181069j),(7.34471624215e-05+0.000203049417071j),(7.72098687014e-05+0.000229516965262j),(7.52932888207e-05+0.000242576670285j),(0.000124769861143+0.000251499385473j),(0.000135255840119+0.000301912918826j),(0.000160600705588+0.00031249927043j),(0.000173452883863+0.000327953000993j),(0.000217729072907+0.000358351211327j),(0.000212279888738+0.000356715810009j),(0.000245932583877+0.000375228632205j),(0.000258388854627+0.000375305462544j),(0.000267960614102+0.000416806174734j),(0.000277419469749+0.000411968046738j),(0.000292226162444+0.000453284113627j),(0.000325388579934+0.000458520196392j),(0.000330599636983+0.00050015103965j),(0.000375362237397+0.000503252347032j),(0.000373900990411+0.000527156985985j),(0.000417879586123+0.000541979232117j),(0.000408023585652+0.000551369615879j),(0.000436971504437+0.000580348252744j),(0.00043180909704+0.000586400267194j),(0.000448206890497+0.000624315140368j),(0.000455526873743+0.000637784663062j),(0.000470086188435+0.000673702466685j),(0.000490517602907+0.00069741845583j),(0.000513627242239+0.000721865273625j),(0.00053518681677+0.000747421878418j),(0.000566036712356+0.000762129197015j),(0.000581899162009+0.000782783733739j),(0.000620896954392+0.000786296436639j),(0.00062268485186+0.00079400787208j),(0.000662232726627+0.00079501206566j),(0.000653767962438+0.000795865469022j),(0.000690187526724+0.000798911303267j),(0.000671911261964+0.000796115474482j),(0.000700960260547+0.000800603632817j),(0.000670438675117+0.000794657296819j),(0.000689765516738+0.000798447454556j),(0.000653353075962+0.000795611745549j),(0.000662365845164+0.000795531251887j),(0.000624256426884+0.00079580541863j),(0.00062072560878+0.00078691793411j),(0.000581241551712+0.000781481268191j),(0.000567292988793+0.000760244447509j),(0.000535192734547+0.000747238048374j),(0.000512168604771+0.00072282182738j),(0.000489390077416+0.000697292227639j),(0.000469868319651+0.000674320953178j),(0.000456503964491+0.000638943017425j),(0.000448671491729+0.000624704490754j),(0.000432641608364+0.00058672627212j),(0.000438437043893+0.000579401191449j),(0.000408146444727+0.000549685117496j),(0.000416590721159+0.000540917296612j),(0.000372699574628+0.000528032613451j),(0.000377009321469+0.000503422190341j),(0.000329598733969+0.000496276224815j),(0.000318671513669+0.000459700870014j),(0.000292479514196+0.000462045166022j),(0.000286897007408+0.000412345939503j),(0.000267153588785+0.000407086432851j),(0.00024782125884+0.000378990367958j),(0.000252321144313+0.000386683221385j),(0.000222215045383+0.000349273096582j),(0.000210034506874+0.000354390380403j),(0.000178997823959+0.00033722339187j),(0.000172909725319+0.000297417162407j),(0.000113316642099+0.000288134385065j),(0.000113968958865+0.000277845052612j),(0.000104465075312+0.000247268782515j),(7.69653278307e-05+0.000201271399071j),(5.37974732107e-05+0.000205461550176j),(5.10488147439e-05+0.000146750982517j),(4.8707115245e-05+0.000147111507451j),(2.45816946305e-05+0.000143268821085j),(6.27958901179e-05+0.000111279754868j),(3.90847308872e-05+0.000127836595909j),(1.95376929202e-05+0.000108144977344j),(2.97731751326e-05+9.74224880436e-05j),(1.7203422299e-05+0.000104229649433j),(1.59222069959e-05+0.000117450788633j),(-3.96271925569e-06+0.000106078154772j),(-9.52793911377e-06+8.68292511965e-05j),(-5.39610926122e-06+9.2782385841e-05j),(-5.57763980378e-06+7.38464183137e-05j),
(-1.57679343125e-05+7.77418187727e-05j),(2.51210374252e-05+7.68162760268e-05j),(-2.96036774113e-06+6.60065360464e-05j),(8.28770272401e-07+8.26601793066e-05j),(2.37285458481e-05+8.18251186399e-05j),(6.51369195208e-06+8.98655651507e-05j),(1.96907873571e-05+9.62128944273e-05j),(2.5673372153e-05+0.000120304837476j),(4.46456446222e-05+0.000106594383387j),(2.91264345237e-05+6.86184799463e-05j),(4.27138520952e-05+0.000155702144586j),(8.35582053226e-05+0.00013383938316j),(6.17350358206e-05+0.000129870355144j),(0.000107433432354+0.000192441531657j),(7.31537711016e-05+0.000153602418008j),(9.28327409484e-05+0.00017136044399j),(0.000137313363486+0.000200103523692j),(0.000117175111715+0.00025187495562j),(0.000150152545357+0.000235285448839j),(0.000163646680518+0.000273774921971j),(0.000191872397736+0.000295837750765j),(0.000174243403961+0.000292216466933j),(0.000232475492873+0.000326695320024j),(0.000227082868206+0.000346497138667j),(0.000246975813265+0.000385879278497j),(0.000261351859517+0.000369214945707j),(0.000298172759823+0.000421041283839j),(0.000315705820627+0.000411585615648j),(0.000323385309009+0.000463916669562j),(0.000369072486141+0.000445360207538j),(0.000357900200564+0.000496538693811j),(0.000424238211428+0.000502370016462j),(0.000397788337323+0.000524733605053j),(0.000466450476422+0.000559870826903j),(0.000451467018072+0.000552531743236j),(0.0004958699806+0.000606094683351j),(0.000505559172722+0.000586318905287j),(0.000521533675391+0.000634451880388j),(0.000549619118637+0.000626546847517j),(0.000554336564022+0.000655868068991j),(0.000582503960622+0.000667570159334j),(0.000592927069994+0.000677279370601j),(0.000601851634551+0.00070446548767j),(0.000631686025358+0.000705673132573j),(0.000617680506033+0.000728917585551j),(0.000663881060309+0.000728851890659j),(0.000627494072653+0.000740808797458j),(0.00068816562005+0.000748867516673j),(0.000636621652115+0.000747750118214j),(0.000702695062425+0.000761469382364j),(0.000641259449931+0.000750505499923j),(0.000701219571212+0.000760258650825j),(0.00063613738143+0.000747307589881j),(0.000687758662415+0.000748674386664j),(0.000627698699936+0.000741314136159j),(0.000665460507662+0.000730384974604j),(0.000617606332834+0.000729522404566j),(0.000631004099828+0.000704503238728j),(0.000602803415993+0.000702594689836j),(0.000592926159702+0.000677097732587j),(0.000581251280421+0.000668556506815j),(0.000553241719743+0.000655852622804j),(0.000549383147033+0.000627151055352j),(0.00052253518938+0.000635615684256j),(0.000506374838648+0.000586656985068j),(0.000496643816023+0.000605754560222j),(0.000451795496047+0.000551641214752j),(0.000466681383885+0.000559866051193j),(0.000399092153085+0.000523387437284j),(0.000422389933292+0.000499148907002j),(0.000353120281391+0.000497937401644j),(0.000370158527511+0.000451073888405j),(0.000330123019921+0.00046174015303j),(0.000310697837721+0.000402541290606j),(0.00028531591029+0.000429421871948j),(0.000272160321623+0.000385927286316j),(0.000265355578618+0.000373681523546j),(0.000213090479674+0.000329734046655j),(0.000219852588345+0.000343809064824j),(0.000194246770545+0.000299258053706j),(0.0001913005574+0.000276250189437j),(0.000148968344052+0.000285660762085j),(0.000176473464877+0.000242948769554j),(0.000118950851601+0.000212791162311j),(9.31408718203e-05+0.000202920170032j),(0.000101160097945+0.000211121024629j),(0.000102348085641+0.000139238894721j),(9.11264825573e-05+0.000176422532494j),(6.13095221154e-05+0.000141141169739j),(8.73465829114e-05+0.00011713619552j),(1.42237736864e-05+0.000154617356643j),(2.62695161468e-05+9.54417981192e-05j),(5.83583986007e-05+0.000108291445862j),(2.14497595503e-05+0.000118884290514j),(2.24850450183e-05+0.000102619268192j),(6.29207866241e-06+8.48430948606e-05j),(1.31381381654e-05+8.88535627995e-05j),(6.69440490591e-06+9.29366229731e-05j),(-8.12721088748e-06+6.06975967445e-05j),(9.78930602246e-06+0.000100364096133j),
(2.2349615983e-05+7.56709452535e-05j),(-6.68007445451e-06+8.19536044584e-05j),(1.78243317877e-05+9.23275173285e-05j),(2.81579695406e-05+7.49741243469e-05j),(1.86208033856e-05+7.30052605946e-05j),(2.2447038799e-05+7.46855595587e-05j),(1.90255751382e-05+8.24567168012e-05j),(2.74404026782e-05+8.68496640912e-05j),(2.78240215555e-05+0.000107809224464j),(5.86675876906e-05+0.000143019904245j),(6.72348249733e-05+0.000119719123449j),(5.76892342069e-05+0.000148859265623j),(9.32598090168e-05+0.000161225182329j),(9.63587500254e-05+0.000151241084792j),(0.000147732162206+0.000187544239933j),(0.000165320066516+0.00018846417801j),(0.000159965108092+0.000196054638893j),(0.000188926598825+0.000184827029033j),(0.000184926887894+0.000207372471135j),(0.000193798166827+0.000216940074631j),(0.000199801755116+0.00023238101514j),(0.000223072356687+0.000270077246089j),(0.000215345144115+0.000294560387756j),(0.000237962597629+0.000315250040775j),(0.000258809679535+0.000332862003465j),(0.00028829241152+0.000374319812299j),(0.00029995819126+0.000382640943621j),(0.000326024562903+0.000417229550955j),(0.000356561548222+0.000416876907809j),(0.000365959276942+0.000460888493012j),(0.000408514047891+0.000469098421486j),(0.000404772954169+0.000502245347678j),(0.000459421274186+0.000534768452632j),(0.000460931168777+0.000549490959495j),(0.000510059702694+0.000599231145453j),(0.000531524738604+0.000595436784731j),(0.000564288911066+0.000640207683601j),(0.000601182990951+0.000630117006986j),(0.000616885950364+0.000655280292042j),(0.000654384861209+0.00065187033339j),(0.000662025603689+0.000656496920104j),(0.00068070726989+0.000662846571417j),(0.000688323645128+0.000661678795365j),(0.000684834627603+0.000674117792698j),(0.000701665404592+0.000672024687681j),(0.000675307392584+0.000680072774612j),(0.000702038603277+0.000685771958788j),(0.000666005344578+0.000687416657199j),(0.000701947695187+0.00069993403486j),(0.000662533399549+0.000693536291962j),(0.000703062358299+0.000706127617053j),(0.00066076305881+0.000692506152566j),(0.000701488064104+0.000699505725336j),(0.000665538575347+0.000687270548778j),(0.000702241790088+0.000686297051958j),(0.000677227241889+0.000681385279545j),(0.00070164505492+0.000672703725199j),(0.000683932008769+0.000673081205839j),(0.000689092712777+0.000659511358622j),(0.000680697980816+0.000662663674782j),(0.000660893922417+0.00065774408382j),(0.000653203092671+0.000651965339071j),(0.000616772338095+0.000655917627289j),(0.00060235180951+0.000631031599028j),(0.000564864096605+0.000640595147544j),(0.000532534354927+0.000595460657943j),(0.000511025561463+0.000597815153233j),(0.0004604259213+0.000548253206912j),(0.000458579916429+0.000534480706715j),(0.000404600153302+0.000502436326869j),(0.000408835859834+0.000467623245345j),(0.000362268892866+0.000459195846117j),(0.000352796149124+0.00042208884935j),(0.000331677096548+0.000422548644478j),(0.000305691099391+0.00037640409482j),(0.000279831467964+0.000368587403895j),(0.000252195276294+0.000344999671981j),(0.000252958221369+0.000323684221556j),(0.000224620810042+0.00027973450749j),(0.000211168857994+0.000263155534766j),(0.000198403504982+0.000240931212496j),(0.000199768009885+0.000212134058647j),(0.000175319000314+0.000204844009046j),(0.000192418142986+0.000198548002748j),(0.000178755858237+0.000186186710354j),(0.000153849226135+0.000165234227245j),(0.000125503034275+0.000194065402501j),(9.61375188587e-05+0.000164956943812j),(9.58452659837e-05+0.000164292158257j),(6.03946046274e-05+0.000153080610906j),(7.34114789219e-05+0.000115884149192j),(5.26395070246e-05+0.000134829280417j),(1.71975621498e-05+0.000111272369814j),(2.37610349661e-05+9.40393467486e-05j),(1.61991872988e-05+8.80937464445e-05j),(2.06509042879e-05+8.27067693288e-05j),(1.88829628218e-05+7.94107468948e-05j),(2.48027570662e-05+8.50622805077e-05j),(2.70498182454e-05+0.000108805056215j),(6.71249847384e-06+7.68395722286e-05j),
(1.09082999092e-05+7.40270471665e-05j),(-6.38134133778e-06+8.67719421867e-05j),(1.58072621693e-05+8.33305788023e-05j),(2.2450005804e-05+7.63076926726e-05j),(2.24856686162e-05+7.48971980393e-05j),(1.63647337931e-05+7.24281988723e-05j),(1.23950824004e-05+8.36739808797e-05j),(1.63315262814e-05+8.6043255644e-05j),(2.12053092702e-05+0.000115648222894j),(5.70678624785e-05+0.000132092558654j),(4.96386953242e-05+0.000123304583936j),(5.97215337757e-05+0.000158046541936j),(8.85355982161e-05+0.000160810178345j),(9.12345800748e-05+0.000167458653337j),(0.00013484565893+0.000174598544594j),(0.000153324016867+0.00018579051608j),(0.000160405394307+0.000197110596325j),(0.000159377541058+0.000190034962756j),(0.000173160154842+0.000209102795231j),(0.000174738299958+0.000216827002661j),(0.000180153020237+0.000246450438413j),(0.000196557027945+0.000267802813569j),(0.000194054792606+0.000305703284686j),(0.000213148087295+0.000324343151105j),(0.000229124047693+0.000353056887433j),(0.00026353844955+0.00038258162901j),(0.000273233413745+0.000406637406612j),(0.000307761628232+0.000429780611435j),(0.000322610719123+0.000439779690776j),(0.000351048658404+0.000476825312585j),(0.000370890236105+0.000486334560188j),(0.000386641800761+0.000528434818367j),(0.000423301363171+0.000548493354349j),(0.000435936241801+0.00058265874504j),(0.000480999679682+0.000614388231816j),(0.00050103783336+0.000628324601402j),(0.000540153701773+0.000659364412713j),(0.000568438113901+0.000657225213527j),(0.000591004553431+0.000677808212242j),(0.000620814714623+0.000673961854027j),(0.000628355522645+0.000680870518318j),(0.00064595351379+0.000684931471381j),(0.000644898039056+0.0006868066328j),(0.000647613133348+0.000701392342138j),(0.000650359054843+0.000698282674972j),(0.000635508920682+0.00071525766868j),(0.000646245002313+0.000713367492276j),(0.000623892410767+0.000730046113142j),(0.000644154954889+0.000728872905486j),(0.000619040846484+0.000740596125071j),(0.000644686529267+0.000735693467063j),(0.000617384108767+0.000739484532522j),(0.000643699549497+0.000728439381508j),(0.000623448629471+0.000729877986171j),(0.000646435870273+0.000713882283484j),(0.000637297776113+0.000716664050972j),(0.000650311165628+0.000698937219881j),(0.000646792989599+0.000700307276744j),(0.000645758457843+0.000684751990542j),(0.000645951924503+0.000684746341294j),(0.000627169233599+0.000682020064241j),(0.000619671395689+0.000674005792298j),(0.000590849812553+0.000678414491331j),(0.000569513118498+0.000658215133327j),(0.000540761370207+0.000659783818821j),(0.000502040597222+0.000628309699025j),(0.000481879893373+0.000613025679083j),(0.000435451491236+0.000581652845547j),(0.000422901544641+0.000548249425564j),(0.000386560765766+0.00052792181466j),(0.000370184247715+0.000484817306379j),(0.000347477407871+0.000476622732876j),(0.000321016357778+0.000444629770273j),(0.000312753322414+0.000432021054382j),(0.000274868330933+0.000401477642243j),(0.000256826625854+0.000381883372762j),(0.000228197070779+0.000362405878787j),(0.000223982793836+0.000326910524442j),(0.000198008478178+0.000296557075768j),(0.000191782696608+0.000264604738316j),(0.000179585609879+0.000246627750195j),(0.000171396127811+0.00021523815918j),(0.000171306521065+0.000216335071768j),(0.000172336594604+0.000191984736151j),(0.000164911968028+0.000178881130438j),(0.000135097923194+0.000177148487304j),(0.000124979159272+0.000186286843035j),(9.48806251296e-05+0.000173287410101j),(8.87754399611e-05+0.00016119300619j),(6.10696497039e-05+0.000159943693582j),(5.13963226532e-05+0.000119453923608j),(4.99942242254e-05+0.000127520001759j),(1.16643460328e-05+0.000120568344003j),(1.37811959089e-05+9.48294133617e-05j),(1.29575446568e-05+8.94718971144e-05j),(1.69323611078e-05+7.6650262243e-05j),(2.00615835684e-05+7.70944209182e-05j),(1.56478778883e-05+8.69799392477e-05j),(2.35986197544e-05+9.89523815196e-05j),(5.41096357776e-07+8.47210670607e-05j),
(-2.8990774569e-05+8.18803217294e-05j),(1.42861021065e-05+6.83880893433e-05j),(-1.26319272275e-05+6.34487139643e-05j),(-7.08447829049e-06+8.19611979613e-05j),(1.55377429154e-05+7.79622671913e-05j),(-3.78015510123e-06+9.26086832599e-05j),(2.90247585335e-06+9.90218276431e-05j),(1.31352753401e-05+0.000118239912821j),(2.67958840805e-05+0.000105850829089j),(2.97502426741e-06+7.82102990542e-05j),(3.38530249298e-05+0.000157792215048j),(6.73796688886e-05+0.000136988033105j),(4.42880371557e-05+0.000145214936384j),(9.52785266886e-05+0.000190862704103j),(4.51256573679e-05+0.000156120950287j),(6.32656590882e-05+0.000176360596384j),(0.000107464229816+0.000199232642947j),(8.0192067395e-05+0.000259003960764j),(0.000103859916219+0.00024665262541j),(0.000121325908736+0.000282933500714j),(0.000140688350396+0.000311412237772j),(0.000117756977567+0.000317522230443j),(0.000173527490957+0.000343864652875j),(0.000168686459287+0.000375962970572j),(0.000189514562224+0.000420135748851j),(0.00019576881479+0.000407456797205j),(0.000238252192437+0.000457715834129j),(0.000251997907681+0.000452534252656j),(0.000262844291671+0.000508658216859j),(0.000299891814102+0.000489130794384j),(0.000292670770071+0.000547059291333j),(0.000353825785906+0.000548819257538j),(0.000326955001636+0.000582836690791j),(0.000396991380289+0.000610485165984j),(0.000375589295678+0.000612816502334j),(0.000427812384835+0.00066051651336j),(0.000425707692394+0.000643708944671j),(0.000449638800589+0.000691373604939j),(0.000464994905549+0.00068028663684j),(0.000471861477922+0.000714784000061j),(0.00049090084966+0.000722917912874j),(0.00049671739188+0.000739050355559j),(0.00050130997351+0.00076796104183j),(0.000523020672193+0.000772133855391j),(0.000508486521642+0.000805493090038j),(0.000547851689667+0.000801427228653j),(0.000511761036759+0.00083059506018j),(0.000568816004993+0.000827387608509j),(0.000516603572752+0.000847374420043j),(0.00058218067553+0.000843828772665j),(0.000519738824577+0.000853809727557j),(0.000580855079848+0.000842476535214j),(0.000516222209562+0.000846866758536j),(0.000568433849946+0.000827149372154j),(0.000511872071335+0.00083112805097j),(0.000549238461984+0.000803093365205j),(0.000508329815562+0.000806091029794j),(0.000522483136951+0.000770936660953j),(0.000502479010489+0.000766209890656j),(0.000496747843265+0.000738881018191j),(0.000489575155082+0.000723740945007j),(0.000470754754496+0.000714609448614j),(0.000464688886862+0.000680880777095j),(0.000450539007731+0.000692616495969j),(0.000426423386619+0.00064406192202j),(0.000428465776533+0.000660318257194j),(0.000376060946791+0.00061224490219j),(0.000397678286137+0.000610447746865j),(0.000328260318417+0.000580923353339j),(0.00035122787682+0.000545713816449j),(0.000288299110214+0.000549628787547j),(0.000302868969085+0.000494103779892j),(0.000268575746431+0.000503665801354j),(0.000243235161322+0.000444733374389j),(0.000227043978424+0.000470686722812j),(0.000211914458942+0.000421804446972j),(0.000204611107768+0.000401942797546j),(0.000148367345512+0.000363290362977j),(0.000165468472909+0.000366845091222j),(0.000142035624198+0.000319786477316j),(0.000135194905688+0.000290095575614j),(0.000107742405525+0.000299739752676j),(0.000134564005175+0.000250856928659j),(7.70630272027e-05+0.000216837353701j),(6.19043491504e-05+0.00020714707906j),(7.51694284322e-05+0.000216090410318j),(7.33828227757e-05+0.000141625816049j),(8.33291097035e-05+0.000176503711888j),(4.61358466073e-05+0.00014860462833j),(6.24838127237e-05+0.000118237812879j),(5.07704611435e-06+0.000163446011406j),(3.58277116605e-06+0.000102603615778j),(3.59027471435e-05+0.000107394218559j),(1.14826803857e-05+0.00012233300392j),(1.12216010644e-05+0.000101633331729j),(-6.36512810666e-06+8.3153002928e-05j),(3.94697737834e-06+8.38785346659e-05j),(-4.97837370444e-06+8.77641890005e-05j),(-2.64293235368e-05+6.19265639241e-05j),(2.05107764823e-06+0.000100439178145j),
(-1.57040536637e-05+6.40827858546e-05j),(-3.28353474453e-05+7.06364086069e-05j),(-1.58102984694e-05+7.87333868239e-05j),(-2.82748115747e-05+7.34986612496e-05j),(-4.27572671558e-05+9.43369655858e-05j),(-1.06349138994e-05+0.000100081896057j),(-7.70279850584e-06+0.000105994480512j),(-5.27390302077e-06+0.000101069698492j),(-1.50185070335e-06+0.000108994520272j),(1.92583248812e-05+0.000148542186282j),(1.59647007663e-05+0.000108100457412j),(2.0911263148e-06+0.000141701838391j),(2.75016264058e-05+0.000166937005612j),(-4.10936713383e-06+0.000150141109618j),(3.73478878748e-05+0.000201863853997j),(2.7720332742e-05+0.000219792405732j),(4.3859512139e-06+0.000248543706727j),(4.35246657321e-05+0.00024965344272j),(3.97396935815e-05+0.000316999725976j),(5.78864053256e-05+0.000336330636138j),(5.78151711167e-05+0.000354965361879j),(0.000109543573788+0.000395386937384j),(9.4970997948e-05+0.000406325128295j),(0.000123825595013+0.000431813231211j),(0.000131216151128+0.000431638502209j),(0.000146839118405+0.000480658356389j),(0.000146170554955+0.00047890672083j),(0.00016130414548+0.000530317418494j),(0.000186086798768+0.000529225044498j),(0.000187920583276+0.000588783642213j),(0.000232046297055+0.000585863431427j),(0.000219147610844+0.000627192391123j),(0.000273133697765+0.000638530707569j),(0.00024872617396+0.000655462714276j),(0.000290514989366+0.000685768640532j),(0.000270943670154+0.000686650838768j),(0.000293070134078+0.000729642655773j),(0.000288117122782+0.00073241839455j),(0.000296858381661+0.000775159344126j),(0.000306347674283+0.000793350814219j),(0.000316561232599+0.000824752777715j),(0.000328001884341+0.000854936448303j),(0.000346193697182+0.000874464191297j),(0.000351026924523+0.000909474846109j),(0.000385174881009+0.000916286297004j),(0.000375339557864+0.000942268842718j),(0.000418888964382+0.000943618703338j),(0.000396346912181+0.000962407622503j),(0.000443557647673+0.000962070210001j),(0.000409628649362+0.000973272473093j),(0.000453277842495+0.000969476308655j),(0.000408624827272+0.000971467050846j),(0.000443267562281+0.000961548688728j),(0.000396023677646+0.000962050713142j),(0.000418882808944+0.000944122794685j),(0.0003763566957+0.000944430472318j),(0.000384845014879+0.000916818904756j),(0.000350735486374+0.000908037656687j),(0.000347909074628+0.000873030960916j),(0.000328048249821+0.000854757715343j),(0.000314896538162+0.00082528186145j),(0.00030534613408+0.000792931058834j),(0.000296479856958+0.00077566463081j),(0.000288703241005+0.00073380149827j),(0.000293426937491+0.000730177450754j),(0.000271746589955+0.000687167409168j),(0.000292141595466+0.000685059549948j),(0.000248924082245+0.000653944648313j),(0.000272311749849+0.000637786151209j),(0.00021873628309+0.000627469657304j),(0.000233161127594+0.000584970170687j),(0.000185732633099+0.000585494847912j),(0.000180438460168+0.00053189030326j),(0.000163885226446+0.000537082065382j),(0.000152642506094+0.000475575397358j),(0.000140860109508+0.000474671160929j),(0.000124866909569+0.000441504577133j),(0.000136815978034+0.000438427636219j),(9.91831278084e-05+0.000392210602242j),(9.54380798333e-05+0.000397759244151j),(6.92678183635e-05+0.000369422330248j),(7.23907441369e-05+0.000316871450752j),(1.51859559142e-05+0.000305669879282j),(4.00386731339e-05+0.000277521368962j),(3.46268237251e-05+0.000242580224769j),(1.57544544317e-05+0.000190852470934j),(1.71122272112e-05+0.000214993907084j),(8.42008711582e-06+0.000155885162768j),(2.06865494306e-05+0.000155138174724j),(-5.5694832448e-06+0.000153393973057j),(2.75268997861e-05+0.000106127187693j),(8.28934738047e-06+0.000136645293775j),(-1.24895902579e-05+0.000119746208105j),(-1.92319487099e-06+0.000103858564065j),(-1.74740031246e-05+0.000105794348205j),(-1.52360648969e-05+0.000114409499461j),(-3.56575471198e-05+0.000100046405329j),(-3.06496595754e-05+7.32572646522e-05j),(-1.7101479784e-05+8.65062848132e-05j),(-3.17636837205e-05+6.90868505385e-05j),
(-2.68187116942e-05+6.36961465911e-05j),(-3.00764560511e-05+7.81435414056e-05j),(-3.13262399804e-05+6.80190220626e-05j),(-4.07916819032e-05+7.4306120791e-05j),(-4.83300019125e-05+8.70217090537e-05j),(-3.08781827912e-05+9.50181069866e-05j),(-1.49247706535e-05+0.000105222862692j),(-2.06079274128e-05+0.000110464132251j),(-6.26904224146e-06+0.000127384515681j),(2.51583158852e-06+0.000128282638719j),(-1.06597381687e-05+0.000124708172841j),(2.8644862915e-06+0.000143611992052j),(3.26362608114e-06+0.000155022951139j),(-1.02980895974e-05+0.000170304449335j),(-1.87790224572e-06+0.000199677612783j),(-7.36656708477e-06+0.000226646552654j),(-1.27671625256e-05+0.000248996098912j),(5.10131693585e-06+0.000281527063667j),(1.40726415359e-05+0.000320748433135j),(1.27879407475e-05+0.000350674895615j),(3.25636642723e-05+0.000379820198299j),(5.67514841064e-05+0.000406446453155j),(6.29044637132e-05+0.000433858075993j),(8.15672659455e-05+0.000451602104367j),(9.28807529632e-05+0.000463895893422j),(0.00010076972264+0.000491315511999j),(0.000107252867312+0.000509794071461j),(0.000113736694899+0.000536235646845j),(0.000125295113143+0.000563065820585j),(0.000139449477505+0.000596893636032j),(0.000153761905456+0.000618474653564j),(0.000169190474368+0.000652937355724j),(0.000188350611674+0.000664384153033j),(0.000189954270616+0.000695673398229j),(0.000210582560287+0.000705505501893j),(0.000196123949871+0.000730389908368j),(0.000216802873348+0.000751395626969j),(0.000197962834322+0.000771323024445j),(0.000216472039315+0.000807349368498j),(0.000208706252016+0.000828396491612j),(0.000225963451194+0.000869411167362j),(0.000232044313427+0.000892523127866j),(0.000245501051189+0.000926718142455j),(0.000261978917339+0.000954994661429j),(0.000278649907089+0.000969708130823j),(0.00029439718292+0.000997694781117j),(0.000311558102859+0.000993776876185j),(0.000321083151147+0.00102582927748j),(0.000337209846022+0.00100850855453j),(0.000336904441933+0.00104120429482j),(0.000347467046803+0.00101427884424j),(0.000336073174215+0.00103940724981j),(0.000336984723985+0.00100784159904j),(0.00032078724772+0.00102546297357j),(0.000311501645507+0.00099436945744j),(0.000295168079787+0.000999831601885j),(0.000278294667903+0.000970248999692j),(0.000261894988357+0.000953610373637j),(0.000247257007811+0.00092538400026j),(0.000232129564858+0.000892352500176j),(0.000224337597488+0.000869748083939j),(0.000207656704431+0.000827896221382j),(0.000216039112343+0.000807829784658j),(0.000198385547076+0.00077273774128j),(0.000217163712186+0.000752075211022j),(0.00019697463936+0.000730843401404j),(0.000212004512656+0.000704886430311j),(0.000190276072302+0.000694587807863j),(0.000188221891743+0.000663608394219j),(0.000168870159318+0.000652224457654j),(0.00015349418593+0.000617525399636j),(0.000137509056184+0.000595585580934j),(0.000122479134162+0.000564962206681j),(0.000114945820065+0.000539162110285j),(0.000108972669853+0.000508492970667j),(9.7701875491e-05+0.000490623641574j),(9.17879898171e-05+0.000469567792799j),(8.88019553202e-05+0.000453753700477j),(6.44558949286e-05+0.000426813402241j),(5.01418919638e-05+0.0004083491306j),(3.89966001835e-05+0.000387598355856j),(2.26692576428e-05+0.000341692696314j),(5.21857297406e-06+0.000310843864211j),(-1.19605407445e-06+0.000289992495893j),(-3.26713824165e-06+0.000250575861771j),(-7.96869710931e-06+0.000217156021296j),(-6.50598364983e-06+0.000200317636884j),(-7.84044193492e-06+0.000166394338588j),(-6.33426384021e-06+0.000148205543256j),(-5.66909640782e-06+0.000152168354483j),(-5.79771265517e-06+0.000128566907223j),(3.78671130068e-07+0.000124472451905j),(-8.85653468697e-06+0.000129103843241j),(-2.3564243017e-05+0.000105473787935j),(-2.97345243093e-05+0.000107366763652j),(-3.56382402446e-05+0.000109183798227j),(-4.68904611609e-05+9.32463639113e-05j),(-4.20324751478e-05+8.24418481685e-05j),(-2.57345930642e-05+7.18202617532e-05j),(-3.59771821725e-05+7.51804129945e-05j),
