(-0.00071992870794+0.000928273585224j),(-0.000255826158685+0.00180184494539j),(-0.000516671541301+0.00111734459133j),(0.000801602859372+0.00341105719492j),(0.000738062449429+0.00234620949365j),(0.00200721521489+0.00457263761925j),(0.00266909843786+0.00367264583475j),(0.0031127998112+0.004892276667j),(0.00450675457539+0.00401557742571j),(0.00416248981499+0.00391022711538j),(0.00581556456808+0.0033607025319j),(0.00519675967534+0.0023149719542j),(0.00659025083659+0.00207474896464j),(0.00605075226499+0.000233175981094j),(0.00674187256067+0.000779272252927j),(0.00672832449-0.00135248913487j),(0.00647819092167-0.000707813378652j),(0.00646268746376-0.00210656074622j),(0.00621030990134-0.00154427456645j),(0.00573421255767-0.0024386596856j),(0.0052394449062-0.00189458908619j),(0.00513651638164-0.00176451025018j),(0.00405688978415-0.00152479031529j),(0.00453706736471-0.00051462846531j),(0.00368757546212+0.000195697800406j),(0.00444714700325+0.00121309817705j),(0.00414342364598+0.00273552702948j),(0.0053528005828+0.00324958369674j),(0.00600968040013+0.00517553673477j),(0.00735659876139+0.005410459931j),(0.00875730090677+0.00688202128721j),(0.0104188442142+0.0067932314022j),(0.0115343966109+0.00715031374284j),(0.013816865981+0.00703179257739j),(0.0139398794299+0.0062526918429j),(0.0163858881281+0.00576472158075j),(0.0155966790922+0.00503888214684j),(0.0174526288417+0.0035735826732j),(0.0163432142533+0.00323377606569j),(0.0171860132274+0.00195468207018j),(0.0159994735635+0.00113989690679j),(0.0164722847286+0.000768964572704j),(0.0143517388056-0.000198856585974j),(0.0155579924138-8.42202884768e-05j),(0.0128265398541-0.00071542691806j),(0.0140279918908-0.000665309473763j),(0.0118728221463-0.000934943252879j),(0.0128645550796-0.000643963452408j),(0.0108935289194-0.00123700887379j),(0.0124257832201-0.000402114879036j),(0.0106183606705-0.00125398038292j),(0.0121978488946-0.000593712553789j),(0.0110862744168-0.00104747392258j),(0.0128171948657-0.000681756799919j),(0.0116461305352-0.00108825143622j),(0.0140570093976-0.000362412074628j),(0.0130022414016-0.00101934925955j),(0.0150703583694+2.9448122149e-05j),(0.0148305074802-0.000229106619006j),(0.0163474677561+0.000655572987647j),(0.0157882829661+0.00141611826067j),(0.0176016198985+0.00182527790968j),(0.0160671095248+0.00311541818504j),(0.0177362850834+0.00396341793339j),(0.01564304179+0.00472369409017j),(0.0162327741295+0.0057756043548j),(0.0142510990771+0.00652478376204j),(0.0134700432199+0.00667257961889j),(0.0118398034861+0.00739949732567j),(0.0103311089761+0.00657915498395j),(0.0085654004279+0.00685530140433j),(0.00765823841538+0.00533868865207j),(0.0056630836872+0.00505708768488j),(0.00546667645514+0.00343803626649j),(0.00414496704009+0.00258805640071j),(0.00439895368458+0.00135410722044j),(0.00379911557523+1.93733993137e-05j),(0.00419371295445-0.000499675758179j),(0.00443773707281-0.00139649557462j),(0.00479776880881-0.00193928449073j),(0.00521426529715-0.00192391056687j),(0.0058916676064-0.00242729723212j),(0.0057695366523-0.0015804573937j),(0.00649624283635-0.00225480915504j),(0.00626919851503-0.000472670206939j),(0.00645600950993-0.00104559819087j),(0.00663033844091+0.000818062207301j),(0.00619090367725+0.000685924443877j),(0.00662555210276+0.00248047944132j),(0.00544986109385+0.00230267846263j),(0.00612010713829+0.00358566601671j),(0.00451143268801+0.00403605244297j),(0.00477706315426+0.00371774163019j),(0.00336964514779+0.00479720206304j),(0.00270274623064+0.00304882473309j),(0.0015935439801+0.00452039462119j),(0.000584511725671+0.0020398166973j),(-2.26326877961e-05+0.00339694929373j),(-0.00079752292804+0.00166398330519j),(-0.000917617176353+0.00213903821224j),
(-0.000243568099238+0.00114976678818j),(-0.00113764542445-0.000462802643348j),(0.001119736777+0.00332410022756j),(-0.000732651923544-0.000717511436812j),(0.00194115593925+0.00460780469069j),(0.00105329326509+0.00030173168324j),(0.00213357587911+0.00453446027159j),(0.00353964141773+0.00146660175759j),(0.00187561114034+0.00333183729491j),(0.00522069752412+0.00221421087909j),(0.002284905552+0.00155295106584j),(0.00560624384264+0.00191986741591j),(0.00299372252839-0.000500733448203j),(0.00538271679986+0.0016721768664j),(0.00414523749756-0.00257414535991j),(0.00438128299071+0.000940333038418j),(0.00467413505603-0.0030911430817j),(0.00421097697085-0.00055281881232j),(0.00390686670796-0.00308853568414j),(0.00366181391419-0.0011480202037j),(0.00374067899804-0.00225598143133j),(0.00230230714116-0.00185849050155j),(0.00376957032945-0.000716568086476j),(0.0016053710611-0.00139551232244j),(0.00358417323437-5.42744764108e-05j),(0.001811107918+0.00105537093919j),(0.00387342706077+0.000593250433051j),(0.00307315562758+0.00328792774453j),(0.00481479788529+0.00186961043025j),(0.00536270655252+0.00455079717095j),(0.00651197566708+0.00300187203083j),(0.00735290957591+0.0046493040089j),(0.00956036457575+0.00393400676817j),(0.008336486441+0.00343877383169j),(0.0124703332923+0.00368591619626j),(0.00912556662904+0.00270942142399j),(0.0137480358672+0.00142684766888j),(0.00994745178116+0.00230348543099j),(0.0134534898139-0.000217968099451j),(0.0104407477917+0.000289307562368j),(0.0125005521778-0.000169400934265j),(0.00920166349278-0.00154209695772j),(0.0128367967254-0.000400591212279j),(0.00693791117227-0.00214157796516j),(0.0120705271024-0.00101022210693j),(0.00650457692315-0.00182368555235j),(0.0103630739897-0.00105322692054j),(0.00601149967412-0.0021375784605j),(0.0101275401518-0.000322826859959j),(0.00515094990767-0.00271737641091j),(0.00984138694385-0.000260094090742j),(0.00571390442196-0.00209401601049j),(0.00955356946556-0.00089186038165j),(0.00592382271872-0.00188105365385j),(0.0108914988528-0.000836045099789j),(0.00611625924438-0.00251933029632j),(0.0115704799609-0.00035828787879j),(0.00824235169902-0.00241197675324j),(0.0115369640417-0.00044006012195j),(0.00955133212206-0.00106614974665j),(0.0131745875323-0.000946160230378j),(0.00945946985729+0.000701786552637j),(0.0143677826696+0.000268206094865j),(0.00941514658938+0.00125570962152j),(0.0139331448248+0.00240474187899j),(0.00959317314974+0.00247876301811j),(0.011584633993+0.00309275900755j),(0.0093637804152+0.00438282728012j),(0.00879036020172+0.00305469997257j),(0.0074528171012+0.00502945768272j),(0.00697257746099+0.00284860430422j),(0.00462966210273+0.00459149444645j),(0.00546980764193+0.001942423971j),(0.00259979969543+0.00289866170317j),(0.00401745403603+0.00124249204133j),(0.00197453641997+0.00030087299548j),(0.00314284402126+0.000359238815774j),(0.00227299688181-0.00118537041456j),(0.00285148690217-0.00121475478168j),(0.00311415256599-0.00147833652889j),(0.00338894712978-0.00243296409769j),(0.0031814135693-0.00129397930463j),(0.00467511612516-0.00324959227916j),(0.00332434374748-7.97031450102e-05j),(0.00469675997059-0.00321518856603j),(0.00449332757265+0.000783956684823j),(0.00405091170196-0.00183980835961j),(0.00512998127067+0.00172451589707j),(0.0033689882454-0.000526252530752j),(0.00582749968758+0.00250759931011j),(0.00255205843453+0.00144166593162j),(0.00531772897349+0.00189367469463j),(0.00239194192927+0.00358076149847j),(0.00345351406403+0.000706403827596j),(0.00185022657127+0.00494819731282j),(0.00135185961971-0.000555077341366j),(0.000984178022528+0.00487823085839j),(-0.000315617341868-0.000644878633763j),(-0.000181553128739+0.00313563697694j),(-0.000775421669456+0.00083046682198j),
(-0.000721851786457-0.000502931525944j),(0.00108384862086+0.00224885510393j),(-0.00158009197703-0.0027911592165j),(0.00221539386901+0.00392943209708j),(-0.000582471136923-0.00327843033564j),(0.00194551569403+0.00360196913336j),(0.00155965629795-0.00253274273064j),(0.000376797603514+0.00208584922925j),(0.00373129763162-0.0011877192914j),(-0.000903906932691-0.000134783698927j),(0.00392586222868-1.39705304355e-05j),(-0.000830324447494-0.0019596216036j),(0.00301973862425+0.000766035732101j),(-0.000253588328162-0.00376396968211j),(0.00136458410085+0.00161876427192j),(0.000959129065139-0.00451211571194j),(0.00021754014713+0.000895068415734j),(0.000657979287169-0.00363813984642j),(0.000376280012986-4.06518263217e-05j),(0.000451423956214-0.00256170482042j),(-0.000529952333137-0.00113088652089j),(0.00119778405414-0.000712822359068j),(-0.00129521827094-0.00204040179265j),(0.00150274725746+0.000101378969935j),(-0.00113230112116-0.000611592644383j),(0.00190477239897-0.00100979139728j),(-0.000352190018446+0.00111629698721j),(0.00222893280701-0.00156985294037j),(0.00130801073404+0.00133994408235j),(0.00222001414482-0.00143927638147j),(0.00285012052165+0.00077776778291j),(0.00324198597987-0.00136101262494j),(0.00235723541529-0.000857292181021j),(0.00546585810704-0.0010214756767j),(0.000962609216406-0.0021664410493j),(0.00672595309016-0.00231584938061j),(0.000450784251686-0.00143011856267j),(0.00624466929532-0.0042007733709j),(0.000707985290537-0.00165013950657j),(0.00481916709179-0.00324082393617j),(0.000835038635498-0.00365837286734j),(0.00487405347912-0.00181061261834j),(-0.00143167103906-0.00417783445537j),(0.00604694741558-0.00141473531987j),(-0.00218018332271-0.00335866597856j),(0.00485168374508-0.00168959250283j),(-0.00126130347608-0.00297409247695j),(0.00426114799555-0.00088690299916j),(-0.00197949985737-0.00361243328514j),(0.00487465698737+0.000175488749513j),(-0.00200829433137-0.00353954305335j),(0.00413993478541-0.000652016046699j),(-0.00136025240564-0.00279214533277j),(0.00459588183191-0.00124984053795j),(-0.00238646884274-0.00317308527714j),(0.00565887350141-0.000834751092075j),(-0.00179694815358-0.00413457965219j),(0.00441484899121-0.00120224343807j),(0.000268895031042-0.00389016736406j),(0.0044232231334-0.00276433101445j),(-3.77291294786e-05-0.00220975200669j),(0.0060824842956-0.0040412920137j),(-0.000343887468036-0.00224557137154j),(0.00692959213607-0.0025888207453j),(0.000364793333173-0.00307502553379j),(0.00605948743913-0.00167930145287j),(0.00218078560252-0.00166463457676j),(0.00416884260765-0.00214252758302j),(0.00316136181745+0.000223527505702j),(0.00334855487037-0.00205769464889j),(0.0019202036904+0.00118397695877j),(0.00335991270296-0.00186135194721j),(0.000358821685369+0.00143825410642j),(0.00272364598214-0.00101411025671j),(-0.00043776093588+2.6903845426e-05j),(0.00167185215379+0.000401891190897j),(-0.000701222886433-0.00150182322234j),(0.000856193416771-4.26042326644e-05j),(-0.000269669303452-0.00124012189737j),(8.67786330994e-05-0.00159535491464j),(3.67471981827e-05-0.000633222417269j),(0.000792311665459-0.00276055199275j),(-0.000823588848715+0.000209239033381j),(0.00162340640248-0.00409291524751j),(-2.35989455576e-05+0.00125373677914j),(0.00069427733571-0.00402856023576j),(0.00141434498352+0.00100033095967j),(0.000120851515653-0.00333160584106j),(0.00290289657216+0.0010389103703j),(-0.000722833116564-0.00232911093588j),(0.00406397054156+3.31324110153e-05j),(-0.000372682205244+3.27814030347e-05j),(0.00320850603772-0.00184606172994j),(0.000574528746832+0.00255899811092j),(0.00179133640758-0.00358162878473j),(0.00103661177597+0.00451418263568j),(0.000170872060214-0.00388485121564j),(0.000742778011254+0.00403513245497j),(-0.000332459684389-0.00191824107445j),(-5.89705985838e-05+0.00140147700289j),
(0.00045059790539+0.000405102211127j),(-0.00139036138158-0.00275336189636j),(0.00225390692043+0.00276215268166j),(-0.00174101544884-0.00550151908979j),(0.00212603507643+0.00266259375178j),(-0.000376668930909-0.00588977744256j),(0.000112834026846+0.000810820168086j),(0.00150338223048-0.00516841542973j),(-0.00289348178629-0.0015265958253j),(0.00224070460402-0.00309912520526j),(-0.00425435473676-0.00368517288069j),(0.000649277719353-0.00114987883895j),(-0.00424772665562-0.00466614340282j),(-0.00142489464261+0.000819890774274j),(-0.00361094675718-0.00562506942356j),(-0.00356687733195+0.00192877187358j),(-0.00290942343434-0.00446140319086j),(-0.00382677180999+0.00121805658116j),(-0.0032419313806-0.00265451313255j),(-0.0038104440817+0.000210470135977j),(-0.00230852060831-0.00051531967247j),(-0.00450250440059-0.00146679317022j),(-0.00121395207321+0.00098499550331j),(-0.0041349367024-0.00158935975706j),(-0.000680607055372-0.0006536858371j),(-0.00346154032778-0.000330533877865j),(-0.000201734379749-0.00306042818104j),(-0.00252117683377-0.000716106878284j),(-0.00106869594473-0.00442195092543j),(-0.00137644177712-0.0026939679209j),(-0.00241231832631-0.00558749898406j),(-0.00227870916242-0.00469934974963j),(-0.00201349888784-0.00601134914864j),(-0.00558464322468-0.00653902939229j),(-0.00133098362487-0.00626972598268j),(-0.00844155383946-0.00620405932108j),(-0.00208268338221-0.00778090272402j),(-0.00938903019213-0.00444917477442j),(-0.0037123070323-0.0071747128999j),(-0.00908472875625-0.00525094527441j),(-0.00478887811373-0.00383656453492j),(-0.00980070878254-0.00588473923605j),(-0.00288734166004-0.00210605558873j),(-0.0112616517173-0.00497455492448j),(-0.00215882571649-0.0017758457742j),(-0.00981876941325-0.00355218882259j),(-0.00298502793115-0.00111962201185j),(-0.00893535533277-0.00359190216083j),(-0.00192700348359+0.000183647017938j),(-0.00952514418241-0.00424531940323j),(-0.0017137720712+0.000360464001107j),(-0.00877702812126-0.00341271940322j),(-0.00241441983115-0.000599462544673j),(-0.00956430605091-0.00316213032408j),(-0.00142199835361-0.000937099962489j),(-0.0110275006828-0.00436305858308j),(-0.0022540329694-0.000989088677571j),(-0.00975764460833-0.00513447332571j),(-0.00451762543938-0.00250934923147j),(-0.00944165163988-0.00456840756329j),(-0.00392372902522-0.00578730453798j),(-0.0103532391235-0.00410353039475j),(-0.00268498934146-0.00661887972125j),(-0.0100874483299-0.00638644086745j),(-0.00206697540588-0.00573980277628j),(-0.00769139108542-0.00723742649493j),(-0.00261656367265-0.00646348050099j),(-0.0043095950862-0.00573460659131j),(-0.00276061155168-0.00699151209474j),(-0.00267769200917-0.0038402054986j),(-0.00113189469481-0.00632430030469j),(-0.00284771533955-0.00183985800559j),(-2.39894313297e-06-0.00471124899054j),(-0.00293372912034-0.00124835737617j),(-0.000247594798192-0.00170806741777j),(-0.00328966740271-0.0021430809112j),(-0.000827687503803+0.00077915073792j),(-0.0036028491115-0.00170345463037j),(-0.00220024127552-1.00091688403e-05j),(-0.00328345673877-0.00016691185703j),(-0.00303376944768-0.00150662431278j),(-0.00403467221222+0.000659948487866j),(-0.00220038946004-0.00300336892347j),(-0.00482223249193+0.00185785475758j),(-0.00254144662139-0.00472639995188j),(-0.00341386394663+0.00150878335692j),(-0.00338957034579-0.00476481894624j),(-0.00144865024087+0.000310159276761j),(-0.00413474634096-0.00495849161289j),(0.000787676219357-0.0010440080085j),(-0.00412111914394-0.00377646779763j),(0.00158823294663-0.00364759476613j),(-0.00225772787899-0.0012387336073j),(0.00106790258126-0.00583265453409j),(-0.00040548021077+0.00175380349893j),(0.000290562504071-0.00699687638634j),(0.000790175951966+0.00356356282711j),(-0.000136930586728-0.00526479818956j),(0.000755803667443+0.00223897270051j),(0.000213843987454-0.00144482178397j),
(-0.000287980532231-0.0014545586529j),(0.00176234234231+0.00131124564914j),(-0.00185544056676-0.0049962904881j),(0.00216168861823+0.00198554111923j),(-0.00165375512848-0.00728397727241j),(0.000260819396843+6.72144746651e-05j),(-0.000712480691986-0.00764970496312j),(-0.0031485823066-0.00222582768115j),(0.000414479063873-0.0061330660467j),(-0.00612708445224-0.00451382126194j),(-0.000920818937243-0.00324410695632j),(-0.00682748746953-0.00538856066512j),(-0.00343316821042-0.000732459463524j),(-0.00687515939116-0.00549202537555j),(-0.00569422912657+0.00204301484514j),(-0.00606932545667-0.00498650075835j),(-0.00706284331824+0.00263939566399j),(-0.00605443143591-0.00244914802779j),(-0.00674130472693+0.00178243400337j),(-0.00529508815194-3.46682572196e-05j),(-0.00688369329111+0.000305094503835j),(-0.0035826845254+0.00205710293418j),(-0.00651819024972-0.00107116822708j),(-0.00266073864585+0.00143948427511j),(-0.00554739854242-0.000760184303293j),(-0.00209932846086-0.00207406381376j),(-0.00483827073876-0.00123910935554j),(-0.00287680522444-0.00483067905583j),(-0.00430934093605-0.0039037236381j),(-0.00534888392152-0.00682414795681j),(-0.00505164745873-0.00664367709267j),(-0.00731456903986-0.0084853829374j),(-0.00897495643331-0.00868976875912j),(-0.00782240266151-0.0088306694722j),(-0.0137907850071-0.00914733136276j),(-0.00890000101545-0.00918976323314j),(-0.0163264761618-0.0069342595334j),(-0.010822721223-0.00904111164745j),(-0.0168886607088-0.00545503736264j),(-0.0122125963061-0.00559201916136j),(-0.0164788772729-0.00602022656979j),(-0.0114124705632-0.00222120974691j),(-0.0173805186874-0.00498522444992j),(-0.0089086770054-0.00087984082536j),(-0.0165917766048-0.00328668928287j),(-0.0086074870048-0.000344124860256j),(-0.0143213896936-0.00269748424812j),(-0.00798985452651+0.000763793972127j),(-0.0140939116464-0.00306385875359j),(-0.00662031517649+0.00176297776228j),(-0.0138663717584-0.00301851554148j),(-0.00722350295603+0.0011573590268j),(-0.0137015933435-0.0025008162882j),(-0.00725806353044+0.000471281170267j),(-0.0157524578646-0.00279234488394j),(-0.00733306633748+0.000392564594525j),(-0.0165916077919-0.00407667385209j),(-0.0100932683572-0.000488300645064j),(-0.0160919462677-0.00474352180025j),(-0.0116172393054-0.0034841997717j),(-0.0172914190363-0.00409486371965j),(-0.0112150252408-0.00681520578826j),(-0.0178498068191-0.00593019570554j),(-0.0101934268979-0.00735958145736j),(-0.0165109604557-0.00886736639385j),(-0.00962655054878-0.00807484826426j),(-0.0124327471666-0.00926170082954j),(-0.00919974334632-0.00935481081608j),(-0.00830414998769-0.00791866193285j),(-0.00693770935391-0.0091578372747j),(-0.00629357484764-0.00571676681108j),(-0.00395420580515-0.00778984407966j),(-0.00528330472958-0.00324400732131j),(-0.00238294442763-0.00450332700563j),(-0.00483930194406-0.00260682499897j),(-0.00230276861488-3.4393732457e-05j),(-0.00534397996512-0.00226620611679j),(-0.00292575770163+0.00172726975385j),(-0.00557497581638-0.00028167715623j),(-0.00475055717595+0.000805636054448j),(-0.00600293626131+0.00136817594992j),(-0.00531581085123-0.000656727620779j),(-0.00758052594697+0.00249041622629j),(-0.00486112778824-0.00306030669295j),(-0.00741132282724+0.00279675209808j),(-0.00573235513914-0.00448876629618j),(-0.00575042596325+0.00113492290062j),(-0.00655621965258-0.00540863193465j),(-0.00330939109375-0.000873768561111j),(-0.00713673777782-0.00571065363713j),(-0.00110141476297-0.003779629035j),(-0.005753748296-0.00436537311466j),(-0.00070579081591-0.00652830675379j),(-0.00316038190569-0.00169738195964j),(-0.000529471125332-0.00832607541919j),(-0.00055939665258+0.00148293959757j),(-0.000398506376139-0.00773348048386j),(0.000939993257488+0.00223639109986j),(0.000366262864608-0.00436926426127j),(0.000887335071154-0.000165935582399j),
(0.000796428612805+7.12847911491e-05j),(-0.000960385153819-0.00291816986343j),(0.00168136664322+0.00129864778206j),(-0.00190502562285-0.00609893988543j),(0.000271118966976+7.57158878418e-05j),(-0.00197659426552-0.0075215323746j),(-0.00266852430482-0.00212879987504j),(-0.00157352216657-0.00719485499966j),(-0.0061858811404-0.00386644965389j),(-0.00206759126399-0.00452898081845j),(-0.00766300850364-0.00482402692752j),(-0.00436481993969-0.00148494754693j),(-0.00791455721402-0.00437428132316j),(-0.00627664214868+0.00163919885156j),(-0.0076785578808-0.00377905925144j),(-0.0079499157378+0.003927849997j),(-0.0068293126697-0.00170314360653j),(-0.00791359642309+0.00358153789363j),(-0.00649565561699+0.00107423790709j),(-0.00742451716476+0.00241538267345j),(-0.00477301195855+0.00315886622241j),(-0.00722869629674+0.000933578764348j),(-0.00310842008574+0.00351745834052j),(-0.0062146732311+7.93636304637e-05j),(-0.00271034992826+0.000900200947883j),(-0.00542430534453-0.000497121661644j),(-0.00333895184365-0.00250714118675j),(-0.00515173339268-0.00278904203161j),(-0.00595981804389-0.00507308634141j),(-0.00597614326875-0.00588349018875j),(-0.00918757848884-0.00710593901461j),(-0.00940695882045-0.00771050455158j),(-0.0111131392486-0.0080076142506j),(-0.0146902965365-0.00824352053935j),(-0.0125165037753-0.00755046835953j),(-0.0184815319316-0.00681323627912j),(-0.014618703095-0.00687184036689j),(-0.0196825460156-0.00408864049527j),(-0.0159775708818-0.00455112841959j),(-0.0195402102638-0.00321709286948j),(-0.0157824080939-0.000548436823861j),(-0.0190217593952-0.00250769681244j),(-0.0133550725105+0.00135480326555j),(-0.0186011639086-0.00099053424374j),(-0.0112948253322+0.00207146190235j),(-0.0164743813271-0.000183507350592j),(-0.0104675538092+0.00291213022062j),(-0.0147764386676-0.00039754216834j),(-0.00906257016495+0.00360361353542j),(-0.0144817818738-0.000782067075925j),(-0.00865452087936+0.00377300911893j),(-0.0140118989806-0.000588031621045j),(-0.00929869805389+0.0034613006489j),(-0.0151391156073-0.000361760667921j),(-0.00954638889432+0.00309974064248j),(-0.0170536056578-0.000829341254249j),(-0.0113879658922+0.00294075388659j),(-0.0177279121708-0.0017101225247j),(-0.0141469655045+0.00156837837956j),(-0.0189810524172-0.00171835511285j),(-0.0152822678026-0.00208998000926j),(-0.020262094154-0.00219720341962j),(-0.015268033146-0.00444381883734j),(-0.0204271679358-0.00516614528718j),(-0.0144649796-0.00571322298646j),(-0.0178990150925-0.00745422929842j),(-0.0138073426564-0.00744145389872j),(-0.0133104719126-0.00808442246267j),(-0.0119817751365-0.00825442491738j),(-0.00947732763909-0.00721411319525j),(-0.00826554712305-0.00777226816436j),(-0.00719645989904-0.00484475606052j),(-0.00495321363464-0.00570296323152j),(-0.0055944095694-0.00278067269768j),(-0.00330244743734-0.00160822946821j),(-0.00517802922633-0.00208461575715j),(-0.00287809930226+0.00236315049082j),(-0.00573341436116-0.000595783480456j),(-0.00399098032204+0.00329211410975j),(-0.00609667877436+0.00163879183149j),(-0.00550907815529+0.00240461578318j),(-0.00741929602047+0.0032271299927j),(-0.00562103135457+0.000380008276196j),(-0.0086171369403+0.00432063406959j),(-0.00618817732341-0.00192593091709j),(-0.00805845035082+0.00325211473231j),(-0.00697820448276-0.00331298386423j),(-0.00661066959291+0.00102756326381j),(-0.00806005861047-0.00480019762026j),(-0.0040615212202-0.00175310432603j),(-0.00811093622342-0.00484806106601j),(-0.00284805273977-0.00504989692392j),(-0.0060142378321-0.00365398035464j),(-0.00213202413853-0.00732447394633j),(-0.00320513001293-0.00100740049975j),(-0.00126818687103-0.00805824550683j),(-0.000291126991608+0.00105235983282j),(-0.000205885134747-0.00588093468575j),(0.00089633139903+0.000602679009695j),(0.000852525153411-0.00225063522472j),
(0.000261082729885-0.000604399398399j),(0.000953918769904+0.000670570534764j),(-0.00106159583781-0.00323342609296j),(-3.10134243414e-05+0.000387487301901j),(-0.00202664928769-0.0051896993123j),(-0.00243806723981-0.00122682831418j),(-0.00268554935825-0.00554839249621j),(-0.0051661742239-0.00239260823101j),(-0.00304480238231-0.0040294542303j),(-0.00686510405556-0.00306537534189j),(-0.00431105880884-0.0011536859646j),(-0.00678610783754-0.00234778727335j),(-0.00562219105745+0.00166199730633j),(-0.00661830439926-0.00137782729188j),(-0.00644159643404+0.00446881498312j),(-0.0058315566507-0.000123045837115j),(-0.00686372642311+0.00501204607962j),(-0.00512368105031+0.0025409022567j),(-0.0060350571724+0.0040665545135j),(-0.00404538228483+0.0043860614672j),(-0.00556674815139+0.00294529778638j),(-0.00222160646025+0.00497552809728j),(-0.00510488323335+0.00179915210533j),(-0.00157569457333+0.00374867900873j),(-0.00410284759132+0.00085455942242j),(-0.00236857922686+0.000960321859247j),(-0.00376732969954-0.000841330464299j),(-0.0047180663047-0.00144905746244j),(-0.00478144180355-0.00300973474977j),(-0.00794017974564-0.00313189505483j),(-0.00757876167151-0.00442668087218j),(-0.0105653988822-0.00388988230724j),(-0.0119307785789-0.00432356783124j),(-0.0123464494805-0.00337219422169j),(-0.0155958959875-0.00304686526518j),(-0.0141811530463-0.00170552234677j),(-0.016863513921-0.000703604970507j),(-0.0154229115033+0.000152649535053j),(-0.0168326992592+0.00143003143231j),(-0.0147920303904+0.00290378463829j),(-0.0160970789934+0.00210960309812j),(-0.013142416524+0.00503073533225j),(-0.0148811839027+0.00307014227277j),(-0.0107488758205+0.00555215927604j),(-0.0134455291205+0.0033710024317j),(-0.0089875294324+0.00597281692993j),(-0.0116952694823+0.00276336323878j),(-0.00793264803659+0.00618533310842j),(-0.0105734467951+0.00239304816672j),(-0.00722488716559+0.00607713705424j),(-0.0101329791412+0.00218552462326j),(-0.00735642595309+0.00618923740899j),(-0.0104596055726+0.00222497588166j),(-0.00784429420951+0.00616780510794j),(-0.0116706769745+0.00275602224169j),(-0.00910941310102+0.00620820481098j),(-0.0129923772457+0.00276164932472j),(-0.0112378292125+0.00634076194817j),(-0.0146178666699+0.00251031933203j),(-0.0130861376849+0.00483776898462j),(-0.0162392142893+0.00275978825166j),(-0.0145656776269+0.00244257604668j),(-0.0174292831974+0.00134881755247j),(-0.0147421652595+0.000507882849867j),(-0.0173711036945-0.000944801843162j),(-0.014396903611-0.00168427513187j),(-0.0147133433028-0.00302685905861j),(-0.0135509011326-0.00324518909031j),(-0.0109455097341-0.00435669440862j),(-0.0109625717114-0.00389024962853j),(-0.0078176479934-0.00402163445453j),(-0.00721398173534-0.00362517149177j),(-0.00551904354141-0.00248774726356j),(-0.00408123994976-0.00172095612226j),(-0.00403425858753-0.00113089491294j),(-0.00234781307397+0.00178546621995j),(-0.00388522754146-0.000120343228757j),(-0.00207313967562+0.00438505800714j),(-0.0041909024591+0.00150590997314j),(-0.00315925745693+0.00493500441325j),(-0.00498761791438+0.00331574523312j),(-0.00395028131523+0.00389982076176j),(-0.00648075871313+0.0049515805541j),(-0.00438184524372+0.00168758447774j),(-0.00708348676698+0.00521213906438j),(-0.00516274186026+0.000168832574274j),(-0.00690449251727+0.00350790991192j),(-0.00613285770409-0.00150405120843j),(-0.00571770590777+0.00145358730881j),(-0.0075118831336-0.00275182728468j),(-0.00442634878313-0.00154216360573j),(-0.00725806724756-0.00264113367657j),(-0.00372783083803-0.00410831205486j),(-0.00540770877594-0.00184446424223j),(-0.00250727177182-0.00547293730943j),(-0.00265926764338-0.00025239392641j),(-0.00105657941033-0.00514211705818j),(-0.000130505715469+0.000364481152365j),(0.000412378447272-0.00297039752475j),(0.000961029844493-0.000636549790623j),
