(-1.79034502186e-06+7.51122426903e-05j),(1.18987146914e-05+8.23697002923e-05j),(1.13872586358e-05+8.04135287673e-05j),(2.13829920842e-05+8.08683891359e-05j),(2.32267517754e-05+9.52622663177e-05j),(9.75576234767e-06+9.2113556741e-05j),(2.17795893538e-05+8.5991077703e-05j),(4.37958942322e-05+0.000106747968109j),(4.11069678166e-05+0.000118980675937j),(4.93296103738e-05+0.000126292411155j),(7.64437735969e-05+0.00013545542169j),(7.60949997017e-05+0.000145032912316j),(8.81711112297e-05+0.000155264035248j),(0.000104725109203+0.000161076493548j),(0.000110809067063+0.000189570435972j),(0.000121620194251+0.000206045305174j),(0.000132317793905+0.000229382679584j),(0.000162067075551+0.00024678230983j),(0.000158286046668+0.000264714334189j),(0.000181532421184+0.000309079316984j),(0.000209583621535+0.000317068661055j),(0.000223960927943+0.000344653923681j),(0.000252325844261+0.000357714590034j),(0.000263034936535+0.000378763660719j),(0.000291722719133+0.000397856695865j),(0.000306193493925+0.000419150846957j),(0.000341091601601+0.000440315287028j),(0.000355476923036+0.000454905536789j),(0.000385925876889+0.000480813696004j),(0.000398541324902+0.000495248029854j),(0.000423836092857+0.000530489206939j),(0.000441379234173+0.000545525198768j),(0.000465247143317+0.000584397774464j),(0.000492329258699+0.000594044962554j),(0.000511784844193+0.000626208750402j),(0.000543748906978+0.000634270634089j),(0.000556441224893+0.000657329861167j),(0.000584815089362+0.000672803850102j),(0.000594243521057+0.000691974600019j),(0.000615147653126+0.000713739040418j),(0.000628078220323+0.000732963630709j),(0.000644829190352+0.00075224503593j),(0.000664801926846+0.000771866217459j),(0.000682095040758+0.000784804762093j),(0.000702098903836+0.000804434342083j),(0.000719441132279+0.000809435056581j),(0.000732109430791+0.000826307388444j),(0.000746681013689+0.000821371599666j),(0.000752552431116+0.000834214854082j),(0.000764255735447+0.000828324048301j),(0.000760665020315+0.000838542898041j),(0.000763402720755+0.000826580331139j),(0.000751680803189+0.000834505095023j),(0.000747357133832+0.000823105668544j),(0.000733315221499+0.000826063230023j),(0.000719242298041+0.000808183209878j),(0.000701525052704+0.000804218549539j),(0.000681674271606+0.000784824002735j),(0.00066407720157+0.000772480745413j),(0.00064535810557+0.000753421601002j),(0.000629350590674+0.000732721228698j),(0.000615355488967+0.000712901599831j),(0.0005942161941+0.000691381675044j),(0.000584115149351+0.000671965867821j),(0.000555140510768+0.000657733522053j),(0.000543569920053+0.000635322383135j),(0.000511936959907+0.00062691552433j),(0.000493118850078+0.000594936299891j),(0.00046662217646+0.000584111229547j),(0.00044188088547+0.00054464584012j),(0.000424160199634+0.000529527593204j),(0.000397906898815+0.000493915176708j),(0.000384669474912+0.000480508409063j),(0.000354431874616+0.000454940847465j),(0.000339773670668+0.000441107986745j),(0.000305813967903+0.000420649866888j),(0.000291934974671+0.00039925551516j),(0.000264213616893+0.000380048150303j),(0.00025357676778+0.00035778889706j),(0.000224721737616+0.000345282087623j),(0.000212177162647+0.000317532876177j),(0.000184433909828+0.000306458905394j),(0.000157252473398+0.000260445198607j),(0.000158588106207+0.00024739548494j),(0.000135608790405+0.000231801305188j),(0.000125348028857+0.000198876151136j),(0.000102466462042+0.000182905013383j),(9.77658802553e-05+0.00016720977591j),(9.27114490254e-05+0.00015748004838j),(7.19594428484e-05+0.000138539225098j),(6.80859051362e-05+0.000142767872067j),(5.81228930616e-05+0.000130536793371j),(3.69354845276e-05+0.000104553898962j),(2.04334597255e-05+0.000114723807117j),(2.59272068416e-05+0.00011157489168j),(2.59602605665e-05+9.0671347134e-05j),(1.72443084135e-05+8.98501037633e-05j),(1.76947551092e-05+8.92213505772e-05j),(9.89044025223e-06+8.38334516106e-05j),(4.16132881373e-06+9.47137829578e-05j),
(1.81567718185e-05+8.59317556059e-05j),(9.07078665925e-06+7.4165116117e-05j),(1.24382173961e-05+8.15132256629e-05j),(7.16149019049e-06+8.32646110922e-05j),(1.77599993903e-05+7.58415956912e-05j),(3.88068404388e-05+9.70532873425e-05j),(3.42584591421e-05+0.00011281103829j),(3.28754595672e-05+9.93665135827e-05j),(5.66140822635e-05+0.00010871735979j),(6.61199483155e-05+0.00011956533984j),(5.86955158835e-05+0.000124038108646j),(8.39143760711e-05+0.000143063721784j),(9.56357635527e-05+0.000158353202146j),(9.90929542309e-05+0.000180650256783j),(0.000124767394387+0.000187735633337j),(0.000143133731241+0.000209793035946j),(0.000164544596579+0.000225098408818j),(0.000162927833086+0.000242863830933j),(0.00019954153491+0.000274887265262j),(0.000218404236908+0.000267408990957j),(0.000217327630073+0.000299148447171j),(0.000243081963136+0.00031446826136j),(0.000247812255944+0.000339176733093j),(0.000277738638196+0.000363087687385j),(0.000290445132856+0.000382102329918j),(0.000320507255292+0.000405383791623j),(0.00033152408284+0.000422516274436j),(0.000361836856339+0.000457768163436j),(0.000380781709914+0.000475531131682j),(0.000413059564992+0.000516366025245j),(0.000440104646649+0.000528782738306j),(0.000466887594505+0.000566217874739j),(0.000496335934462+0.000572894504296j),(0.000510669467659+0.000606594591279j),(0.00054443104575+0.000617240274596j),(0.000552302808799+0.000646832304826j),(0.000590567082461+0.000667834611445j),(0.000602519553077+0.000690679796075j),(0.00063703149893+0.000716610430412j),(0.000655162245737+0.000731149677951j),(0.000679764877408+0.000750832161729j),(0.000698931879639+0.000760173141231j),(0.00071621305739+0.000768255986546j),(0.000730557347613+0.000779948401051j),(0.000742636250555+0.000780226497614j),(0.000747389583712+0.000795470345445j),(0.000756864111889+0.000791215696161j),(0.000751608383682+0.000803967333573j),(0.000763931060584+0.000796348480212j),(0.00075512468029+0.000810407920203j),(0.000767161436985+0.000800652434549j),(0.000754111872608+0.000808677543368j),(0.000763067159264+0.000796712717012j),(0.000752436748766+0.000805688197954j),(0.000758060359505+0.000790874341104j),(0.000747090232339+0.000794226208132j),(0.000742064041903+0.000780047614097j),(0.000730127801164+0.00077997193831j),(0.000715497632562+0.000768939332153j),(0.00069955936253+0.000761339341439j),(0.000681031042776+0.000750491907203j),(0.000655315010428+0.000730310146872j),(0.000636993600293+0.000716005967116j),(0.00060174530089+0.000689855498658j),(0.000589274243005+0.000668337114931j),(0.000552191879275+0.000647889064944j),(0.000544600035926+0.000617951759927j),(0.00051153521283+0.000607468136809j),(0.000497706906646+0.000572510393653j),(0.000467338999885+0.000565322632718j),(0.00044040395603+0.000527788276861j),(0.000412342146293+0.000515043338918j),(0.000379503483616+0.000475272070223j),(0.000360722851929+0.000457850977067j),(0.00033025434486+0.00042350433496j),(0.000320402813475+0.000406844879959j),(0.000290590781938+0.000383160479533j),(0.000278389532486+0.000364558570221j),(0.000249475503864+0.000340241122428j),(0.000245634276514+0.000314366185518j),(0.000218757405548+0.000296715885134j),(0.000217021599717+0.000266620403963j),(0.000201415201198+0.000276656959602j),(0.000167701662737+0.000238990924389j),(0.000161332967421+0.000216762972738j),(0.000133931821144+0.000211416635071j),(0.000127626660136+0.000194933180975j),(0.000104792946344+0.000173261673769j),(8.49053122154e-05+0.000151940592114j),(7.84936927368e-05+0.000152238941678j),(6.44002765883e-05+0.000121919799028j),(5.24297006384e-05+0.00011334939002j),(4.68669401708e-05+0.000129526356046j),(5.35414695227e-05+0.00010773851781j),(3.43730539432e-05+9.26178523805e-05j),(1.5685027825e-05+0.000102061437542j),(1.75256535338e-05+9.61427495977e-05j),(1.14069255635e-05+8.93780759586e-05j),(1.26952630626e-05+9.41672803672e-05j),(2.17468537059e-05+8.29739610353e-05j),
(1.78903965259e-05+7.63926887422e-05j),(4.03967739358e-06+7.80767735203e-05j),(1.07003331317e-05+8.12278926348e-05j),(8.70407535437e-06+8.96319263786e-05j),(9.36754697637e-06+8.464777496e-05j),(3.524864904e-05+8.68288694755e-05j),(4.27476024665e-05+0.000105316678239j),(3.1461733706e-05+0.000106113529636j),(4.7304316177e-05+0.000102382935124j),(5.82275853932e-05+0.000114752541213j),(5.56846676228e-05+0.000135504812845j),(7.53574024856e-05+0.000141834836956j),(8.80637460991e-05+0.000159244721292j),(0.00010403298437+0.0001877628035j),(0.000121266397751+0.000192053289215j),(0.000140703830787+0.000207236605946j),(0.000156695500546+0.000220468891068j),(0.000164284253137+0.000249139726129j),(0.000196259169754+0.000259433782835j),(0.000194440346814+0.000265202859353j),(0.000209146261124+0.000301265098659j),(0.000223738965885+0.000312995175157j),(0.000235545067901+0.000346237436964j),(0.000260464587571+0.000361906071966j),(0.000272897604082+0.000389420510129j),(0.000298876469098+0.00040925091498j),(0.000312080750728+0.00044002751607j),(0.00034734152924+0.000468022337595j),(0.000366131923368+0.000495434750473j),(0.000407024942+0.000524752830545j),(0.00042525214899+0.000542153693243j),(0.000460229251493+0.000571469508723j),(0.00047436798558+0.000583057887871j),(0.000500899814546+0.000617505373684j),(0.000519957711616+0.000629116480983j),(0.000543271635504+0.000667093691903j),(0.000572830586691+0.00068018659077j),(0.00059550806993+0.000713224034063j),(0.000627247232804+0.000726142096163j),(0.000646920969037+0.000747517999853j),(0.000670432152295+0.000757608996451j),(0.000685713673393+0.000769320242582j),(0.000699067851137+0.000775851663337j),(0.000711225918322+0.000787510844822j),(0.000714471457389+0.000792461628616j),(0.000723379332976+0.000807676216029j),(0.000719570716759+0.000809624736597j),(0.00072523128321+0.000823233308853j),(0.000721415093162+0.000819786071139j),(0.000727908902866+0.000834618637544j),(0.000722998357923+0.000825993200637j),(0.000726927234314+0.000832882373741j),(0.000720553290153+0.000820136025727j),(0.000726030283979+0.000824953823889j),(0.000720758519296+0.000809301626713j),(0.000723098339457+0.000806442575659j),(0.000713914985811+0.000792277511251j),(0.000710800735706+0.000787519233223j),(0.000698340600297+0.000776518543966j),(0.000686319227554+0.000770489304406j),(0.000671690306346+0.000757289174148j),(0.000647083489575+0.000746695892962j),(0.000627229196491+0.00072554348306j),(0.000594753538359+0.000712387096793j),(0.000571540197594+0.000680665305287j),(0.000543146443778+0.000668132612329j),(0.000520103051371+0.000629823004246j),(0.000501743119429+0.000618392917698j),(0.000475731909514+0.000582699372445j),(0.000460690911894+0.000570599924193j),(0.000425578552324+0.000541172641051j),(0.000406332981532+0.000523421278552j),(0.00036486645957+0.000495164773327j),(0.000346253686225+0.000468093243508j),(0.000310836950178+0.000440951236398j),(0.000298685120232+0.000410622187736j),(0.000272888155288+0.000390587227344j),(0.000261295111791+0.000363594463151j),(0.000237525325112+0.000346944737852j),(0.000225622569219+0.000312374744148j),(0.000209719601899+0.000299946617027j),(0.000194769613247+0.000265715331464j),(0.000199917576717+0.00025866470841j),(0.000165369250949+0.000243007895594j),(0.000150797253599+0.00021729541579j),(0.00013828858331+0.000211802182718j),(0.00012685504278+0.000190985185984j),(0.000100450276303+0.000178705935579j),(7.78172921391e-05+0.000162355493924j),(7.85484146432e-05+0.000147324503963j),(5.37317279952e-05+0.00012720178169j),(4.23003640453e-05+0.000120485838323j),(5.33735313871e-05+0.000120643685455j),(4.51982293304e-05+9.63530269437e-05j),(2.508817447e-05+9.47988504104e-05j),(2.21469654614e-05+0.000106219133922j),(1.78411242308e-05+9.72005197622e-05j),(9.61019942713e-06+9.3627076272e-05j),(1.49880191716e-05+9.22153237584e-05j),(1.17511813229e-05+7.84747840208e-05j),
(-8.99196271915e-06+6.92622371998e-05j),(1.69600310362e-06+8.38735649209e-05j),(1.82007397397e-06+7.94109624704e-05j),(1.34128406791e-05+8.38599820548e-05j),(1.25922487094e-05+9.89422708541e-05j),(1.94866409524e-06+8.61144176942e-05j),(1.84568775679e-05+8.23642435922e-05j),(3.12384451216e-05+0.000108646184284j),(2.07253408512e-05+0.000116056463084j),(3.16629501209e-05+0.000125111754765j),(5.94497625456e-05+0.000142787741246j),(5.34319943236e-05+0.000152618197365j),(6.68550061378e-05+0.000167400850859j),(9.32229511296e-05+0.000175042823542j),(9.67501967327e-05+0.000197224837304j),(0.00010310910472+0.000210131598013j),(0.00011006885563+0.000232362644647j),(0.000138733174242+0.000251189055387j),(0.000128071520396+0.00026179176729j),(0.000139748550322+0.0003114964357j),(0.000167865718547+0.000321137573379j),(0.000170922140954+0.000350874364489j),(0.000198724604689+0.000372208890143j),(0.000203305511516+0.000393358469351j),(0.000228950857598+0.000422912323618j),(0.000242120364865+0.000447192750699j),(0.000276983774263+0.000478531945045j),(0.000294828644089+0.000493361066095j),(0.000325365436715+0.000525167346129j),(0.000341872145922+0.000535057657639j),(0.00036114559507+0.000572589076524j),(0.00037988842245+0.0005848574584j),(0.000393785526764+0.000627556398504j),(0.000423205160928+0.000640087900281j),(0.000434829469385+0.000677778967676j),(0.000473870819271+0.000690882030233j),(0.000481993527119+0.000715873650167j),(0.000518980589687+0.000734106473073j),(0.000523613014968+0.000749092936133j),(0.000548851543034+0.000771221481542j),(0.000554089669912+0.000784119784765j),(0.00056885800181+0.000804035399381j),(0.000578661065724+0.000821287021935j),(0.000590095136951+0.00083646442075j),(0.00059957267213+0.000860030390294j),(0.000611532776176+0.000867586476312j),(0.000615124371885+0.000892946066572j),(0.000627987183151+0.000888570410751j),(0.000626731461589+0.000911198919641j),(0.000640129713247+0.000901988423449j),(0.000631690747635+0.000919620544748j),(0.000639463945274+0.000900246658888j),(0.00062587276653+0.000911393665805j),(0.00062847589331+0.000890287229018j),(0.000616297949583+0.000892834100471j),(0.000611469568105+0.000866373508794j),(0.000599045114264+0.000859752247613j),(0.000589673945051+0.000836442827562j),(0.000577910637343+0.000821820889153j),(0.000569257162293+0.000805209963226j),(0.000555329004017+0.000784015636578j),(0.000549147656002+0.000770440444762j),(0.000523643606877+0.000748502237997j),(0.000518376877081+0.000733237259711j),(0.000480709123857+0.000716134404123j),(0.000473582069294+0.00069187245494j),(0.000434907018744+0.000678493017534j),(0.000423889686966+0.000641019166248j),(0.000395132622024+0.000627419435605j),(0.000380475504329+0.000584062427856j),(0.000361551597604+0.000571676488658j),(0.000341387550621+0.000533712949609j),(0.000324184132226+0.000524737498636j),(0.000293803059538+0.000493297980768j),(0.000275647513051+0.000479163533884j),(0.000241575937969+0.000448579666352j),(0.000228982638255+0.000424334180589j),(0.000204378601041+0.000394771328993j),(0.000200015073871+0.000372318906033j),(0.000171442820609+0.000351419110332j),(0.000170127749027+0.000322120479319j),(0.000143266754873+0.000309515951384j),(0.000127813362063+0.000256888075654j),(0.000134355417465+0.000251116453592j),(0.00011279380214+0.000236347677966j),(0.000109194890345+0.000203508274241j),(8.87535693926e-05+0.000187717216695j),(8.32815998747e-05+0.000181729546796j),(7.368984222e-05+0.000172767861202j),(5.27428628346e-05+0.000141746480226j),(4.48483189962e-05+0.000146834605122j),(3.84559813068e-05+0.000137266340173j),(2.61070425601e-05+0.000101685566017j),(6.4287103782e-06+0.000106122058093j),(1.31179264458e-05+0.000110064759769j),(2.07462550286e-05+9.10495061134e-05j),(9.38876576527e-06+9.05848608948e-05j),(7.79641978713e-06+9.21537083733e-05j),(2.6306708272e-06+8.19796736351e-05j),(-9.1503307524e-06+9.12922497296e-05j),
(-1.63808362312e-05+8.59542029138e-05j),(-4.95308081039e-06+8.08221185598e-05j),(-8.40240814457e-06+8.43968665611e-05j),(-3.87023191104e-06+8.12526881972e-05j),(6.28748265815e-06+8.74929436524e-05j),(-3.67009735849e-06+0.000102821230038j),(-4.85388257712e-06+0.00010237269075j),(1.27563526073e-05+0.000110283058515j),(1.90466791833e-05+0.000135599010824j),(2.57565206445e-05+0.00014228339592j),(3.86418083115e-05+0.000143159632788j),(4.9498438054e-05+0.000170452563978j),(6.14374845784e-05+0.000183144298892j),(6.40087321918e-05+0.00018560353152j),(7.2130685143e-05+0.000208200127354j),(7.75796747117e-05+0.000235930757262j),(8.84371578182e-05+0.000260728669469j),(9.38071559259e-05+0.000276205051398j),(9.8269955527e-05+0.000317977555251j),(0.000126514393317+0.000344030324128j),(0.000128079933588+0.00036295862417j),(0.000147163882643+0.000399251594297j),(0.000161736307965+0.000417466970929j),(0.000176625556016+0.00045288055537j),(0.000201530198857+0.000474940855528j),(0.000221255104609+0.000503043535932j),(0.000246633943958+0.000520292175911j),(0.000259591411161+0.000547717588032j),(0.000282632136084+0.000569050560708j),(0.000288936764929+0.000600525852999j),(0.000313327955549+0.000631609276287j),(0.000321429287792+0.000662656425755j),(0.000350644772632+0.000696630856126j),(0.000361941736903+0.000718443713595j),(0.000392834336822+0.000750870540016j),(0.000404663855497+0.000762403013253j),(0.000428853740318+0.000795809184807j),(0.000440645840244+0.000805161187675j),(0.000453392194692+0.000840546192968j),(0.000466233430685+0.000853656206625j),(0.000473545907902+0.000886789948357j),(0.000488015751311+0.000903739849276j),(0.000500599033917+0.000930763919461j),(0.000514130638813+0.00095064116996j),(0.000532774492782+0.000971328132269j),(0.000540065109589+0.00098851142998j),(0.000561355693626+0.00100267772985j),(0.000559594879861+0.00100955540459j),(0.000582898497249+0.0010185401797j),(0.000573038313485+0.00102182847336j),(0.000591174916452+0.00102623232727j),(0.000572544345836+0.00101984616724j),(0.000581943668756+0.00101865152102j),(0.000559914083477+0.0010114818413j),(0.000562636189625+0.00100268128628j),(0.00054012417133+0.000987195054391j),(0.000532249778211+0.000970994109011j),(0.000513705473763+0.000950553861156j),(0.000499710307485+0.000931229104423j),(0.000488301476341+0.000905063503664j),(0.000474894528418+0.000886811725529j),(0.000466616524036+0.000852860344659j),(0.000453511918445+0.000839945533066j),(0.000440118879351+0.000804139229922j),(0.00042743671434+0.000795941167506j),(0.000404262298667+0.000763424536653j),(0.000392815564642+0.00075161322504j),(0.000362547079543+0.000719539356015j),(0.000352108027614+0.000696634227311j),(0.000322120097531+0.000661885809429j),(0.000313886500783+0.000630713710502j),(0.000288590371946+0.000599025809766j),(0.000281437601591+0.000568459003404j),(0.000258502684671+0.000547493404767j),(0.000245089865465+0.000520861646839j),(0.000220654099895+0.00050450894941j),(0.000201477697833+0.000476198597848j),(0.000177174845158+0.000454355755112j),(0.00016282206687+0.000418443583417j),(0.000148854086641+0.000400313873995j),(0.000130953155313+0.000362271939293j),(0.000127321501373+0.000341577920976j),(9.76357718054e-05+0.000317484734692j),(9.59425629106e-05+0.000276638232652j),(9.17219530984e-05+0.000256056035928j),(7.29171575351e-05+0.000229381839055j),(6.58098530783e-05+0.000211536037683j),(6.86093008844e-05+0.00018838671703j),(6.19059921877e-05+0.00017382317864j),(3.67103352247e-05+0.000168853841234j),(3.70382511095e-05+0.000153888188612j),(3.20772957024e-05+0.000137522460962j),(5.08311677492e-06+0.000129359939899j),(3.32981263074e-06+0.000126937118885j),(6.78267020087e-06+0.000109466941126j),(-5.92569229723e-06+9.41171090364e-05j),(-5.63360237746e-06+9.43071745612e-05j),(-4.16070858958e-06+9.12224234934e-05j),(-1.30821469326e-05+9.05777311551e-05j),(-7.03699929578e-06+9.76422871838e-05j),
(-1.17380871614e-05+8.49778298414e-05j),(-2.06694537481e-05+8.15000092863e-05j),(-1.63137822936e-05+8.87329603562e-05j),(-2.02063444791e-05+9.31335217291e-05j),(-2.1187147847e-05+8.99841670216e-05j),(-3.94371606949e-06+0.000102330679515j),(-1.65808772628e-06+0.000119869078633j),(-2.64595632502e-06+0.000125586574637j),(1.7868644329e-05+0.000131741609576j),(1.91246957667e-05+0.000144712312389j),(1.50336199419e-05+0.000162498808722j),(3.80720347201e-05+0.00016945276039j),(4.42585418464e-05+0.000183355258828j),(3.80826951896e-05+0.000211953163278j),(4.18428177443e-05+0.000233609758517j),(5.80104972067e-05+0.00026035780558j),(6.62629537787e-05+0.000283652384493j),(6.8909859704e-05+0.000323770218479j),(9.67917561867e-05+0.000347161216479j),(9.57241637726e-05+0.000361811654894j),(0.000106124873158+0.000406506934581j),(0.000126578971805+0.000426892655526j),(0.000135299959243+0.000458388975226j),(0.000159884025239+0.000482197080501j),(0.000171810172289+0.000503594091897j),(0.000187596014019+0.00052597934589j),(0.000194046172307+0.000554079928394j),(0.000211709202117+0.000586536730619j),(0.000218812110211+0.000618255275531j),(0.000240056960941+0.000659484011258j),(0.000251689448905+0.00068784633189j),(0.000272712028304+0.00072889835102j),(0.000286159811455+0.000749869700643j),(0.000302450105381+0.000789228743478j),(0.000319411739584+0.000804276217935j),(0.000326668926342+0.000844284485268j),(0.000349882678182+0.000861772677987j),(0.000349284327862+0.000900511978397j),(0.000375158087184+0.000926103937013j),(0.00037447427113+0.000957225147134j),(0.000398451248692+0.000986650210531j),(0.000405689124831+0.0010082355382j),(0.000426802773077+0.00103273508562j),(0.000442191494309+0.00105186970946j),(0.000456513070411+0.00106482654669j),(0.0004734167214+0.00108536661467j),(0.000480276058698+0.00108342530339j),(0.000493559327954+0.00110258484453j),(0.000497896471053+0.00108903188214j),(0.000505696229434+0.00111323706522j),(0.000504356311373+0.00109304396618j),(0.000505395701322+0.00111113044764j),(0.00049688977248+0.00108903912654j),(0.000493677767858+0.00110462161371j),(0.000481615870037+0.00108357982801j),(0.00047363373775+0.00108399338125j),(0.000455986486736+0.00106440619038j),(0.000441745820028+0.00105174958568j),(0.000425841788969+0.00103313044933j),(0.000405841365934+0.00100963877975j),(0.000399858561646+0.000986829538178j),(0.000374975655237+0.000956421821201j),(0.000375327715427+0.000925476204957j),(0.000348839134935+0.000899405060213j),(0.000348392970606+0.000861751541666j),(0.000326124856153+0.000845319851255j),(0.000319333656819+0.00080506480134j),(0.000302970578268+0.000790420774137j),(0.000287686538056+0.000750037316824j),(0.000273531296273+0.00072815217793j),(0.000252350880264+0.00068695921274j),(0.00023985822023+0.000657880504417j),(0.000217598685631+0.000617491656791j),(0.000210571266632+0.000586241427165j),(0.000192447535173+0.000554530766259j),(0.000186828816801+0.000527335134582j),(0.000171415618891+0.000504873954007j),(0.000160238806299+0.000484199553382j),(0.000137064431348+0.000459631422535j),(0.000128370828271+0.000426947794663j),(0.000107225695309+0.000405959487982j),(9.67528303914e-05+0.000362400221635j),(0.000100797166328+0.000346502228889j),(7.06985550045e-05+0.000317795427151j),(6.11130166189e-05+0.000280130221785j),(5.59056920347e-05+0.00026466613439j),(4.88499880086e-05+0.00023272878589j),(3.66745624997e-05+0.000199897061518j),(3.04043126618e-05+0.000182343634565j),(3.66687090969e-05+0.000179256376963j),(1.97622326363e-05+0.000158620442539j),(8.68715868825e-06+0.000140605243404j),(1.3108996254e-05+0.000142785792485j),(4.61935797788e-06+0.000124583532271j),(-1.28121791221e-05+0.000111668075645j),(-1.84582855381e-05+0.000115607382631j),(-1.74930408346e-05+0.000103774713312j),(-1.96147683293e-05+9.66577902796e-05j),(-1.79735326167e-05+9.8676106091e-05j),(-1.60216096161e-05+8.75451998628e-05j),
(-2.80464618102e-05+8.01770884334e-05j),(-2.42244772641e-05+8.85629270933e-05j),(-2.07787615309e-05+8.89177690474e-05j),(-1.73182203643e-05+9.55712276159e-05j),(-1.81538341114e-05+0.000109703034669j),(-1.89770617735e-05+0.00010831016479j),(-8.49305462325e-06+0.00011266872496j),(4.32268252129e-06+0.000126281994564j),(1.23231575186e-06+0.000130569094219j),(6.97190220587e-06+0.00015039197601j),(2.23424339739e-05+0.000168455311027j),(1.29806111843e-05+0.00017539246856j),(1.42104802675e-05+0.00019524685925j),(2.75821088497e-05+0.000227030512397j),(3.97141004623e-05+0.000262841277828j),(4.70904115717e-05+0.000280910598064j),(5.55595568114e-05+0.000311555358004j),(8.17645634946e-05+0.000335099059943j),(7.67246296966e-05+0.000353581728954j),(8.74199575952e-05+0.000397873848731j),(0.000110355773332+0.000414786674716j),(0.00011468253745+0.000437968283237j),(0.000128028153102+0.000462136580251j),(0.000132377971939+0.00048272745771j),(0.000136821993834+0.000510563761914j),(0.000140645167802+0.000545804654757j),(0.000155593698822+0.000582162340746j),(0.000163077609581+0.000618082652822j),(0.000181149370219+0.000660837790037j),(0.000193985602497+0.00069455519218j),(0.000208845361309+0.000737365439614j),(0.000223798070797+0.000767695652569j),(0.00023372909699+0.000808784386732j),(0.000251577071167+0.000835381561025j),(0.000254919949612+0.00087409197j),(0.000278024256227+0.000906028492829j),(0.000278917781456+0.000939283191877j),(0.000304114552898+0.000982251851731j),(0.000309691251895+0.00100687945987j),(0.000331125862405+0.00105069344368j),(0.000345380910394+0.00106681662659j),(0.000361466345672+0.00109732584704j),(0.00038134570445+0.00110943078104j),(0.000394123021976+0.00112436682492j),(0.000406804844965+0.00113683907119j),(0.000418943195579+0.00113847140587j),(0.000417452609489+0.00115107437664j),(0.000432343782047+0.00114077440206j),(0.00042193347098+0.00115359883624j),(0.000440260127979+0.00114425101641j),(0.000422955258073+0.00115680166796j),(0.000439984050134+0.0011419553515j),(0.00042085640872+0.00115359680821j),(0.000432440197346+0.00114297079475j),(0.000418865839763+0.00115124043629j),(0.000419173186374+0.00113702711575j),(0.000406291862629+0.00113641670984j),(0.000393682023553+0.00112418792193j),(0.000380273808093+0.00110981089787j),(0.000361597904874+0.00109884165091j),(0.000346865137932+0.00106701740032j),(0.000331640643864+0.00104988796529j),(0.000309935781506+0.00100625314787j),(0.000303687952851+0.00098102739894j),(0.000277332177652+0.000939232715695j),(0.000277454489642+0.000907079990755j),(0.000254764327079+0.000874886156298j),(0.00025207532503+0.000836696193582j),(0.00023533737161+0.000808992238091j),(0.00022464987037+0.000766972295404j),(0.000209618849989+0.000736478748506j),(0.000193821689685+0.000692844289879j),(0.000179936052528+0.000660038682427j),(0.000161955606863+0.000617658684385j),(0.000153823326361+0.000582513591492j),(0.000139706514054+0.000547269327925j),(0.000136483064409+0.000512058618971j),(0.000133020552516+0.000484549072098j),(0.000129238322318+0.000462873610869j),(0.0001155172118+0.000439115451226j),(0.000113153292561+0.000415874953772j),(9.09254162866e-05+0.00039599987188j),(7.70487271549e-05+0.000349436254254j),(7.87679848237e-05+0.000334692042503j),(5.83909971195e-05+0.000314468996913j),(5.3171760789e-05+0.000274724098528j),(3.39804093428e-05+0.00025251139344j),(1.65620591703e-05+0.000229511975639j),(1.59006827653e-05+0.000202558752057j),(1.69591556623e-05+0.000170220268528j),(1.49984957174e-05+0.00016407831144j),(2.91456339944e-06+0.000153328733276j),(-2.24851905907e-06+0.000127365824666j),(-9.26176789733e-06+0.000128889653528j),(-1.2945075984e-05+0.000128327665206j),(-1.12345737845e-05+0.000114065975753j),(-2.00986134408e-05+0.000107164228466j),(-2.36751350317e-05+0.000100707960131j),(-2.44667563577e-05+9.4919739782e-05j),(-3.19848176786e-05+9.71478138043e-05j),
