(-6.88900187621e-07+5.43585626693e-05j),(3.41537168482e-05+4.86824844637e-05j),(7.8865562105e-06+4.95179684366e-05j),(1.15472391914e-05+9.9588763854e-05j),(-1.89643279374e-06+4.95884161905e-05j),(-1.50462447366e-05+8.23262809442e-05j),(3.02108107115e-05+0.000101195461229j),(1.93036828431e-05+7.88872970718e-05j),(6.90942914104e-05+0.000118816133939j),(6.86765069252e-05+9.79831464089e-05j),(6.45610071829e-05+0.000111971189133j),(9.81386937606e-05+8.1727977279e-05j),(7.75548407195e-05+9.69144831749e-05j),(0.000105301270932+8.945376135e-05j),(9.44096218668e-05+8.83067632653e-05j),(0.000115185783299+0.000117963035721j),(9.3911668686e-05+0.000110669623803j),(0.000116530394098+0.000155857579824j),(0.000101991354464+0.000159152021554j),(0.000113452369058+0.000190510271025j),(0.000158472235231+0.000191468019161j),(0.000159007833947+0.000250259363564j),(0.000200474565586+0.000235612897785j),(0.000204064605867+0.000283871132999j),(0.000234115046508+0.000293547989815j),(0.000210058519166+0.000284445319132j),(0.000297597424689+0.00031685253249j),(0.000272402998953+0.000338825946959j),(0.000308636891811+0.000384114172119j),(0.000335720786916+0.000355893019339j),(0.000371792985757+0.000428713943978j),(0.000405166051215+0.000401003121005j),(0.000428997567741+0.000430814506266j),(0.000496084965726+0.000425647034093j),(0.000491099043765+0.00044151289242j),(0.000530279602941+0.000432726851732j),(0.000541014260255+0.000425966843871j),(0.000561606594921+0.0004407205672j),(0.000566250817211+0.000440512653064j),(0.000563705461761+0.000446674645056j),(0.000579472027302+0.0004602922495j),(0.000568741340369+0.000464363465935j),(0.000582996159058+0.00049945699755j),(0.000577425957572+0.000491452843178j),(0.00058904045493+0.000541273741752j),(0.000592732827867+0.000522610044355j),(0.000595063034141+0.000577620694189j),(0.000604601109367+0.000548071099024j),(0.000597639771193+0.000601792419548j),(0.000610925804363+0.000562604374254j),(0.000598227782877+0.000610441327921j),(0.000612132591949+0.000562510532219j),(0.000598329038073+0.000601972464869j),(0.000605905600897+0.000548027290101j),(0.000595183252116+0.000577390318708j),(0.000591150010695+0.000522274489814j),(0.000587994826103+0.000541132222426j),(0.00057731820638+0.000491916444391j),(0.000583609493191+0.000498185154171j),(0.000567423574155+0.000463793028843j),(0.000578551902077+0.000465219628776j),(0.000568876477237+0.00044895626751j),(0.000569037599234+0.000433354242559j),(0.000553072603383+0.000437242592221j),(0.000538188232902+0.000435703184653j),(0.000544457573907+0.000434653028106j),(0.000492035254983+0.000426500142909j),(0.000478202915672+0.000426478052615j),(0.000432344679282+0.000444631993972j),(0.000415914664463+0.000392544546864j),(0.000357269178017+0.000425787618074j),(0.00033874386802+0.000376915474017j),(0.000333725313308+0.000372421496767j),(0.000253284326567+0.000312125543682j),(0.000272209956546+0.000342606841423j),(0.000236428120656+0.000306064975929j),(0.000248453604304+0.000273262269232j),(0.000195511506238+0.000280220895101j),(0.000208664923199+0.00023208373567j),(0.000146812558308+0.000233663384402j),(0.000140076182954+0.000207591987182j),(0.000129380072224+0.000204879649064j),(0.000110003341692+0.000147774520956j),(0.00011385361466+0.000154290085953j),(9.87935788432e-05+0.000104001159032j),(0.000104536093136+0.00010778384168j),(8.40292902967e-05+9.53068954325e-05j),(0.000106133073294+9.25065908932e-05j),(6.96244549801e-05+9.80191493064e-05j),(9.73169204448e-05+9.74000560631e-05j),(8.29847253982e-05+0.000112374225862j),(6.48078068231e-05+7.8276409716e-05j),(5.0181653226e-05+0.000124325053746j),(2.00629917577e-05+8.7725577625e-05j),(1.85635602855e-05+0.000104926509957j),(-1.43025065058e-05+0.00011148248257j),(2.84388420913e-05+5.53012874984e-05j),(1.98594224941e-05+7.88108942478e-05j),(-8.57065773375e-06+3.93325536615e-05j),(1.83530792947e-05+6.8091141638e-05j),
(4.05066989259e-05+3.72195794699e-05j),(-3.91785992102e-05+8.9763557651e-05j),(2.63311819688e-05+9.95968986798e-05j),(-1.51493991437e-05+1.87143834822e-05j),(1.42761904793e-05+0.000128842950942j),(3.10906004138e-05+6.51942936603e-05j),(-2.53077097172e-05+5.52723544591e-05j),(6.45040229505e-05+0.000131429143809j),(-1.02571213629e-05+9.54407648161e-05j),(4.14005116539e-05+0.000125048400718j),(8.05257518898e-05+9.19703944835e-05j),(5.43928002625e-05+0.00015084947158j),(0.00010839115513+0.000103009106362j),(6.9053158542e-05+0.000137805446812j),(0.000119376257799+0.000142951606329j),(8.52531874201e-05+0.000128900578165j),(0.000130676704369+0.000194679035646j),(9.50044207229e-05+0.000153886619483j),(0.000143032407279+0.000196124506657j),(0.000160892135785+0.000201426943714j),(0.000148756009012+0.000258528245752j),(0.000190755526908+0.000222770787607j),(0.000182359128639+0.000324481519517j),(0.000204040420165+0.000267725151073j),(0.000199646520324+0.000303787343779j),(0.000317871402074+0.000339036419422j),(0.000202348673541+0.000362267731829j),(0.000317684888941+0.000382322688013j),(0.000288198953133+0.000351079814081j),(0.000336663591448+0.000474153188069j),(0.000343805846337+0.000369038249133j),(0.000374969921184+0.000486170299002j),(0.000439680080952+0.000450544369844j),(0.000387200142701+0.000505770997417j),(0.00049369679139+0.00047933736948j),(0.000466204421588+0.000502395281827j),(0.000525700338375+0.000539088032781j),(0.000511465334878+0.000514573917836j),(0.000540463968052+0.000547285097102j),(0.000566041249425+0.000541654623694j),(0.00055013728277+0.000554743545807j),(0.000589268148854+0.00057722561226j),(0.000564792954817+0.000553444504898j),(0.00060325262523+0.000619345552627j),(0.000586065113955+0.000559209686006j),(0.000606156082893+0.000656929475055j),(0.000607694525066+0.000566078694776j),(0.000602289591148+0.000683601979305j),(0.000620420812801+0.000572923828658j),(0.000597867855966+0.000697244125216j),(0.000624395180192+0.000575917451408j),(0.000599406021605+0.000697286038305j),(0.00062111460519+0.000573125223747j),(0.000603560214982+0.000683488614035j),(0.000607603565149+0.000566306834266j),(0.000605169578621+0.000656883358231j),(0.00058567530599+0.00055745856878j),(0.000600731877889+0.000618919855939j),(0.000564142288482+0.000555795120848j),(0.000593672390942+0.000578390571544j),(0.000551319721198+0.00055154571381j),(0.000558832929198+0.000541242131115j),(0.000540362439116+0.000557435227337j),(0.000526433964365+0.000513871911081j),(0.000524557500944+0.000518619154551j),(0.000444119183221+0.000505162418683j),(0.000499648810386+0.000505934233959j),(0.000412750380449+0.000495141772021j),(0.000423378432985+0.000422903253712j),(0.000353378343773+0.000507396594058j),(0.000369285934808+0.000382749919697j),(0.000333590670175+0.000445775290812j),(0.00025803974643+0.000371311126238j),(0.000355511818819+0.000411288419097j),(0.000225936794908+0.000313006414863j),(0.000262830494793+0.000325182575904j),(0.00019701568204+0.000356163349596j),(0.000244848972262+0.000261076060617j),(0.00017021323775+0.000304528736578j),(0.000195699815102+0.000237334288491j),(0.000163424092442+0.00023310723719j),(0.000126600403004+0.000189797853775j),(0.000138362277816+0.000227554940674j),(0.000117214439206+0.000150116140463j),(0.000121828678002+0.000183083740525j),(8.42186843884e-05+0.000137090777268j),(0.000123421976048+0.000134940258494j),(5.79355936171e-05+0.000139179202885j),(0.000118726147711+0.000108089622815j),(4.79225280484e-05+0.000125914515598j),(4.18836760694e-05+0.000108647775545j),(6.60227394209e-05+0.000164158276778j),(1.250406948e-05+6.11283489569e-05j),(2.2017282128e-05+0.000130579347346j),(-1.11543483841e-05+9.21643686686e-05j),(4.58504662175e-05+4.28692531112e-05j),(-1.52131114197e-05+0.000134349635784j),(-1.02777559192e-05+5.35074145544e-05j),(6.39796172224e-05+0.000108515492274j),(-2.78688167665e-05+4.1704874296e-05j),
(-4.72193061792e-05+0.000103012467798j),(3.12934901344e-05+5.8129855288e-05j),(-3.06972875676e-05+4.62372367795e-05j),(1.46022488747e-05+0.000131762506858j),(-7.69838290637e-06+3.76937876979e-05j),(-1.51837153486e-05+0.000104009332929j),(5.17015069404e-05+0.000122603877411j),(-2.69457040038e-05+5.7919387317e-05j),(5.45650272133e-05+0.000102512488085j),(2.30728935011e-05+8.78454043374e-05j),(-2.89826675586e-06+0.000134313934337j),(3.43876592886e-05+0.000106417302878j),(4.01503246391e-06+0.000178011764061j),(5.73212497534e-05+0.00016188742789j),(2.89903219906e-05+0.000182796273963j),(9.0109850199e-05+0.000225193585839j),(7.23238559021e-05+0.000192772118626j),(0.000129681716095+0.000264731887668j),(0.000111803632428+0.000263695460536j),(0.000125590615945+0.000290191221898j),(0.000158486096096+0.00027276410249j),(0.000154661250542+0.00034539700731j),(0.000192743099502+0.000277652522128j),(0.00020417656273+0.00037655889713j),(0.000243636898157+0.00037732005347j),(0.000156682638537+0.000382688964553j),(0.000306812143154+0.000392950651159j),(0.000229483743158+0.000409102407233j),(0.000298939198335+0.000476783421304j),(0.000288937587385+0.000390693436487j),(0.000325343865179+0.000525136293939j),(0.000331543894036+0.000445107479616j),(0.00030979376745+0.000518575764471j),(0.000401525386593+0.000495231580589j),(0.000338694012008+0.00055828107031j),(0.000400200748282+0.000567488685326j),(0.000375486393075+0.000572757379825j),(0.000425593743611+0.00062600260448j),(0.00042844363349+0.000629467438833j),(0.000438269401667+0.00066248973448j),(0.000481737759964+0.000675175271422j),(0.000472642363781+0.000677177055697j),(0.000523421805383+0.000724116006042j),(0.000513007666249+0.000680854370917j),(0.000554591227099+0.000760329725874j),(0.00055531355032+0.000679937892246j),(0.000572856030564+0.000783501865681j),(0.000584872590532+0.00067610320612j),(0.000578736922394+0.000794512207961j),(0.00059948778914+0.000673588742904j),(0.000579566673556+0.000797768951258j),(0.000600849807614+0.000673990586964j),(0.000579494979199+0.00079488991034j),(0.000586390245259+0.000676512794605j),(0.000572956790541+0.000783216922774j),(0.000553515119249+0.000679137780139j),(0.000553827926442+0.000760124359347j),(0.00051309565914+0.000680703401808j),(0.000523592741782+0.000722272763808j),(0.000470428785346+0.000677696146897j),(0.000481330884773+0.000681817701688j),(0.000445515137395+0.000663233196268j),(0.000428856559+0.000619276684083j),(0.000412911610185+0.000626386057226j),(0.000378663518255+0.000588186289893j),(0.000422154477281+0.000562426130469j),(0.000330367148179+0.000534102328737j),(0.000373193022495+0.000505985995208j),(0.00032515910666+0.000542432405046j),(0.000351235871303+0.000424809991314j),(0.000299618259298+0.000516601254529j),(0.000291429879445+0.000419116916655j),(0.000326747214321+0.000457791051976j),(0.000193849723056+0.000385352642647j),(0.000288759539088+0.000444442236015j),(0.000215364379293+0.000394037469418j),(0.000247212217321+0.000322448158027j),(0.000164105686915+0.000381547175488j),(0.000204626100984+0.000297300083099j),(0.000152855752574+0.000331356012015j),(0.000147422040065+0.000293336303099j),(0.000158819930088+0.000296512436234j),(0.000115135560184+0.000228463491698j),(0.000104842042204+0.000263011718983j),(7.37365844395e-05+0.000200106548875j),(8.29399189572e-05+0.000219405015274j),(2.26857842825e-05+0.000195373490396j),(6.86662123829e-05+0.000161056028366j),(-8.40502659018e-06+0.000170009204362j),(3.34173384417e-05+0.00012841802976j),(2.45196262035e-05+0.00012052734902j),(-8.904924869e-06+5.83499247598e-05j),(3.0196093175e-05+0.000144096832316j),(1.01181591683e-05+6.42561546339e-05j),(3.3526874725e-05+9.70897168754e-05j),(-2.94501050028e-05+0.000134645537326j),(1.66819864414e-05+3.98624024393e-05j),(5.97964504302e-06+0.000113023454399j),(-6.46179492789e-05+5.19434927672e-05j),(1.9996716164e-05+0.000117492719247j),
(-1.96062580912e-05+9.43860481804e-05j),(-3.80288060415e-05+8.44397906987e-05j),(-1.94906323872e-05+0.000102979557004j),(-9.16124069555e-06+5.9489680688e-05j),(1.82671342084e-06+0.000104835998215j),(2.56407015642e-05+9.73981230918e-05j),(-6.26010702134e-06+8.01950898137e-05j),(7.18049964422e-06+0.000108180294689j),(-1.22629375035e-05+7.95907837594e-05j),(-1.34726148969e-05+0.00011900685666j),(5.2863113113e-06+0.00013047576263j),(-1.14332510805e-05+0.000165162506809j),(1.73097333292e-05+0.000179260094099j),(1.92116571293e-05+0.000210903259487j),(4.48226824317e-05+0.000246662713697j),(4.90100360135e-05+0.000247792088942j),(9.17426097629e-05+0.000279384797485j),(0.000102466269359+0.000279479709321j),(0.000142100069796+0.000308627590414j),(0.00015343999819+0.000315655757014j),(0.000145360219188+0.000352461126178j),(0.000173694226755+0.000327222577518j),(0.000162872953127+0.00038221989849j),(0.000196623191709+0.000376629024828j),(0.000190964437525+0.000404027859816j),(0.000247307046666+0.000453097791448j),(0.000202517803897+0.000450646594215j),(0.000258093001615+0.000473998620878j),(0.000265419335437+0.000464038238192j),(0.00027343567719+0.000523701609608j),(0.00028332403073+0.000490337260404j),(0.000285535098862+0.00054636759137j),(0.00030038615296+0.000557321565461j),(0.000280995038083+0.0005950252351j),(0.000318081861834+0.000615291332443j),(0.000315727878075+0.000660477855164j),(0.00033687216808+0.000700948862514j),(0.000350293618429+0.000726472524237j),(0.000379021819423+0.00075668570317j),(0.000409022857104+0.000785337589888j),(0.000428934192552+0.000795340583185j),(0.000461174502125+0.000819537243062j),(0.000481234418257+0.000810377599883j),(0.000508667715099+0.000840270100316j),(0.000527743606106+0.000814909403388j),(0.000542144309417+0.0008481453949j),(0.000562297300129+0.000811140950974j),(0.000559192218027+0.000847194488477j),(0.000579103683341+0.000805611528824j),(0.000564982478101+0.000844665332402j),(0.000583606700109+0.000803291061261j),(0.000566694704375+0.000845313731875j),(0.000579810264475+0.000806015589952j),(0.000560743761512+0.000847652607155j),(0.000562211812007+0.000811250308812j),(0.000540817425953+0.000847476921135j),(0.000527680743604+0.000813239540037j),(0.000506575117605+0.000839232139877j),(0.000480260169636+0.000811735891259j),(0.000464059880678+0.000821673202209j),(0.000430189186085+0.000794847771118j),(0.00040524129273+0.000783747644825j),(0.000377015126977+0.00076195053309j),(0.00035866849567+0.000729176716259j),(0.000341330032691+0.000689205646579j),(0.000305109489406+0.00065680553283j),(0.000315030705861+0.000628663432196j),(0.000291896125437+0.00059423888187j),(0.000296899731385+0.000543468668373j),(0.000275705152133+0.000554167081138j),(0.000294777576038+0.000497130427956j),(0.00027042910538+0.000506537845995j),(0.000242942785387+0.0004742709542j),(0.00027486054244+0.000500148006481j),(0.000227232588128+0.000432735796087j),(0.000230088707264+0.00043469838311j),(0.000181902136907+0.0004176507385j),(0.000204029413718+0.000376443812589j),(0.000154540828271+0.000384671600168j),(0.000185811884246+0.000342399246127j),(0.000164637180323+0.000336518923581j),(0.000142502342366+0.000298099739185j),(0.000132751187016+0.000309751900842j),(9.57491855416e-05+0.000278784962367j),(8.57770451995e-05+0.000289334243537j),(6.02313262937e-05+0.000252673905558j),(4.68416302662e-05+0.000234468395156j),(8.94699226308e-06+0.000210030850603j),(1.87623767434e-05+0.000183557365576j),(-1.15346482666e-05+0.000156712084515j),(-1.03573302206e-05+0.000127733979488j),(-2.18452816937e-05+0.000133515400072j),(-7.36201666164e-06+8.67005141542e-05j),(7.17888008325e-06+0.000112787608673j),(4.64086436615e-06+8.10887150214e-05j),(1.8815699978e-05+7.7440464689e-05j),(-2.81708611098e-05+0.000112660140468j),(-1.58616516705e-05+8.50089313364e-05j),(-1.63335894236e-05+0.000122988323233j),(-2.42868763338e-05+9.55378889372e-05j),
(-1.66963465776e-05+8.06543947021e-05j),(-5.81565106955e-05+0.000105831877062j),(-9.75759720219e-06+9.49776441442e-05j),(-2.80238384608e-05+5.68488513918e-05j),(9.35037441543e-06+0.000114524541233j),(2.44201882355e-05+8.24458649404e-05j),(-2.48457393957e-05+8.58361841907e-05j),(1.43438468216e-05+0.000111911736645j),(-3.33493306991e-05+9.30279828649e-05j),(-1.77649802963e-05+0.000121795512657j),(-3.39885130033e-07+0.000125791623633j),(-1.21284031155e-05+0.000177170461148j),(1.47909806484e-05+0.000173395920122j),(9.53549163712e-06+0.000224353285922j),(4.04816569601e-05+0.000243269591431j),(3.45534642399e-05+0.000248186015754j),(8.64515569957e-05+0.000293808519065j),(8.48463362518e-05+0.000287111010709j),(0.000126975528268+0.000311456872604j),(0.000142263813301+0.000324182411743j),(0.00013764948071+0.00035791984478j),(0.00015240034588+0.000337027756363j),(0.000155111437315+0.000399558789532j),(0.000164935902246+0.000380848693472j),(0.000173421130357+0.000419990878747j),(0.000231341802472+0.000450925708582j),(0.000173507998915+0.000482450073028j),(0.000238810088273+0.000477796842498j),(0.000226423794483+0.000483738429947j),(0.000261556016596+0.000544446082264j),(0.000237668306849+0.000506934929036j),(0.000266231931836+0.000574079995804j),(0.000266032799248+0.000571066540138j),(0.000251898751875+0.000633279589122j),(0.000285003260019+0.000630433364223j),(0.000281338224174+0.000693267418135j),(0.000308496057762+0.000723213744073j),(0.000311409546709+0.000757186663236j),(0.000345254224252+0.000783743334302j),(0.000371867886577+0.000811968238086j),(0.00038879863757+0.000826898910319j),(0.000427155597496+0.000847177176681j),(0.000433184651558+0.000842622705705j),(0.000479152012035+0.000871433191491j),(0.000473543523293+0.000846019533166j),(0.000516577424583+0.000884485224378j),(0.000503978466758+0.00083969371545j),(0.000536682817104+0.00088799002479j),(0.000518797698375+0.000831716037346j),(0.000543940420693+0.000887930336246j),(0.000522815247048+0.000828443775903j),(0.000545553849361+0.000888604739193j),(0.000519581861913+0.000832210807993j),(0.000538097455423+0.000888500111393j),(0.000503910332639+0.000839843432771j),(0.000515446141845+0.000883707527892j),(0.000473300531855+0.000844175444873j),(0.000476967250503+0.000870514636885j),(0.000432507393247+0.000844264479248j),(0.00043032822144+0.000848924564432j),(0.000389321624646+0.00082574048608j),(0.000367180180504+0.000811567980312j),(0.000344889846595+0.000790170801203j),(0.000321186918618+0.000757554634418j),(0.000309979991901+0.000710090098315j),(0.000269144784719+0.000693487624863j),(0.000286650746327+0.000645114871151j),(0.000263834003307+0.000627037741139j),(0.000256793061803+0.000557287754903j),(0.000257922856426+0.000587431837499j),(0.000253803535775+0.000510070398126j),(0.000252650809693+0.000523984886384j),(0.00020243021641+0.000502174864557j),(0.000265711083128+0.000503579301219j),(0.000196242846024+0.000453065278854j),(0.000202374058443+0.000435320398998j),(0.000166810812374+0.000444166874385j),(0.000180096464663+0.000379630935739j),(0.000147732876822+0.000398271298039j),(0.000165277683992+0.000349357155261j),(0.000152730543894+0.000337030316115j),(0.000123216470426+0.000311559601597j),(0.000122919728778+0.000322229904458j),(8.72604703132e-05+0.00028086859847j),(7.46268652576e-05+0.000297149059914j),(4.26860401203e-05+0.000259137846026j),(4.79137431141e-05+0.000231481061433j),(-5.2153919125e-07+0.000220643030269j),(1.80649449389e-05+0.000174764718654j),(-1.97348617409e-05+0.000161742352435j),(-2.59158478771e-05+0.000134855011424j),(-1.26341587105e-05+0.000145239914316j),(-2.35905126267e-05+8.90190870673e-05j),(9.11333884409e-06+0.000116035231062j),(-1.21216366997e-05+8.59178346067e-05j),(1.49318881512e-05+6.05993192505e-05j),(-2.2702454918e-05+0.000121325577577j),(-4.1071246076e-05+8.8047113756e-05j),(7.30597429887e-06+0.000121803545839j),(-4.50816944711e-05+9.4302392435e-05j),
(-5.68164516726e-05+0.000117244229347j),(1.03995289228e-05+5.63493860522e-05j),(-5.43150850576e-05+5.54020753929e-05j),(1.90191464988e-05+0.000134807672775j),(-3.16834945007e-05+4.84504111774e-05j),(-3.25954024776e-05+0.00011085316038j),(4.22061709459e-05+0.000117897797754j),(-5.13676359237e-05+8.4031557167e-05j),(3.23272401403e-05+0.00011495691165j),(-4.42412500182e-06+0.000110937126597j),(-2.08274634536e-05+0.00016069822737j),(7.92842455651e-06+0.000126492149882j),(-2.51205590864e-06+0.000207051222881j),(3.15809235126e-05+0.000187126930044j),(1.16336465457e-05+0.000222173580838j),(7.20202121193e-05+0.000251800040349j),(3.55055051566e-05+0.000247617187496j),(0.000114030082908+0.00029572556043j),(7.92206140792e-05+0.000309507313342j),(0.000104907487025+0.000341759229965j),(0.000123047009745+0.000312110667984j),(0.000131967111461+0.000404940845344j),(0.000139206476275+0.000330588897261j),(0.000166173316753+0.000432648089415j),(0.000196355468542+0.000429391157516j),(0.000101745048318+0.000470632554608j),(0.000246873064562+0.000444836595707j),(0.00016365658576+0.000499844815761j),(0.000244416696238+0.0005539384811j),(0.000197875241231+0.00048627446394j),(0.000271115567028+0.000619674921679j),(0.000237759755538+0.000549183249434j),(0.00023807781103+0.000641022750443j),(0.000309398326206+0.000600829151122j),(0.000260170615613+0.000700262498156j),(0.000313110149071+0.000692098314626j),(0.000282325795799+0.000721432642538j),(0.000343214547704+0.000764530570253j),(0.000334858250321+0.000781337431655j),(0.000352089140748+0.000817264563099j),(0.000391250439666+0.000826177025727j),(0.000380756631838+0.000838984735071j),(0.000440099283969+0.00087737782764j),(0.000413233049156+0.000844848228311j),(0.000477571433724+0.000917600444789j),(0.000449370512015+0.000841384624932j),(0.000500681933102+0.000945328381934j),(0.000474787353761+0.000832788618391j),(0.000508816181406+0.000958898836648j),(0.000487512959185+0.000826791226018j),(0.000510123248682+0.000962888767155j),(0.000489029864146+0.000827599680748j),(0.000509494334513+0.000959410481737j),(0.000476528975178+0.000833547520752j),(0.000500724426772+0.000944981901041j),(0.000447281973837+0.000840309886101j),(0.000477228073203+0.000917428235668j),(0.00041349277924+0.000844117244833j),(0.000439750955591+0.000875032883319j),(0.000377924789095+0.000840510999454j),(0.000391492358384+0.000834053516467j),(0.000360580221525+0.0008164140925j),(0.000333044512045+0.000769681665613j),(0.000328959989789+0.000768330331828j),(0.000290225912623+0.000738374084225j),(0.000336677200474+0.000681903672603j),(0.000245562925831+0.000675373218218j),(0.000281434234099+0.000617674037468j),(0.00026027170718+0.000662242923638j),(0.000252773687805+0.000523342083327j),(0.000241418919329+0.000618151267101j),(0.000208807206429+0.000514748488142j),(0.000268112721233+0.000525640631065j),(0.000119367715641+0.000484906476794j),(0.000241139762307+0.000502717820574j),(0.00016261024008+0.000467187828216j),(0.000184513965202+0.000377344132765j),(0.000133162325787+0.000451495287212j),(0.000160646380381+0.000341271433436j),(0.000122028981219+0.000387600783668j),(0.00011510932461+0.000337718330154j),(0.000138800694172+0.000340394227001j),(7.31129661768e-05+0.000278074677759j),(9.60363520078e-05+0.000302639298244j),(4.27355176174e-05+0.000247951879211j),(6.07437740407e-05+0.000244807194104j),(9.72093575768e-06+0.000234887162046j),(4.05477018982e-05+0.00017765134849j),(-2.39260857625e-05+0.000201826774018j),(9.27352773623e-06+0.000153457019927j),(5.08730730056e-06+0.00014515164992j),(-3.64243356095e-05+8.94554065567e-05j),(2.11148943942e-05+0.000152611677254j),(-2.29832389522e-05+7.49923420343e-05j),(1.16539063032e-05+0.000104279653409j),(-3.34735716174e-05+0.000145986402578j),(-1.0134599612e-05+3.64054913431e-05j),(-3.56279500012e-06+0.00011981389746j),(-8.88989745502e-05+7.30711119347e-05j),(9.80373515777e-06+0.000118781163966j),
(9.40797794476e-06+4.55807657107e-05j),(-3.79403756679e-05+9.79067954697e-05j),(1.26425806709e-05+0.000107314701345j),(-4.74879031377e-05+3.93770326053e-05j),(8.73100788126e-06+0.000112968042445j),(-2.72434907627e-06+6.99558249648e-05j),(-5.6896402871e-05+7.7114359459e-05j),(3.60144073449e-05+0.00012425331424j),(-3.75028249737e-05+0.000139335040073j),(1.40830775315e-05+0.000160470966001j),(3.72719478089e-05+0.000126780127833j),(4.48579933467e-05+0.00018415425164j),(7.36157539338e-05+0.000131792221963j),(5.70364823206e-05+0.00018125757556j),(0.00010456458688+0.000177227679284j),(6.08707313725e-05+0.000193568251856j),(0.00011094803454+0.000226258265284j),(5.80383120012e-05+0.000206640005747j),(0.000114039464616+0.000234601314201j),(0.000112643223033+0.000240574068956j),(0.000117710647082+0.000314015727231j),(0.000123641798566+0.000275498112054j),(0.000135477800239+0.0003904818722j),(0.0001283476678+0.000336427115967j),(0.000116971298639+0.000389267571686j),(0.000236946817397+0.000391580168805j),(0.000120561782514+0.000467273249644j),(0.000221046356173+0.000471183008734j),(0.000165560884732+0.000460183537009j),(0.000240558020081+0.000584618227835j),(0.000203183985494+0.000505241994668j),(0.00025657079356+0.000629541567903j),(0.000304168454687+0.000597468610181j),(0.000265506629802+0.000694147956773j),(0.000356936917901+0.000655863693692j),(0.000334389291166+0.000700740418859j),(0.000406902084086+0.000733211693339j),(0.000381537561668+0.00072504609448j),(0.000419626101594+0.000757180941156j),(0.000437924239634+0.000745785356246j),(0.000426783577294+0.000769011863972j),(0.000463540922068+0.000778279485675j),(0.000428938066181+0.00076552700595j),(0.000475452928609+0.000817206938954j),(0.000437424179039+0.000765790011271j),(0.000473383962468+0.000854710349073j),(0.000447481495969+0.000766498977915j),(0.000463842649287+0.000880962367418j),(0.000452501871242+0.000767965308702j),(0.000455566629401+0.000894266667436j),(0.0004537844455+0.000768882587697j),(0.000457136958094+0.000894654102655j),(0.000453287668856+0.00076842521679j),(0.000465186660106+0.000881310367067j),(0.000447580435966+0.000766722831718j),(0.000472434251524+0.000854003653847j),(0.000436671936923+0.000763867460756j),(0.000473057208769+0.000817165913739j),(0.000429357060795+0.000767621206887j),(0.0004673948374+0.000778060076691j),(0.000425002271197+0.000766599635997j),(0.000431639720837+0.000749181911292j),(0.000424745549491+0.00076585749911j),(0.000394411552819+0.000717740623206j),(0.000398059542025+0.000716133915099j),(0.000317114462907+0.000713267834434j),(0.000373208769901+0.000676170204688j),(0.000283332412501+0.000672539250313j),(0.000279373962756+0.000578717888366j),(0.000245254748329+0.000655811668168j),(0.000227664836197+0.000507882524813j),(0.000226252893892+0.000563573706255j),(0.000149888826678+0.00049030933949j),(0.000266445928657+0.00047966389467j),(0.000119752019714+0.000413455476341j),(0.000180213955814+0.000401761715246j),(0.000133077634861+0.000440735985972j),(0.000165947055319+0.00032045480349j),(0.000124419075973+0.000375582222498j),(0.000134269716798+0.000281003029187j),(0.000120078800001+0.000283888198239j),(7.56353854147e-05+0.000239197513548j),(0.000112997431111+0.000266741639202j),(7.91899036417e-05+0.000208320862302j),(0.000115461368555+0.000217726744172j),(6.50655940042e-05+0.000185687925059j),(9.68797814619e-05+0.000163291819801j),(4.26799699051e-05+0.000185233024379j),(7.72086004074e-05+0.000134490193445j),(3.03262716654e-05+0.000172879495913j),(1.71571744439e-05+0.000154770877339j),(5.00830826674e-05+0.000177953361937j),(-3.59603476041e-05+9.72746734626e-05j),(-6.00118513256e-06+0.000139373451515j),(-3.45992977506e-05+0.000102127286493j),(-8.76070449201e-06+4.60884416063e-05j),(-1.74469542972e-05+0.000140782864378j),(-2.37625853323e-05+6.60431532299e-05j),(3.7965970926e-05+9.93838947682e-05j),(-4.37457847656e-05+6.39926630048e-05j),
