(-8.28043246525e-05-0.000323456295604j),(-2.8720111628e-05-0.000351892653106j),(-7.7001065305e-05-0.000448352335772j),(-4.30397733192e-07-0.000572234647486j),(4.27269832645e-05-0.000663519605011j),(-0.000244310153216-0.000892802416984j),(3.59372549382e-05-0.00100697186922j),(-0.000521565335755-0.00120901424635j),(-0.000239490879735-0.00121117068927j),(-0.00068361203913-0.00127610967698j),(-0.000907505897342-0.00119176310825j),(-0.00101603627421-0.00126423887395j),(-0.00167762882887-0.00101413054003j),(-0.00131807484581-0.00101426450729j),(-0.0020078545489-0.000616864794304j),(-0.0016072346257-0.000606357855619j),(-0.00202804674703-0.000368278839125j),(-0.00200672587345-0.000172519016393j),(-0.00185454567636-0.000241518960145j),(-0.00203160422932+0.000236538645868j),(-0.00164937031169-0.000168498931044j),(-0.00169582342253+0.000287119816412j),(-0.00157160565614-0.000127712858573j),(-0.00138559687726-0.000114598637329j),(-0.00133293281762-9.55685363032e-05j),(-0.00128247382899-0.000567645409126j),(-0.00104751816745-0.000576161308063j),(-0.00126473363286-0.00101622226024j),(-0.0011587181208-0.0013646244754j),(-0.001198728127-0.00163083182397j),(-0.00159381447444-0.0020788713845j),(-0.0016188739781-0.00233131514758j),(-0.00197906628419-0.00261988577002j),(-0.00231239031875-0.00273357357278j),(-0.00266951481905-0.00302287513178j),(-0.00297845708586-0.0027621116106j),(-0.00332872366364-0.00298453094772j),(-0.00372340727261-0.00267591422347j),(-0.00368824021639-0.00257337540836j),(-0.00412374226366-0.00215899573822j),(-0.00399284542925-0.00211415061295j),(-0.00417404165649-0.00162070376422j),(-0.00384267468852-0.00144305111062j),(-0.00412792268565-0.0011638912075j),(-0.00355163845082-0.000961436179432j),(-0.00376900377368-0.000767032866258j),(-0.00330879680465-0.000632240397653j),(-0.00346157138225-0.000564787023895j),(-0.00297456445383-0.000425880475406j),(-0.00337488594605-0.000442171637987j),(-0.00288344235189-0.000360187542187j),(-0.00328311034146-0.000462509498804j),(-0.00306268888776-0.000426191015952j),(-0.00347613887876-0.000539960482328j),(-0.00322955956816-0.000600983060938j),(-0.00383645601765-0.000792130444853j),(-0.00356646236125-0.000936526683419j),(-0.00402165654144-0.00112139954611j),(-0.00389464460077-0.001523734982j),(-0.00423011659178-0.00161664366695j),(-0.0038655225051-0.00202034275351j),(-0.00413663955931-0.00222890349222j),(-0.00378581805935-0.00262818251179j),(-0.00364473462718-0.00255981278117j),(-0.00330913618115-0.00299468228011j),(-0.00307546875196-0.00285508628763j),(-0.00263593799103-0.00296028879917j),(-0.0022820603881-0.0027501106289j),(-0.00211673138776-0.00270528222472j),(-0.00160721620111-0.0022380575229j),(-0.00146402391582-0.00210230998434j),(-0.00136058691932-0.00166765645343j),(-0.00111316370315-0.00122415914838j),(-0.00113157123147-0.00112462064394j),(-0.00121994723905-0.000502716808509j),(-0.00115253070665-0.000491928254788j),(-0.00138529184823-0.000298689944758j),(-0.00149169557302+6.5042888316e-05j),(-0.00138942849119-0.000177807857997j),(-0.00184305416227+0.000212208515972j),(-0.0015526957427-2.80142018984e-05j),(-0.001997315779+0.000110286888937j),(-0.00192941415096-7.60387506701e-05j),(-0.00180453062273-0.000202492927907j),(-0.00210459050246-0.000442392318617j),(-0.00151232017602-0.000551883216936j),(-0.00204321652159-0.000788373813032j),(-0.00135636613941-0.000894029385981j),(-0.00154522911983-0.00109041016665j),(-0.00106386253777-0.00129997584897j),(-0.000782038576392-0.0012560467235j),(-0.000849937602623-0.00145553748436j),(-0.000318384483024-0.00112786820219j),(-0.000528775646596-0.00126602138041j),(-6.9098929052e-05-0.000912034807176j),(-0.000136599465345-0.000883701333016j),(1.63157890814e-05-0.0007090308121j),(1.4745547169e-05-0.000496181989301j),(-1.98286219178e-05-0.000483920003417j),(2.91243045906e-05-0.000378523517639j),
(1.07015531018e-05-0.000136164132707j),(-0.000188999290234-0.000221799800171j),(-4.84990928027e-06-0.00023091041035j),(-0.000135855896296-0.000331539425312j),(-0.000402674869185-0.000566282735137j),(0.000249217984777-0.000480421901437j),(-0.000905749896383-0.000755324073426j),(0.000282562879072-0.000616659895848j),(-0.00104631897473-0.000761278910451j),(-0.000440381818621-0.000597485271827j),(-0.000681056526929-0.000778551000449j),(-0.00141325616377-0.000340032850612j),(-0.000315567711398-0.000711772092335j),(-0.00200902509062-4.2612532467e-05j),(-0.000465595277629-0.000434624479225j),(-0.00189557546616+0.000169258080888j),(-0.00105795283608+7.00843047376e-05j),(-0.0012638727646+2.75471896372e-05j),(-0.00159602187301+0.000678825193607j),(-0.000878681261408-0.00031586465937j),(-0.00152105551268+0.00107927037167j),(-0.00105936969699-0.000248985256366j),(-0.00100400319501+0.00077209523849j),(-0.00106283120961+0.000359666120167j),(-0.000852212377542-0.000158260586657j),(-0.00069131742668+0.000461978433284j),(-0.00117994367327-0.000413912260495j),(-0.000566734810496-0.000272881636494j),(-0.00105280960947-0.00048273641222j),(-0.00131166939213-0.000916348314004j),(-0.000899756268222-0.000821440425511j),(-0.00166175002796-0.00117360965375j),(-0.00170119897133-0.00119574092876j),(-0.00187725309021-0.00144587944434j),(-0.00208268046244-0.00101179117096j),(-0.00247216866632-0.00170291276376j),(-0.00263355652266-0.000793130516718j),(-0.00246729282465-0.00115953860499j),(-0.00328356505175-0.000714934238873j),(-0.00251050084267-0.00103342951213j),(-0.00310081000775-0.000131377269619j),(-0.00258544836742-0.00052901561029j),(-0.0033116029424-2.46001451395e-05j),(-0.00205800744274+3.79646601075e-05j),(-0.00317220407061+0.000181333160916j),(-0.00197210807689+0.000225174952446j),(-0.00270881038822+0.000305360057287j),(-0.00178667692914+0.000512275291456j),(-0.00276701513254+0.000381552821382j),(-0.00136753378233+0.000582018674205j),(-0.00270298539729+0.000401291591113j),(-0.0016476216293+0.000613795364496j),(-0.00253879245407+0.000371527810365j),(-0.00173212224357+0.000440096910979j),(-0.00295866023551+0.000308116326875j),(-0.00178258112385+0.000371855478102j),(-0.00314566674301+0.000171355196848j),(-0.00234859580516-9.94213861578e-05j),(-0.00307549639493+0.000125199081307j),(-0.00237902063145-0.000574378273746j),(-0.00346397118257-0.000424860305441j),(-0.00248933650824-0.000768149288957j),(-0.00302746720827-0.000518443593474j),(-0.00267138749085-0.00148605806455j),(-0.00263303289725-0.000821712379029j),(-0.00223178324016-0.00148352844463j),(-0.00228350280812-0.00116334612176j),(-0.00208948481655-0.00147982861998j),(-0.00135489725758-0.000972153270187j),(-0.00170406597314-0.00139952668342j),(-0.00127055230802-0.000766799981332j),(-0.000865376274593-0.000763654704912j),(-0.00116515139204-0.00077397088463j),(-0.000875413099197+9.87146946896e-05j),(-0.000676318702604-0.000578278286606j),(-0.00105310079058+0.00021274896301j),(-0.0007699923143+0.000396442778466j),(-0.000832905484204-0.000109541164221j),(-0.00145913726539+0.000906118548266j),(-0.000576698521127-5.30524353116e-05j),(-0.00179115286878+0.000693341491632j),(-0.000907246224571+0.000141075096546j),(-0.00129265030039+0.000360225956791j),(-0.00163109652653+0.00015786139546j),(-0.000648064097957+0.000158890737959j),(-0.00213469085367-0.000136289434431j),(-0.000365589860894-0.000131360492622j),(-0.00190782810984-0.000418032114616j),(-0.000575825996683-0.000491081997322j),(-0.00109196751351-0.000461066320978j),(-0.00103131182995-0.000881111054118j),(-0.000210237524906-0.000356570896736j),(-0.00112816034315-0.00113767830371j),(0.000110119808184-0.000351446700718j),(-0.000726018457503-0.000901807742888j),(-5.05626517294e-05-0.000440266388565j),(-0.000226517271927-0.000353785683748j),(-0.000103253376706-0.000455264516394j),(1.6787833195e-05-0.000148144499462j),(-1.29668545071e-05-0.000306450479859j),
(-0.000219809997634+0.000163253848704j),(-3.38770539929e-06+0.000193473098128j),(-0.00031989637521+0.000120341280652j),(-0.000315882495107+2.96495421721e-05j),(4.72215018335e-05+0.000116331228637j),(-0.00100532706734-0.000142633150746j),(0.000527370366349+0.000156092375905j),(-0.00138265018252+1.72383026049e-05j),(0.000153799463854+0.000239157701612j),(-0.000895099360456+9.70629072313e-05j),(-0.000792124519131+0.000585858949977j),(0.000197805552075+0.000183339075163j),(-0.00148924225059+0.00107053758541j),(0.000746008934813+0.000323190303898j),(-0.00152532993843+0.00117218297062j),(0.000423440392018+0.000637945907415j),(-0.000648957536336+0.00096887382552j),(-0.000194411175765+0.00129542671409j),(0.000317566125411+0.000387825349879j),(-0.000595620736054+0.0019014618891j),(0.000341928579618-4.33729841136e-05j),(-0.00017969567324+0.00188467977715j),(-1.31116996362e-05+0.000468950071893j),(0.000127129703254+0.000924859754819j),(1.73281069455e-05+0.00140966026235j),(-0.000276682578393+0.000295039284762j),(0.00035881983531+0.00120884904297j),(-0.000685576258502+0.000694724265077j),(-0.000233643408795+0.000734980215323j),(-0.000206844084657+0.0010005584854j),(-0.00111544698627+0.000703851672874j),(-0.000503452564901+0.00102907296319j),(-0.000892476431545+0.00101415754868j),(-0.0010425674818+0.00141847325943j),(-0.00117707132139+0.000967098557594j),(-0.000973569782811+0.00213461368906j),(-0.000995802226978+0.00118524288457j),(-0.00143558130264+0.00203618372972j),(-0.000327092527331+0.00171436712245j),(-0.0013713432991+0.00251463256861j),(-0.000427304050613+0.00161939449439j),(-0.00101017990977+0.00245786634026j),(0.000280545500966+0.00202165212873j),(-0.00124200864497+0.00215926349943j),(0.000642779548586+0.00207651062491j),(-0.000779036549965+0.00212596285605j),(0.000546964175576+0.00207924005198j),(-0.000589074348142+0.00184461325633j),(0.00100851505359+0.00204205612265j),(-0.000884028040466+0.00180098792984j),(0.00105577528672+0.00203333707676j),(-0.000513802632757+0.00173357308214j),(0.000690648395819+0.00206614689452j),(-0.000638355803856+0.00193990134932j),(0.000883586768661+0.0020929628402j),(-0.00106170775787+0.0019605833157j),(0.00060807176384+0.00210597765892j),(-0.000836709788496+0.00231775391036j),(-4.34522932041e-05+0.00179346331996j),(-0.0012627102814+0.00249604899047j),(6.30241605168e-05+0.0019653355311j),(-0.0014421961961+0.0021779459678j),(-0.000668360437184+0.00146724910328j),(-0.0011137098345+0.00244256073086j),(-0.000990586820812+0.00121451871083j),(-0.00129465445246+0.00184768895352j),(-0.000915595665719+0.00116557997482j),(-0.000802446159858+0.00147672132605j),(-0.00136300239662+0.000724771146553j),(-0.000453369841222+0.00133562370821j),(-0.000632454736765+0.000654587062811j),(-0.000791842731315+0.000821278432729j),(-6.6449183369e-05+0.00113214249129j),(-0.000238471539313+0.000190181050012j),(-0.000299014562424+0.00144273048923j),(0.00022448748154+0.000625203936624j),(-7.80207365005e-05+0.00066661789806j),(-0.000167991993383+0.00154063022783j),(0.00055706227203+0.000266218301991j),(-0.000846092981776+0.00167698682722j),(0.000737059156345+0.000503465827483j),(-0.000521831646724+0.00127755244733j),(-4.82263231119e-05+0.000798543468472j),(0.000272457541765+0.00108713348625j),(-0.00118683808084+0.000879364278823j),(0.000816660931865+0.00102482915278j),(-0.0016190390171+0.000707121901632j),(0.000688228521552+0.000724666328244j),(-0.00121763376461+0.000622865340949j),(-0.000362754864407+0.000335158026431j),(-0.000370174173748+0.000726428995032j),(-0.00124129740716-0.000185013057731j),(0.000285549169209+0.000700429357458j),(-0.00125896687863-0.000443367384672j),(0.00015091383938+0.000395810851115j),(-0.000710322606697-8.03632853573e-05j),(-0.000192120040873+3.10163416655e-05j),(-0.000191331914256+0.000269475056956j),(-0.000207301523625-3.9279670019e-05j),(-0.000119041794872+0.000214865497979j),
(-0.000127430039393+0.000460133791779j),(-0.00026811368737+0.000436185894366j),(-0.00013380309331+0.000446051498985j),(-0.000103019126093+0.000560014885606j),(-0.000815239876803+0.000494608732565j),(0.000336689691251+0.000790251745172j),(-0.00147372919406+0.000717913162451j),(0.000468981871843+0.00102831574284j),(-0.0011019574764+0.000948914560234j),(-5.09836787117e-05+0.00137732955756j),(0.000166373426009+0.00108256077319j),(-0.000731703266356+0.00193057855642j),(0.00138017544347+0.00114787560511j),(-0.000795332847661+0.00216983121909j),(0.00180828960071+0.00125872813988j),(-2.04749003606e-05+0.00186812218486j),(0.00140544995707+0.00169986129107j),(0.0011474920404+0.00122877148592j),(0.000827568105028+0.00235944980152j),(0.00179743319462+0.000533642822897j),(0.00091628561353+0.00254193833105j),(0.00153608826012+0.000439145988104j),(0.00124493610808+0.00190639549466j),(0.00114512309796+0.00140592565254j),(0.000938507347245+0.000966847749731j),(0.00118475428448+0.00211747839297j),(0.000245823385308+0.00125865489777j),(0.00111956097159+0.00199476173553j),(0.000317073497377+0.00207015722387j),(5.95827126553e-05+0.00220289014897j),(0.000691554004238+0.00281401816838j),(-7.66258568739e-05+0.00291008956389j),(0.00022320617343+0.0034353406552j),(0.000364531976168+0.0034757853368j),(0.000615540173228+0.00436652255588j),(0.000582931061969+0.00361287902629j),(0.000790354185114+0.0049051991265j),(0.00164986731247+0.00425604627709j),(0.000784607814371+0.00480616756387j),(0.00224767387156+0.00403779285004j),(0.0016197535037+0.00492030159722j),(0.00262194939488+0.00397971799375j),(0.00150223979032+0.00427551432072j),(0.00345863325792+0.00387926295363j),(0.00161599214434+0.00374799827255j),(0.00334090185275+0.00342874023734j),(0.00197961759065+0.00322547131562j),(0.00337122208826+0.00327021992839j),(0.00162265510498+0.0029199014838j),(0.00373916272772+0.00303988329249j),(0.00161641654349+0.0027935243029j),(0.00337145872937+0.0031217302492j),(0.00197854079454+0.00286836353727j),(0.00340052137428+0.00316798366974j),(0.00166171245218+0.00323050834893j),(0.00366253082144+0.00357666053101j),(0.00163580600764+0.00371590515515j),(0.00302811668602+0.00372592054669j),(0.0018505693022+0.00446804525117j),(0.00285001848629+0.00392219071429j),(0.00108276319752+0.00459913154041j),(0.00236903368681+0.00433092163807j),(0.00109199772907+0.00503524263413j),(0.00129358729894+0.0038853991821j),(0.000856660589309+0.00485620433235j),(0.000912975664206+0.0039037799354j),(0.000348209814781+0.00422721935695j),(0.000153152043334+0.0034143017954j),(0.000676513656217+0.00373504765659j),(-0.000114666792243+0.00267296488162j),(0.000220392028006+0.00284571594156j),(0.000643643996569+0.00235636335939j),(0.000185246361211+0.00167760874306j),(0.000660743536135+0.00245372015158j),(0.000912332943165+0.00102844600226j),(0.000747568806681+0.00180500023977j),(0.00108594202672+0.00166706628099j),(0.0014143370001+0.000752818480321j),(0.00063689013045+0.00210259728241j),(0.00214415224537+0.000648186911793j),(0.000516390713498+0.00208676033148j),(0.00180841118599+0.00110210223682j),(0.00115857025837+0.00182341880668j),(0.000625147582926+0.00142750267907j),(0.001874545344+0.00175268851791j),(-0.000449095692332+0.0015788306308j),(0.00199273522107+0.0017478367462j),(-0.000753509836774+0.00165668185837j),(0.00106374228329+0.00154094289052j),(-0.000332995369974+0.0017172419453j),(-0.000410395677697+0.00103932362052j),(0.000289379786995+0.00174215346572j),(-0.00129509146263+0.000604746951869j),(0.000401231620175+0.00154509644026j),(-0.00112895734502+0.000479901497526j),(4.65688908378e-05+0.000876074563994j),(-0.000548879673318+0.000571875653783j),(-0.000235861615703+0.000349395050999j),(-0.000198400790471+0.000607857370507j),(-0.000229252082219+0.000426042471516j),
(-2.4494967386e-05+0.00062265654304j),(-2.90905866185e-06+0.000631617924796j),(-2.75004329968e-05+0.000715300717836j),(-0.000406120835387+0.000767367012664j),(0.000279311822955+0.00101825199223j),(-0.00101090709592+0.001104344048j),(0.000576581924588+0.00137759785353j),(-0.000933899047684+0.00144621989953j),(0.000573521996071+0.00177916145115j),(0.000197153185782+0.00161628674467j),(0.000248574001179+0.0022677584986j),(0.0016024002098+0.00157842459756j),(0.000189034352519+0.00248281398702j),(0.00256582315265+0.00148017911847j),(0.000880366647668+0.00215686024087j),(0.00272298038548+0.00155806302194j),(0.00180882131671+0.00138197310301j),(0.00226335775395+0.00183084259486j),(0.00253438140553+0.000535520127057j),(0.00199650060002+0.00210738017844j),(0.00267149856753+0.000223784255363j),(0.0020496862399+0.00191903126157j),(0.00227412147099+0.000644716237736j),(0.0018687668042+0.00124006130585j),(0.00203188266288+0.00169010202212j),(0.00143494379174+0.00113202434137j),(0.00203721982332+0.00221146980503j),(0.00104506715155+0.00205987928225j),(0.00158196920851+0.00273585144184j),(0.00155765018226+0.00315369652951j),(0.00121463834106+0.00349601698524j),(0.00187297693007+0.00415573354952j),(0.00192958490109+0.0044384632799j),(0.00221861322138+0.00500289912245j),(0.00246983741563+0.00492904926968j),(0.00306867186792+0.00580912266527j),(0.0035951772547+0.00507749122881j),(0.00339454549023+0.00573545965916j),(0.00475336266587+0.00515337005027j),(0.00406303767877+0.00559324406356j),(0.00506221000207+0.00457660204626j),(0.00447919400163+0.00487306565773j),(0.00576720253786+0.00413805800247j),(0.00412090891288+0.0039830617042j),(0.00577771647948+0.0035874821175j),(0.00421381794226+0.00337162150174j),(0.00535493689762+0.00319846308516j),(0.00394001997476+0.00278418175152j),(0.00544398529469+0.00284943819322j),(0.00349506572332+0.00259785821309j),(0.00537229427083+0.00275321174181j),(0.00376956422707+0.00252025522012j),(0.00518471056654+0.00291346865263j),(0.00395807003981+0.00285610883702j),(0.0056301161279+0.00313720329482j),(0.00391827854006+0.00326828847692j),(0.00580300413242+0.0035878235597j),(0.00446453189365+0.00407971974517j),(0.00541401946681+0.0040444325196j),(0.00431162134364+0.00491654952174j),(0.00546016312615+0.00478322910973j),(0.00388526118143+0.00538894566938j),(0.00455390472497+0.00499055691095j),(0.0036984398621+0.00594753963403j),(0.00347111881119+0.00517131406951j),(0.00285032574994+0.00563787700952j),(0.00273247823367+0.00497318297871j),(0.00239063744079+0.00515314881671j),(0.00164058142593+0.00423074749871j),(0.0018846138834+0.0042774779255j),(0.00156695711671+0.00354466738242j),(0.00115897176045+0.00302001203279j),(0.00167108790679+0.00295822988709j),(0.00139708957643+0.00169211728462j),(0.0015725551967+0.00232800217768j),(0.00171909219431+0.00136298030188j),(0.0019561983367+0.00117536031235j),(0.0017189918384+0.00169700107943j),(0.00267684075112+0.000491331291737j),(0.00159285092426+0.00175084264285j),(0.00294292243838+0.000487816050632j),(0.00187788000509+0.00169023664859j),(0.0023257507872+0.000932467389942j),(0.00260047719356+0.0016067134702j),(0.00139569944372+0.00138542042545j),(0.00304216048235+0.0017157805909j),(0.000580949128852+0.00186287461746j),(0.00254059471207+0.00193228627949j),(0.000369348778636+0.00214958255158j),(0.00124880756599+0.00183584628112j),(0.000615608886953+0.00225082505086j),(-0.000205710361284+0.00148027762978j),(0.000749274323132+0.0022236400342j),(-0.000901982232483+0.0011963406444j),(0.000485862912878+0.00171060584675j),(-0.000701857200162+0.000973232824085j),(6.30607568463e-05+0.000975491749554j),(-0.000289035492411+0.000861669450363j),(-9.81468829288e-05+0.000628928210878j),(-8.23393968487e-05+0.000694116143036j),
(0.000280708413963+0.000487970000095j),(0.000304678827295+0.000613968331111j),(-4.73493243643e-05+0.000687472818766j),(0.000380000611866+0.00088167708582j),(-0.000376295175792+0.00108711299284j),(0.000617959829823+0.00124899970221j),(-0.000278788947875+0.00145526795142j),(0.000820926973361+0.00168596112254j),(0.000449019678959+0.0016751350965j),(0.000881144257124+0.002041717949j),(0.00159514786249+0.00151942478452j),(0.00114283246736+0.00207629868534j),(0.00259309947915+0.00120732131048j),(0.00168280860482+0.00169730847131j),(0.00306672923013+0.00105031356023j),(0.00236219304377+0.000942479982637j),(0.00312581320019+0.000972079830828j),(0.00282566230269+7.78450652386e-05j),(0.00287389979374+0.000864953852666j),(0.00300787522737-0.000346893130141j),(0.00255401391531+0.000724725094635j),(0.0028736040814-0.000279066278926j),(0.00231441221033+0.000540173862689j),(0.00270073647685+0.000266541911846j),(0.00210697737956+0.000454086272559j),(0.00241755696492+0.00102971061137j),(0.00182296051095+0.000998455966423j),(0.0023933788981+0.00185187850822j),(0.00203712701915+0.00201912920708j),(0.00244743934749+0.00278329210459j),(0.00275768348185+0.00322002552998j),(0.00299540232028+0.00356757251866j),(0.00349690797022+0.00403482875848j),(0.00394067673521+0.00424909669513j),(0.00452654324912+0.00452085297342j),(0.00500197825347+0.00437404638142j),(0.00528690009086+0.00467799806084j),(0.00623929225126+0.00414505898662j),(0.00595046084924+0.00420331808922j),(0.00677751150086+0.00357101139784j),(0.00643957836401+0.00345350436694j),(0.00704370443835+0.00281742119898j),(0.0061273428541+0.00257251544145j),(0.00708002153698+0.00210301882075j),(0.00575813580511+0.001809708846j),(0.00646348279728+0.00157552640947j),(0.00533895744127+0.00122359473298j),(0.00609158474689+0.00125970041821j),(0.00478552707878+0.000971962160608j),(0.00591138556088+0.00104695437921j),(0.00463438662957+0.000867458878433j),(0.00581836875777+0.00110803004058j),(0.00493580322512+0.000897705030798j),(0.00602993421168+0.00123908605795j),(0.00524452413766+0.00124725940926j),(0.00668159538943+0.00155858500466j),(0.00570601822085+0.0018045288385j),(0.00689723442987+0.00210698006302j),(0.006309905877+0.002597596121j),(0.00704223925378+0.00283331353895j),(0.00623120500498+0.0034573035755j),(0.00694683759971+0.00357924404807j),(0.00595282536375+0.00425995858883j),(0.00603260437276+0.00415787045424j),(0.00542527052556+0.00458052152681j),(0.00506404333454+0.0044466253282j),(0.00443097236889+0.00458478392882j),(0.00396020569732+0.00412520694394j),(0.00357845500656+0.00413463830199j),(0.00306602176859+0.00360556639983j),(0.00263119359957+0.00308762958688j),(0.00256331646618+0.00282962291122j),(0.00206263196275+0.00193786669324j),(0.00217879690657+0.00194194966056j),(0.00200602793331+0.000960749044883j),(0.00237460819238+0.000899144677322j),(0.00207254470409+0.000610219972097j),(0.00273448117205+0.000115638017804j),(0.00217779626887+0.000603819735808j),(0.0030285686743-0.000262887348459j),(0.00243404035376+0.000624981687472j),(0.00302515814476-0.000257671547203j),(0.00284696046924+0.000708670458347j),(0.00272983420253+0.000235973480187j),(0.00324280137592+0.000885181815712j),(0.00212301243595+0.000945473234954j),(0.00319970280112+0.00118042735687j),(0.0015022107755+0.00155129300495j),(0.00253714769741+0.00150578204021j),(0.00126761386817+0.0019719703603j),(0.00139766006324+0.001717730315j),(0.00117004369227+0.00213878994986j),(0.00032316584093+0.0015928114528j),(0.000940843571217+0.0018927797125j),(-0.000251032388281+0.00129826386216j),(0.00059035310798+0.00142651447621j),(-0.000186206133871+0.000996425754415j),(0.00029329492824+0.00089636420615j),(3.54457647932e-05+0.000666327285421j),(0.000164393477577+0.000538087278551j),
(0.000517678462642+0.000204047515623j),(0.000256129314965+0.000285276731817j),(0.000718418228233+0.000437296961471j),(0.00016462788515+0.00065979658893j),(0.000788142379937+0.000763023372977j),(0.000446043470576+0.00103835753896j),(0.000879269491448+0.00110981443665j),(0.00110468158831+0.00112484754537j),(0.00114028411027+0.00135320177337j),(0.0017156131129+0.0009419876115j),(0.00161376643454+0.00108697693905j),(0.00231823960421+0.000466653065497j),(0.00225595046562+0.000483166327803j),(0.00261895775748+7.72223562007e-05j),(0.0025837145869-0.000265421251222j),(0.00273531744009-0.000246208507174j),(0.00261175320285-0.00101312816228j),(0.00278637401626-0.000689884098763j),(0.0024643700449-0.00134923892613j),(0.00251770488666-0.00111922678495j),(0.00241063929681-0.00130789538826j),(0.00198648707701-0.00113852022997j),(0.00239630759743-0.00119320194974j),(0.00172280209028-0.000818965399061j),(0.00217946110041-0.000887980371568j),(0.00191121933501-0.000371229472991j),(0.00213998215165+2.26772933999e-05j),(0.00221792902997+0.00017030406209j),(0.00274603369816+0.000968658706212j),(0.00275992607593+0.000957355733157j),(0.00360886331862+0.00145123496967j),(0.00385658876601+0.00169351710945j),(0.00449015577828+0.00180595772792j),(0.00505532808574+0.00171040869867j),(0.00559572757643+0.001907191883j),(0.00594570662121+0.00139660016146j),(0.00665151991214+0.00131215214232j),(0.00662661674598+0.000953335774849j),(0.00695014365472+0.000550445882034j),(0.00691799200212+1.45408231641e-05j),(0.00700170606839-0.000157432430261j),(0.00654953548618-0.000736050737924j),(0.00664264039464-0.000936966170161j),(0.00595396220672-0.00127731821364j),(0.00589018075753-0.00131878772871j),(0.00527135140241-0.00165640158325j),(0.00525925860196-0.0014556038474j),(0.00455477467298-0.00173477440059j),(0.00475200898215-0.00154871847583j),(0.0042644107278-0.00176938393779j),(0.00457471809583-0.00155588930798j),(0.00419019840481-0.00175651559992j),(0.00476937341679-0.00151506736609j),(0.00463432640771-0.00177967553995j),(0.00521425669571-0.00151984745066j),(0.005217252171-0.00160632642115j),(0.00598005787204-0.00135890627914j),(0.00593432779135-0.00131851220377j),(0.00657921614889-0.000806753689593j),(0.00663563111459-0.000757900344095j),(0.00694408409527-0.000229327207608j),(0.00681447191301+0.000157999622959j),(0.0071231672068+0.00058065835214j),(0.00661639172566+0.00078200475671j),(0.00647108050934+0.00142992285319j),(0.00608331128267+0.00144719223317j),(0.00558441656163+0.00173417853373j),(0.00500333303325+0.00186020739178j),(0.00467187752283+0.00180638624219j),(0.00377276616109+0.00149191962996j),(0.00355493675302+0.00163194583447j),(0.00293398877479+0.000898838474816j),(0.00258277002694+0.000831649389881j),(0.00223559276773+0.000337018388527j),(0.00223982096101-0.000140943848062j),(0.00167300240276-0.00037628648555j),(0.00227694924416-0.00072041136421j),(0.00176131834449-0.000990217903599j),(0.00228237809948-0.00108085416104j),(0.00214349944553-0.00114757950195j),(0.00230106929089-0.00147202973842j),(0.00245004210556-0.000957572032141j),(0.00254814173915-0.00144521297718j),(0.00260013966048-0.000657686972151j),(0.00269999585101-0.000854798503781j),(0.00272324977685-0.00036681957129j),(0.00249656792408-0.000152489695924j),(0.00268027653309+4.75407145741e-05j),(0.00206990082955+0.000526761056082j),(0.00240049231484+0.000667671475923j),(0.00165687907908+0.00111762298717j),(0.00181752705737+0.00113198998612j),(0.00133286054276+0.0012534538052j),(0.00102795714419+0.00114578538691j),(0.001076463732+0.00113649879307j),(0.000401158592072+0.000893297163695j),(0.000868049236753+0.000863085120928j),(0.000229485272378+0.000456796104126j),(0.000525878828762+0.000488903059202j),(0.000280636437252+0.000277339970123j),
