(0.00136861480355+0.0019202459621j),(0.00285754782946+0.0015981162992j),(0.00097895958036+0.000286060370484j),(0.00444652266568+0.00025665934455j),(0.00190844434099-0.0021281588921j),(0.00534397200106-0.0021005310159j),(0.00327205542477-0.00405836910556j),(0.00496263221092-0.0039151242233j),(0.00419958317865-0.00563523458572j),(0.00355109858359-0.00504439966764j),(0.00384137254541-0.00646772131978j),(0.00156032046576-0.00569904940178j),(0.00252210350323-0.00677100785133j),(-0.000561672922971-0.00634496748905j),(0.000653696483939-0.00651371025876j),(-0.0020602626798-0.00691680905241j),(-0.00136629150421-0.00620715412913j),(-0.0029966014845-0.00652267340298j),(-0.00238663837526-0.00570803773393j),(-0.0034404556958-0.00543536570652j),(-0.00217774988095-0.00443569820638j),(-0.00266336840144-0.00442556539472j),(-0.00139053148615-0.00299640479453j),(-0.000352817966299-0.00362126933538j),(0.000347683384729-0.00249476465654j),(0.00223607591269-0.00378784708224j),(0.00319446250923-0.00340477824427j),(0.00441097720747-0.00545137354365j),(0.00584002150699-0.00572264712692j),(0.00599779690932-0.00833438065479j),(0.00746214832771-0.00890417799977j),(0.00653075622709-0.0116809870517j),(0.00728557698061-0.0120541907244j),(0.00633331801402-0.0146864687263j),(0.00562814643045-0.0145384994533j),(0.00519880802197-0.016961823649j),(0.0035829786849-0.0156179408805j),(0.00337390585964-0.0180245522838j),(0.00158491216612-0.0156199857428j),(0.00151123687568-0.0177253163379j),(0.00038328214003-0.0149204145373j),(-0.000187159989271-0.0164214315921j),(-0.00047989802977-0.0137373423886j),(-0.000640093083348-0.014831430114j),(-0.00156393581998-0.0121897916444j),(-0.000343194516402-0.0134886014026j),(-0.00183278728862-0.010696869238j),(-0.000621580646716-0.0126353727807j),(-0.00128673045159-0.00946184996826j),(-0.00091961299865-0.0122528305288j),(-0.00134295272161-0.00912521702162j),(-0.000347093351162-0.0120479548701j),(-0.00203829471543-0.00971137324858j),(3.50717556732e-05-0.0124354491276j),(-0.00202959465933-0.0106780877545j),(-0.000470459033562-0.0135220841155j),(-0.0013051725416-0.0119269099935j),(-0.00053684444374-0.0151904928793j),(-0.000902466657633-0.0132333040612j),(0.000414929171532-0.0168837652392j),(-7.47418906814e-05-0.0145471161699j),(0.00164057568547-0.0179659102253j),(0.00165373701643-0.01570695996j),(0.00320837707661-0.0178554306281j),(0.00383224077179-0.0160032091501j),(0.00479898673196-0.0167137740184j),(0.00597017020537-0.0147301385886j),(0.00607046143254-0.0146045566858j),(0.00718977057901-0.0121324983844j),(0.0068659737333-0.0117367351962j),(0.00691570105743-0.0086357895987j),(0.00638510259462-0.00851779803487j),(0.00547850240703-0.00541991545068j),(0.0046888232451-0.00553838870377j),(0.00319127478184-0.00337551960619j),(0.00201935940212-0.00374065283327j),(0.000754692238687-0.00277210776466j),(-0.000741897070701-0.00335078722086j),(-0.00144707465182-0.00334963915745j),(-0.00249498031811-0.00413830634731j),(-0.00267339550654-0.00415467863253j),(-0.0032954795768-0.00571634501859j),(-0.00228986785565-0.00487995562865j),(-0.0032043345875-0.00656954739169j),(-0.000742572831921-0.00598695683479j),(-0.00191244061402-0.00651756795311j),(0.00107712115901-0.00670651981984j),(-4.42270659694e-06-0.00662936358796j),(0.00276546339408-0.00683305285296j),(0.00181124785732-0.00651294066028j),(0.0035913472235-0.00677504584858j),(0.00357600431663-0.00545221527902j),(0.00325844829325-0.00612338179402j),(0.0047856879666-0.0034482710053j),(0.00254451993198-0.00432779389643j),(0.00502293433307-0.000997332159661j),(0.00207983411853-0.00160762996092j),(0.0043363204793+0.00133231004965j),(0.00249929247636+0.000898996370804j),(0.00330109525156+0.00217001226122j),
(0.00221698688571+0.00148378808409j),(-0.00124927175628+0.000754356023117j),(0.00552184255834+0.00153970001627j),(-0.00257628833058-0.00202039541023j),(0.00673755395921+0.00045451423507j),(-0.00126570938552-0.00356939382776j),(0.00569849698729-0.00152200535498j),(0.00126289403167-0.0050078712868j),(0.00297209379508-0.00231457216264j),(0.00325103277261-0.0056994341059j),(4.20652134002e-05-0.00296356954963j),(0.00382013087257-0.00581507347281j),(-0.00229655540459-0.00344696713355j),(0.00296599975703-0.00509352944494j),(-0.00364342363919-0.00466093527635j),(0.000945731249959-0.00367937780914j),(-0.00368202356724-0.00531600795683j),(-0.00080709679267-0.00325170235676j),(-0.00381940503973-0.00444305468234j),(-0.00109244852805-0.00291873730011j),(-0.00362392627289-0.00362161320009j),(-0.00104166130328-0.001416473029j),(-0.00140960972831-0.00339321938167j),(-0.00101674853297-0.000448014261663j),(0.00114353810569-0.00322813093546j),(0.000584152589334-0.000826798463975j),(0.00239243589827-0.00411414244473j),(0.00329373084969-0.00192849065193j),(0.00290027098895-0.00620593392748j),(0.00536881875483-0.00412643088128j),(0.00293643532005-0.0084005919735j),(0.00582447058971-0.00658372953053j),(0.00322466602763-0.0108678435519j),(0.00390693954582-0.00853231644528j),(0.00340351519161-0.0128960745788j),(0.00168466087529-0.00928010321208j),(0.00268209786675-0.014544751921j),(-0.000172200391463-0.00863775776201j),(0.0013869100353-0.0152429413673j),(-0.0010756448686-0.00800942673947j),(-0.000516202337212-0.0142105445033j),(-0.000921756620004-0.00752604437732j),(-0.00128193783066-0.0127651062231j),(-0.00211377041429-0.00659682040373j),(0.000301453739486-0.0116679019103j),(-0.00381566005965-0.00531974330221j),(0.000936188044191-0.0112167490016j),(-0.00286749074885-0.00376215258617j),(-0.000429113788937-0.0114375718601j),(-0.00163376958317-0.00280423170244j),(-0.000161525540975-0.0112314470779j),(-0.00312932848485-0.00330800116595j),(0.0016585466166-0.010655141354j),(-0.0043666376173-0.00439014460011j),(0.00122313810925-0.0109282680593j),(-0.00298221827313-0.00518810419093j),(-0.000517836644118-0.0120742143727j),(-0.0020735569146-0.00581263598872j),(-0.000343277586454-0.0137986934852j),(-0.00242560111079-0.00632184894365j),(0.000774391428737-0.0152448711095j),(-0.0016095850429-0.00759324133132j),(0.00134167364518-0.0150169201655j),(0.000236325577944-0.00933671278079j),(0.00195676231509-0.013904864641j),(0.00249082635124-0.00989076753979j),(0.00238756067994-0.0125055138023j),(0.00469284262281-0.00877678282941j),(0.00316876144752-0.010762387728j),(0.00500904322441-0.00629001540442j),(0.00409447480088-0.00900761158261j),(0.00414369624633-0.00352555399397j),(0.0038882331024-0.00641348718939j),(0.00260496834536-0.00179045369808j),(0.0026332395599-0.00413967397562j),(0.00106134555786-0.00101511802517j),(0.000258928031171-0.00275431493336j),(-0.000148911363304-0.00141534409967j),(-0.00190670496149-0.00243861978462j),(-0.00154974517046-0.00187090418781j),(-0.00286886867366-0.00389122889867j),(-0.00173216225022-0.00160781301739j),(-0.00387898886461-0.00546847671067j),(7.82302883912e-06-0.00234679158308j),(-0.00437192781379-0.00502714344676j),(0.00181691580803-0.00411856682518j),(-0.00332840978548-0.00447778836409j),(0.00308336865898-0.00487983501182j),(-0.00186584195835-0.00462449875182j),(0.00361346303855-0.00534731966979j),(0.000485413957707-0.00373366071409j),(0.00203392697776-0.00613995133606j),(0.00377119134565-0.00194006011394j),(-0.000253547219755-0.00603893434049j),(0.00586763186444+0.000292444188915j),(-0.00166909501943-0.00456046134025j),(0.00622473270745+0.00219277147185j),(-0.00075827058914-0.00195612912317j),(0.00415133350973+0.0025122737714j),(0.0017249871547+0.000860938854473j),
(-0.000920800251314+0.000480803055203j),(0.00449915407897+0.00108686907367j),(-0.00528022960188-0.00152171925461j),(0.0071406413505+0.0020983076212j),(-0.00625226324805-0.00321590187429j),(0.0062942668439+0.000927165455471j),(-0.00417044809575-0.00367378171023j),(0.00271040996406+0.000615925042178j),(-0.000265723053832-0.00437434068657j),(-0.00159905590459+0.000436767294414j),(0.00272185462025-0.00387340892152j),(-0.00438861811093+0.000236027062609j),(0.00358175123053-0.00290911882178j),(-0.00553520415973-0.000456423090421j),(0.00296429592103-0.000878710704687j),(-0.00520434916467-0.00200797696906j),(0.00116123245797+0.000820091247555j),(-0.00407654103198-0.00218760282844j),(0.000199473815664+0.000902185271853j),(-0.00351632150987-0.00124041536744j),(6.07395956356e-05+0.00109572482379j),(-0.00203218764257-0.00132918083288j),(-0.00102955054366+0.00185940574156j),(0.000368960515977-0.00166529252868j),(-0.00142903990402+0.00179316488844j),(0.00109057913174-0.00213595042812j),(0.000122871833787+0.00154730316265j),(1.64561189318e-05-0.0035475208822j),(0.00164364944714+0.000979347222573j),(-0.00111483444018-0.00450612788437j),(0.00221922898656-0.000582945047925j),(-0.0018285193496-0.00513764475483j),(0.000827200083338-0.00133411112111j),(-0.000939434101168-0.00578312158192j),(-0.00166353810049-0.00124808663328j),(-0.000501583634638-0.00687728393574j),(-0.00321114338847+0.000303356479597j),(-0.000704776547722-0.0082495167649j),(-0.00381972378084+0.00207635435878j),(-0.00137091140167-0.00822680046933j),(-0.0028162942244+0.00234126069005j),(-0.0024961157503-0.0069694687783j),(-0.00260506804129+0.00228310082942j),(-0.000751800883083-0.00612655854495j),(-0.00502257652994+0.00274884174104j),(0.00217560580541-0.00607895551449j),(-0.00549900356305+0.00369123315727j),(0.00124975841849-0.00685896580352j),(-0.00293093571669+0.00498225937747j),(-0.000329058031355-0.00746423500007j),(-0.00301291269781+0.00503046497363j),(0.00179025045096-0.00675646443754j),(-0.00574834753439+0.00387690009525j),(0.00315698006286-0.00591836050707j),(-0.00544581647899+0.00318174549047j),(0.000466823713869-0.00597763356091j),(-0.00318049656011+0.00305724932622j),(-0.00134545099734-0.00691228836698j),(-0.00350381208935+0.00345045329667j),(-0.000613160947333-0.00828403561901j),(-0.00454897242527+0.0033232961112j),(-0.000552300798628-0.00842016139389j),(-0.00400794564724+0.00133017544668j),(-0.000907422676066-0.00709741934389j),(-0.00255288154437-0.000759734877029j),(-0.00154636466022-0.00619673017687j),(-0.00027669786063-0.00146392733414j),(-0.00224479396383-0.00588182292375j),(0.00119931677164-0.00106281846231j),(-0.00122127897354-0.00584518700028j),(0.00109542308227+0.000520098136457j),(0.000123091751986-0.00513289685527j),(0.000447632803362+0.00103578587589j),(0.00118972942344-0.00322353232067j),(-0.000468086901705+0.00115082397692j),(0.000800294676392-0.00180693206906j),(-0.000427253422628+0.00113936269602j),(-0.000928917632302-0.000721026256308j),(-0.000233965760714+0.000817461552094j),(-0.00201036281671-0.00075519971193j),(-0.000682480591749+0.00162190870457j),(-0.00293764050285-0.00240779067179j),(0.000266427360637+0.00225057210448j),(-0.00468062873072-0.00269996297283j),(0.00218086881086+0.000716641483944j),(-0.00552968340479-0.00152036295002j),(0.00313455343857-0.00103115969619j),(-0.0052604691457-0.001427677097j),(0.00345895617881-0.00188875577138j),(-0.00406191201064-0.00112891433968j),(0.0015809398808-0.00348930424245j),(-0.00018930817782+0.000464470388994j),(-0.0023844962002-0.00501730846108j),(0.00379412212653+0.0021498978588j),(-0.00493040602043-0.00561140974274j),(0.00630684019906+0.00373909854367j),(-0.00537528004559-0.00482884884027j),(0.00551624226356+0.00341769097807j),(-0.00202138435006-0.00194144238347j),(0.00188840050876+0.00113219153176j),
(0.00150835441852-8.70466001475e-05j),(-0.00526425905256-0.00124185957375j),(0.0060396029969+0.00172530687222j),(-0.00895577229376-0.00300485325159j),(0.00626849965392+0.0026361277343j),(-0.00932796364357-0.00255223489822j),(0.00318023430274+0.00274262221736j),(-0.0057093886761-0.00273371538633j),(-0.00240086100254+0.0037098276443j),(-0.000463428848017-0.00181650905208j),(-0.0062845382949+0.00369931330211j),(0.00248356674901-0.00015855692581j),(-0.00715329362292+0.00375598657958j),(0.00344547097943+0.00166563953905j),(-0.00659865785403+0.00262971478746j),(0.00321579989071+0.00439439394673j),(-0.00479385064807+0.00112271600269j),(0.0020141598299+0.00556697086359j),(-0.00284237641073+0.00123316664612j),(0.00131482544954+0.00479824265134j),(-0.00140225179621+0.00150909971638j),(0.000166592190638+0.0042754909759j),(0.000552140557576+0.000878925023065j),(-0.0017966997072+0.00386309820871j),(0.00107196991339+0.000165996475407j),(-0.00210257473057+0.00377255881309j),(-0.00131901592308-0.000925180658277j),(-0.00141471233046+0.00457243531812j),(-0.00398784222328-0.00141953201128j),(-0.00176976630212+0.00466615088486j),(-0.00592214331687+0.000139226406054j),(-0.00274798450355+0.00468896427782j),(-0.00599262261621+0.00148020644236j),(-0.00515594865687+0.0058918910458j),(-0.00467189226403+0.00215246895924j),(-0.00644739755928+0.00842106495667j),(-0.00379245507634+0.00126825471483j),(-0.00630009931897+0.0116208246768j),(-0.00309068036087+0.000161066191547j),(-0.0052466978015+0.0129494050026j),(-0.00323497013113+0.000701793548071j),(-0.00339111318116+0.0122245296482j),(-0.00206828882301+0.00135884195556j),(-0.00459775110093+0.0114763068098j),(0.00209213460743+0.000914147847405j),(-0.00702462144374+0.0114398730497j),(0.00362387248528-0.000233016553977j),(-0.00509533386038+0.0120255230428j),(0.00116862081558-0.00172606027177j),(-0.00270543413863+0.0124746515259j),(0.00134429107175-0.00185799625879j),(-0.00503002592201+0.0117316400141j),(0.00416533476532-0.000592854999638j),(-0.00689661926963+0.0109518930396j),(0.00302427198509+0.000441980596324j),(-0.00441145836858+0.0109857609283j),(-0.000751684268026+0.000903917994572j),(-0.00320622705731+0.0119969071208j),(-0.00162962990391+0.000408967603844j),(-0.00511075504062+0.0132562283938j),(-0.0014347189355+6.88288359494e-05j),(-0.00632564128338+0.0126369113899j),(-0.00244638307588+0.00142630506847j),(-0.00664466121789+0.0101002118296j),(-0.00400381927908+0.00247631999543j),(-0.00562093889413+0.00792539861021j),(-0.0061826803032+0.00194470044907j),(-0.00348099252397+0.0065965724152j),(-0.00688537062729+0.000564773063137j),(-0.00276479010754+0.00606551015131j),(-0.00537656831708-0.00123640425496j),(-0.00250474899544+0.00523967770823j),(-0.00274083304656-0.00104807679087j),(-0.00297290726798+0.00365491828325j),(-4.05240797084e-05-0.000127663120863j),(-0.00232742911986+0.00315447814772j),(0.000162657942585+0.000666133995673j),(-0.00028546476272+0.00324182446667j),(-0.000821215224597+0.00153204478247j),(0.000722786712991+0.00390247811068j),(-0.00132427209904+0.00116073708166j),(0.00115974009811+0.0056876886342j),(-0.00284620390115+0.000495592846548j),(0.00239718164635+0.00573620458628j),(-0.00507802897802+0.00135124768352j),(0.0033347587673+0.00395267937774j),(-0.00660567946588+0.00204455423554j),(0.00341137873736+0.00278718397971j),(-0.00734892537551+0.00220254430529j),(0.00181567652081+0.000877976820949j),(-0.00511455946908+0.00326984782445j),(-0.00292663790978-0.00171885975422j),(-0.000216146297979+0.00444353563404j),(-0.00700179366469-0.00379795146949j),(0.00359209404+0.00547301686015j),(-0.00887370111681-0.00568079929423j),(0.00568642970923+0.00522581538502j),(-0.00687926330729-0.00474224829687j),(0.00295053095131+0.00202179873186j),(-0.00172381186624-0.00152297002022j),
(-0.00261046070087-0.00149303051386j),(0.00380667301819+0.000262053606216j),(-0.00854104184261-0.00273208672673j),(0.00535788265318+0.00280197971347j),(-0.0111848821345-0.00225835586319j),(0.00356177368946+0.00371068156889j),(-0.0102753193029-0.00114361582968j),(-0.00147763715719+0.00570470444044j),(-0.00483074806555-0.000452885356012j),(-0.00688749932386+0.00634593653232j),(0.000269017184805+0.00198093202352j),(-0.00831155156231+0.00622475464771j),(0.00254295732507+0.00383535483939j),(-0.00715023224421+0.00628245105608j),(0.00392581791725+0.00615284122741j),(-0.00532876298609+0.00461528795317j),(0.00394694029339+0.00871329141626j),(-0.00255812369185+0.00336616399375j),(0.00290225784707+0.00854941225006j),(-0.00016720747923+0.00362027154955j),(0.00166334186231+0.0066933433009j),(0.00159656638616+0.00326010746309j),(-0.000718051346062+0.00532024533252j),(0.00225314590394+0.00226836129239j),(-0.00254301151683+0.00465631701991j),(-0.000311705029107+0.00129393555144j),(-0.00295102749921+0.00566983736085j),(-0.00457938655366+0.000651547959238j),(-0.00389567676886+0.00753171540894j),(-0.00762382569345+0.00280879969957j),(-0.00542568253822+0.00816456987554j),(-0.00904520274342+0.00652293529787j),(-0.00717333413483+0.0102110551026j),(-0.00786073340272+0.00903420773032j),(-0.00844174141372+0.0134544402937j),(-0.00628445592997+0.00969333087095j),(-0.00792170624296+0.0174115772651j),(-0.00474544989092+0.00847015182299j),(-0.00630773744728+0.0203797762148j),(-0.00334238927647+0.00783640129434j),(-0.00400167670958+0.01995909343j),(-0.00229322187293+0.00820475264484j),(-0.00337195105603+0.0182835972971j),(0.0011701053337+0.00759809264604j),(-0.00586657294249+0.0171860340721j),(0.00503917343656+0.00597367858632j),(-0.00632335258229+0.0167300922914j),(0.00396704247964+0.00409335247899j),(-0.00324423273583+0.0167916773478j),(0.00189807637151+0.00301056843043j),(-0.00314080910343+0.0164855024348j),(0.0040581575913+0.00353377031079j),(-0.00600470054187+0.0158474983247j),(0.00536221106378+0.00502440655547j),(-0.00531831484756+0.0158898834171j),(0.00197859087512+0.00653058683676j),(-0.00264605250556+0.0168679833957j),(-0.000791941853843+0.00734415277998j),(-0.00318555271011+0.0189425359329j),(-0.00108469764069+0.00737320228766j),(-0.00559170946994+0.0203279512367j),(-0.00210443786929+0.00853310795561j),(-0.00735325954231+0.0188481792062j),(-0.00395157917238+0.0102005144425j),(-0.00811972320937+0.0163471383314j),(-0.00674993631574+0.0100745385809j),(-0.00707128800484+0.0139174713928j),(-0.00964518691785+0.0080602459944j),(-0.00586571528782+0.0116010237382j),(-0.00962173724193+0.00472953352847j),(-0.00519627495926+0.00977633561133j),(-0.00718823845133+0.00236289008281j),(-0.00500346400179+0.00660568294388j),(-0.00270681483791+0.00197806643677j),(-0.00472344176548+0.00447839160912j),(0.000452267928731+0.00195851630592j),(-0.00207203636474+0.0042299692816j),(0.000718346465504+0.00264291057534j),(0.00109768605698+0.00504936355505j),(0.000414759782275+0.00327541719735j),(0.00225853036709+0.00704072804019j),(-0.000308186256705+0.00303591869525j),(0.00305842988065+0.00858241313746j),(-0.00248291363623+0.00346805796467j),(0.00372712007706+0.008023485597j),(-0.00518681526513+0.00440428035798j),(0.00352399482692+0.00695819320785j),(-0.00778441448783+0.00460068967232j),(0.00247225157848+0.00531767172419j),(-0.00814946874036+0.00570438739625j),(-0.00160824353504+0.00243032363398j),(-0.00436270191965+0.00679488318875j),(-0.00704618263888-0.000227339192337j),(-0.000109816353417+0.00691428131903j),(-0.00977369420383-0.00354703176032j),(0.00348333762524+0.00710817643519j),(-0.0101303389447-0.00582267101687j),(0.0037076995061+0.0038814113928j),(-0.00574665193849-0.003845492332j),(-0.000422426651457-0.000816042589854j),
(0.000528938228407-0.00125968585998j),(-0.00571592556019-0.00262314554002j),(0.00391036403715+0.00149084777956j),(-0.00959681643195-0.00239302417468j),(0.00312424349218+0.00374288708853j),(-0.0111072171933-0.000303493115749j),(5.47388519247e-05+0.00583200301159j),(-0.00808192454174+0.00069868337674j),(-0.00537737411396+0.00779514349913j),(-0.00212889337376+0.00283308015872j),(-0.00809515297055+0.00746187300605j),(0.00142105933157+0.00528123283097j),(-0.00660457301788+0.00732189886398j),(0.00347986214219+0.00677379963946j),(-0.00479799399618+0.00660476040164j),(0.00492884491193+0.00917022271017j),(-0.002053929906+0.00471168228064j),(0.00442626593958+0.010151834846j),(0.000952173489823+0.00415718765103j),(0.00315528882341+0.00820016050027j),(0.00288300656109+0.00428308876198j),(0.00109715554211+0.00586322847963j),(0.00375256404613+0.00342601977424j),(-0.00157280129226+0.0045156444011j),(0.00208588449508+0.00237661632147j),(-0.0032023552924+0.0048933109701j),(-0.00246031348762+0.00195778574328j),(-0.00400956082554+0.00705065056092j),(-0.00665411511233+0.00365009214198j),(-0.00581271319849+0.00892813632584j),(-0.00882040366663+0.00832491302958j),(-0.00708955361702+0.010924719824j),(-0.0087907382057+0.0122195520135j),(-0.00802356190377+0.0146393647299j),(-0.0066637921963+0.0142172287087j),(-0.00751752160013+0.0188585445064j),(-0.00447305966116+0.013955072736j),(-0.0053901783811+0.0222112960313j),(-0.00244114688872+0.0127307886835j),(-0.00320674759519+0.0229137373903j),(-0.000858990879245+0.0123893308666j),(-0.00153734798126+0.0209034158086j),(0.00141180335222+0.0118918504657j),(-0.00262050755859+0.0188704430424j),(0.00511683475649+0.0100415594533j),(-0.00465760366129+0.0178025457674j),(0.00622893189938+0.00796475070112j),(-0.00332761832972+0.0170760969677j),(0.00403409245255+0.00645557501317j),(-0.0015515255243+0.0166326426259j),(0.00402670946947+0.00606771158736j),(-0.00334373993622+0.0163866412382j),(0.00628048457611+0.00687860390307j),(-0.00457722716865+0.0165109412492j),(0.00545927919324+0.00850927448863j),(-0.00227004790436+0.0171586635336j),(0.00232111437347+0.0102668298018j),(-0.000821453248499+0.0191920632319j),(0.000917736197159+0.0110918440364j),(-0.00213803642266+0.0217357459393j),(0.000139452926591+0.012073617004j),(-0.00414403001641+0.0223534175444j),(-0.00142683955872+0.0141317912184j),(-0.0062939664295+0.0207358409886j),(-0.00416459705204+0.0152590015982j),(-0.00702838785673+0.0182832275233j),(-0.00778736075222+0.0140996276771j),(-0.00659614536399+0.0153787226802j),(-0.00987703177613+0.0109351086649j),(-0.00625784083604+0.0128349313446j),(-0.00933349449735+0.00657754312111j),(-0.00569217287145+0.00943970425366j),(-0.00560483541791+0.00425635225459j),(-0.00585856825086+0.00559795230133j),(-0.000674433588451+0.00326029007109j),(-0.00415410337405+0.00391816920147j),(0.00182240168399+0.00303884307986j),(-0.000446929326338+0.00422588623383j),(0.00233246792164+0.00353546364408j),(0.00238934806228+0.00608362547204j),(0.00224005169514+0.00358588080718j),(0.00367298107671+0.00865536150267j),(0.000812383181151+0.00386078388305j),(0.00436321021039+0.0095387387431j),(-0.00183338576905+0.00488467426273j),(0.00411055323761+0.00902697146413j),(-0.00490140143407+0.00542219874035j),(0.00335938446991+0.00827652283204j),(-0.00762411881168+0.00641414142201j),(0.000769175479686+0.006053752743j),(-0.00655118328094+0.00808606368744j),(-0.0046080009205+0.00324402972362j),(-0.00284736923315+0.00822647838526j),(-0.0083104962219+0.000319052253676j),(0.000220973145494+0.00789105874753j),(-0.00990518832912-0.00390822489813j),(0.00278866155744+0.00598540895291j),(-0.00832352627113-0.00490398925372j),(0.000845446850363+0.000728438778884j),(-0.00354544728853-0.00275379614707j),
(-0.0021024896581-0.00218129560881j),(0.00192366698171-0.000210543266683j),(-0.00611518571556-0.00237114282903j),(0.00243219489256+0.00265967806931j),(-0.00816652659196-0.000503275600351j),(0.00075046691032+0.0049968218228j),(-0.00772175219222+0.00147771434174j),(-0.00273004295476+0.00733583150482j),(-0.00347991871451+0.00295069343341j),(-0.00587189799556+0.00735531381616j),(0.000587003103742+0.00536122645864j),(-0.00520232484907+0.0064799715248j),(0.00275437218717+0.00649891805846j),(-0.00300367228794+0.00601704707699j),(0.00477839785151+0.00766432272114j),(-0.000727829612514+0.00433224159147j),(0.00517187985254+0.00899859658418j),(0.00208460611496+0.00333265210539j),(0.00413798518855+0.00783167224559j),(0.0042342903839+0.00349299013264j),(0.00252972232139+0.00506597691749j),(0.00504402080217+0.0031539876125j),(0.00019680667389+0.00321143924698j),(0.00428705138428+0.00214575657489j),(-0.00218013192291+0.00307756590308j),(0.0011420096279+0.00192401977625j),(-0.00317887885705+0.00428144155807j),(-0.00335117187427+0.00339938764786j),(-0.00398697920557+0.00651632171124j),(-0.00598413541839+0.00733381353409j),(-0.00500581797025+0.00847739507099j),(-0.00655150087723+0.0120094056637j),(-0.0050678169886+0.011869295422j),(-0.0048082902709+0.0142259790602j),(-0.00449162415605+0.015953364668j),(-0.00211774880996+0.0147704329666j),(-0.00271651490023+0.0187693052606j),(9.21373988861e-05+0.013985626706j),(-0.000263538314501+0.0197966182016j),(0.00190264592007+0.0130066506128j),(0.00120072923906+0.0182158763424j),(0.003623903349+0.0123800821748j),(0.00104710870551+0.0157682720181j),(0.00572309089371+0.0108948706784j),(-0.000627118160464+0.0142288326363j),(0.0072688148031+0.00868072043457j),(-0.00135163587816+0.0132161360714j),(0.0063306736387+0.00720291479624j),(-0.000277204700944+0.0122591302509j),(0.00510121575997+0.00659841389693j),(-0.000497015994698+0.0119533134601j),(0.00628477812465+0.00646439896585j),(-0.00191017490136+0.0123339725309j),(0.00731240513893+0.00727776499566j),(-0.00122710711174+0.012892483136j),(0.00609789102847+0.00898678117283j),(0.000757043505685+0.0142035362657j),(0.00458532815397+0.0103309798564j),(0.00157882791639+0.0167974122876j),(0.00364091461139+0.0112329039076j),(0.000807193955878+0.0189961519519j),(0.00253981627652+0.013079859242j),(-0.00104722224764+0.0191640898833j),(0.000680076842391+0.0149420958014j),(-0.00281742070301+0.0179005575261j),(-0.00248209381826+0.0156943656893j),(-0.0036820701643+0.0153311021786j),(-0.00561934540833+0.0143476290756j),(-0.00447812947143+0.0126843030769j),(-0.0069639369146+0.0103080011808j),(-0.00447727723951+0.0101102332321j),(-0.00598991468024+0.0063885685231j),(-0.00476829873127+0.00631316581809j),(-0.00191862559285+0.00408306206877j),(-0.00460684805575+0.00324795532358j),(0.00178627091159+0.00309391444056j),(-0.00205644161836+0.00201085456882j),(0.00360040006064+0.00293896695485j),(0.00108133061085+0.00307493651119j),(0.00441230376718+0.00276203672278j),(0.00321308971443+0.0058156559924j),(0.00389988020253+0.00253020626732j),(0.00454882742757+0.00798119219882j),(0.00195585032999+0.00310054498188j),(0.00473867452321+0.00831028205195j),(-0.000639803388359+0.00412187409132j),(0.0040105684872+0.00842690555719j),(-0.00380734404771+0.00498916573535j),(0.00284722472671+0.00764673382197j),(-0.00541120961764+0.0070026786305j),(-0.000613131344089+0.00546906922528j),(-0.00365219736772+0.0082442004679j),(-0.00472661930002+0.00339774917838j),(-0.00134337095119+0.00778340624129j),(-0.00672829984359-0.000105951008735j),(0.000715086097412+0.00662531580841j),(-0.00726654554532-0.003479842426j),(0.00100610363403+0.00286976170261j),(-0.00491210209371-0.00341443456664j),(-0.00150842378353-0.00139228598243j),
