(2.89094116777e-05+8.55254455477e-05j),(3.05873455468e-05+8.64541084964e-05j),(3.38899132089e-05+8.83689537632e-05j),(3.89582648245e-05+9.12933556285e-05j),(4.56274752061e-05+9.54242443215e-05j),(5.412477171e-05+0.000100757717843j),(6.41754137214e-05+0.000107684936345j),(7.59581520687e-05+0.000116074785545j),(8.91467523323e-05+0.000126531978512j),(0.000103649060343+0.000138682470408j),(0.000119263728816+0.000153206005747j),(0.00013541520864+0.000169466279705j),(0.000152310361464+0.000187816265566j),(0.00016897378097+0.000207614713149j),(0.00018618089761+0.0002283765434j),(0.00020324695176+0.000250025046906j),(0.000221109825069+0.00027127782827j),(0.000240340615306+0.000292990915912j),(0.000261000475944+0.000314351797058j),(0.000284649913072+0.000336361884909j),(0.00031005737308+0.00036010112695j),(0.000337413389041+0.000385070178405j),(0.000365977546738+0.000412741040813j),(0.000393691009397+0.000441571921144j),(0.000421937352149+0.000470075002062j),(0.000450737416207+0.000498869320822j),(0.000480379628342+0.000526540845681j),(0.000513129814118+0.000554385116618j),(0.000546811614655+0.000585162613653j),(0.000578442937313+0.00061650281293j),(0.00060995237+0.00064582737488j),(0.00064307075117+0.000674709630745j),(0.000676342257723+0.000704352042592j),(0.000708694459072+0.000733719259303j),(0.000740509573182+0.000762107547052j),(0.000771915390633+0.000789708458691j),(0.000802516650829+0.000816544782734j),(0.000832021830729+0.000842354287317j),(0.000860290208511+0.000866938136669j),(0.000887150716771+0.000890176336162j),(0.000912401640875+0.00091193675347j),(0.000935857400378+0.000932077399293j),(0.000957349403825+0.000950468513929j),(0.000976718880861+0.000966992932424j),(0.00099381940788+0.000981543379886j),(0.00100852036562+0.000994023903869j),(0.00102070844268+0.00100435158387j),(0.0010302888206+0.00101245735643j),(0.00103718642229+0.00101828668233j),(0.00104134691318+0.00102180016313j),(0.00104273741522+0.00102297397706j),(0.00104134691325+0.00102180016261j),(0.00103718642092+0.00101828668213j),(0.00103028882+0.00101245736046j),(0.00102070845407+0.00100435158562j),(0.00100852037061+0.000994023872616j),(0.000993819324582+0.000981543366008j),(0.000976718843238+0.000966993147774j),(0.000957349943176+0.000950468613167j),(0.000935857654712+0.000932076092507j),(0.000912398582722+0.000911936121125j),(0.000887149194185+0.000890183236439j),(0.000860305189874+0.000866941680368j),(0.000832029785876+0.000842323061963j),(0.000802454340244+0.000816527599552j),(0.000771879776747+0.000789827124579j),(0.000740724417004+0.000762178145972j),(0.000708827807195+0.000733351232355j),(0.00067574939487+0.000704113159152j),(0.000642667193948+0.000675600565221j),(0.000611187365995+0.000646465531941j),(0.000579378116956+0.000614950175704j),(0.000545090657072+0.000583910900074j),(0.000511634426696+0.000555974708615j),(0.000481425854838+0.000528069500345j),(0.000451947899108+0.00049875201091j),(0.000422881607875+0.00046959111738j),(0.00039420719195+0.000439899251841j),(0.000364393136709+0.000411330964891j),(0.000335734000154+0.0003856017111j),(0.000309061077499+0.00036107941772j),(0.000284172060477+0.000338322321756j),(0.000262444487351+0.000316134901289j),(0.000242154139317+0.00029340985524j),(0.000223242347086+0.000271056157266j),(0.000205084182862+0.000248130473842j),(0.000186647714069+0.000226065970914j),(0.000168704116763+0.000204957084272j),(0.000150403010719+0.000185352038456j),(0.000132839319227+0.000167972290888j),(0.000115794718395+0.000152434281061j),(9.99197960866e-05+0.000139452596274j),(8.54489495122e-05+0.000128278955379j),(7.24944951703e-05+0.000119334745427j),(6.14277949701e-05+0.000111953162253j),(5.20581167681e-05+0.000106283919556j),(4.46972688082e-05+0.00010189575972j),(3.90981524424e-05+9.87955401812e-05j),(3.54479769139e-05+9.6766338383e-05j),(3.35926165893e-05+9.57833883531e-05j),
(2.66134439043e-05+8.74637743444e-05j),(2.8283101109e-05+8.84554867529e-05j),(3.15665156716e-05+9.04961530498e-05j),(3.66061172528e-05+9.36124270501e-05j),(4.32286488378e-05+9.80005975331e-05j),(5.16642492103e-05+0.000103660960939j),(6.16232646217e-05+0.000110984337551j),(7.32893627044e-05+0.00011983966937j),(8.63161750377e-05+0.000130833012475j),(0.000100618144067+0.000143579194202j),(0.000115975806864+0.00015876284695j),(0.000131819760028+0.000175721156752j),(0.000148355482007+0.000194816442852j),(0.000164608977383+0.000215373898637j),(0.00018138431179+0.000236919477817j),(0.000197989857239+0.000259363044953j),(0.000215410620557+0.000281426934975j),(0.000234206157149+0.000304000519128j),(0.000254453531181+0.000326262711324j),(0.000277710417866+0.000349269273465j),(0.000302694070864+0.000374085761802j),(0.000329608798619+0.000400202852486j),(0.000357669987942+0.000429093069396j),(0.00038482962978+0.000459137037033j),(0.000412537108873+0.000488859966992j),(0.000440800210279+0.000518898137406j),(0.000469943209507+0.000547826904413j),(0.000502228929622+0.000577017423464j),(0.000535376148441+0.000609210222616j),(0.000566425047053+0.000641917083214j),(0.000597406859323+0.000672574645158j),(0.000630035429462+0.000702830024892j),(0.000662798200117+0.000733862976889j),(0.000694636619894+0.000764590558884j),(0.000725960783367+0.000794309122649j),(0.000756895953574+0.000823217567453j),(0.000787040647664+0.000851327738845j),(0.000816107377219+0.000878364764655j),(0.000843960078131+0.000904122783858j),(0.000870429447364+0.000928475180321j),(0.000895315323999+0.000951282009589j),(0.000918434226465+0.000972393791053j),(0.000939619538044+0.000991673951105j),(0.000958714173406+0.00100899900229j),(0.000975573245687+0.00102425582401j),(0.000990067500295+0.00103734326239j),(0.00100208481632+0.0010481738723j),(0.0010115313494+0.00105667482027j),(0.00101833278712+0.00106278857908j),(0.0010224353649+0.0010664735913j),(0.00102380651542+0.00106770472752j),(0.00102243536499+0.00106647359077j),(0.00101833278572+0.00106278857883j),(0.00101153134866+0.00105667482436j),(0.00100208482786+0.00104817387445j),(0.000990067506378+0.00103734323074j),(0.000975573161368+0.00102425580721j),(0.000958714128267+0.00100899922022j),(0.000939620083657+0.000991674069133j),(0.000918434526272+0.00097239246961j),(0.000895312232907+0.000951281270892j),(0.000870427684796+0.000928482151456j),(0.00084397520484+0.000904126849003j),(0.000816116421+0.000878333256409j),(0.000786977818046+0.000851308377554j),(0.00075685617592+0.000823337122734j),(0.00072617703056+0.000794387299008j),(0.000694783037165+0.000764220541537j),(0.000662202921211+0.000733602850737j),(0.000629599572372+0.000703723148417j),(0.000598642380986+0.00067325828108j),(0.00056741864702+0.000640367952925j),(0.000533665720551+0.000607891673209j),(0.000500668450853+0.000578586977287j),(0.00047095992935+0.000549403853836j),(0.000442026544083+0.000518814964598j),(0.000413509634792+0.000488401005346j),(0.000385403920389+0.000457455372686j),(0.000356104813016+0.000427618311872j),(0.000327894845026+0.000400691751082j),(0.000301654412661+0.000375043324981j),(0.000277165926125+0.000351242694957j),(0.000255863768217+0.000328110671382j),(0.00023602682171+0.000304479925002j),(0.000217578659517+0.000281269318799j),(0.000199907057709+0.000257498873385j),(0.00018192757371+0.000234596908658j),(0.000164418871403+0.000212673193087j),(0.00014649862059+0.000192264175463j),(0.000129260005995+0.000174129056896j),(0.000112486123893+0.000157874329729j),(9.6820646634e-05+0.000144244486109j),(8.25179980536e-05+0.000132486232286j),(6.96831127901e-05+0.000123033680652j),(5.87096859246e-05+0.000115218883812j),(4.94014807448e-05+0.000109191791061j),(4.20868486483e-05+0.000104521755367j),(3.65154521481e-05+0.000101211164857j),(3.28837471807e-05+9.90439619693e-05j),(3.1036178607e-05+9.79918343036e-05j),
(2.02965925651e-05+9.08409263374e-05j),(2.19154656788e-05+9.19764668451e-05j),(2.50922395124e-05+9.4300152937e-05j),(2.99692069994e-05+9.78524693865e-05j),(3.63554386916e-05+0.000102815700302j),(4.44849999833e-05+0.000109212737732j),(5.40322243586e-05+0.000117412214124j),(6.51966695426e-05+0.00012730181942j),(7.75749157937e-05+0.000139463482316j),(9.11171183966e-05+0.000153505451256j),(0.000105537889984+0.000170101912645j),(0.000120321767173+0.000188536686397j),(0.000135637353986+0.000209197025002j),(0.000150558389234+0.000231314058782j),(0.000165931578471+0.0002544813969j),(0.000181061653797+0.000278538882279j),(0.000197055369639+0.000302279561843j),(0.000214397570624+0.00032664159173j),(0.000233247227082+0.000350796456809j),(0.000255089811899+0.00037594815356j),(0.000278544080336+0.000403061031042j),(0.000303865369255+0.000431650117813j),(0.00033012471984+0.000463142510921j),(0.000355386850651+0.000495725995643j),(0.000381233623631+0.000528035295995j),(0.000407612261427+0.00056070229848j),(0.00043498189058+0.000592307234217j),(0.000465520252266+0.000624435838396j),(0.000496685837019+0.00065967310821j),(0.000525689136547+0.000695256527609j),(0.000554793082788+0.000728762011925j),(0.00058559303475+0.000761993695026j),(0.000616464334364+0.000796019961459j),(0.000646424329102+0.000829662016557j),(0.000675941555978+0.000862242540114j),(0.000705124694355+0.000893971608843j),(0.000733566228944+0.000924828614145j),(0.000760996339427+0.000954512995921j),(0.000787292393067+0.000982805781372j),(0.000812292042325+0.00100956515514j),(0.000835802898658+0.00103463356546j),(0.0008576502571+0.00105784519965j),(0.000877675424836+0.00107904859455j),(0.000895728443816+0.00109810629911j),(0.000911670897674+0.00111489229992j),(0.000925379371506+0.0011292939817j),(0.000936746738307+0.00114121392178j),(0.00094568333895+0.00115057096975j),(0.000952118152726+0.00115730102127j),(0.00095599979602+0.00116135771109j),(0.000957297140789+0.00116271308756j),(0.00095599979615+0.00116135771058j),(0.000952118151344+0.00115730102092j),(0.000945683337898+0.00115057097381j),(0.000936746749747+0.00114121392481j),(0.00092537938002+0.00112929395031j),(0.000911670814089+0.00111489227662j),(0.000895728381759+0.00109810651503j),(0.00087767596508+0.00107904875518j),(0.000857650660671+0.00105784389214j),(0.00083579984269+0.00103463258258j),(0.0008122897256+0.00100957204046j),(0.000787307316985+0.000982811056943j),(0.000761007922137+0.000954481950275j),(0.000733504415397+0.000924804152131j),(0.000705075132221+0.000894089021336j),(0.000676153478372+0.000862338571213j),(0.000646601599085+0.000829300321386j),(0.000615884254611+0.000795709642106j),(0.000585080880212+0.000762860619737j),(0.000555986287356+0.000729552883983j),(0.000526819960072+0.000693770836983j),(0.000495062482457+0.000658198659276j),(0.000463809878469+0.000625898276235j),(0.000435884890386+0.000593992241939j),(0.000408868681884+0.000560714873863j),(0.000382252977665+0.000527641442408j),(0.000356099840571+0.000494070572753j),(0.000328657386732+0.000461521255768j),(0.00030208287248+0.000432010271374j),(0.000277416857615+0.000403956474263j),(0.000254384929789+0.000377903210051j),(0.000234530698267+0.000352784537634j),(0.00021621296193+0.00032726924681j),(0.00019926393016+0.000302285257438j),(0.000183153918989+0.000276799234473j),(0.000166662687391+0.000252161875814j),(0.000150572305331+0.000228561639917j),(0.000133952548635+0.000206460764957j),(0.000117843021411+0.000186724027754j),(0.000102067199315+0.000168931215426j),(8.72084133195e-05+0.000153887046633j),(7.35939333964e-05+0.000140850806448j),(6.12886517193e-05+0.000130264755938j),(5.0749397416e-05+0.000121488487415j),(4.17620836592e-05+0.000114651822583j),(3.4694868617e-05+0.000109349330426j),(2.92929224868e-05+0.000105558725723j),(2.57722574757e-05+0.000103079846641j),(2.39774100548e-05+0.000101869250917j),
(1.24650371234e-05+9.56343051718e-05j),(1.40295659006e-05+9.69564702978e-05j),(1.70904768464e-05+9.96514557255e-05j),(2.17913232838e-05+0.000103770120786j),(2.79179159649e-05+0.000109488945442j),(3.57089565409e-05+0.000116845101263j),(4.47965668289e-05+0.000126198626669j),(5.53922231531e-05+0.00013744092771j),(6.70339525579e-05+0.000151146328046j),(7.96944005005e-05+0.00016689593684j),(9.30330522442e-05+0.000185365822443j),(0.000106564966322+0.000205767740404j),(0.000120448654533+0.000228511266387j),(0.00013378177084+0.000252731453507j),(0.000147486387685+0.000278065717008j),(0.000160859569411+0.000304310319382j),(0.000175141919452+0.000330298201974j),(0.000190771406782+0.000357056179523j),(0.000207959401639+0.000383745059937j),(0.000228152128408+0.000411725114946j),(0.000249828824652+0.000441894810138j),(0.000273283657205+0.000473749342247j),(0.000297457392261+0.000508688466904j),(0.000320488134311+0.000544679209675j),(0.000344141205977+0.000580424912457j),(0.000368323127963+0.000616598107917j),(0.000393605240271+0.000651772662277j),(0.0004221126359+0.000687755017826j),(0.000451006065416+0.000727014608149j),(0.00047762170377+0.000766454818653j),(0.000504515525902+0.000803745732022j),(0.000533197384822+0.000840898584682j),(0.000561887844096+0.000878887452667j),(0.000589667016158+0.000916400300996j),(0.000617085261901+0.000952772111001j),(0.0006442408152+0.000988232500094j),(0.000670713285265+0.00102272538584j),(0.000696250587515+0.00105591438569j),(0.000720747337246+0.0010875612007j),(0.00074404946586+0.00111750468332j),(0.000765973013812+0.00114556462543j),(0.000786353106535+0.00117155346086j),(0.000805040124353+0.00119530013177j),(0.000821892180341+0.00121664875952j),(0.000836778121802+0.0012354564989j),(0.000849581148003+0.00125159555642j),(0.000860199739285+0.00126495548744j),(0.000868548973452+0.0012754441604j),(0.000874561585748+0.00128298880902j),(0.000878188762236+0.00128753679519j),(0.000879401177996+0.00128905635972j),(0.000878188762422+0.00128753679466j),(0.00087456158433+0.00128298880852j),(0.000868548971962+0.00127544416456j),(0.000860199750997+0.0012649554917j),(0.000849581159881+0.00125159552432j),(0.000836778036377+0.00123545646666j),(0.000821892095252+0.00121664897997j),(0.000805040675334+0.00119530034992j),(0.000786353649166+0.00117155212904j),(0.000765969905436+0.00114556331776j),(0.000744046417436+0.00111751167553j),(0.000720762465444+0.00108756806318j),(0.000696265476007+0.00105588297964j),(0.000670650900459+0.00102269432658j),(0.00064417867915+0.000988350678923j),(0.00061729790126+0.000952890944215j),(0.000589883449438+0.000916038716395j),(0.000561310498355+0.000878513797488j),(0.000532589521904+0.000841756741219j),(0.000505688470584+0.000804670314144j),(0.000478922525756+0.000765008064492j),(0.000449447336048+0.00072534848753j),(0.000420219932214+0.000689124416489j),(0.000394394192588+0.000653586290102j),(0.000369610405984+0.000616723325074j),(0.000345235582528+0.000580117927414j),(0.000321377311619+0.000543023804892j),(0.000296079719749+0.000506884488902j),(0.000271418468897+0.000473962596441j),(0.000248578807226+0.000442708449007j),(0.000227242921642+0.000413688380239j),(0.000209109280971+0.000385910633559j),(0.000192579964202+0.000357871467122j),(0.000177428535768+0.000330511719005j),(0.000163176833454+0.000302700627337j),(0.000148455418551+0.000275745773403j),(0.000134054100687+0.000249885428079j),(0.000118958133534+0.000225534287447j),(0.000104180123969+0.000203665147724j),(8.95541251397e-05+0.000183834511516j),(7.56289370262e-05+0.000166928328951j),(6.27927651646e-05+0.000152204982613j),(5.10851195127e-05+0.000140138116956j),(4.1027497385e-05+0.00013009669125j),(3.23924363994e-05+0.000122207212193j),(2.5594837417e-05+0.000116074606948j),(2.03745249346e-05+0.000111661320629j),(1.69732588732e-05+0.00010877402863j),(1.52341443457e-05+0.000107358058451j),
(-2.03083259514e-06+0.00010076376823j),(-6.20159739275e-07+0.00010237474525j),(2.12281628416e-06+0.000105635893538j),(6.33886073277e-06+0.000110627181111j),(1.17778240412e-05+0.000117490248138j),(1.86833709085e-05+0.000126310465987j),(2.66140046754e-05+0.000137391140545j),(3.58134648758e-05+0.000150665151655j),(4.57019055939e-05+0.000166642586238j),(5.63336516039e-05+0.000184895304759j),(6.72297990165e-05+0.000206064258764j),(7.80356824751e-05+0.000229256264551j),(8.88284940701e-05+0.000254930871987j),(9.88285285086e-05+0.0002820314466j),(0.000109037654623+0.000310356006982j),(0.000118755938229+0.000339553366722j),(0.000129469751627+0.000368636565999j),(0.00014143868682+0.000398724943281j),(0.00015504711629+0.000428976127325j),(0.000171552334381+0.000461051720089j),(0.000189241587671+0.000495604035057j),(0.000208521284003+0.000532187208847j),(0.000228037358748+0.000572074203705j),(0.000246217601643+0.000612845058408j),(0.000265090529731+0.000653477699721j),(0.000284425265275+0.000694627074113j),(0.000305076352336+0.000734904835231j),(0.000328937098308+0.000776553720271j),(0.000352649766433+0.00082164455454j),(0.00037399025861+0.000866534772656j),(0.000395978769927+0.000909258725557j),(0.00041982630676+0.000952137474675j),(0.000443539768643+0.000995872863587j),(0.000466391935597+0.00103896680382j),(0.00048905358468+0.00108082935741j),(0.000511583383176+0.00112171163129j),(0.000533556963504+0.00116148605428j),(0.000554768545722+0.00119976659254j),(0.000575145638274+0.00123629134124j),(0.000594553595892+0.001270869876j),(0.000612830946535+0.0013032868482j),(0.000629836429992+0.00133332272612j),(0.000645442264561+0.00136077749929j),(0.000659525893393+0.00138546785555j),(0.000671974329355+0.00140722586616j),(0.000682686591637+0.00142590110181j),(0.000691575212448+0.00144136374533j),(0.000698566710903+0.00145350525016j),(0.000703602934888+0.00146223979126j),(0.000706641655257+0.00146750567388j),(0.000707657465121+0.00146926496652j),(0.00070664165553+0.00146750567337j),(0.000703602933529+0.00146223979053j),(0.00069856670873+0.00145350525414j),(0.000691575223668+0.00144136375152j),(0.00068268660884+0.00142590107107j),(0.000671974247652+0.00140722581968j),(0.000659525771378+0.00138546806616j),(0.000645442790233+0.00136077781022j),(0.000629837198066+0.00133332145749j),(0.000612827991143+0.00130328501137j),(0.000594549349954+0.0012708765095j),(0.000575159953374+0.00123630081129j),(0.000554788884994+0.00119973696487j),(0.000533498323437+0.001161444086j),(0.000511500409854+0.0011218222384j),(0.000489251568311+0.00108098603197j),(0.000466673399355+0.00103863227458j),(0.000443009842857+0.000995394086966j),(0.00041905986143+0.000952917170681j),(0.00039703006984+0.000910404125194j),(0.000375570270797+0.000865262955084j),(0.000351320969326+0.000819666513649j),(0.000326752441292+0.000777653343705j),(0.000305594832025+0.000736916874581j),(0.000285747061742+0.000694960962375j),(0.000266261790971+0.000653327070161j),(0.000247398923406+0.00061128833873j),(0.000226910443207+0.000569984572314j),(0.000206549209319+0.000532109507162j),(0.000187827902789+0.000496255586246j),(0.000170303330693+0.000462925630381j),(0.000155886459939+0.00043140274292j),(0.000143188488078+0.0003998500879j),(0.000131789719281+0.000369213660114j),(0.000121408730796+0.000338261584942j),(0.0001104016799+0.000308102760191j),(9.9553924038e-05+0.000279141340855j),(8.7760000998e-05+0.000251615867157j),(7.58946206721e-05+0.000226713437122j),(6.38812667438e-05+0.000203937132167j),(5.21224327838e-05+0.000184291733896j),(4.11588301612e-05+0.000167076117036j),(3.09385934461e-05+0.000152776013325j),(2.21131234444e-05+0.000140833532755j),(1.44182852736e-05+0.000131330205771j),(8.35045082546e-06+0.000123935034894j),(3.64354629151e-06+0.000118558016351j),(5.78839866273e-07+0.000115045213034j),(-9.97658415936e-07+0.000113309997293j),
(-1.7882145756e-05+0.000104636488374j),(-1.66650868215e-05+0.000106534069432j),(-1.43186144848e-05+0.000110361088932j),(-1.07093409326e-05+0.000116216134259j),(-6.11793286116e-06+0.000124217643207j),(-3.07688562306e-07+0.000134479432174j),(6.2211553585e-06+0.000147263215316j),(1.37211566276e-05+0.000162521475555j),(2.15268004036e-05+0.000180710131733j),(2.97382853278e-05+0.000201379450577j),(3.7785216313e-05+0.000225127955848j),(4.54066998805e-05+0.000250974911335j),(5.26416989871e-05+0.000279394070027j),(5.88186532745e-05+0.000309193587492j),(6.50229474155e-05+0.000340281437908j),(7.05887815951e-05+0.000372223201941j),(7.71871873953e-05+0.000404188903927j),(8.49582146015e-05+0.000437398328359j),(9.43868656085e-05+0.000471045730904j),(0.000106556579123+0.000507016863138j),(0.000119583327356+0.000545776423253j),(0.000133928091206+0.000586883638113j),(0.000148036859923+0.000631463043965j),(0.000160602836858+0.000676788225419j),(0.000173896168587+0.000722052941986j),(0.00018761321728+0.000767937748036j),(0.000202805989296+0.000813135530332j),(0.000221124251623+0.000860217220892j),(0.000238799308508+0.000910869242406j),(0.000254020489539+0.000960985228934j),(0.000270220137914+0.00100893023245j),(0.000288347188916+0.00105730059075j),(0.000306217431856+0.00110655499797j),(0.000323282668277+0.00115501729091j),(0.000340335491888+0.00120216124898j),(0.000357408238538+0.00124826012298j),(0.000374076705007+0.00129312032946j),(0.000390183989845+0.00133630598915j),(0.000405695606766+0.00137753214378j),(0.000420503045651+0.00141658000594j),(0.000434471019531+0.00145319947602j),(0.000447486446865+0.00148714040546j),(0.000459447687822+0.00151817395569j),(0.000470255617288+0.00154609073736j),(0.000479819186216+0.00157069752722j),(0.000488056367203+0.00159182248759j),(0.000494896743719+0.00160931616918j),(0.00050028053058+0.00162305430924j),(0.000504160210609+0.00163293844385j),(0.000506502296228+0.00163889767711j),(0.000507284817583+0.00164088875536j),(0.000506502296595+0.0016388976766j),(0.000504160209267+0.00163293844287j),(0.000500280527673+0.00162305431317j),(0.00049489675476+0.00160931617743j),(0.000488056390032+0.0015918224574j),(0.000479819106104+0.00157069746582j),(0.000470255456877+0.00154609094343j),(0.000459448200914+0.00151817436232j),(0.000447487445679+0.00148713917056j),(0.000434468151547+0.00145319710188j),(0.000420497593456+0.00141658642086j),(0.000405709395328+0.00137754421924j),(0.000390209730509+0.0013362775807j),(0.000374020772545+0.00129306764277j),(0.000357304973266+0.00124836497833j),(0.000340521823485+0.00120235442904j),(0.000323626231195+0.00115470519037j),(0.00030572834506+0.00110597696655j),(0.000287432943803+0.00105801033744j),(0.000271159555697+0.00101027823772j),(0.000255851540829+0.000959878864898j),(0.000237693466166+0.000908618737164j),(0.000218696939777+0.000861049366853j),(0.000203050793367+0.000815292792177j),(0.000188923344261+0.000768487206394j),(0.000175150367689+0.000722084270476j),(0.000162070731229+0.000675330168486j),(0.000147168542591+0.000629124447759j),(0.000131901124037+0.000586504059961j),(0.000118001891256+0.000546226730004j),(0.00010496722277+0.000508791533485j),(9.48969103371e-05+0.000473691900022j),(8.65943273663e-05+0.000438843331391j),(7.95267862449e-05+0.000405152737895j),(7.35442454703e-05+0.000371278628772j),(6.679514024e-05+0.000338157038612j),(6.00258112671e-05+0.000306285152534j),(5.20371481413e-05+0.000275782539512j),(4.35802919141e-05+0.000247988800141j),(3.46197583098e-05+0.000222391733338j),(2.5453210872e-05+0.000200096057928j),(1.67206194424e-05+0.00018044987483j),(8.31819839262e-06+0.000163963682102j),(9.92186582033e-07+0.000150141862578j),(-5.53286696553e-06+0.000139045968443j),(-1.06962674875e-05+0.00013039172128j),(-1.47564006991e-05+0.000124058337541j),(-1.73984842771e-05+0.000119918713334j),(-1.87687828361e-05+0.000117865990611j),
(-4.30216930302e-05+0.000106925464315j),(-4.21655749369e-05+0.000109219796306j),(-4.05551992964e-05+0.000113818603604j),(-3.80684110285e-05+0.000120864730509j),(-3.50353821927e-05+0.000130408522334j),(-3.12229921935e-05+0.000142637910827j),(-2.72360098179e-05+0.000157702396587j),(-2.27757085889e-05+0.000175624041336j),(-1.86778981204e-05+0.000196721234644j),(-1.47044941985e-05+0.000220545342854j),(-1.16316211734e-05+0.000247605364946j),(-9.47683760553e-06+0.000276782693133j),(-8.33826988788e-06+0.000308618566501j),(-8.63620587983e-06+0.000341653988771j),(-9.19373139807e-06+0.000376084265974j),(-1.06437799346e-05+0.000411251467033j),(-1.09756069426e-05+0.000446688380225j),(-1.03739635927e-05+0.000483722038715j),(-8.09054955885e-06+0.000521579301119j),(-3.43196600272e-06+0.000562568239727j),(1.4753609222e-06+0.000606691547102j),(7.271536737e-06+0.000653619218378j),(1.19817421288e-05+0.000704196923259j),(1.48861838866e-05+0.000755169983653j),(1.86009238919e-05+0.000806266725966j),(2.25932075767e-05+0.000858118086391j),(2.83400524589e-05+0.000909549311719j),(3.6990696882e-05+0.000963749170454j),(4.40831527709e-05+0.00102159978384j),(4.86922336282e-05+0.00107826443725j),(5.48843409677e-05+0.00113285358514j),(6.30157575586e-05+0.0011883702927j),(7.06500577473e-05+0.0012447611712j),(7.7617109543e-05+0.0013001100666j),(8.48827069526e-05+0.00135406169753j),(9.24070013351e-05+0.00140691318746j),(9.97841756679e-05+0.00145835567319j),(0.000106950487196+0.00150789052613j),(0.000113936467666+0.00155521111393j),(0.000120676615127+0.00160005679145j),(0.000127082547685+0.00164213213383j),(0.000133093811881+0.00168114595256j),(0.000138653778+0.00171683184966j),(0.000143707144711+0.00174894513569j),(0.000148199866187+0.0017772588278j),(0.00015208609188+0.00180157258758j),(0.000155323883588+0.00182171064347j),(0.000157879086248+0.00183752792356j),(0.000159723984886+0.00184890999679j),(0.000160839130861+0.00185577165739j),(0.000161211902739+0.00185806577246j),(0.000160839131368+0.00185577165695j),(0.000159723983732+0.00184890999543j),(0.000157879082239+0.00183752792693j),(0.000155323893065+0.00182171065483j),(0.000152086123243+0.00180157256171j),(0.000148199797679+0.00177725874364j),(0.00014370692547+0.00174894531147j),(0.000138654214331+0.00171683240357j),(0.000133095167293+0.00168114490628j),(0.000127080128522+0.00164212892617j),(0.000120669285372+0.00160006217378j),(0.000113947963112+0.00155522725676j),(0.000106984681422+0.00150786702354j),(9.97383315724e-05+0.00145828617689j),(9.22718627959e-05+0.00140699815428j),(8.50315668611e-05+0.00135431227577j),(7.80583507433e-05+0.00129986518313j),(7.02752317342e-05+0.00124402706435j),(6.18693608496e-05+0.00118889707669j),(5.55499530959e-05+0.00113451914713j),(5.0915373342e-05+0.0010775368262j),(4.34536962457e-05+0.00101892612922j),(3.41902673301e-05+0.00096405116975j),(2.80900924759e-05+0.0009119243344j),(2.38758106575e-05+0.000859002750338j),(1.9911664568e-05+0.000806585941062j),(1.6793271936e-05+0.000753980727547j),(1.16157431852e-05+0.000701491865329j),(5.18698371791e-06+0.000652745102316j),(-2.96435228334e-07+0.000606812022843j),(-5.53802811805e-06+0.000564068381185j),(-8.16968177988e-06+0.000524524522507j),(-8.95741594886e-06+0.000485628726665j),(-8.72866483022e-06+0.000448253556797j),(-7.27437385279e-06+0.000410940183334j),(-6.82675267528e-06+0.000374226132223j),(-6.68229372409e-06+0.000338857318919j),(-8.14159919735e-06+0.000304633847401j),(-1.07347161502e-05+0.000273198828839j),(-1.43517171321e-05+0.000243967033326j),(-1.89661032751e-05+0.00021819643553j),(-2.37111131739e-05+0.000195339625506j),(-2.88483861999e-05+0.000175907625017j),(-3.34430117265e-05+0.000159557814182j),(-3.78220954035e-05+0.000146278034395j),(-4.13117556007e-05+0.000135910923742j),(-4.41677316843e-05+0.000128253365355j),(-4.60200390053e-05+0.000123254815112j),(-4.7002970042e-05+0.000120760460888j),
