(-2.21787852073e-05+0.000101296168976j),(-4.68440345331e-05+7.75671084742e-05j),(1.17682582755e-05+8.07087675333e-05j),(-3.82464854943e-05+7.40620279387e-05j),(8.57208542282e-06+3.44583199539e-05j),(-1.10505247006e-05+5.86536451755e-05j),(-1.74173089959e-05+5.50961457128e-05j),(-9.94534645425e-06+3.85899988521e-05j),(-2.47099937606e-05+9.38002887649e-05j),(-1.80436187301e-05+8.0216780949e-05j),(-5.54408361272e-05+0.000132865525339j),(-2.42931339763e-05+0.000119441845777j),(-3.61966130096e-05+0.000165232942411j),(-1.4146805171e-05+0.000192104000513j),(-1.1910966689e-05+0.000168119539194j),(6.08888457858e-05+0.000238187122836j),(2.55602549152e-05+0.000231007269135j),(5.38727548963e-05+0.000271290364255j),(7.84729917918e-05+0.00023758885856j),(6.22129000134e-05+0.00031328679745j),(0.000118621812753+0.000268013909059j),(8.27922245357e-05+0.000332857940108j),(0.000165956667626+0.000335178152649j),(0.000113900200975+0.000345755565176j),(0.000205329032572+0.000395953364683j),(0.000146645810161+0.000344228404878j),(0.000222476053423+0.000411703418439j),(0.000211630363976+0.000347004182819j),(0.00020823263171+0.000427956903883j),(0.000251080287283+0.000352125568124j),(0.000200326796158+0.000442115620814j),(0.000241884616957+0.000398097188983j),(0.00019380800939+0.000431666966977j),(0.000259295229678+0.000466401727322j),(0.000199484872006+0.000477971745597j),(0.00025451950097+0.00051665817618j),(0.000249629506899+0.000537219176481j),(0.000255498711352+0.000581206427173j),(0.000286107687018+0.000588117019295j),(0.000304486293066+0.000616189074757j),(0.000329641252599+0.000665223820672j),(0.000338338298967+0.000635182239552j),(0.000374475739136+0.000696213060253j),(0.000401084574943+0.000653513873337j),(0.000397302249182+0.000728634855969j),(0.000445891049685+0.000652312176298j),(0.000425078861468+0.000740942732122j),(0.000485077164304+0.000663352583997j),(0.000436822443319+0.000749753948022j),(0.000505759929067+0.000662771144818j),(0.000441973879739+0.000751480653494j),(0.000505467982339+0.000666599233799j),(0.000439370061449+0.000747237185095j),(0.000483370023298+0.000657040586182j),(0.000419371838019+0.000742886475864j),(0.000450356466102+0.000659691620623j),(0.000404927675294+0.000723543340101j),(0.000392202098364+0.000647048263088j),(0.000368633085754+0.000709705585452j),(0.000353013095669+0.000639492592917j),(0.000330567392366+0.000647842012078j),(0.000288376027458+0.000618755080866j),(0.000294173723923+0.000601752244822j),(0.000267194064751+0.000568738770931j),(0.000235687002021+0.000532566634855j),(0.00025713764432+0.000530112889845j),(0.000209713281653+0.000465355858194j),(0.00023859425135+0.000460226140235j),(0.000192504920703+0.000453992597505j),(0.000262716480167+0.00039382349337j),(0.000191755621845+0.000429760871385j),(0.000246732751757+0.00036264327561j),(0.00021687563443+0.000422631131769j),(0.000198228480548+0.000342738321404j),(0.000222384520845+0.00042892902907j),(0.000164185925449+0.000343072139849j),(0.000205366272637+0.00038808479377j),(0.000115007523686+0.00034470222975j),(0.000164371613517+0.000324342755668j),(7.2529128035e-05+0.000336041015039j),(0.000125554949031+0.000275758234829j),(6.07527271891e-05+0.000303630848534j),(6.91093197757e-05+0.000250133320725j),(8.28070494929e-05+0.000277007716068j),(2.74322894159e-05+0.000189028373557j),(1.61649680787e-05+0.000239628895791j),(-5.88845570884e-06+0.000199439109723j),(-3.81665696961e-06+0.000179351976179j),(-5.24207629935e-05+0.000171449214926j),(-1.26529781338e-05+0.000132582180487j),(-4.58256719381e-05+0.000125758800426j),(-1.36675226467e-05+6.66933642922e-05j),(-4.59425874836e-05+7.85659251179e-05j),(-2.23938372552e-05+5.9516056291e-05j),(-8.14097772687e-06+4.43060588159e-05j),(-4.93984264012e-05+6.09234377291e-05j),(1.39137345889e-05+7.3192862702e-05j),(-3.41597041519e-05+6.57113479426e-05j),(-5.79156526308e-06+0.000111913346909j),(-1.56361422543e-05+9.79821065157e-05j),
(-5.05506707454e-05+0.000103576879534j),(5.77268870855e-05+9.93845823435e-05j),(-0.000110491159399+7.84211408314e-05j),(8.87052413219e-05+1.73032759674e-05j),(-6.04220027358e-05+0.000109199177698j),(-2.71858524898e-06+5.07539963333e-05j),(-3.19446220632e-06+4.78672713843e-05j),(-4.8226499138e-05+0.000143679539978j),(2.71925194663e-06+1.49107916003e-05j),(-4.17695278667e-05+0.000156524275094j),(4.71992146441e-05+0.000101337565926j),(-7.27003881746e-05+0.000197838882156j),(9.28623890313e-06+0.000150444050626j),(8.47420182629e-06+0.000144014386656j),(8.21136408438e-05+0.000282585278157j),(-1.30348030112e-05+0.000169033919329j),(0.000131156101446+0.000285173071435j),(7.52707324029e-05+0.000208386746635j),(6.67985581912e-05+0.000341734253138j),(0.000163770597496+0.000183730793812j),(6.1610604899e-05+0.000375973900036j),(0.000225823756102+0.000265458633183j),(6.24886996848e-05+0.000342021041629j),(0.000294454359392+0.000391099350322j),(8.97669644973e-05+0.000307466470745j),(0.000294299332218+0.000475938424482j),(0.000158207212658+0.000292307570054j),(0.000230585228447+0.000478411833726j),(0.000305288639874+0.000292686202639j),(0.00018852010828+0.000530895855931j),(0.000313346324324+0.000358731318736j),(0.000191242202373+0.000489581831295j),(0.000304307251619+0.000493748442846j),(0.000184249229936+0.000443087560047j),(0.000361360137345+0.000544752155269j),(0.000275606773896+0.00056941778777j),(0.00027042757634+0.000604733339963j),(0.000354930182955+0.000572794338478j),(0.000339787496508+0.000650289466342j),(0.000373678217867+0.000685418436232j),(0.000378217847889+0.000608930678677j),(0.000449322686641+0.000757945370784j),(0.000429875832836+0.000638959190416j),(0.000428612429693+0.000774769660207j),(0.000523677932832+0.000602099165123j),(0.000454633287975+0.000817232432645j),(0.000562730250912+0.000616809263567j),(0.000442875075426+0.000804454722343j),(0.000612009026514+0.000612044140925j),(0.000450875331563+0.000821892373758j),(0.000625574324809+0.000612418893303j),(0.000442640886417+0.000806304020107j),(0.000601090626389+0.000616913016607j),(0.00045449201531+0.000823477754853j),(0.000581526367993+0.000599530532947j),(0.000431881471143+0.000792724020816j),(0.000499660667389+0.00063224860466j),(0.000463470295019+0.000798281094933j),(0.000446710269691+0.000600828264463j),(0.000406963619377+0.000752500509273j),(0.000388936345829+0.000649422790651j),(0.000410451634204+0.000654820787571j),(0.000288484465734+0.000624115677604j),(0.000346135753265+0.000642514213821j),(0.000352483094461+0.000596961752495j),(0.000249332947985+0.000485402534147j),(0.000287831102609+0.000580539690438j),(0.000222374409629+0.000491943383478j),(0.000319674013926+0.00045882578001j),(0.000169678299706+0.00050850577148j),(0.000359158028359+0.000366950210022j),(0.000178650451256+0.000472709859184j),(0.000248617780978+0.00031271390153j),(0.000250666930833+0.000519654133067j),(0.00017638107627+0.000279293269836j),(0.00029564634354+0.000480583193856j),(0.000109715216293+0.000299423606135j),(0.000279064690862+0.000370533610111j),(5.3229171685e-05+0.00035687039255j),(0.000244746106793+0.000255022755515j),(3.31452511661e-05+0.000359750425381j),(0.00015467064379+0.00022708244189j),(0.00011791208766+0.000332575188825j),(4.51740343183e-05+0.000161238639501j),(0.000107045523749+0.000337178042742j),(5.37260044017e-05+0.000155514371761j),(3.1865821209e-05+0.000214185449175j),(-4.41247679423e-05+0.00021128055676j),(6.74949846008e-05+0.000179396882193j),(-5.58290545099e-05+0.000164168430617j),(3.49252554062e-05+7.22527108208e-05j),(-9.19649189669e-05+0.000164714579667j),(2.83494707816e-05+6.21721280332e-05j),(-4.09492013653e-05+9.27339677287e-05j),(-5.476926652e-05+9.31922240931e-05j),(7.10305728885e-05+5.53348167664e-05j),(-0.000126429633599+4.69210035323e-05j),(6.50842234928e-05+0.000114661757438j),(-5.82590262689e-05+6.05475777061e-05j),(1.88266841252e-05+0.000128478740056j),
(2.73751547182e-05+5.41826323044e-05j),(-0.000101387103266+7.62796851167e-05j),(0.000107042372074+6.2967311439e-05j),(-0.000128045610419+0.00015289432405j),(5.27416560243e-05+4.49398250036e-05j),(-1.1452184253e-05+0.000101372224083j),(-9.94987124274e-06+0.000139505629519j),(5.38147818452e-05+1.58279825365e-05j),(-5.60693308412e-06+0.000206207641363j),(6.24376710228e-05+7.35483591064e-05j),(-4.74181221104e-05+0.000146473739954j),(0.000119008330325+0.000102500048092j),(3.7500392725e-05+0.000158243017274j),(5.90289675091e-05+0.000210789790088j),(3.72847193641e-05+8.66868515591e-05j),(0.000141249505046+0.000253539975591j),(3.55336496454e-05+0.000155828296938j),(0.000118540365655+0.000253712950555j),(0.00016414381552+0.000171938181973j),(8.89397017678e-05+0.000355867430904j),(0.000219507820475+0.000190089750674j),(8.6267459789e-05+0.000344227303324j),(0.000288269407635+0.00030128758485j),(7.58044563498e-05+0.000282550115546j),(0.000326530739187+0.000411356655815j),(0.000134606574838+0.00025398976478j),(0.000301281924764+0.000491786327219j),(0.000271229483284+0.000317449778022j),(0.000193326448152+0.000547507115407j),(0.000367299161642+0.000334917395363j),(0.000236641596157+0.000538117875959j),(0.00039576868662+0.000459800860026j),(0.000301976260891+0.000470133953064j),(0.00045780475125+0.000593738195939j),(0.000309020720766+0.00051568259561j),(0.000423448147016+0.000544684869321j),(0.000478574974928+0.000547726035153j),(0.000411846411367+0.000628239737812j),(0.000476845776853+0.000586717540617j),(0.000477970983813+0.000587025518621j),(0.000515040403657+0.000706168533045j),(0.000476893821352+0.000570152311799j),(0.000537129159956+0.00071500360728j),(0.000574830131683+0.000586861879992j),(0.000503998421084+0.000781498269484j),(0.000605233931494+0.000559418622108j),(0.000516508824667+0.000782311449122j),(0.000664147468463+0.000585757196128j),(0.000500468078063+0.000799363676027j),(0.000680814328547+0.000573840024976j),(0.000498570568172+0.000801396821813j),(0.000688490279147+0.000590272934389j),(0.000510282740036+0.000790286697308j),(0.000649000105309+0.000564046521441j),(0.000494493056876+0.000800299526171j),(0.000630542213228+0.00058653877167j),(0.000530344236954+0.000750630011487j),(0.000535147517116+0.000563269473573j),(0.00052034784763+0.000761984109758j),(0.00052611274265+0.000576004657719j),(0.00050347437924+0.000657124876149j),(0.000437345314132+0.000619197869679j),(0.000533414550151+0.00061473968958j),(0.000424373280152+0.000551173260851j),(0.00038923770579+0.00055663490836j),(0.000450040570492+0.000635324032219j),(0.000384545930928+0.000473134555915j),(0.000407851583347+0.000543767528889j),(0.000286028804874+0.00051358766626j),(0.00042564506657+0.000439545012239j),(0.000188207144236+0.000530946318976j),(0.000377196132122+0.000400169019876j),(0.000254065688736+0.00052703645377j),(0.000247834933974+0.000276175000893j),(0.000286314793628+0.000508376595015j),(0.00014251337574+0.000245736049242j),(0.000307625012998+0.000418755484195j),(9.19658534129e-05+0.00030247601494j),(0.00029561146404+0.000277419057523j),(6.35559998008e-05+0.000354904335589j),(0.000255172128381+0.000211058383794j),(0.00010304230449+0.000299580191723j),(9.79069232201e-05+0.000170336997078j),(0.000143254947288+0.000311113560017j),(6.97958945662e-05+9.8854235888e-05j),(6.20722784624e-05+0.000252509419871j),(7.127944432e-05+0.000164082445375j),(0.000115740467735+0.000151978186986j),(-2.28893031403e-05+0.000123296890935j),(9.01379954332e-05+0.000142088539002j),(-2.99601355848e-05+0.000185559248642j),(0.000113871312772+5.2574298707e-05j),(-5.60022791011e-05+0.000158827193364j),(4.06200995763e-05+8.58144335558e-05j),(3.5387811588e-05+9.37191214169e-05j),(-0.00010344496508+0.000118558028269j),(0.0001288926365+0.000125593166576j),(-0.000115258667289+6.25244720756e-05j),(5.84193334468e-05+0.000114512973783j),(-4.9193501831e-05+5.22972190534e-05j),
(-1.32249128752e-05+7.82521008909e-05j),(7.34023610073e-05+5.45414898507e-05j),(-8.55289681062e-05+0.000113195069311j),(7.42433634162e-05+4.84099288277e-05j),(-4.68743674354e-05+0.000130672352028j),(7.52442418497e-06+0.000133428779836j),(2.20144920265e-05+8.28119627112e-05j),(-1.13849406892e-05+0.000210463925716j),(5.97961322543e-05+8.24763985994e-05j),(1.6726395618e-05+0.000153682756818j),(0.000141771419204+0.000152886033572j),(4.68850192149e-05+0.000159683115779j),(0.000116440772+0.000163465617796j),(0.000134323114275+0.000135895713777j),(0.000126343411938+0.000231840566906j),(0.000113038107405+0.000127122494487j),(0.000182546335703+0.000208707657958j),(0.000167908811024+0.000201428269139j),(0.000153465289939+0.000246274875521j),(0.000231785915446+0.000185215435333j),(0.000181367718979+0.000304075547663j),(0.000266706183078+0.000242092068795j),(0.000178774068256+0.000285076185154j),(0.000319628352057+0.000334353613845j),(0.00019696979607+0.000272643849166j),(0.000323767335623+0.000420333597084j),(0.000260636287942+0.000325665160578j),(0.000275110493024+0.000470561789273j),(0.000370963407646+0.000382639353049j),(0.000285175838893+0.000535801968581j),(0.000415925022357+0.00046680840715j),(0.000367399503524+0.000541121576935j),(0.000462796005613+0.000594656200772j),(0.000414074652918+0.000537119043619j),(0.000542364134924+0.000612593218837j),(0.000526061614778+0.000612381197358j),(0.000532297913532+0.000635407521393j),(0.000607474392634+0.000611124433622j),(0.000597770041926+0.00065701555295j),(0.000623874923796+0.000668444883952j),(0.000631697780926+0.000613187266052j),(0.000677583102117+0.00070520382858j),(0.000657980054653+0.000626498224089j),(0.000653831424318+0.000709109968153j),(0.000705926575131+0.00059513904449j),(0.00065937490687+0.000735509706598j),(0.000719321657164+0.000601263149591j),(0.000644267456201+0.000729069247189j),(0.000744350424993+0.000597365776515j),(0.000644411329417+0.000742710024667j),(0.000750634900219+0.000596944476835j),(0.000640015750962+0.000732616621619j),(0.00073654338096+0.00059957426601j),(0.000650952891578+0.000741903428455j),(0.000731673225755+0.000590463414823j),(0.000645329373977+0.000719928904785j),(0.000691349072259+0.000616731872044j),(0.000678762767314+0.000725354468636j),(0.000670342621627+0.000599304678698j),(0.00064533668175+0.000700681371973j),(0.00063643273154+0.000644561910242j),(0.000654609947598+0.000650134731963j),(0.000568387965135+0.000632522641834j),(0.000598379553914+0.000649226477886j),(0.000578547453194+0.000630403348137j),(0.000503777212864+0.000567038463647j),(0.000502881759265+0.000646579894766j),(0.000452998968298+0.00056244738801j),(0.000467428976079+0.000554699512547j),(0.000337777437822+0.000553781571834j),(0.000443465831924+0.000483300498456j),(0.000282259769992+0.000505517223784j),(0.00034501354077+0.000402437646934j),(0.000302740687042+0.000487984119163j),(0.000265631861882+0.000299879375358j),(0.000311853923124+0.000424723608577j),(0.000210173079989+0.000273517132997j),(0.00030700213245+0.000324994428782j),(0.000177893262669+0.000305044696985j),(0.000294976881453+0.000227917285388j),(0.000155558832861+0.000277673831619j),(0.000214304943368+0.00022271146655j),(0.000199354824966+0.000243293171038j),(0.000142956212836+0.00014999326399j),(0.000137692688572+0.000252214407369j),(0.000166505082038+0.000150615311995j),(0.000122326207028+0.000177272022875j),(9.22028207415e-05+0.000159117304267j),(0.000147728784438+0.000184572231153j),(5.47525118335e-05+0.000125116662214j),(0.000103533550788+0.000137557767192j),(-1.6146912756e-05+0.000194719109433j),(9.96754836007e-05+0.000114515264381j),(-1.35881450119e-05+0.000176128465833j),(1.44243964931e-06+0.000128894850203j),(6.7362166556e-05+0.000122968621377j),(-9.62679197007e-05+9.82318616402e-05j),(8.78777006966e-05+0.000108603027968j),(-6.18022906413e-05+6.59536520177e-05j),(2.81770240665e-05+8.20665318112e-05j),
(3.77561673889e-05+3.79026610497e-05j),(-1.67439499375e-05+8.76644490808e-05j),(4.50417034151e-05+5.35364416722e-05j),(-2.76213587199e-05+0.000111204015388j),(1.05142308795e-05+0.000131140523511j),(1.32925055401e-05+9.4719141804e-05j),(1.90697424275e-05+0.000172638738812j),(5.93369436804e-05+0.000122423643585j),(3.47029937225e-05+0.000150832720192j),(0.000104349900161+0.000161341226535j),(8.49254283479e-05+0.000106923787912j),(0.00015282415465+0.000153120515074j),(0.000156238462541+0.000127942606141j),(0.000138939719079+0.000139327382508j),(0.000186761233103+0.000131559766062j),(0.00013591313725+0.000151699420303j),(0.000165943523455+0.000133488967002j),(0.000191441911943+0.000139602682136j),(0.000208940807972+0.000188322066426j),(0.000204896453223+0.000198438237298j),(0.000230070421373+0.000209985049102j),(0.000229489999659+0.000220833879855j),(0.000248684832784+0.000257986712512j),(0.000250432701062+0.000239014223329j),(0.000263180931562+0.000296443224628j),(0.000294798870881+0.000307926338174j),(0.000273061836426+0.000366500534669j),(0.000330291284415+0.000407666507111j),(0.0003052400064+0.000428443616593j),(0.000377506183571+0.000483832176103j),(0.000402275703122+0.000480954412353j),(0.000448496664024+0.000553620788821j),(0.000508373561894+0.000536878459145j),(0.00052648260596+0.000598067136248j),(0.000580557492521+0.000574584693441j),(0.000598360521614+0.000579504815971j),(0.000671687005194+0.000588303499839j),(0.000661460580009+0.000595670403402j),(0.000697567860303+0.000596081860665j),(0.000706383068525+0.000585267547651j),(0.000718056769574+0.000600833822115j),(0.000722443339437+0.000585651640895j),(0.000721310418424+0.000589233879416j),(0.000731933197185+0.000594783862149j),(0.000706797545033+0.000591236293535j),(0.000720588103612+0.000597195373095j),(0.000702231230225+0.000588507048534j),(0.000718395681421+0.000610886437027j),(0.00069545862682+0.000593103696276j),(0.000713444320098+0.000614028901808j),(0.000693603021794+0.000593477813388j),(0.000715220801154+0.000616946672567j),(0.000696166174079+0.00058935603391j),(0.000714238855324+0.000605939756975j),(0.000697473935102+0.000591246337347j),(0.000726310841511+0.00060239619586j),(0.000713824798391+0.000586834422666j),(0.00072648001966+0.000590553905323j),(0.000719405277415+0.000597165360115j),(0.000728479080377+0.000586782793175j),(0.000714090016427+0.000595236651843j),(0.000703967103741+0.000592309291215j),(0.000710721552402+0.000594176231143j),(0.000659284312496+0.000574297206984j),(0.000648158815826+0.000591695470599j),(0.000600921346365+0.00060381747966j),(0.000600252654805+0.000571966513353j),(0.000524669574578+0.000585483051694j),(0.000502342945418+0.000534300342158j),(0.000442730901793+0.000549335925433j),(0.000390878366741+0.000489804578428j),(0.000383053525155+0.000500637649542j),(0.00032107067173+0.00042833040046j),(0.000337202437058+0.000399432465295j),(0.00027404064867+0.000354502782423j),(0.000283670255731+0.0002978486988j),(0.000253107774515+0.000307358720269j),(0.000258003899852+0.000248339933338j),(0.000253048002894+0.000251428600142j),(0.000227401625299+0.000221667973105j),(0.000242655065158+0.000215838058765j),(0.000219391274493+0.000175558379995j),(0.000178512670907+0.000160964449607j),(0.000159395394214+0.000170174217148j),(0.00019230271921+0.000159547378911j),(0.000145785461636+0.000132362357439j),(0.000177222459319+0.000137512737029j),(0.000157934506713+0.000133569714193j),(0.000138037489038+9.81809990215e-05j),(0.000119423145634+0.000169787016067j),(8.92138275689e-05+0.000128519011375j),(0.000103851311795+0.000164731476315j),(3.47490449106e-05+0.000167310225414j),(7.50722468397e-05+0.000125131575787j),(9.69128823354e-06+0.000167374433068j),(1.45601994628e-05+0.000124368286977j),(4.59987182579e-05+0.000125921793014j),(-4.21569179277e-05+9.09837837612e-05j),(5.07322675376e-05+7.13518774506e-05j),(-1.39224160921e-05+5.33766781051e-05j),
(3.41052792254e-05+2.89025833428e-05j),(-1.34209448564e-05+6.60680849971e-05j),(5.85554450018e-05+4.77757148245e-05j),(-4.10335015656e-05+0.000145869590663j),(4.90798555122e-05+6.09451715143e-05j),(-3.19956298519e-07+0.000132617823407j),(4.34620262254e-05+0.000138291728973j),(5.71291077198e-05+7.30276866718e-05j),(6.72710394082e-05+0.000196122363551j),(0.00010313626615+7.33758757741e-05j),(7.43799114024e-05+0.000148372546512j),(0.000179425387827+6.69525214233e-05j),(0.000137980505346+0.00011892405995j),(0.000172539556941+0.000134630804753j),(0.000104425986741+4.13107990155e-05j),(0.000210018816435+0.000135990125132j),(0.000122537460143+7.46184030144e-05j),(0.000170401798157+0.000141789973306j),(0.000199603422784+8.57495371561e-05j),(0.000168454760279+0.000216684124771j),(0.000228382678927+0.000107749399833j),(0.000165204186297+0.000229174507316j),(0.000280179284835+0.000186309665261j),(0.000145830265923+0.000219533573992j),(0.000320848339887+0.000275249919156j),(0.000182236142179+0.000236875332611j),(0.000333341632233+0.00038412006031j),(0.000284359839697+0.000311587870945j),(0.000301836231737+0.00049225508148j),(0.0003870884726+0.00034678563485j),(0.000380024885276+0.000525005653098j),(0.000494429368115+0.000450764247434j),(0.000468075104967+0.000508428358955j),(0.000613769161276+0.000539836465685j),(0.00052572535767+0.00052686178967j),(0.000644211096175+0.000502696018794j),(0.000679339860399+0.000499701233006j),(0.000677998240088+0.000545295926077j),(0.000696679777504+0.000498846693312j),(0.000707468166942+0.000489215973203j),(0.000732162244389+0.000542800315149j),(0.000680561641229+0.00046525346853j),(0.000721805626801+0.000538203520498j),(0.000701517624075+0.000456924565603j),(0.000675550427357+0.000587683720972j),(0.000674536601008+0.000437569608168j),(0.000652078656647+0.000598742696634j),(0.000682749892382+0.000453057925262j),(0.000622098525131+0.000623382858501j),(0.000673853433263+0.000447896552937j),(0.00061280918376+0.000629164775791j),(0.000680994171145+0.000457585231809j),(0.000625900569256+0.000615355186036j),(0.000669296812412+0.000440587970152j),(0.000639335113538+0.000612116053854j),(0.000693561998461+0.000450945556496j),(0.000688959007285+0.000565341013732j),(0.00067497099356+0.000446970396514j),(0.000718903482663+0.000567875896315j),(0.00070945089466+0.000461657275378j),(0.000716295451471+0.0005173575141j),(0.00069025718352+0.000517442467721j),(0.00073843370015+0.000505386774522j),(0.000672574495861+0.000490348684606j),(0.000618628354823+0.000517500043407j),(0.000669531955404+0.000561654811664j),(0.000571583152846+0.000495423739007j),(0.000583557580328+0.000513080150577j),(0.000462914902048+0.000529411579292j),(0.00050218958537+0.000433195560826j),(0.000345510357333+0.000534122302502j),(0.000403701673209+0.000391894807453j),(0.000342795625027+0.000472978771752j),(0.000269744184303+0.000284130780989j),(0.000323752247709+0.000389894334868j),(0.000180108542837+0.000230101325807j),(0.000308261916011+0.000286340464005j),(0.000159833992109+0.000231334908678j),(0.000282482014859+0.00016898816212j),(0.000153795188344+0.000237229777237j),(0.00025366113141+0.00011355752705j),(0.00016634750662+0.00017828351448j),(0.000158008977371+9.5109057493e-05j),(0.00019489746247+0.00016962382718j),(0.000126515147242+3.49477680802e-05j),(0.000161943165974+0.000160343229133j),(0.000150499038686+8.26774316287e-05j),(0.00019783072955+7.92698059836e-05j),(9.09183808771e-05+0.000104360593813j),(0.00016036181768+8.93954277195e-05j),(7.18420620422e-05+0.000177875248518j),(0.000135852964723+7.65206528428e-05j),(4.49822503316e-05+0.00017157791067j),(5.08170273183e-05+0.000116922146584j),(7.52961948243e-05+0.000120744257837j),(-3.55664237185e-05+0.000143158182023j),(9.69334091046e-05+9.38582461309e-05j),(-3.20968495547e-05+9.62038254813e-05j),(3.87232172316e-05+5.88056564657e-05j),(-1.18733256387e-05+4.52276701237e-05j),
(-2.11879625046e-05+8.12121231759e-05j),(8.68415450247e-05-1.6118720717e-05j),(-9.03442704032e-05+0.000137497432371j),(9.09308830072e-05-5.01502442817e-05j),(-3.38038487335e-05+0.000118020389725j),(3.52277325534e-05+9.22614774254e-05j),(1.78853214519e-06+2.18482724716e-05j),(1.97448189011e-05+0.000200854720466j),(4.36041670934e-05-9.2882451831e-06j),(1.05678394796e-05+0.000136408171272j),(0.000160506651914+5.54401094281e-05j),(1.23910527414e-05+0.000120307800589j),(0.000107690677603+7.98912009088e-05j),(9.7701688056e-05+2.14378776438e-05j),(0.000130876840415+0.000162245164909j),(4.16971087668e-05+2.13736824035e-05j),(0.000156179743299+0.000101085891023j),(9.09870715357e-05+8.83496634035e-05j),(7.1804402882e-05+0.000161910309662j),(0.000124711431406+2.4607452517e-05j),(8.213698752e-05+0.000226912621389j),(0.000168141297086+0.000105749162411j),(3.64475100579e-05+0.000216840273099j),(0.000249564144843+0.000224296316336j),(3.72064882452e-05+0.000206127986321j),(0.000265618432+0.000344071339231j),(0.000113959864132+0.000222148480296j),(0.000210372501005+0.000412081636601j),(0.000283017841047+0.000233476029562j),(0.000222377450087+0.000491445198326j),(0.00035175981289+0.000324415248362j),(0.000283092330762+0.000449805380751j),(0.000427280888249+0.000459496459039j),(0.000314543169437+0.000397883745377j),(0.000519093589703+0.000451237315045j),(0.000466279596786+0.000455279794371j),(0.000460642576781+0.00048397640207j),(0.000535185361465+0.00039821129146j),(0.000519377305985+0.000467818828918j),(0.000540309656226+0.000468982327215j),(0.000493513529323+0.000390000244479j),(0.000576284384359+0.000500511249384j),(0.000486670805406+0.0004070754085j),(0.00049140833861+0.000533158080333j),(0.000494429542346+0.000360574931538j),(0.000468023566675+0.000590021775154j),(0.000477131511777+0.00038916060181j),(0.000405183802032+0.000608831876256j),(0.000483148519159+0.000390712297526j),(0.000392784607284+0.000640520896968j),(0.000482414787849+0.000395604588656j),(0.000380140588812+0.000628479931344j),(0.000474269739791+0.000399976255648j),(0.000422446760554+0.000624070036397j),(0.00048921634848+0.000367127073945j),(0.000437342877379+0.000574598000286j),(0.000481054485814+0.000398200879801j),(0.000533734501258+0.000543892224943j),(0.000489533167183+0.000361999213477j),(0.000530550620683+0.000509307552059j),(0.00051749347098+0.000429588028402j),(0.000570768093926+0.000427853392312j),(0.000463255184596+0.000454693584806j),(0.000544882076604+0.000466292189538j),(0.000533886313517+0.000453951005371j),(0.000416107194848+0.000388189950511j),(0.000465729979931+0.000510360451484j),(0.000371001025362+0.00042668770351j),(0.000426800327182+0.000414853100352j),(0.000261872950345+0.000476738839304j),(0.000398419873021+0.000323816046036j),(0.000199739582296+0.000442355824624j),(0.000240777881854+0.000268595403571j),(0.000243862345284+0.000438456936468j),(0.000121684837428+0.000200472221134j),(0.000263547012576+0.00035177607454j),(5.24777024109e-05+0.000196018530182j),(0.000228174756678+0.000215799252076j),(4.26060727493e-05+0.000238815504333j),(0.000190701078004+7.5147406524e-05j),(2.99118790882e-05+0.000210836989655j),(0.000119670196962+9.29094408096e-05j),(0.000143735766512+0.000142656425694j),(4.49773375783e-05+2.44898114583e-05j),(0.000120447599511+0.000170211572546j),(0.000121140147042+1.69381320622e-05j),(8.88741144018e-05+9.04754908341e-05j),(5.07642459636e-05+8.23167682457e-05j),(0.000166325702426+9.91905307494e-05j),(1.85114740643e-05+7.32374541875e-05j),(0.000116817204689+3.99023535547e-05j),(-2.21670627083e-05+0.000186956509658j),(9.79923113748e-05+1.74078865902e-05j),(5.68475017955e-06+0.00016046351524j),(1.2225056119e-06+8.03305899105e-05j),(9.89311832741e-05+3.58309060589e-05j),(-0.000128175629249+9.87185239969e-05j),(0.000131949236218+2.52536888068e-05j),(-8.92370758887e-05+7.17590291948e-05j),(5.13757393714e-05+5.49443961641e-05j),
