(0.000100702235391+0.000147434263774j),(0.000161921056377-5.45285275829e-06j),(0.000190241103393+0.000254262364608j),(0.000232294937454+3.75125894817e-06j),(0.000341294959611+0.000243551944412j),(0.000268128600635+0.000101912829826j),(0.000486082954179+7.73605409144e-05j),(0.000355761644219+0.000141010000643j),(0.000539154614637-1.24929497943e-05j),(0.000585418473782+6.20965467652e-05j),(0.000476387188748-5.08109504075e-05j),(0.000727383509775-0.00015852240422j),(0.000425366601173-0.000128429756766j),(0.000683627431929-0.000363697750615j),(0.000524082204115-0.000303036428635j),(0.000557209642216-0.000374457008781j),(0.000597433862637-0.000541174029929j),(0.000470317392367-0.000321418441134j),(0.000540232949999-0.000639152399046j),(0.000482735106048-0.000357806605288j),(0.000529900312879-0.000476830543264j),(0.000433254109561-0.000437948565339j),(0.000615653600767-0.000313587366315j),(0.000443085580068-0.00036106686332j),(0.000640573985244-0.000206791051978j),(0.000674596833621-0.000240546606501j),(0.000746740867725-4.6354364559e-05j),(0.000934320236276-0.000169198163396j),(0.00105179903867+4.32799668005e-06j),(0.00120553146899+1.8097741929e-05j),(0.00123829929551-4.66522380405e-05j),(0.00154038804816-1.61839474715e-05j),(0.00158812567108-8.30338391566e-05j),(0.00172958156241-0.000134447980361j),(0.00189933557597-0.000278753792238j),(0.00191841863101-0.000259574702245j),(0.00200297504533-0.000483012026359j),(0.00194773195285-0.000555041966534j),(0.00205105085919-0.000596537910427j),(0.00188091124308-0.000719062440023j),(0.00197252180714-0.000766917095066j),(0.001792252738-0.000826997174394j),(0.00184532294848-0.000755375821335j),(0.0016578443564-0.000931873280892j),(0.00165260628728-0.000728681072146j),(0.00151540107647-0.000910089958884j),(0.00156685171705-0.000748208879358j),(0.00138708893861-0.000896242189377j),(0.00140346525377-0.000654369752574j),(0.00137015247853-0.000894446195814j),(0.00136510812956-0.0006403525137j),(0.00132559713561-0.000876937645403j),(0.0014608600523-0.000713806278493j),(0.00140650246906-0.000892183501763j),(0.00150381016254-0.000692968002612j),(0.00152381999916-0.000943439155582j),(0.00168695795238-0.000741389338374j),(0.0016565409634-0.000889590158488j),(0.00183793061848-0.000797402790496j),(0.0017677213511-0.000844121263603j),(0.00197341641251-0.000690657106786j),(0.00189015772092-0.000742611172295j),(0.00202263297771-0.000643369101091j),(0.0019580784153-0.000484257828177j),(0.00205178620813-0.000471168826992j),(0.00188871162745-0.000329866044307j),(0.00186353623783-0.000244622253085j),(0.00178902261807-0.000110907541656j),(0.00155833607304-0.000137097241339j),(0.00148747479119+3.82462059713e-05j),(0.00133845575087-2.0888403871e-05j),(0.00122549995361-8.11294035934e-05j),(0.000966609516888-1.93089015512e-06j),(0.000947071088635-0.000113453254703j),(0.000770066888809-7.15159364723e-05j),(0.000620559951603-0.000246420419781j),(0.000648644819998-0.000147387936399j),(0.000491590007122-0.000405874226486j),(0.000552011942438-0.000350292853504j),(0.000461307122462-0.000371013783289j),(0.000573340793903-0.000560998592625j),(0.000374469469178-0.000337295067783j),(0.000608314836793-0.000562492194746j),(0.000437701977621-0.000415311527055j),(0.000535691331473-0.000443317975747j),(0.000641250575079-0.00040425821334j),(0.00040903865069-0.000310639830039j),(0.000771852045551-0.000238079861557j),(0.000462226234891-0.00021054952379j),(0.000698261075979-6.98098292505e-05j),(0.000596019966004-0.000106867917756j),(0.000477382166735+2.12155443806e-05j),(0.000600693336505+4.70387889263e-05j),(0.00034341586285+4.87325935939e-05j),(0.000475180222438+0.00019382994595j),(0.000339001155645+4.48369232215e-05j),(0.000239158785466+0.000239545266819j),(0.000304398711977+2.35779613759e-05j),(0.000118270125329+0.000226428032378j),(0.000167920453943+0.000145836942531j),
(0.000104595264717-5.3636268503e-05j),(8.12464160834e-05+0.000328821710575j),(0.000109909486751-0.000355485160817j),(0.000195404635796+0.000386575454838j),(5.66770356153e-05-0.000232145842218j),(0.000434537965851+0.000131773116942j),(5.92065932245e-06+5.81871273444e-05j),(0.000480678044028-0.000140739537937j),(0.000212764436053+0.000127741333693j),(0.000220212839986-0.000216419421479j),(0.000606288987221-9.17709831878e-05j),(-4.7653229465e-05-8.46797469949e-05j),(0.000746176548788-0.000387178208576j),(-1.51575868526e-05-6.69363257955e-05j),(0.000414773566164-0.000437818889601j),(0.000257854269693-0.000443216819126j),(9.29160291526e-05-0.000144849450545j),(0.000354995179276-0.00081299707416j),(6.9384625315e-05+4.95139628164e-05j),(0.000207505751935-0.000664177746527j),(4.4527935892e-06-0.000227079744595j),(0.000313836640969-0.000225748953587j),(-0.000138037389513-0.000378296989147j),(0.000454597162607-4.43717859138e-05j),(0.000122204552494-0.000256158307964j),(0.000335710904691+5.87855443167e-05j),(0.000512755827542-0.000316066037901j),(0.000464469138513+0.000156928473831j),(0.000614633050481-0.000181631752045j),(0.000672742380843-0.000141851739778j),(0.00103629281764+1.66091082824e-05j),(0.00073930295517-0.000198145444877j),(0.00108810023657-0.000209190861025j),(0.00115908180776-0.000328818523876j),(0.0010656105368-0.000266984648689j),(0.00125897238073-0.000648650979481j),(0.00113378583629-0.000403066409016j),(0.00132340065243-0.000543536515026j),(0.000981015395937-0.000749062606496j),(0.00132165503395-0.000650393305338j),(0.000899611938025-0.000723082678298j),(0.00121041560152-0.000676023045943j),(0.000787725261137-0.000934379537233j),(0.00100232266516-0.000403826114933j),(0.000764692054277-0.000917580326694j),(0.000880061968981-0.000397683299703j),(0.000492700451975-0.000777671421033j),(0.000798676159146-0.000254647960577j),(0.000615103027695-0.000791746618032j),(0.000599697882072-7.62661213236e-05j),(0.000599861016055-0.000765585914794j),(0.000736484490574-0.000172655686033j),(0.000445067930383-0.000715291289729j),(0.000759842522945-0.000263446087278j),(0.000683645476556-0.000860602429752j),(0.00084157546576-0.000263729690498j),(0.000681729610241-0.000930759651632j),(0.00104708874545-0.000572366418301j),(0.000787888391777-0.000801621637651j),(0.00120605188172-0.000605208574978j),(0.000883216878196-0.000902894972571j),(0.00129590549295-0.000560006216933j),(0.00106117782864-0.000596653330154j),(0.00133439046973-0.000727720150433j),(0.00103098913489-0.000457003173856j),(0.0013323635303-0.000472478531401j),(0.00112271311041-0.000349954979639j),(0.000986185251373-0.000384359160943j),(0.00116959421538-2.41350199968e-05j),(0.000923918720807-0.000313962987918j),(0.000835959421929-0.000111234477483j),(0.000624614312965+4.4250861671e-05j),(0.000791533142603-0.000213365793322j),(0.000385522441879+3.67264218665e-05j),(0.000433718424296-0.000208260092662j),(0.000458020736252+8.80347444312e-05j),(9.7926004093e-05-0.000394710686997j),(0.000313386920345+5.10237168572e-05j),(2.07730887716e-05-0.000304775746593j),(0.000260150730127-0.000412411366982j),(-0.000108269888524-3.25948973792e-05j),(0.000477833507821-0.000719666357074j),(-0.000156216043224-0.000139055109461j),(0.000358042676277-0.000536723860811j),(0.0002170891703-0.000355647412795j),(-1.37344846404e-05-0.000310846019552j),(0.000724358580741-0.000314143240718j),(-0.000137478259618-0.000321399033985j),(0.000736387631425-0.000111212370904j),(0.000118347914397-0.000313917785947j),(0.000339729327033-3.08497308432e-06j),(0.000493420926577-0.000140496510205j),(4.51851544474e-05-6.08103833833e-05j),(0.000555259411768+9.60392470657e-05j),(8.48630552529e-05-0.000203660710463j),(0.000235163412793+0.000289088915088j),(0.000264820284915-0.000273433779898j),(-3.57254057474e-05+0.000349070516253j),(0.000278240854643-0.000154895146648j),(6.60885812401e-05+0.000140106649813j),
(-2.87794908243e-05+0.000105215185042j),(-4.50589544972e-05-0.000395854870678j),(-5.37812510197e-06+0.000462633887092j),(-0.000142397370243-0.000507807336415j),(0.000205230338552+0.000247588202905j),(-0.00025380953801-0.00019380881911j),(0.000383568203646-0.000135477437694j),(-0.000187814902043+7.09430133095e-05j),(0.000132417211331-0.000330712026984j),(0.000118639551101-2.36281810815e-05j),(-0.000410485929785-0.000173780382757j),(0.000418644487555-0.000306234165771j),(-0.000673235049487+5.18067375155e-05j),(0.000283729768124-0.000440167209063j),(-0.000426972572019-3.07029977547e-05j),(-0.000225351410668-6.60081813091e-05j),(-0.000129768942366-0.000470304773529j),(-0.000481303939669+0.000485507625918j),(-0.0001667246491-0.00065806182654j),(-0.00042728755195+0.000406897943702j),(-0.000148480371525-0.000154778868923j),(-0.000564096579748+1.32071823559e-05j),(0.000112254370015+0.000310249545646j),(-0.000572998081017-3.09555286371e-05j),(4.55248974977e-05+0.000313863178154j),(-0.000140008552174-0.000114347134027j),(-0.000149593080995+0.000392858038234j),(4.25036515728e-05-0.000239008078661j),(3.75575325226e-05+0.000202668212888j),(0.000150973784217+6.78951817428e-05j),(-0.000161442357417-0.000205030150755j),(0.000384802082645-0.000106392180202j),(3.77050253484e-05-0.00023981869289j),(1.37014089602e-05-0.000252133927124j),(0.00016830915705-0.00049403977499j),(-7.84677222198e-05-0.000112597740561j),(4.38329620806e-05-0.000545055514243j),(-0.000277238726604-0.000449265970571j),(0.00012816081519-0.000250097726368j),(-0.000433362930448-0.000409509513726j),(3.99804812437e-05-0.000311584046265j),(-0.000496235142206-0.000339975453704j),(-2.65302913245e-05+9.090160131e-05j),(-0.000462218262153-0.000504682443817j),(-0.00020185908046+0.000342547644761j),(-0.000459295796798-0.000246147325251j),(3.02546840868e-05+0.000410722902926j),(-0.000445462881979-0.000165867482686j),(-0.000191754362887+0.000694494241643j),(-0.000217797035069-0.000231496413144j),(-0.000189416778026+0.000744789534971j),(-0.000395286277414-0.000112104317967j),(2.84483137407e-05+0.000554539870964j),(-0.00038923526602-0.000157576540365j),(-0.000226523267744+0.000556637547802j),(-0.00041579015236-0.000416935602821j),(-8.39610760498e-05+0.000335353934801j),(-0.000505950828127-0.000294072107072j),(-3.57065449276e-05-8.30007621711e-05j),(-0.00050724212808-0.000429553678802j),(6.80776254263e-05-7.28304518582e-05j),(-0.00040800316343-0.000525227997901j),(2.50387560937e-05-0.000441271741953j),(-0.000257806162506-0.000211269191495j),(0.000190925593586-0.000493097334131j),(-0.000187409207736-0.000348694302406j),(9.39860863645e-05-0.000377776626554j),(0.000242005338512-0.000180581804239j),(-7.36844495698e-05-0.000462364663863j),(0.000160532619823+5.57067283934e-05j),(0.000104020973734-6.36238140369e-05j),(0.000207511921138-0.000181456581155j),(-0.000188627292451+0.000222808190585j),(0.000118081393684-0.000102111128086j),(-6.08861107153e-05+0.000284701687863j),(-0.000274889912063-0.000139459931388j),(7.72008335664e-05+0.000495529918829j),(-0.000381300028448-0.000136598807836j),(-9.31134602613e-05+0.000195094249783j),(-0.000523872560879+0.000263337261901j),(8.78338074284e-06-0.000393674839999j),(-0.00076616229593+0.000450798318417j),(0.000117573550695-0.000422272084341j),(-0.00050885683061+0.000123259356267j),(-0.000330824442309-0.000173033923475j),(0.000132264134899-0.000173540211264j),(-0.000779930661962-0.000168010953034j),(0.000461733901936-0.00012367900538j),(-0.000644376548362-0.000291250069473j),(0.000226001920262-2.76338344755e-05j),(-7.48265000494e-05-0.000301282890277j),(-0.000184663779297-9.74798754872e-05j),(0.000389293195323-0.000126177544375j),(-0.000307706927269-0.000272521552792j),(0.000274226069973+0.000140655278056j),(-7.22952496369e-05-0.000428334551497j),(-0.000103811662902+0.00038242506716j),(0.000158181886359-0.000405044619861j),(-0.000203766752821+0.000266005003791j),(4.3613460522e-05-0.000143095090143j),
(-0.000176766991807-0.000200869908063j),(-0.000136141341528+0.000271415401644j),(-0.000259662037652-0.000451701618675j),(-1.43375622717e-05+0.000338436796291j),(-0.000439254718824-0.000367380268702j),(7.97837727977e-05-1.81536980867e-05j),(-0.000540152513568-9.23083365614e-05j),(-5.23251351735e-05-0.000274485778294j),(-0.000424879725229-9.46993641432e-06j),(-0.000546391410281-0.000192839677094j),(-0.000133514806168-0.000137828925691j),(-0.00101888518932+0.000115582551026j),(-4.17304233168e-05-0.000187733869855j),(-0.00109873125883+0.000346068685253j),(-0.0003907018509+0.000105668368128j),(-0.000768535788243+0.000193120958276j),(-0.000794787447934+0.000754573861033j),(-0.000496839010999-9.45013796551e-05j),(-0.000799612351003+0.00113689744959j),(-0.000449085914398+0.000130863426012j),(-0.000735250244805+0.000862106565002j),(-0.000234411369825+0.000646101530099j),(-0.000823943808257+0.00044513492613j),(-4.85950279179e-05+0.000723751409815j),(-0.000661033251636+0.000305673854934j),(-0.00035209940689+0.00069775830286j),(-0.000457057289405+0.000116754913485j),(-0.000543396132571+0.000644659016032j),(-0.000557343077403+9.16740256766e-05j),(-0.000681451568122+0.000170622967234j),(-0.000451573636364+0.000205293285109j),(-0.00106139301396+6.15487256441e-05j),(-0.000867156809302+4.3701026767e-05j),(-0.000992547099007+2.79872974263e-05j),(-0.00127859627564+0.000235095875661j),(-0.00121462773597-9.13696856179e-05j),(-0.00145034560955+0.000351498901435j),(-0.0012267700175+0.000362826312348j),(-0.00173574593367+0.000287119789179j),(-0.00123417690943+0.00058386529356j),(-0.00174132582615+0.000633622565035j),(-0.00118246593638+0.000850367312699j),(-0.00163608344441+0.000589620628336j),(-0.00109179655475+0.00136569642085j),(-0.00128709666417+0.000651860228456j),(-0.000879102042284+0.00140918920307j),(-0.00128117095441+0.000845818220212j),(-0.000669668298028+0.00152679926552j),(-0.000873854741865+0.000697296239903j),(-0.000752021198904+0.00169236141435j),(-0.000804624679863+0.000696510834444j),(-0.000582302177415+0.00156855567983j),(-0.00109281466596+0.000853166113464j),(-0.000729383150364+0.00151993153826j),(-0.00103636385982+0.000688510904495j),(-0.000925260255449+0.00157484381243j),(-0.00140740058365+0.000669052044746j),(-0.00105132722232+0.00115578263093j),(-0.00161994061215+0.000745332525515j),(-0.00117352251295+0.000936158714725j),(-0.00177085183412+0.000400996734518j),(-0.00123663872192+0.000684823795037j),(-0.00163751878067+0.000445665651991j),(-0.00127270881543+0.000134168543867j),(-0.00157697771465+0.000314627653385j),(-0.00109140227004+0.000112516959079j),(-0.00121993395182+0.000114911402269j),(-0.00121101371386-2.78315819292e-05j),(-0.000757382744782+0.000246090548003j),(-0.000864523804115-7.95420988229e-05j),(-0.000689565349434+9.0599593431e-05j),(-0.000737963123843+0.000371056090487j),(-0.00038999702473+8.72624337404e-05j),(-0.000582069265788+0.000549424219409j),(-0.000509239786431+0.000173288357882j),(-0.000250113302776+0.000724053430869j),(-0.000656139035317+0.00016020818581j),(-0.000220860003998+0.00080634770324j),(-0.000646069697191+0.000598106068209j),(-0.00022292658006+0.000413873662087j),(-0.000913820568212+0.00103930424299j),(-0.000164632858567+0.00011588634389j),(-0.00102747100807+0.000902152704834j),(-0.000476771930262+0.000231510098426j),(-0.000580064963002+0.000501771792451j),(-0.00107114841509+0.000265166039403j),(-9.34387736969e-05+0.000231029412705j),(-0.00126283776244+4.95292984478e-05j),(-7.37831119853e-05+7.71690023664e-05j),(-0.000862384050168-0.000132721506452j),(-0.00041367628404-1.74170937111e-05j),(-0.000260264812817-0.000156001177535j),(-0.000655325821293-0.000189317925208j),(2.31246286823e-05-1.40057268609e-05j),(-0.000538357665808-0.000378702806768j),(-8.76420457282e-05+0.000216931785425j),(-0.000160202715644-0.000461412876467j),(-0.000282546162252+0.000298110111735j),(-6.79583931342e-05-0.000322786133688j),(-0.000244062539451+1.84008664527e-05j),
(-0.000281931394273+6.83188377351e-05j),(-0.000352861237896-0.000149230898755j),(-0.000136284922151+0.000215769377723j),(-0.000448924652001-0.000206054560313j),(-0.000113236347751+9.72222471535e-05j),(-0.000623086291163-0.000136419739288j),(-0.00025983790772-7.35320647256e-05j),(-0.000633610470155-5.09816066896e-05j),(-0.000540595968425-1.57057175376e-05j),(-0.000552793624425+3.57447820881e-05j),(-0.000933287839193+0.000210082816646j),(-0.000459909340993+0.000108421355805j),(-0.00121660414446+0.00049700194767j),(-0.000457406243755+0.000389886360319j),(-0.00111420381996+0.000685292440795j),(-0.00066345134013+0.000886577669992j),(-0.00073539713521+0.000629232213865j),(-0.000820903484891+0.00136403557709j),(-0.000491880135682+0.000596013897193j),(-0.000739849405148+0.00146942666001j),(-0.000340784922463+0.000833209778144j),(-0.000643905524703+0.00110409864065j),(-0.000159305446073+0.00108611617105j),(-0.000741887666181+0.000815156419476j),(-0.000297785932322+0.00107997772111j),(-0.000702407504453+0.000682901839329j),(-0.000563044957257+0.0010245638013j),(-0.000702318247858+0.000572589738176j),(-0.00082063127279+0.000836896956376j),(-0.000934416811791+0.000591972877503j),(-0.00128722158003+0.000597179147981j),(-0.00116579888092+0.000624556760205j),(-0.00152876179529+0.000727821589944j),(-0.00170016388418+0.000803390329177j),(-0.00173551890283+0.000804108023889j),(-0.00193246717929+0.00114999349558j),(-0.00189878210124+0.0010819074854j),(-0.00218626219055+0.00127061064342j),(-0.00183332628327+0.00157234745076j),(-0.0021810968867+0.00159467410172j),(-0.00172521660168+0.00183053196458j),(-0.00202608802525+0.00185575118169j),(-0.00146891244708+0.00224131951934j),(-0.00166783888969+0.00177342510947j),(-0.00126432289507+0.0024126893854j),(-0.00136599892722+0.00188796825303j),(-0.0008292645755+0.0023460790739j),(-0.00112924432324+0.0018158980989j),(-0.000813865701906+0.00242666819577j),(-0.000856498923743+0.00164806509822j),(-0.000753391713411+0.00241596618978j),(-0.00098137743101+0.00176069933685j),(-0.000655499063994+0.0023362076961j),(-0.00109397507325+0.00182108460724j),(-0.00100483815347+0.00245993315279j),(-0.00132740170752+0.00175936371701j),(-0.0011780531185+0.00240603644448j),(-0.00170860567806+0.00194395328732j),(-0.00147798699655+0.00213553647076j),(-0.00199343589325+0.00178833163591j),(-0.00169698604721+0.00197205682139j),(-0.00220177448084+0.00152409433827j),(-0.00189786286777+0.00147533780479j),(-0.0021454867369+0.00140713851057j),(-0.00184977227845+0.00109699901079j),(-0.00203949722117+0.00103904907044j),(-0.00174221596619+0.000880636573007j),(-0.0015550918681+0.000824705086347j),(-0.00160282504689+0.000596369357388j),(-0.00129039110489+0.000694696878857j),(-0.00118401038978+0.000685338336145j),(-0.00089837169984+0.000540185459762j),(-0.000863954363944+0.000844783254789j),(-0.000707677399292+0.000586286192531j),(-0.00054277116174+0.00103150723375j),(-0.000704893728673+0.000648762220588j),(-0.000330144802764+0.00113392473395j),(-0.000608308826665+0.000808019608174j),(-0.000239998505873+0.000945402472653j),(-0.000717258806977+0.0012623217608j),(-0.000174491431894+0.000780724698512j),(-0.000900710582735+0.00140849073587j),(-0.000393209070219+0.0007515370304j),(-0.000759079987603+0.00116487651903j),(-0.00087557024905+0.000728831865315j),(-0.000472880995529+0.000863931606146j),(-0.00126403078493+0.000558844957994j),(-0.000432377491265+0.000530732281852j),(-0.00121022332272+0.000336002991906j),(-0.000555049595706+0.000220909489947j),(-0.000804141693249+0.000147911873251j),(-0.000719114142737-6.16299800029e-06j),(-0.00045875147747+4.07190441652e-05j),(-0.000754669137491-0.000150105523795j),(-0.000264080478529+0.000117991246816j),(-0.000537650212508-0.000270154703646j),(-0.000229500738394+0.000172441703311j),(-0.000320681086153-0.000240727944016j),(-0.000314966942514+0.000148076653721j),(-0.000304474690485-3.12175067662e-05j),
(-0.000291254978362+0.000207719524122j),(-0.000220416079762+0.000105458827358j),(-0.000377723517937+0.000134186220372j),(-0.000219454210044+5.35134701417e-06j),(-0.000519720283722+0.000111332559618j),(-0.000402804984983+9.88345323675e-05j),(-0.000628073132288+8.4024717032e-05j),(-0.000620894049692+0.000259342773988j),(-0.000674085054968+0.000128221154686j),(-0.000711934792636+0.000480960076579j),(-0.000702435134321+0.000385404556034j),(-0.000835832180558+0.000670117323266j),(-0.00058828755833+0.000770597500044j),(-0.000861981303826+0.000901069343351j),(-0.000395856648812+0.00112168815841j),(-0.000684982052845+0.00116571471308j),(-0.00039659854909+0.00137115352132j),(-0.000343556360345+0.00123374257892j),(-0.000401689621928+0.00158116195028j),(-6.34057802984e-05+0.00119916882581j),(-0.000217820967942+0.00157807094451j),(-3.79196844698e-05+0.00127361442621j),(-0.000204169170175+0.00131104645971j),(-5.86533433709e-05+0.00137003454685j),(-0.000334975998489+0.00119050017044j),(-0.000116378006036+0.00133964546441j),(-0.000464047421043+0.00117252132847j),(-0.000489916633772+0.00121310045266j),(-0.000688775321086+0.00107166993226j),(-0.000893741843891+0.00126622850525j),(-0.00106441625804+0.00121264395613j),(-0.00127772217778+0.0014328333657j),(-0.00142418842693+0.00150786134853j),(-0.00153529840942+0.00170050441733j),(-0.00165989821443+0.00188849851729j),(-0.0017247195864+0.00207556183234j),(-0.0017828588894+0.00226484214478j),(-0.0016274223588+0.00250633284348j),(-0.00169543336477+0.00263653832608j),(-0.00145216931342+0.00286949152658j),(-0.00143925806387+0.00290555219304j),(-0.00111632200065+0.00306761176105j),(-0.00110290921282+0.00296254662685j),(-0.000764485972316+0.0031662896258j),(-0.000717422308072+0.00285624102501j),(-0.000447301263061+0.00306839294007j),(-0.000495452809527+0.0027938444998j),(-0.000220626958285+0.00295203443148j),(-0.000265331893104+0.00259269014363j),(-0.000146488534011+0.00289601984461j),(-0.000203628535978+0.00254487695879j),(-0.000113390831561+0.00287231756253j),(-0.00031404381+0.00267223562671j),(-0.000233388465523+0.00295789553871j),(-0.000432407901809+0.00272051511023j),(-0.00045679393356+0.00310227098342j),(-0.000753011478894+0.00289300991878j),(-0.00075623233203+0.00312456214299j),(-0.00109193070095+0.0029751183796j),(-0.0011170871779+0.00308824460309j),(-0.00144026426876+0.00287532052147j),(-0.0014135988934+0.00286893094304j),(-0.00170224232035+0.00263345972054j),(-0.00169884547871+0.00249945040946j),(-0.00177925867489+0.00229384559208j),(-0.00169019393262+0.00208073231519j),(-0.00169020391009+0.00187098223877j),(-0.00156058810257+0.0017123203781j),(-0.00140466727607+0.0015014521754j),(-0.00127642977128+0.00143165542272j),(-0.00104931070592+0.00122908875832j),(-0.000907473633696+0.00123365380896j),(-0.000735762480847+0.00113554232491j),(-0.000405423057593+0.00127457228946j),(-0.000442322252784+0.00107170136631j),(-0.000193380784797+0.00136349844551j),(-0.000262704689273+0.00120238543071j),(-9.46110140786e-05+0.00128246645337j),(-0.000223757585454+0.00141143579508j),(7.96100960615e-05+0.00121443919936j),(-0.000327784256366+0.00150792637673j),(-5.24577169529e-05+0.0013257837148j),(-0.000338581450534+0.00150162546579j),(-0.000419505444084+0.00125162148703j),(-0.000296682618537+0.00140092091095j),(-0.000693609039457+0.00102667648987j),(-0.00046030712739+0.00114105323034j),(-0.000834425814+0.000891767878847j),(-0.00066081954019+0.000730995239573j),(-0.000856302109457+0.000708427624673j),(-0.000695626926567+0.000352355162612j),(-0.000807786996388+0.000465800122507j),(-0.000705641906009+0.000199141783014j),(-0.000594560221117+0.000270626459377j),(-0.000658259658638+0.000118294510491j),(-0.000366570779139+0.00011385676995j),(-0.00056529898508+6.10536821098e-05j),(-0.000253163864894+6.35239166195e-05j),(-0.000370092962357+0.000135960456806j),(-0.000227863906806+0.000151480363376j),
(-9.98760973337e-05+0.000275084506909j),(-0.00014580193037+0.000526063338507j),(-0.000261292852027+4.37215981275e-06j),(-0.000276204244999+0.00050159164385j),(-0.000400284407934+0.000142847279008j),(-0.000313809172507+0.00036426228131j),(-0.000542034854323+0.000516678586142j),(-0.000436915685621+0.00031005433693j),(-0.00052870568732+0.000769054240724j),(-0.000555033308873+0.000543594884574j),(-0.000303201067313+0.000872195516459j),(-0.000499890228857+0.00109067366864j),(-0.000140424247788+0.000979585795685j),(-0.000158643632225+0.00145413043136j),(-6.53693642662e-05+0.00123094243872j),(0.000227915740468+0.00142383438744j),(0.000187417031982+0.00160225103378j),(0.00036165071404+0.00132577665073j),(0.000572102188476+0.00165259921639j),(0.000494975834899+0.0013984872056j),(0.000638821224218+0.00137631330746j),(0.000684432830009+0.00145498189994j),(0.000468435454452+0.00131205713648j),(0.000663494359559+0.00136190792219j),(0.000533410224251+0.00137746987068j),(0.000362396837011+0.00138609137505j),(0.00037431054465+0.00127503804313j),(9.21068039536e-05+0.00153371071032j),(-9.4589615242e-05+0.00152709373551j),(-0.000248830183576+0.0015914947363j),(-0.000215296567454+0.00194720304286j),(-0.000563114118019+0.00204397521275j),(-0.000493264469727+0.00232120123644j),(-0.000571241002574+0.00251168764068j),(-0.000652820592418+0.00287523455902j),(-0.000537858156958+0.00288444208852j),(-0.000432753581155+0.00334685353178j),(-0.000261542987932+0.00341720364958j),(-0.000201998254761+0.00356515484412j),(0.000165341108734+0.00360798153749j),(0.000224309867922+0.00373387888652j),(0.000531623366559+0.00361468342505j),(0.000586464741387+0.0035393863283j),(0.000909121369362+0.00350780942924j),(0.000925559967002+0.00326746898472j),(0.0011308454764+0.00321042007958j),(0.00105600945553+0.00302900631531j),(0.00128200984483+0.00295998877998j),(0.00120892386653+0.00273209896901j),(0.00129762370779+0.00283859468897j),(0.00124236128416+0.00264775795761j),(0.00133224377456+0.00281087955979j),(0.00116484209104+0.00280188596862j),(0.001259293434+0.00296495388842j),(0.00112683159267+0.0029696014602j),(0.00114650969885+0.00325428636566j),(0.000886691797422+0.00327126314024j),(0.000880010592223+0.00345160888823j),(0.000601471080223+0.00359722320416j),(0.000580943109312+0.0036201754602j),(0.000189316504094+0.00363390482613j),(0.000134393072824+0.00365118657229j),(-0.000129863774392+0.00363979739356j),(-0.000267999137768+0.00331283439317j),(-0.000542068408351+0.00333312326247j),(-0.000499210775171+0.00301679945877j),(-0.000593591648438+0.00282579204654j),(-0.000670095678879+0.00248682294144j),(-0.000439212559827+0.00240840346275j),(-0.000476894039529+0.00193203428935j),(-0.00036952223587+0.00191413051868j),(-0.000243545539827+0.00176549779059j),(7.11694515697e-05+0.00149005158254j),(1.74309466122e-05+0.00144477919194j),(0.000346377473432+0.00138052808735j),(0.000486155025263+0.00133949163661j),(0.000432163127932+0.00126156089281j),(0.000616472975816+0.00147834038476j),(0.000614999851904+0.0012724382103j),(0.000563843935718+0.00135898913676j),(0.000649934287399+0.00153756389531j),(0.000619482323541+0.00127931581861j),(0.000379615942943+0.00164275309973j),(0.000500653189614+0.00144779915107j),(0.00017862976244+0.00138245471519j),(6.92663593004e-05+0.00155814614406j),(0.000135310383869+0.00119544206689j),(-0.000329394708483+0.00133425981612j),(-0.000112501412245+0.00114069916435j),(-0.000495698891601+0.000881661974685j),(-0.00051801549509+0.000998686046363j),(-0.000421790332411+0.000602168816463j),(-0.000677525768468+0.000733822347942j),(-0.000345477655454+0.000487966899472j),(-0.000529071432538+0.000368755059659j),(-0.000439334073807+0.00050919242554j),(-0.000285862906584+0.000128212365765j),(-0.000405848508785+0.000544449626027j),(-7.9714834593e-05+0.000123604655151j),(-0.00015042426078+0.000348039015615j),
