(0.00179877023785-0.00142774522342j),(0.00207782534688-0.00270228703301j),(-4.78795475241e-05-0.00082439413735j),(0.00161804083881-0.00338615234004j),(-0.00266939762309-0.00125506311616j),(-0.000122685575817-0.00368701555488j),(-0.0040831997965-0.00198630242685j),(-0.00257337827193-0.00344376138814j),(-0.00444377823749-0.00302113075695j),(-0.00405261478754-0.00239955318167j),(-0.00451107754103-0.00333964686007j),(-0.0047156034569-0.00095509061335j),(-0.00426751515193-0.00270865312208j),(-0.00499251554397+0.000842739987638j),(-0.00413100527853-0.00110931592057j),(-0.00503544438971+0.00201418814484j),(-0.0037029376224+0.000954597318687j),(-0.00478742412306+0.00247628425101j),(-0.00317751902004+0.00227573642011j),(-0.00369720193125+0.00238367049361j),(-0.00238740244598+0.00206318807086j),(-0.00262350880785+0.00170504884303j),(-0.00134875376448+0.000683966702589j),(-0.002078690947+6.60550400106e-05j),(-0.000937161917141-0.000932877544582j),(-0.00243760341553-0.00224591774082j),(-0.00162895602278-0.00250938911284j),(-0.00386501926231-0.00423196296169j),(-0.00345549205439-0.00402351150465j),(-0.00596484096092-0.00515255285643j),(-0.00589037055056-0.00509051070737j),(-0.00836698842523-0.00507051558717j),(-0.00818357402854-0.00506107267105j),(-0.0104271385929-0.0045022103864j),(-0.00985259899114-0.00398005519006j),(-0.0117350819068-0.00348944422839j),(-0.0104550559431-0.00249334452757j),(-0.0124863598534-0.00229352431395j),(-0.00993167608053-0.000807141264354j),(-0.0126137467269-0.00152728456294j),(-0.00902490834768+0.00061125246172j),(-0.0117250220795-0.000985546371341j),(-0.00818343544377+0.00118048693836j),(-0.010442477668-0.000352576604034j),(-0.00716982279233+0.00124160852049j),(-0.00951324242079-0.000266857349401j),(-0.00612986945126+0.00145920119755j),(-0.00877555730205-0.000850826592133j),(-0.00551624572957+0.00199076447101j),(-0.0083519371191-0.00135638813467j),(-0.00527614614067+0.00189736196505j),(-0.00842803717908-0.000926831226551j),(-0.00542872454942+0.00134811505931j),(-0.00881750020947-0.000329288558676j),(-0.0061329740258+0.00111610476488j),(-0.00953037151112-0.000227851033406j),(-0.00698979778869+0.00130332699357j),(-0.0107024464297-0.000526256432169j),(-0.0079582026585+0.0010910557919j),(-0.0117381352722-0.000655160189615j),(-0.00931618533663+0.000141838068522j),(-0.012078149095-0.0010777322224j),(-0.0105318532794-0.00110557551071j),(-0.0120856786413-0.00220616222962j),(-0.0107379299591-0.00245591436593j),(-0.0117846283562-0.00346824807546j),(-0.00974644629334-0.0038715388395j),(-0.0106373990016-0.00454333827618j),(-0.00784983758636-0.00481037751512j),(-0.008615123604-0.00528922895844j),(-0.00554696936661-0.00497139390013j),(-0.00606076826775-0.00509536424874j),(-0.00353039323729-0.00439294997499j),(-0.00352339985623-0.00383715787649j),(-0.002139577064-0.00294900882175j),(-0.00201592607888-0.00203632936985j),(-0.001432884354-0.000777128386348j),(-0.00190547560694-0.000188942177785j),(-0.00136971166436+0.00136138737856j),(-0.00276174121286+0.00144723336781j),(-0.00175880094138+0.00230441007885j),(-0.00381648804641+0.00267311404698j),(-0.00267547405791+0.001642940166j),(-0.00447301833307+0.00279926789467j),(-0.00361833661352+0.000213300618486j),(-0.0050636480844+0.00165668185802j),(-0.00413654805581-0.00128940286486j),(-0.00564439531458+0.000100993715215j),(-0.00445304630455-0.00237402981342j),(-0.00537303568612-0.00132767534045j),(-0.00509468457013-0.00262697152325j),(-0.00383330895563-0.00222248244015j),(-0.00501725245443-0.00227907904918j),(-0.00164087944278-0.00295073044184j),(-0.00399189976322-0.00169808323518j),(0.000892773286785-0.00338613212424j),(-0.00201174437864-0.0020294626036j),(0.00222518049987-0.00303861130697j),(0.000489483837838-0.00275813002113j),(0.0020563111609-0.00287323831973j),
(0.00199068390943-0.00226605723631j),(-0.000411243359682+0.00107048143602j),(0.00385089341056-0.00465730692843j),(-0.00447458853485+0.00175094546196j),(0.00447900712004-0.00487347713291j),(-0.00629966723337+0.00119376332011j),(0.00161454993712-0.0044670006346j),(-0.00513761676427-0.000460927229894j),(-0.00163655639234-0.00220219349503j),(-0.00399719243658-0.00294122237205j),(-0.00325939567815+0.000361141228937j),(-0.00288060924258-0.00420525336285j),(-0.00427212854312+0.00280291916622j),(-0.00220157218763-0.00429501485317j),(-0.00447358428713+0.00421556692361j),(-0.00177177152648-0.00221329493387j),(-0.00468968060581+0.00364416802116j),(-0.00108946287202+0.000549975757846j),(-0.00402812135689+0.00245056825269j),(-0.000906533175412+0.00176415878317j),(-0.00290385292828+0.00195344378079j),(-0.000281924645337+0.000912132349244j),(-0.00235787679986+0.0011010390944j),(0.000434551862057-0.000105720729782j),(-0.00249274493752-0.000926263003083j),(0.00061683927139-0.000758967178553j),(-0.0035832252081-0.00313269780831j),(-0.000187021882606-0.00153312416673j),(-0.0051040932703-0.00419841087052j),(-0.00196383261856-0.00282044423153j),(-0.00677416670759-0.00365679915976j),(-0.00374888189437-0.00375785984659j),(-0.00844660886175-0.00293997088429j),(-0.00530518304202-0.00307923103591j),(-0.0094143402814-0.00259291910661j),(-0.00620927473993-0.00161158698269j),(-0.0103734438035-0.00204608549697j),(-0.00523324716099-2.48186608227e-06j),(-0.0117949153726-0.00199594874484j),(-0.00350910889803+0.00200786493095j),(-0.0120026501763-0.00244850027954j),(-0.0027991751764+0.00317272884841j),(-0.010771754434-0.001951747259j),(-0.0024647116072+0.00271162534108j),(-0.00981188931589-0.00117534272526j),(-0.00154322338949+0.00263334140733j),(-0.00949276289948-0.00216564182437j),(-0.000797441578464+0.00415487791159j),(-0.00899500926934-0.00393117885431j),(-0.000618853580129+0.0051441074533j),(-0.00889333266548-0.003964288473j),(-0.000416002399527+0.00397857299941j),(-0.00919534109271-0.00213847937349j),(-0.000808451845491+0.00236296677933j),(-0.00931235795174-0.00111936353528j),(-0.00158502744664+0.00250034283867j),(-0.0100945784077-0.00167050221593j),(-0.00187131500121+0.00318217490318j),(-0.0112990090791-0.0019911982643j),(-0.00281543175335+0.00247802033889j),(-0.0112032688189-0.00134317889035j),(-0.0049451762383+0.000938300885243j),(-0.010282474093-0.0012930180529j),(-0.00632987271042-0.000223342277906j),(-0.0101182068287-0.00201288272788j),(-0.00587752990241-0.00160642192798j),(-0.0100757978059-0.00253187052793j),(-0.00458008842561-0.00288818015961j),(-0.00915165345151-0.00338328055067j),(-0.00297138571648-0.00307099529741j),(-0.00739756922594-0.00417857244637j),(-0.00162433891673-0.00290557752003j),(-0.00478049189632-0.00355882858237j),(-0.00104183654123-0.0025777683253j),(-0.00243601714306-0.00221727394759j),(-0.000625748550207-0.00128059751444j),(-0.00168485985713-0.000976100040648j),(-9.32912618857e-05+0.000697209218458j),(-0.0023037775307+0.000191495165666j),(0.000271606661037+0.00197111464136j),(-0.00352394209402+0.0018347595146j),(5.85153287537e-05+0.000946108940632j),(-0.00415326039829+0.003834317001j),(-0.000909534451843-0.00109068389046j),(-0.00453794322778+0.00414396142232j),(-0.00153819587128-0.00241774630639j),(-0.00523479595169+0.00302989389583j),(-0.0016549417274-0.00331847831302j),(-0.00551214922962+0.00144248334995j),(-0.002926935741-0.00281084766828j),(-0.00314754786166-0.000519046001092j),(-0.00541235344067-0.00167087925743j),(0.000255236381831-0.00213849006792j),(-0.00676145765374-0.000140402359141j),(0.0036893036027-0.00383235599089j),(-0.00674998696385+0.000474548399877j),(0.00532836875445-0.00356905874496j),(-0.00365992033127-0.00117970383834j),(0.00362289468921-0.00239161206025j),(0.000460786761393-0.00215030563372j),
(-0.000204907013725+0.000638643341582j),(0.00354011829366-0.00413255405153j),(-0.00482508642601+0.00396516525791j),(0.00696079655619-0.00522515905391j),(-0.00820709999897+0.00422198224128j),(0.00632582127264-0.00498239170274j),(-0.00667477979985+0.00367099141694j),(0.00244913415969-0.00297402953028j),(-0.00387108313187+0.000453067566633j),(-0.000221638291792+0.000886474897577j),(-0.00163864984931-0.00300959046194j),(-0.00220136415655+0.004106783326j),(0.000194435334974-0.00519190210315j),(-0.00273274878885+0.00629156667898j),(0.000719034215471-0.00519929478367j),(-0.00282593600457+0.00575546414315j),(0.00150519409316-0.00267497275117j),(-0.00297160184239+0.00356973913351j),(0.0017299435579-6.7855291194e-05j),(-0.00227275686943+0.00180856140403j),(0.00170236294315+0.000485372458934j),(-0.00189602734779+0.00118569895057j),(0.00196431818433+0.000203519618942j),(-0.00182448341185-1.98754049435e-05j),(0.00201516076461+0.00027526555903j),(-0.00256430899523-0.00154629024658j),(0.00220022998315+0.000654785769954j),(-0.00380396372035-0.00247920256088j),(0.00187617282825+0.000403173064012j),(-0.00467949400368-0.00166868494423j),(0.00109509115038-0.000875859491827j),(-0.00549757101704-0.000102833404484j),(0.000427474938207-0.00100382309915j),(-0.00560088780609+0.000121078900877j),(-0.000389319598436+0.000277898251391j),(-0.00535174756006-0.000178713901031j),(0.000173227798921+0.00146319469419j),(-0.00680190206116-0.00064579859259j),(0.00272213324228+0.00318631448403j),(-0.0086308279671-0.00213349249968j),(0.00427621285258+0.00485888035922j),(-0.00832797085781-0.00285700945667j),(0.00397616346774+0.00434371277534j),(-0.00729242326118-0.00176608081915j),(0.00405904964723+0.00313395677742j),(-0.00736832190626-0.00186754567729j),(0.0047567460386+0.00434639557716j),(-0.0074405970788-0.00453118157071j),(0.00476751461895+0.00687283367647j),(-0.00719668952448-0.00635145824883j),(0.00485798656546+0.00679682697374j),(-0.00747914666225-0.00458293512831j),(0.00504862937108+0.00414882930448j),(-0.0073966070608-0.00197492835876j),(0.00444445472693+0.00289546397462j),(-0.00719732192788-0.00190003209937j),(0.00440460078732+0.00416865362158j),(-0.00811600293638-0.00302918814746j),(0.00471660883187+0.0049695686652j),(-0.00831651169998-0.00239930804531j),(0.00312242419814+0.00368964849298j),(-0.00660548019518-0.00089899891298j),(0.000671700870655+0.00236981529779j),(-0.00557062669817-0.000421063955833j),(0.000149764185777+0.00146020477174j),(-0.00635488938454+4.92183947005e-05j),(0.000910400118552+1.586641139e-05j),(-0.00679782878299+0.000146464296142j),(0.00141702594784-0.000427333018121j),(-0.00621576197222-0.00119097250951j),(0.00174970715275+0.000130438188783j),(-0.00491082701013-0.00199591723931j),(0.00141972366004-0.000176443030093j),(-0.00282318708772-0.00145033309013j),(0.000904852274921-0.000469035960511j),(-0.00144988324587-0.000799800107127j),(0.001235794028+0.000163918992187j),(-0.00144954619664-0.000274808537243j),(0.00184353993592+0.000948889082699j),(-0.00208982975131+0.000574536052119j),(0.00241616084986+0.000498365324609j),(-0.00276166379607+0.00289535201642j),(0.00215706484544-0.00196778060066j),(-0.00297879177081+0.00507490723597j),(0.00177020026216-0.00358370237886j),(-0.00361170256651+0.00516232573485j),(0.00177899390824-0.00398501113809j),(-0.00437596942629+0.00441572389454j),(0.00107724797376-0.00321444236997j),(-0.00265753563311+0.00218673964843j),(-0.00258105564721-0.000881621873225j),(0.00159496086519-8.28204473405e-05j),(-0.00639446199691+0.00101113254669j),(0.00559658321428-0.00227569939012j),(-0.00905683310057+0.0027239056495j),(0.00853294523112-0.00355441677614j),(-0.0084961791447+0.00183382034254j),(0.0065346511139-0.00227870521367j),(-0.00339597208773-0.000313408560666j),(0.00175682334245-0.00125257964882j),
(0.00110897644886-0.00141575933921j),(-0.00435892066039+0.00411267797889j),(0.00634032074166-0.00477572585588j),(-0.00857553916785+0.00618369235159j),(0.00886646721843-0.00467451526429j),(-0.00822807017156+0.00687390589909j),(0.00661250830676-0.00353227894666j),(-0.00452724610825+0.00482940874542j),(0.00366634317924+0.000577249228752j),(-0.00126271999377+8.3879574796e-05j),(0.00104810086832+0.00497448005j),(0.00212083410101-0.00394125285027j),(-0.000757320808279+0.00750604449592j),(0.0034599659536-0.00604366593049j),(-0.000565761172768+0.00745167543399j),(0.00398732892623-0.00515796806824j),(-0.000889548808824+0.00508736471723j),(0.00468154168295-0.00279928170186j),(-0.00112891538615+0.00216147878182j),(0.00440292036423-0.000733410095515j),(-0.00105112336515+0.000524591889495j),(0.003880870018-1.3037409456e-05j),(-0.00105307393116-0.0003079838252j),(0.00300681883099+0.00086909351038j),(-0.00102889143651-0.00081028368253j),(0.00295948204958+0.00199375587923j),(-0.00186963734194-0.000858184035854j),(0.00383063471204+0.00289110795614j),(-0.00261373430743+0.000291950519925j),(0.00451477767442+0.00247594412138j),(-0.00251394221447+0.00267474241732j),(0.00527559119609+0.0016767743306j),(-0.00179501803037+0.00365355773903j),(0.00547665576335+0.00245476345049j),(-0.000317271108894+0.00279436633327j),(0.00561257611566+0.00353811930179j),(-0.00022496392369+0.00172568049748j),(0.00795123781974+0.00427773899296j),(-0.0025231347461-0.000209810300765j),(0.0107568557324+0.00569231372486j),(-0.00391321170702-0.00233903832096j),(0.0108417259301+0.00593531849169j),(-0.00329975292969-0.00218055109298j),(0.00977280420162+0.00403952196886j),(-0.00329899138051-0.00130904608979j),(0.00986440455671+0.00365117991251j),(-0.00422856240411-0.00324018940766j),(0.00998310289976+0.00645387191409j),(-0.00441859093114-0.00665109052594j),(0.00970656972375+0.00852461261382j),(-0.00455846486228-0.00677532264001j),(0.00993405770143+0.00654186913055j),(-0.00460839058898-0.00365581710791j),(0.0097842248197+0.00379751655732j),(-0.00382563157096-0.00197505208385j),(0.00971072383437+0.00421841577448j),(-0.00382882640959-0.00310518717954j),(0.01090211037+0.00613647279355j),(-0.00436928932867-0.00351021688354j),(0.0110635133135+0.00600568737707j),(-0.00282597373947-0.0015310566785j),(0.00868245497379+0.00469217432538j),(-0.000483999840459+0.000473135201022j),(0.00687373313828+0.00407125715207j),(-0.000570760796142+0.00189893328471j),(0.00708117698366+0.00302268358944j),(-0.00199647482809+0.00343865886114j),(0.00687410634385+0.002164643169j),(-0.00268120796372+0.00315065910868j),(0.00572389806761+0.0029718503121j),(-0.00272780194846+0.00115042674788j),(0.00438878681566+0.00340196246105j),(-0.00194251989972+9.0720124976e-05j),(0.00286104753406+0.0023986656004j),(-0.0010459919044-8.50335531324e-05j),(0.00238056666368+0.00124249688444j),(-0.000938068909059-0.000234640066476j),(0.00299191306523+0.000559129239451j),(-0.000879304058583-0.000189038559934j),(0.00383265438094+5.32813369575e-05j),(-0.00114886932762+0.00082237951741j),(0.00459738075036-0.00180330126715j),(-0.00119589977925+0.00355791767774j),(0.00480824668006-0.0040906586001j),(-0.00168626559726+0.00551933896314j),(0.00523977739575-0.00473405483238j),(-0.00246852811379+0.00627435500401j),(0.00511050970622-0.00412627882345j),(-0.00178591832339+0.00549968024813j),(0.00204877229548-0.00130573060422j),(0.00224205542674+0.00260803554349j),(-0.00313090648126+0.00185181881761j),(0.00656535547413+0.000215041562869j),(-0.00773569525914+0.00390773678363j),(0.0101285992238-0.0018875295266j),(-0.0109173145962+0.00453384832889j),(0.00993706511581-0.00224839465229j),(-0.00795769103757+0.00276234966954j),(0.00400643546875-0.000931655369721j),(-0.00192984370353+0.000713688327923j),
(-0.00285730830387+0.00219496737053j),(0.00371155989199-0.00295812391539j),(-0.00788066956956+0.00637549455813j),(0.00839790496112-0.00408350625788j),(-0.0087174632361+0.00812341317934j),(0.00890595221671-0.00366586506532j),(-0.00539046050395+0.00807611363246j),(0.00693426219167-0.000317445167021j),(-0.00156815996282+0.00365162107236j),(0.00442947238388+0.00504997383326j),(0.00264775784627-0.00178803966205j),(0.0012737635316+0.00815904320732j),(0.00568497811497-0.00507988075168j),(0.000692883903223+0.00812762013713j),(0.00610771165755-0.00564350277602j),(0.00115818210081+0.00574387522946j),(0.00655743318452-0.00456992224173j),(0.000562551072043+0.00259594207405j),(0.00678653412335-0.00241763037117j),(-3.09609123812e-06-0.000258449125644j),(0.00578911393217-0.000700023281662j),(-0.000209598625178-0.00125933237979j),(0.00407646290982+0.000802491697853j),(0.000134705984405-0.00142836727625j),(0.00274628544441+0.00251812180218j),(8.63068354681e-05-0.000537937194474j),(0.00344096495498+0.00401073697442j),(-0.000461612435858+0.00137656326622j),(0.00552765417235+0.00461833127423j),(-0.000140003767145+0.00420918127479j),(0.00755663617413+0.00392580918171j),(0.00114784835562+0.00643004632482j),(0.00919935679291+0.00392379181524j),(0.00326335773883+0.00587365444343j),(0.0099777826674+0.00500703041744j),(0.00501176811721+0.00386532730098j),(0.0115082722175+0.005434823612j),(0.00384869906679+0.00181041256766j),(0.0146137957443+0.00583835821905j),(0.0013273954903-0.000831121651757j),(0.0159397196761+0.00637790366056j),(0.000788151334979-0.00235734338626j),(0.0144125692117+0.00507256428942j),(0.00110384242738-0.00162070500128j),(0.0132156447321+0.00331087826184j),(4.56277738919e-06-0.00188397342515j),(0.013260456676+0.00480141962605j),(-0.00130890622012-0.00523825276544j),(0.013030955557+0.00806077173121j),(-0.00171840262369-0.00760029262796j),(0.0128690982603+0.00829996945385j),(-0.00172383185221-0.00574346387452j),(0.01286475581+0.00535258010281j),(-0.000832092574609-0.0028935526329j),(0.0127256655576+0.00410401517606j),(-1.47915797074e-05-0.00308123095468j),(0.0140799702917+0.00578133676629j),(-0.000512104304515-0.00418513119096j),(0.0159973266923+0.00687862772444j),(0.000140870350195-0.00287505699579j),(0.0152521490916+0.00600073204163j),(0.00302748767531-0.000192858620233j),(0.0128669430807+0.00530746824257j),(0.00471791441399+0.00219348089696j),(0.0119912494623+0.00482487230787j),(0.00363816106347+0.00489339892223j),(0.0115773371158+0.00389321018918j),(0.00207996278277+0.00637497846482j),(0.00984380328231+0.00436271377609j),(0.001039569231+0.00497006978603j),(0.00728699158127+0.00572710562301j),(0.000469312720068+0.00266023518743j),(0.00450579958614+0.0055378428621j),(0.000385424190841+0.00100038051432j),(0.00294281435241+0.00384040287272j),(2.50124840072e-06+8.75992490668e-05j),(0.00321524878689+0.00170564926856j),(-0.000172315515866-0.000546408136211j),(0.00408040313212+0.00017409511925j),(8.23244544355e-05-0.00105066343365j),(0.00545560815985-0.00117171045491j),(0.000175662318402+0.000372929673133j),(0.00647339371986-0.00332033159358j),(-1.5547774731e-05+0.00326483836561j),(0.00766131250037-0.00473382703628j),(-0.000991917999505+0.00586944787989j),(0.00816952571573-0.00493979502347j),(-0.000870608613515+0.00735160256645j),(0.00641216857777-0.00299356226131j),(0.00211714625823+0.00566111313864j),(0.00163775704003+0.00130439325275j),(0.00651108042565+0.00249630381207j),(-0.00376464502913+0.00424964777988j),(0.0100676275447+0.000357571416754j),(-0.00916036016148+0.00537080149219j),(0.011860974624-0.00104092826724j),(-0.010802941784+0.00522893074446j),(0.00730996170579-0.0010545764457j),(-0.00586936809844+0.00348538196187j),(0.000102894450111+0.000733354303894j),
(-0.000209535066147-0.000137343499399j),(-0.00623696419319+0.0046120567811j),(0.00581778978267-0.00286811561421j),(-0.00837085903878+0.00726077475689j),(0.00874850299139-0.00307202697065j),(-0.00597487857641+0.00882663997183j),(0.0084200860375-0.00148522170471j),(-0.00213153694897+0.00641738318199j),(0.00675884388026+0.00349100972076j),(0.00217182354891+0.00085508598512j),(0.00320115069246+0.00774666766753j),(0.00651752339719-0.00336262794904j),(0.0010602729764+0.00805574612638j),(0.00760536048014-0.0046888814836j),(0.00179064083617+0.00535952981138j),(0.00718027372179-0.00455255056661j),(0.00210762271845+0.0024851240098j),(0.00726308165993-0.00366377389096j),(0.00127905030719-0.000614956637121j),(0.00653261290297-0.00163175274265j),(0.000761022406879-0.00238166068736j),(0.00457729074282-6.93874441564e-06j),(0.000727581235559-0.00240559208338j),(0.00243585695652+0.00212320749838j),(0.00119740688968-0.00130187496713j),(0.00186624506917+0.00405459473048j),(0.00126720741428+0.00100602688229j),(0.00398985166249+0.00522364589404j),(0.00134646406556+0.00412264915974j),(0.00705310966079+0.00506092115586j),(0.00281967095165+0.00722345664945j),(0.00974217832176+0.00426820245811j),(0.00513807831011+0.00786617328544j),(0.0115315724488+0.00485560654577j),(0.00752880563882+0.00554279891233j),(0.0127126628997+0.00578176161965j),(0.00812541320884+0.00278810272403j),(0.0149840133137+0.00564487772347j),(0.00593706529954+0.000200368864018j),(0.0172460845845+0.00561957050063j),(0.00409484974061-0.00201747144494j),(0.0164027196806+0.00510698254553j),(0.00428959122087-0.00227866660383j),(0.0140445084083+0.00332147981146j),(0.00384669583127-0.00169150773515j),(0.0132381042742+0.0030625330169j),(0.00204771347166-0.00337370534523j),(0.0132683877493+0.00592776088961j),(0.000803732600713-0.00666076095865j),(0.0130915214345+0.0082390337944j),(0.000572423662392-0.00692018148769j),(0.0128309024559+0.00658422321563j),(0.00134639894949-0.00429118831559j),(0.0124837961246+0.00419305485115j),(0.00265950355857-0.00310433804048j),(0.0133409835585+0.00456335843674j),(0.00267289129038-0.00422114853505j),(0.0159860176278+0.00607409665053j),(0.0023484279919-0.00421464717684j),(0.0174108827253+0.0059137079118j),(0.00444968196754-0.00203085430937j),(0.0158736712872+0.00525345117034j),(0.00743407092079+0.000715015353776j),(0.014251038608+0.00496338903967j),(0.00791408666891+0.00396741200462j),(0.0137555199836+0.00411939532059j),(0.00645588290455+0.00696951351516j),(0.0124186490397+0.00418253232907j),(0.00469534937159+0.00723153704836j),(0.00967726787831+0.00584653295513j),(0.00318548213388+0.00524127334063j),(0.00615193767023+0.00673690773673j),(0.00241591026958+0.00291897137097j),(0.00303862175044+0.00593407440148j),(0.00157205823463+0.000963183222604j),(0.00215396415803+0.00365518971816j),(0.00072559560071-0.000439326212883j),(0.0028475146159+0.0010757470259j),(0.000856327807645-0.0018403404225j),(0.00427615912668-0.000441237739146j),(0.000995001722806-0.00222916767189j),(0.00599134973399-0.00211337677207j),(0.00112288098354-0.000323215042053j),(0.00764080765456-0.00372119606617j),(0.000103538075443+0.00289631691937j),(0.00948074401047-0.00465748009256j),(-0.00052652093162+0.00621487411766j),(0.00916761494729-0.00411623711855j),(0.00146584538087+0.00692994819317j),(0.00573624142528-0.000500928863936j),(0.00533087048791+0.004193306067j),(0.000899749565673+0.00347690202148j),(0.00868627943264+0.00180157865148j),(-0.00459384514931+0.00496031213037j),(0.0112403417991+0.000727852377549j),(-0.00970401250064+0.00532343285884j),(0.0099134941099-0.000227116249347j),(-0.00872943960897+0.00505993750283j),(0.00288836224189+0.000206085891234j),(-0.00345860581785+0.00297454875904j),
(-0.00359481519824+0.00206607443888j),(0.00210043844683-0.00106350262182j),(-0.0067822503679+0.00489740143244j),(0.00645653174255-0.00183143024909j),(-0.00593307832034+0.00650724046385j),(0.00786202803059-0.00157496879017j),(-0.00251522694291+0.00654814855924j),(0.00731609497731+0.00122563411546j),(0.00115185656113+0.00295094461526j),(0.00465969926862+0.00524991143104j),(0.00545948769251-0.00129332242719j),(0.00122953627291+0.0066201927182j),(0.00765309924424-0.00315121799959j),(0.000891996307684+0.00445095683861j),(0.00699909871793-0.00342068899045j),(0.00199270872425+0.00172143048615j),(0.00624057752579-0.00369955608411j),(0.00185436700401-0.000735618876813j),(0.00574047835646-0.00241737179566j),(0.00130344167875-0.00307171050311j),(0.00393060794418-0.000730526323948j),(0.00121155407096-0.00320009910465j),(0.00175850079799+0.000997622888587j),(0.00138265606658-0.00229334206165j),(0.000359755562815+0.00314368935555j),(0.00186591055183-0.000293664333308j),(0.00131640629962+0.00463902316131j),(0.00217560690556+0.00259204180477j),(0.00437196029503+0.00487113160558j),(0.00323081566657+0.00558875408251j),(0.00742252716956+0.00388202630908j),(0.00535130908794+0.0073533685964j),(0.00970923073535+0.00332238203315j),(0.00780356065081+0.00602154087034j),(0.010910511116+0.00403517780516j),(0.00939538435823+0.00281163966619j),(0.0120910594903+0.00435409583832j),(0.00840270639096+0.000184868475582j),(0.0140481723601+0.00388201400739j),(0.00608243458275-0.0017502226332j),(0.0144131766717+0.00348760055889j),(0.00531600660091-0.00271847332903j),(0.012244548295+0.00259887676066j),(0.00546173670943-0.00230454189668j),(0.0103713663077+0.00179244284949j),(0.00444948349059-0.00246194142468j),(0.0100657106582+0.00334802223974j),(0.00283885961704-0.0047417606725j),(0.010095949625+0.00603369404789j),(0.00212276152511-0.00634757465696j),(0.00981971710503+0.00636150687525j),(0.00257101928309-0.00507640277034j),(0.00927878662498+0.00418208795283j),(0.00382670164426-0.0031846279704j),(0.00933979848821+0.00299939808502j),(0.00441307896267-0.00349206468544j),(0.0112864444541+0.00378234432575j),(0.00385853612009-0.00434573335859j),(0.0138502767993+0.00423042865317j),(0.00447316171969-0.00361861338985j),(0.0141593503012+0.00383399695214j),(0.00715495225479-0.00175799467225j),(0.0128641944221+0.00351920588724j),(0.00908430396781+0.0010645823346j),(0.0123688253095+0.00284040135033j),(0.00865109325743+0.00462757731976j),(0.0118604997264+0.00246357884841j),(0.00706421449625+0.00654409708021j),(0.0100975895696+0.00385072077963j),(0.00522136538887+0.00582872293676j),(0.00709515357456+0.0056440244845j),(0.00388134026714+0.00413517463221j),(0.00331858315207+0.00594041699725j),(0.00299666399629+0.00212562402362j),(0.000904130860874+0.00465416045784j),(0.00193197361453+0.000222409299896j),(0.000667259941222+0.0023535839054j),(0.00143567603182-0.00157070057743j),(0.00165491832081+0.000354879270686j),(0.00133321045128-0.00316770277311j),(0.00359714757335-0.00118015955578j),(0.00131670675626-0.00283008282754j),(0.00535376594521-0.00246219781655j),(0.000817137674853-0.000802337167628j),(0.0077560024955-0.00325941261275j),(-0.00053317454226+0.00248346800352j),(0.00923307794484-0.00358956482509j),(0.000158880723726+0.00513662287594j),(0.00766025654246-0.00205254145852j),(0.00339317532593+0.004423510188j),(0.0041714368792+0.00150640411131j),(0.00650865763369+0.00215406205458j),(-2.61901757717e-05+0.00353912670248j),(0.00875548946005+0.00139312530989j),(-0.00523915332223+0.00366916947961j),(0.00954025315689+0.00103117084865j),(-0.00818693797963+0.00401187475673j),(0.00536450729445+0.000656696873245j),(-0.005569191628+0.0038063495973j),(-0.00093379065227+0.00179909810871j),
