(5.89429113196e-06+0.000106435070515j),(-9.98233630539e-05+6.05219072433e-05j),(7.71665030903e-05+0.000162148110022j),(-0.000123983292291+8.49937543968e-05j),(3.95340941951e-05+0.000206037340707j),(-6.14615492381e-05+0.000177733222329j),(-5.87393674042e-05+0.000232220174496j),(2.40533550903e-05+0.000242595092997j),(-8.2185173085e-05+0.000248551275297j),(9.89711814834e-05+0.000251186347044j),(9.45531348041e-06+0.000269728407098j),(0.000128584187304+0.000271457977362j),(0.000115673879449+0.000292940705825j),(0.000161410022924+0.000334687281268j),(0.00015454601041+0.000294808045007j),(0.000226272754696+0.000370825319505j),(0.000240196740264+0.000305167487384j),(0.000243535927723+0.000435905613771j),(0.000332089242431+0.000303033457444j),(0.000244147834943+0.000429573872624j),(0.000382818317601+0.00033160231046j),(0.000295690728228+0.000351401005245j),(0.00041634592621+0.000462331884843j),(0.000267035118048+0.000346531297991j),(0.000379311254504+0.000495901199553j),(0.000312520536525+0.000432280781653j),(0.000270493274488+0.000566121136414j),(0.000356937377461+0.000491155062107j),(0.000295494057946+0.000666455854671j),(0.000369279028985+0.000667956261468j),(0.000309488659578+0.000730589214521j),(0.000419786392749+0.000811135004595j),(0.000365500881651+0.000826414842832j),(0.000454273958893+0.000902260548237j),(0.000485726699458+0.000906375036913j),(0.000523412349609+0.000975691157583j),(0.000618823400143+0.000988439806178j),(0.000606526922265+0.00104305277029j),(0.000681261498103+0.00103939728639j),(0.000704498465315+0.000995547752652j),(0.000773434627716+0.00107595591018j),(0.000772569329928+0.000974499758088j),(0.000845482545461+0.00105705572116j),(0.000841361388148+0.000962410990994j),(0.000798046437507+0.0010409326553j),(0.000900590274301+0.000878783115854j),(0.000869845853075+0.00100673787067j),(0.000895080888668+0.00086282305318j),(0.000828888184425+0.000970956371285j),(0.000953121598031+0.000836188467352j),(0.000827686167231+0.000959229379713j),(0.000905632003074+0.000842864410484j),(0.000868017573497+0.000977132843752j),(0.000925888565486+0.000843684377103j),(0.000801170459798+0.00100683772896j),(0.000885802217535+0.00091915681067j),(0.000862970758828+0.00103266920062j),(0.000837220377674+0.000931170585003j),(0.000816123761234+0.00107178603046j),(0.000785926072503+0.000963260939397j),(0.000755181844925+0.00106242928823j),(0.000695710878076+0.00103612846084j),(0.000719185392757+0.00104172483904j),(0.000606109246055+0.00100660977123j),(0.000597655412651+0.000984560413805j),(0.000518371531062+0.000976495157367j),(0.000469763520002+0.000915376926347j),(0.000465066661716+0.000926190466037j),(0.00038552230465+0.000817714422548j),(0.000404971363059+0.000810982204268j),(0.000325181719182+0.000748756107557j),(0.000389907789565+0.000634831129427j),(0.000249455633824+0.000644257791568j),(0.00034453582406+0.000541546770169j),(0.000325635368617+0.000569855921205j),(0.000299619085629+0.000394749361789j),(0.000367465230042+0.000534393843713j),(0.000322356439896+0.000335037735717j),(0.000382994170516+0.000402093083966j),(0.000252091124382+0.000382870416176j),(0.000406558705044+0.000349832708051j),(0.000240788485439+0.000423687786544j),(0.000342115569235+0.000311452490755j),(0.000250822253096+0.000415220160506j),(0.00022181511044+0.000293422025735j),(0.000212026132042+0.000377082680069j),(0.000166338537292+0.000309517049592j),(0.000170200109374+0.00030128464083j),(6.88986073534e-05+0.000287002342291j),(0.000135523843754+0.000294843677927j),(-2.10750945624e-05+0.000255685388294j),(7.72316445517e-05+0.000318864555583j),(-3.80093031419e-05+0.000250211214263j),(8.30449290974e-07+0.000258332429281j),(3.42811763249e-06+0.000255342000114j),(-7.54747094665e-05+0.000118829614326j),(2.94833103963e-05+0.000246517636721j),(-0.000102185808677+3.5177888348e-05j),(7.07313557841e-06+0.000186362141605j),(-5.68010976229e-05+8.03987448195e-05j),
(-5.98690544513e-05+5.14399585683e-05j),(0.000192728537657+0.000182040563483j),(-0.000243766834404-1.52086829668e-05j),(0.000224266678674+0.000253236324115j),(-0.000185111525412+3.814929775e-05j),(3.91587541479e-05+0.000210788756011j),(4.23455551441e-05+0.000155395857607j),(-0.000136914977281+0.000169077043348j),(0.000209383025473+0.0002245317832j),(-0.000124942130703+0.000212690817686j),(0.000195650634808+0.000205657045977j),(3.346293149e-05+0.000255857501076j),(0.000144043561475+0.000231097976413j),(0.000155018832616+0.000188824005386j),(0.000241238177503+0.0003284748413j),(0.000165736103566+0.000176831811838j),(0.00023486591921+0.000392179339722j),(0.000293823108675+0.000135114696432j),(0.000148280212359+0.000434706422244j),(0.000426662258166+0.000127047821405j),(0.000186071810717+0.000363710016179j),(0.000441975773755+0.000360586905811j),(0.000158970523762+0.000160844683753j),(0.000519728870563+0.000511931229727j),(0.00020232949305+0.000236275069841j),(0.000329504443017+0.000497519598837j),(0.00044735350408+0.000266402672151j),(0.000237343855837+0.000645031785214j),(0.000435817006781+0.000389384674053j),(0.000277628692542+0.000579597793925j),(0.000512876032736+0.000625533393376j),(0.000300137718029+0.000599292339349j),(0.000546106659908+0.00073361242241j),(0.000445371205682+0.000672422302128j),(0.000546349209729+0.000807054551164j),(0.000617762042149+0.000754000250113j),(0.000556928841261+0.000850088356886j),(0.000725239820228+0.000772405838449j),(0.000689217198198+0.000811591314314j),(0.000775733459438+0.000901861238011j),(0.000744982153716+0.00069884912241j),(0.000858650800296+0.000929290323974j),(0.000763656099209+0.000699334621963j),(0.000804803517746+0.000891254510712j),(0.000943956908953+0.000611552951527j),(0.000758414997504+0.000939527987612j),(0.000872004192407+0.000570362774372j),(0.000805712194406+0.00089374517409j),(0.000968160130056+0.000556591934944j),(0.000676624598801+0.000868789868004j),(0.000976880099942+0.000547628023914j),(0.00078637859438+0.000880885872464j),(0.000898733192168+0.000544866509675j),(0.000727679685132+0.000921837667357j),(0.000989694002911+0.000572036994023j),(0.000775834497878+0.000880844878738j),(0.000828014319123+0.0006469874536j),(0.000847971095286+0.000937972660579j),(0.000823480064345+0.000635721289599j),(0.000801783108166+0.000938132565353j),(0.0007704157183+0.000748482109481j),(0.000801643734943+0.000837382199449j),(0.000623591867006+0.00081117347592j),(0.000741369872888+0.00083591836353j),(0.000585533332378+0.000820928993402j),(0.000591210179145+0.000747811604954j),(0.000562592049864+0.000816480302616j),(0.000430257878791+0.000647271708974j),(0.000529762788889+0.000772161659854j),(0.000352639006192+0.000597541759764j),(0.000479728518473+0.000570000071051j),(0.000227716622479+0.000650467587625j),(0.000534691554688+0.000423453991495j),(0.000240782730262+0.000524547354039j),(0.000324653126054+0.000304455456996j),(0.00041138572668+0.000598884547092j),(0.000265167974026+0.000117113678181j),(0.000398001428512+0.000505699884978j),(0.000214176233192+0.000255640491314j),(0.000495283762655+0.000265036565548j),(9.17967351662e-05+0.000355639923134j),(0.00044294387603+0.000188158089608j),(0.000168974607275+0.000415138444756j),(0.000284630325317+0.000140362735517j),(0.000247596041529+0.000401463599152j),(0.000201930734525+0.000153162159537j),(0.000195495289077+0.000264725199133j),(8.88573782157e-05+0.000264480643487j),(0.000220338513738+0.000233182585377j),(-4.16107812468e-05+0.000209633323266j),(0.000222371253726+0.000307877579924j),(-8.86278665409e-05+0.000123030568953j),(0.000113085590124+0.000289483376627j),(-2.65857091619e-05+0.000183814039131j),(-5.05089321169e-05+0.000104470523668j),(9.89672333108e-05+0.000334200240334j),(-0.00015512005409-8.68948030637e-05j),(0.000148914465857+0.000349057683747j),(-0.000119434611194-7.2893463498e-05j),(3.78680278773e-05+0.000158727706427j),
(9.12058637107e-05+0.000114448068078j),(-0.000193135397745-4.45578266856e-05j),(0.000302507244532+0.000234027954209j),(-0.000242518866914-8.78622100464e-05j),(0.000252930970843+0.000225295366404j),(-3.81693411713e-05+4.44709096943e-05j),(1.81487914653e-05+0.000128211229433j),(0.000218155329961+0.000164808976296j),(-0.000133726647804+7.77222754978e-05j),(0.000320346301904+0.000109526498987j),(-3.35881326818e-05+0.000141345223291j),(0.000246276936386+4.00309350557e-05j),(0.000124176653099+0.00014452365391j),(0.000185573929191+0.000133296387778j),(0.000107959607179-2.3832871356e-05j),(0.000247178810846+0.000226645738761j),(0.000171710306251-7.73972756235e-05j),(0.000166681013798+0.000275533164388j),(0.000359816913943-8.77944807598e-05j),(4.83943517802e-05+0.00031779663223j),(0.000378166931057+6.05031337243e-07j),(8.45385652885e-05+8.05948034009e-05j),(0.000483015060899+0.000343157212734j),(1.56445968493e-05-1.436162048e-05j),(0.000457660480554+0.00037126353514j),(0.000289555969642+9.70768058565e-05j),(0.000209827790249+0.000470512242354j),(0.000483675807683+7.1067492336e-05j),(0.000296724572629+0.000490334135147j),(0.000549593393561+0.000322950282097j),(0.000329746895324+0.000363503998553j),(0.000667555535524+0.000466231166j),(0.000443442206635+0.000365363031381j),(0.000658076508493+0.000487867363223j),(0.000643258536978+0.000372349724361j),(0.00063860256786+0.000464773041906j),(0.000822715632759+0.000377797911211j),(0.000681976472001+0.000475742281896j),(0.000798894354679+0.000430956555688j),(0.000746445235897+0.000286752595363j),(0.000837320018344+0.000542797030303j),(0.000718111447373+0.000229206720204j),(0.000865807089411+0.000511268747536j),(0.0008046934011+0.000250020826786j),(0.000630782481863+0.000591210259492j),(0.000859688109664+0.000137918795565j),(0.00072783978966+0.000607334167453j),(0.000779443612495+0.000172483922357j),(0.000578787969023+0.000600426192931j),(0.000933628440796+0.000175242834859j),(0.000561060548069+0.000602086020607j),(0.000789379129073+0.000172020678165j),(0.000678925530549+0.000614773581174j),(0.000881145621424+0.000130756511644j),(0.000562746776027+0.000609630416338j),(0.000837721890522+0.000226104678006j),(0.000796996758244+0.000544001917749j),(0.000759109115485+0.000179281950739j),(0.000790920478374+0.000588542713212j),(0.000788957850378+0.000209164501723j),(0.000800040235594+0.000484779294627j),(0.000717759401273+0.000384059260278j),(0.000890318133201+0.000431639683574j),(0.000659088055811+0.000390484980566j),(0.000776457492098+0.000411074483616j),(0.000663133352378+0.00047046642989j),(0.000612153012028+0.00036751083771j),(0.000679442226668+0.000532041408732j),(0.000480153432156+0.000320797072932j),(0.000608329541018+0.000465091420383j),(0.00037121537366+0.000430254142865j),(0.00061353414478+0.000239809997935j),(0.000178735249633+0.00044705030078j),(0.000473993132355+0.000211472075644j),(0.000353215955862+0.000433401896101j),(0.000196101824069-1.860996969e-05j),(0.00039663813088+0.000507483737483j),(0.000171941844312-3.05786620453e-05j),(0.000400707974018+0.000202360465589j),(-3.77941289956e-06+0.000195834650546j),(0.000491020634175+3.37627079867e-05j),(4.68286559107e-05+0.000243064281209j),(0.000324044388653-8.1457914656e-05j),(0.000166856735442+0.000290931874093j),(0.000184669656539-9.70419045043e-05j),(0.000182658406293+0.000211604827307j),(0.000130190262342+8.5948696462e-05j),(0.000281492422352+5.73118222261e-05j),(-3.05043115143e-06+0.000122971455374j),(0.000320264973979+0.000120260323613j),(-6.54590798668e-05+1.67393815815e-05j),(0.000246835951332+0.000254688261408j),(1.06769965673e-05+3.64608432566e-05j),(9.26776041826e-05+0.000140723847698j),(0.000140515486996+0.000219755071215j),(-7.98260460703e-05-0.000111857584857j),(0.000200933971655+0.000370487909275j),(-0.000145863825799-0.000190920378966j),(0.000142314083977+0.000294132139284j),(-2.83393625852e-05+9.32468395338e-06j),
(-1.81857732128e-06+6.82500394618e-06j),(0.000182920302253+0.000143153507408j),(-0.000144895129209-9.22668564932e-05j),(0.000243576482439+0.000185058260947j),(-0.000113894558357-8.18831546125e-05j),(0.000163386290666+6.09501934695e-05j),(6.93985370713e-05+1.90319142792e-05j),(2.32863881268e-05-5.39298274054e-05j),(0.000257272967455+5.86526438187e-05j),(-7.59361121052e-05+1.28583690762e-05j),(0.000244885924539-5.83627366849e-05j),(-9.28535512175e-06+8.90603490426e-05j),(0.000156907493189-0.000114010037329j),(8.78873928188e-05-3.7828764945e-05j),(0.000168443365017+4.87732822331e-05j),(2.60633840478e-05-0.000194551910263j),(0.000167899091449+0.000115970776789j),(0.000101059484845-0.000223571174242j),(-1.20750587299e-05+0.000127918425303j),(0.000248023405259-0.000227189350167j),(-3.55027347238e-05+0.000134130083782j),(0.000242727937003+4.76823107684e-05j),(-8.87913919684e-05-8.41498568042e-05j),(0.000388305708689+0.000203511757667j),(2.74005872041e-05-4.38838709999e-05j),(0.000279200163507+0.000230015289404j),(0.000326971074483-4.97072066167e-05j),(0.000225581433882+0.000331836592152j),(0.000416250828752-1.27921733785e-05j),(0.000308239904381+0.00018528015435j),(0.000547829475104+0.000124733541074j),(0.000363021757575+7.37664735738e-05j),(0.000617315606443+0.000134449984492j),(0.000512317786727+5.30431904682e-05j),(0.00057667352006+0.000110340869338j),(0.000647254279669+3.29235241412e-05j),(0.000523715299592+6.32971119045e-05j),(0.000688751785542-3.1068003195e-05j),(0.000602667107953-2.89604178005e-05j),(0.000666159497744+0.000104905272022j),(0.000561291585222-0.000146581235835j),(0.000669206181234+0.000142991169977j),(0.000497112130154-0.00011354677001j),(0.00054946020907+0.000142370960242j),(0.000652977345038-0.000157611945859j),(0.000444552971526+0.00028472204655j),(0.000499361018216-0.000129207546452j),(0.000465496939793+0.000280794381556j),(0.000592023060161-9.77237666843e-05j),(0.000298954261534+0.000310201718087j),(0.000591632042998-8.81809903697e-05j),(0.000428786283064+0.000305826841277j),(0.000499186667335-0.000106401203331j),(0.000377826985354+0.000329414194086j),(0.00065497550626-0.000136943875836j),(0.000465929087924+0.000198782371318j),(0.000501713906682-0.000114197754904j),(0.000588374709086+0.000203176915521j),(0.000565538321639-0.000183080474419j),(0.000612492108991+0.000160724836859j),(0.000601511762905-0.000102153789194j),(0.000686585381846+1.04559388823e-05j),(0.000514427592755-2.78203199751e-05j),(0.000709983816738+4.86342020886e-05j),(0.000562896214899+3.66555438562e-05j),(0.00062933880427+3.14696567035e-05j),(0.000612433584084+0.000113462485301j),(0.0004965225774+7.02326167197e-06j),(0.000580269389574+0.000168346149012j),(0.00040916547869+8.42544240165e-05j),(0.000521381926586+7.2369416427e-05j),(0.000258651704652+0.000245500600058j),(0.000508260075366+2.53017208469e-05j),(0.000247664740475+0.000224298322409j),(0.000230529323205-3.41069603947e-05j),(0.000344566195497+0.000306603111449j),(5.61356102664e-05-0.000149375441753j),(0.000252478711289+0.00023135090468j),(-1.77348031634e-05+4.16784440012e-05j),(0.000334104378736-5.32397714116e-05j),(-0.00012435857296+8.13353455933e-05j),(0.00022299828983-0.000163812487122j),(2.64687156608e-05+0.00014847286931j),(0.000111456541055-0.000262596244572j),(0.000105194638688+0.000129615718717j),(9.13151176191e-05-0.000140612401258j),(0.000181554286723-6.97435449572e-05j),(-3.05576757746e-05+3.67434200777e-05j),(0.000278421877381-5.78280277186e-05j),(-6.93351808019e-05-6.73363420514e-06j),(0.000258042524713+7.13287583956e-05j),(3.08851731225e-05-0.000110713354378j),(0.000107257610225+6.12426151109e-05j),(0.000117907105986+2.16469061139e-06j),(-1.15016244074e-05-7.34065055571e-05j),(0.000165740895516+0.00020472883409j),(-4.61934772036e-05-0.000167145336101j),(0.000162896993848+0.000258558472771j),(-1.64472718878e-05-0.000104865696151j),(8.10807692836e-05+9.79902429909e-05j),
(4.61059667989e-06+3.30405547788e-05j),(6.84911422358e-06-4.50311397192e-05j),(4.06917368026e-05+7.52105768651e-05j),(6.94142533649e-06-0.000101310008227j),(0.000109966890842+3.11230480697e-05j),(1.42886264029e-05-6.53058414804e-05j),(0.000145941793383-0.000101838399884j),(6.36907604558e-05+2.56730165124e-06j),(5.96625507967e-05-0.000162683975274j),(0.000138964385611-9.25407147291e-05j),(-3.40248159591e-05-4.83467858774e-05j),(8.92745397502e-05-0.000237269744468j),(-2.3999198882e-05-3.94702169064e-05j),(-1.37985234708e-05-0.000192719760908j),(-6.6022576314e-05-0.000199210284049j),(6.31462518486e-06-6.21315884073e-05j),(-0.000149757109911-0.000260247035951j),(-5.42364963656e-05-6.61130537203e-05j),(-7.02748279194e-05-0.000196624247233j),(-0.000187660020854+2.14662671251e-05j),(-6.36242431072e-05-0.000129290517653j),(-0.000178084975167-2.15445042795e-06j),(2.22334244153e-05+2.84621641634e-05j),(-0.000158137269347-8.05177550442e-06j),(8.52196628827e-05+9.00849686339e-05j),(5.04790153174e-06-3.76076856386e-06j),(0.000113003558021+0.000137997029939j),(0.000171885402537-3.56185313164e-05j),(0.000189171398419+9.3876216518e-05j),(0.000280042425489-5.16673155071e-05j),(0.000265074422108-4.30180765222e-05j),(0.000374983550149-8.41594706407e-05j),(0.000320580598113-0.000140714003059j),(0.000385108736591-0.000169919488368j),(0.000377255650722-0.000217955284399j),(0.000324382788764-0.000255639637046j),(0.000391646951149-0.000301840593857j),(0.000294131857964-0.000298754074757j),(0.000319948239616-0.000288683596496j),(0.00024224280302-0.000361443128062j),(0.000262705185848-0.000209575102722j),(0.000152176421573-0.000337810335188j),(0.000215492786562-0.000169121035521j),(0.00015130235211-0.000253288659664j),(9.35217136149e-05-2.85733225032e-05j),(0.000130938025704-0.000197017282433j),(0.000104557203439+6.47204806458e-05j),(8.53784174214e-05-0.000104112801557j),(4.34958393167e-05+0.000137828747891j),(0.000145863388991-5.09136651658e-05j),(3.47099502143e-05+0.00016535201669j),(8.49014906333e-05-5.55216806447e-05j),(7.69099940384e-05+0.000140090269499j),(0.00012360414191-0.000116464030598j),(4.5059696933e-05+7.52776657434e-05j),(0.00012951352786-0.000167926313874j),(0.000147950523907-6.20260304638e-05j),(0.000112760668622-0.000275855389265j),(0.000185131512655-0.000122500017714j),(0.000187912061693-0.000343131829558j),(0.000249016467868-0.000238455007087j),(0.000232109526367-0.00033033455158j),(0.000348075225595-0.000299402208595j),(0.000267552569495-0.000326575496002j),(0.000377904891304-0.000267358342423j),(0.00035302727812-0.000254330548347j),(0.000366272802006-0.000233440318125j),(0.000386760334848-0.000153241299433j),(0.000335751212932-0.000158434968095j),(0.000348081874482-9.39430186262e-05j),(0.000260772385216-1.50690679371e-05j),(0.000300766717551-5.83036539015e-05j),(0.000173973163077+7.9462883836e-05j),(0.000169876569795-1.87402465297e-05j),(0.00013561738274+0.000120069657679j),(-2.19495121239e-05-2.47706527693e-05j),(7.61993326529e-05+0.000129855829754j),(-0.000117297360085-1.07609915768e-05j),(-4.68351018645e-06-5.23148304682e-06j),(-0.000212797316141+3.64521607803e-05j),(-1.87551489983e-05-0.00010002453315j),(-0.000147837681451-2.63857856627e-05j),(-0.000121107698693-0.000242435144666j),(-9.21117584741e-05-1.33695818559e-07j),(-7.7660777508e-05-0.000253354257633j),(-5.2382273046e-05-0.000128569572805j),(-9.30518023344e-05-0.000100105089215j),(9.55021043462e-05-0.000227624729749j),(-0.000109145284106-7.46325326894e-05j),(0.000144392868605-0.000133637538068j),(1.86444412048e-05-0.000166434506274j),(3.93593972595e-05-6.00462265523e-05j),(0.000158878072117-0.00013820121093j),(5.90916891529e-06-9.18961017831e-05j),(0.000117918290184-2.53438180617e-05j),(4.85916875978e-05-0.000115852801264j),(4.00207893763e-05+5.85764415962e-05j),(5.8304955426e-05-6.93361432106e-05j),(1.44127946309e-05+5.83309636028e-05j),(3.11748631651e-05+8.48492501427e-06j),
(-6.38254963716e-06-1.05940989136e-05j),(-0.000151228965637+5.34939975409e-06j),(0.000100549639384-4.82969958096e-05j),(-0.00013185039557-2.53053039348e-05j),(6.293814413e-05-7.70559789401e-05j),(2.94526927301e-05-9.64734336003e-05j),(-3.9728233469e-05-6.32753264258e-05j),(0.000113517391898-0.000186183392521j),(-9.50236480677e-05-7.34382611803e-05j),(2.3638568611e-06-0.000172331094314j),(-7.79362309618e-05-0.00017685963195j),(-0.000131283110954-9.30756361518e-05j),(-0.00014783124153-0.000217875339024j),(-0.000205288488907-9.17292152468e-05j),(-0.000240961020182-0.000133829036566j),(-0.000262270871739-0.000132459045864j),(-0.000266978028276-8.16200689822e-05j),(-0.000345333900328-3.97331807448e-05j),(-0.000284878875434-5.01962924834e-05j),(-0.000328840557504+7.84510708985e-05j),(-0.000307882461125+9.34750967844e-05j),(-0.000327119720795+7.68116104873e-05j),(-0.00023592572448+0.000183357702232j),(-0.000278648939989+0.000100116286867j),(-0.000147165501739+0.000170991489421j),(-0.000100728180189+0.000137965585669j),(-0.000127195464528+0.000185843268428j),(-1.55093383202e-05+3.01724025205e-05j),(-2.96572180556e-05+7.43661820259e-05j),(4.67737965599e-05-1.50714206532e-05j),(-2.61848431463e-05-7.09730069334e-05j),(7.66893290132e-05-0.000123067483709j),(-1.25900676598e-05-0.000185590911473j),(2.35134540256e-05-0.000199346809667j),(-6.56416867878e-05-0.00028521869208j),(-7.45769566618e-05-0.000272595378168j),(-0.000135292407615-0.000333921487902j),(-0.000176026779367-0.000288083625356j),(-0.000220685035295-0.000299161425502j),(-0.000269425662409-0.000248026290861j),(-0.000298027686259-0.000196941238489j),(-0.000342253334395-0.000157332736305j),(-0.000341308572731-7.78424090328e-05j),(-0.000343112170433-3.01744917285e-05j),(-0.000348210275025+8.89771634347e-05j),(-0.000326757082668+0.000106365416155j),(-0.000324622135995+0.000216730756227j),(-0.000292857757096+0.000215571763284j),(-0.000296593751459+0.000313264997405j),(-0.000252029629395+0.000277726440124j),(-0.000284298517357+0.000346377522026j),(-0.000263568215279+0.000275729476049j),(-0.000296371792217+0.000310295376139j),(-0.000287094740846+0.000215649365807j),(-0.000325558193252+0.000225745844273j),(-0.000320406088644+0.000105688457061j),(-0.000347033718332+7.51430727112e-05j),(-0.000357877347715-2.62700781726e-05j),(-0.000342536847634-5.89045197786e-05j),(-0.000329542153758-0.000152777505583j),(-0.00029596779797-0.000203776146309j),(-0.000271459040082-0.000247652079402j),(-0.000221229929869-0.000300844414856j),(-0.000184212518435-0.000289936892682j),(-0.000139675394509-0.000323561661277j),(-6.91042036576e-05-0.000264378653813j),(-5.4864499601e-05-0.000285680863871j),(3.1458152765e-05-0.000213236998149j),(-2.92063992257e-05-0.000201523456602j),(5.91308142382e-05-0.00010435744966j),(-2.47435268935e-06-5.38617269585e-05j),(5.09213821451e-05-4.58574093984e-05j),(-7.59877426445e-05+8.79661682748e-05j),(1.02050337675e-05+8.55815122443e-05j),(-7.68924830197e-05+0.000137296278632j),(-0.000159450304089+8.98434328197e-05j),(-0.000172189527836+0.000221067099564j),(-0.000241390542781+9.93104098846e-05j),(-0.000261050748099+0.000182755124957j),(-0.000303799653284+0.000128389105224j),(-0.000258362405733+4.89348625377e-05j),(-0.00037846644197+3.82837223999e-05j),(-0.000292647371613-1.23573661821e-05j),(-0.000314493754735-6.32159599721e-05j),(-0.000309168419457-8.56647208406e-05j),(-0.00025718981246-7.25819935295e-05j),(-0.000206259137097-0.000159344578482j),(-0.000238734936369-0.000101604661108j),(-0.000102061057619-0.000180249013922j),(-0.000109241180606-0.000154776533348j),(-0.00013359322748-0.000154603832314j),(7.47713889411e-05-0.000161635675841j),(-0.000122137576001-0.000160268216785j),(7.54169535952e-05-0.000133259977226j),(1.1783938776e-06-0.000108342924357j),(-7.02542603184e-05-0.000106038806699j),(9.74408035298e-05-8.07506324906e-06j),(-0.00014598025318-8.17609568408e-05j),(7.1255666151e-05+3.87625664301e-05j),(-6.53852843001e-05-1.69193028088e-05j),
(-0.000173829416525-7.27259260174e-06j),(4.97294275426e-05+3.7883501002e-05j),(-0.000329713255503-5.83634675694e-05j),(0.00011875553216+3.93403245791e-05j),(-0.000262903412111-8.93488115968e-05j),(-1.72965920539e-05-4.20791516833e-05j),(-5.79072226264e-05-0.000101695580785j),(-0.00021482862975-9.81985204275e-05j),(2.93164142633e-05-0.000109348167524j),(-0.000335453315841-2.98756014996e-05j),(-0.000140009782108-0.000127023889401j),(-0.000341004827804-3.21485034515e-06j),(-0.00033068612684-4.13613652657e-05j),(-0.00037434834605-7.04193787714e-06j),(-0.000338070189005+0.000133198484126j),(-0.000498615977763+3.27806551007e-05j),(-0.000393670084398+0.000259115493392j),(-0.000443137834076+0.000116021919276j),(-0.000504375206314+0.000435197933213j),(-0.000344808994163+0.000165339180829j),(-0.000463145443609+0.000478576384997j),(-0.000279926659189+0.000412805848659j),(-0.000535011840787+0.000334016683429j),(-0.000113134197568+0.000497348169044j),(-0.000430937457214+0.000345909841621j),(-0.000216738444537+0.000475983657094j),(-0.000199306778409+0.000204047732663j),(-0.000281535146679+0.000495633197588j),(-0.000215356611277+0.000144769305296j),(-0.000333346621401+0.000271361207609j),(-0.000190257332212+0.000163433864717j),(-0.000438564783671+0.000119219445739j),(-0.000287348092093+0.000112022197671j),(-0.000482650061199+4.68662209527e-05j),(-0.000493891409602+0.000113878913488j),(-0.000554193343991+4.76691907831e-05j),(-0.00069977418988+0.000150965331457j),(-0.00065492739434+9.64438105727e-05j),(-0.000760094633415+0.000201188318665j),(-0.000723395305506+0.000348261159795j),(-0.000842509658043+0.00027396192064j),(-0.000709022070608+0.000528875217059j),(-0.000836253699541+0.000453942765998j),(-0.000707622565918+0.000688166709894j),(-0.000620495559657+0.000526460546198j),(-0.00064005600148+0.000912612854175j),(-0.00060301773942+0.000645302774323j),(-0.000498505924128+0.000965836148333j),(-0.00042503639628+0.00069778442769j),(-0.000541712415787+0.00104018000001j),(-0.000385042608859+0.000716704009219j),(-0.000448363033448+0.00101277504076j),(-0.000497013430882+0.000702341655199j),(-0.000560083527364+0.00101303500485j),(-0.000486323651877+0.000620155826082j),(-0.000631445149195+0.000844898679393j),(-0.000723650343758+0.000575040884598j),(-0.000670466509581+0.00072861896165j),(-0.000795486671505+0.000400385102048j),(-0.000739845624106+0.000558130631113j),(-0.000800841319913+0.000303390419544j),(-0.00071710449013+0.000273655589123j),(-0.000823702338208+0.000209575724496j),(-0.000635798448481+0.0001522697328j),(-0.00067327856578+0.000131181781717j),(-0.000561911984438+4.86995034784e-05j),(-0.000469508330098+0.000103608869232j),(-0.000507248696499+1.54592786286e-05j),(-0.000307459455108+0.000147410009699j),(-0.000399312447257+0.00010930388219j),(-0.000229927819486+0.000127336678892j),(-0.000361198362076+0.000345931123934j),(-0.000119184725068+0.000160461932414j),(-0.000293911499198+0.000398073247137j),(-0.000293691013735+0.000256345423072j),(-0.000133962801407+0.000536389662372j),(-0.000423271463763+0.000234700351742j),(-0.000223706840973+0.000542560280035j),(-0.000436612055368+0.000423520536324j),(-0.000226058633734+0.000311016337436j),(-0.00055351402825+0.000474508236827j),(-0.000325699514183+0.000222728459453j),(-0.000474229969348+0.000402789811885j),(-0.00047002947536+8.98030183396e-05j),(-0.000400880582588+0.000294451938249j),(-0.000434932453966+3.73818957554e-05j),(-0.000380718751181+6.6400233798e-05j),(-0.00042420179616+6.28825660932e-05j),(-0.000245302785187-6.40948403613e-05j),(-0.000407858346291-2.87790283905e-05j),(-7.00434598337e-05-5.02007380709e-05j),(-0.000312780772737-0.000173684017972j),(-7.42633961286e-05-7.35682938865e-05j),(-0.000142449714933-0.000118587925806j),(-0.000182752803746-0.000136416553337j),(2.2656303528e-05+6.80958267682e-05j),(-0.000272599698555-0.000182799230654j),(6.28802756158e-05+0.000147675957398j),(-0.000233417529711-0.00010974189616j),(-6.22344503299e-05+4.89517522203e-05j),
