(1.76561796234e-05+8.10451877946e-05j),(1.89811805248e-05+8.19246863234e-05j),(2.14338144146e-05+8.37498135461e-05j),(2.52558910756e-05+8.65242575971e-05j),(3.05450883874e-05+9.03407746358e-05j),(3.70157110011e-05+9.50946933701e-05j),(4.47716715273e-05+0.000101220889098j),(5.38758161229e-05+0.000108487430836j),(6.43439023884e-05+0.000117304388941j),(7.59048874869e-05+0.000127526128295j),(8.87813198445e-05+0.000139445764043j),(0.000102394531021+0.000152928218394j),(0.000117050475914+0.000168117322014j),(0.000132065834347+0.00018501624504j),(0.000147797175329+0.000203184779486j),(0.000163624036095+0.0002228851605j),(0.000179875067166+0.000243145074959j),(0.000196439073636+0.000264323719394j),(0.000213349594022+0.000285512633997j),(0.000231490757539+0.000306849242329j),(0.000250326884866+0.000328221221192j),(0.000271223081823+0.000349492692013j),(0.000293600748729+0.000371693456772j),(0.000317819114629+0.000394279312034j),(0.000343681411549+0.000418454900705j),(0.000369876772867+0.000443970501583j),(0.00039679942283+0.000470184383086j),(0.000423114264317+0.000497591186705j),(0.000449117115259+0.000524092295596j),(0.000475822365827+0.000550089257015j),(0.000502592554903+0.000575413031683j),(0.000530615047365+0.000599802907101j),(0.00055978942053+0.000625209741793j),(0.00058782984911+0.000651047182639j),(0.000615361575895+0.000676306921463j),(0.000641547999018+0.000701260280223j),(0.000666116762929+0.000724118823161j),(0.000691446472057+0.00074468624403j),(0.00071715660563+0.000766017679761j),(0.000740121754091+0.000787385431777j),(0.000760615328593+0.000806233902695j),(0.000780629382983+0.000822799612185j),(0.000799499106356+0.00083853229811j),(0.000816125372698+0.000853066802778j),(0.000830524796759+0.000865556310858j),(0.000843031500054+0.000876133601964j),(0.000853512292804+0.00088497079419j),(0.000861645327515+0.000891922024784j),(0.000867528325713+0.000896964960143j),(0.000871028512495+0.000899903360028j),(0.000872242610993+0.000900976646508j),(0.000871031221418+0.000899916486825j),(0.000867548324248+0.0008969611875j),(0.000861638028861+0.000891881078871j),(0.000853437912031+0.000884982852607j),(0.000843050725277+0.000876266003764j),(0.000830749723709+0.00086552809506j),(0.00081608777925+0.000852701370504j),(0.000798934544969+0.00083857556891j),(0.000780667170899+0.000823624649774j),(0.000761747289213+0.000806223967701j),(0.000740175167509+0.00078594243573j),(0.000715474171177+0.000765855529677j),(0.000691132566809+0.000746433557666j),(0.000667650277638+0.000724602036399j),(0.000642162849787+0.000700275983035j),(0.000615211573601+0.000675676071814j),(0.000587370113534+0.000650276047663j),(0.000558335382342+0.000625296339757j),(0.000530218035389+0.000601364769383j),(0.000503531552174+0.000576197559078j),(0.000476650978615+0.00055029942368j),(0.000450422115907+0.000523693506407j),(0.000423470642673+0.000495944865789j),(0.000395911241539+0.000469195570698j),(0.000368890232844+0.000443397903095j),(0.000341995555905+0.000418651149073j),(0.000316934254827+0.000395744792039j),(0.000293518779261+0.000373025029527j),(0.000271790620235+0.000351173186604j),(0.000252063732432+0.000329113833791j),(0.000233118164125+0.000306884795766j),(0.000215294705445+0.00028486480148j),(0.000197695107727+0.000262533425517j),(0.000180442712954+0.000241221086791j),(0.00016340299821+0.000220398766592j),(0.000146456099999+0.000201105472035j),(0.000130184001352+0.000183190867723j),(0.000114222895492+0.000167022279452j),(9.94014737606e-05+0.00015267820502j),(8.53223349318e-05+0.00014002110713j),(7.26036043165e-05+0.000129198557826j),(6.10842724278e-05+0.000119820584385j),(5.10959614389e-05+0.000112112896032j),(4.24420995035e-05+0.000105580524255j),(3.53045266188e-05+0.000100486125273j),(2.96156022002e-05+9.65604333471e-05j),(2.52952806827e-05+9.36546635338e-05j),(2.24616107036e-05+9.16054172661e-05j),(2.11075141718e-05+9.07226566129e-05j),
(1.57614425283e-05+8.17563564492e-05j),(1.6958259196e-05+8.25974152841e-05j),(1.95626484356e-05+8.46514869968e-05j),(2.3457849713e-05+8.7475236864e-05j),(2.8402500594e-05+9.12354080193e-05j),(3.47029801301e-05+9.62724388179e-05j),(4.2507215154e-05+0.000102695647494j),(5.14504278574e-05+0.000110195752094j),(6.17456291163e-05+0.000119300833027j),(7.31444425506e-05+0.000129767483024j),(8.57315899573e-05+0.000142003449192j),(9.90144925019e-05+0.000155899495303j),(0.000113378495303+0.000171546394533j),(0.000128082873282+0.000188832824006j),(0.000143412417824+0.000207454716064j),(0.00015890217301+0.000227567079501j),(0.000174624579732+0.000248192850937j),(0.000190725484747+0.000269936582798j),(0.000207200162415+0.0002914852214j),(0.00022470289006+0.000313410322803j),(0.000243176065506+0.000335415348353j),(0.000263585442245+0.000357300305794j),(0.000285672557289+0.000380196104034j),(0.00030938097978+0.00040330984144j),(0.000334797057007+0.00042836735686j),(0.000360586408188+0.000454416148511j),(0.000386844054895+0.000481491933818j),(0.000412883079499+0.000509587046214j),(0.00043828144912+0.000536600501986j),(0.000464411905824+0.000563243693914j),(0.000490517006733+0.000589327633743j),(0.000518173131503+0.000614505863536j),(0.000546727366884+0.000640598745465j),(0.000574330689196+0.000667255096045j),(0.000601257083806+0.000693110598093j),(0.000626923870228+0.000718876640778j),(0.000651003684643+0.000742314302671j),(0.000675912481725+0.000763689715945j),(0.00070128269627+0.000785601917178j),(0.000723757674811+0.000807619422664j),(0.000743968645564+0.000826975610759j),(0.000763541349671+0.000844021523865j),(0.000782110197289+0.000860328489056j),(0.000798404197772+0.000875298971568j),(0.000812520279216+0.000888300309798j),(0.000824875816123+0.000899321821054j),(0.000835185279642+0.000908490481887j),(0.000843263567116+0.00091586044831j),(0.00084910158315+0.000920986741686j),(0.000852565515446+0.00092424021319j),(0.000853805212669+0.000925170490706j),(0.000852567995075+0.000924253462944j),(0.000849121753388+0.00092098332251j),(0.000843256996857+0.000915819167373j),(0.000835110337149+0.000908501204053j),(0.000824892639434+0.000899455140522j),(0.000812746607681+0.000888276218907j),(0.000798373384685+0.00087493154303j),(0.000781543038878+0.000860361150405j),(0.000763563414896+0.000844849545733j),(0.000745103401867+0.000826987585325j),(0.000723839515334+0.000806174861032j),(0.000699601395311+0.00078540592639j),(0.00067556249733+0.000765431610935j),(0.000652526455565+0.000742830398734j),(0.000627561463182+0.000717907977089j),(0.000601124869233+0.000692473582117j),(0.000573884231075+0.000666469123152j),(0.000545267553948+0.000640656285624j),(0.00051774239022+0.000616060238305j),(0.000491436444228+0.000590135049086j),(0.000465239889028+0.000563477160463j),(0.000439600493108+0.000536227154411j),(0.000413275553627+0.000507946321543j),(0.000385980211909+0.000480480155384j),(0.00035960796879+0.000453815793481j),(0.000333101641044+0.000428528219522j),(0.000308460872824+0.000404755939274j),(0.000285555628035+0.000381531158011j),(0.000264118309728+0.000359000103185j),(0.000244894779431+0.000336349789209j),(0.000226335674101+0.000313487565077j),(0.000209167238448+0.000290878597794j),(0.000192026653891+0.000268173025311j),(0.000175242714454+0.000246274573989j),(0.000158736950266+0.000225066807839j),(0.000142117287805+0.000205337531004j),(0.000126237506906+0.000186958476136j),(0.00011057513924+0.000170379785888j),(9.60132332233e-05+0.000155564514022j),(8.22295961007e-05+0.000142505570079j),(6.98021432697e-05+0.000131393493464j),(5.84582056978e-05+0.000121732638698j),(4.855053334e-05+0.000113701991613j),(3.99784324407e-05+0.000107049410454j),(3.29031223582e-05+0.000101747621403j),(2.74409553705e-05+9.73971623917e-05j),(2.3261559927e-05+9.45113884768e-05j),(2.0312838133e-05+9.26244536309e-05j),(1.89378574089e-05+9.15098062176e-05j),
(1.11388369898e-05+8.40599367146e-05j),(1.22073057769e-05+8.51701478341e-05j),(1.49627685826e-05+8.71156015763e-05j),(1.86635160597e-05+9.00258349328e-05j),(2.31927986654e-05+9.45732656517e-05j),(2.94694967293e-05+0.000100177578664j),(3.71380833969e-05+0.000106915803685j),(4.57710138817e-05+0.000115100436251j),(5.57050013935e-05+0.00012496782402j),(6.65556872417e-05+0.000136224872579j),(7.8573830848e-05+0.000149495948863j),(9.13084167365e-05+0.000164494576425j),(0.000105059872779+0.000181225018899j),(0.000118922055965+0.000199619634228j),(0.000133423824969+0.000219489429218j),(0.000147898941124+0.000240744376092j),(0.00016251676875+0.000262801366051j),(0.000177719127772+0.000285881166362j),(0.000192985466395+0.000308762851173j),(0.000209609331325+0.00033238019636j),(0.000227209643079+0.000355721302215j),(0.000246721493501+0.000379263391143j),(0.000267914585644+0.000403614992977j),(0.000290454293313+0.000428609579355j),(0.000315064869435+0.000455516035561j),(0.00033943028109+0.000483389942608j),(0.000364728329647+0.000512658460116j),(0.000389427179425+0.000542346008999j),(0.000413327188591+0.000571422309718j),(0.000438180689375+0.000600136229566j),(0.000463202900561+0.000628432535895j),(0.000489846438803+0.000655479447616j),(0.000517182916237+0.000683896677761j),(0.000543712054287+0.000712508420101j),(0.000569320171256+0.000740559174503j),(0.000594020937975+0.000768304998525j),(0.000616946701409+0.000793620544131j),(0.00064119942652+0.000816827556221j),(0.000665521377679+0.000840515435421j),(0.000687095186138+0.000864331006475j),(0.000706378594783+0.000885063369313j),(0.000725193150744+0.000903728607089j),(0.000743186703003+0.000921398047793j),(0.000758841472085+0.000937667241224j),(0.00077259779753+0.000951772295895j),(0.000784662496691+0.000963625948535j),(0.000794678318179+0.000973566503252j),(0.000802747415693+0.000981398341549j),(0.000808269134546+0.000986899852611j),(0.00081192775474+0.000990349567785j),(0.000812869730946+0.000991332469449j),(0.000811929320216+0.000990363172681j),(0.0008082898378+0.000986897824577j),(0.000802743692769+0.000981355983239j),(0.000794601457344+0.000973572055496j),(0.000784670118813+0.00096376260038j),(0.000772829612752+0.000951763837565j),(0.000758836068793+0.000937291243669j),(0.000742606957679+0.000921391414872j),(0.000725157696784+0.000904573855344j),(0.000707534994867+0.000885154467365j),(0.000687278296249+0.00086286208229j),(0.000663816659452+0.000840200638047j),(0.000640724809248+0.000818586388106j),(0.000618473693157+0.000794248044318j),(0.000594733318703+0.000767349290222j),(0.000569217489149+0.000739904594873j),(0.000543312988764+0.000711684530494j),(0.000515692031543+0.000683856086275j),(0.000489304739157+0.000657041280955j),(0.000464097598199+0.000629313257521j),(0.0004390050383+0.00060041790561j),(0.000414691098339+0.000571131312334j),(0.000389934193052+0.000540695501786j),(0.000363903150577+0.0005115745509j),(0.000338476415538+0.000482724972215j),(0.000313329223183+0.000455568673352j),(0.000289426069182+0.000430031299201j),(0.000267721040976+0.000404963248273j),(0.000247153442182+0.000381023997666j),(0.000228906602036+0.000356780367485j),(0.000211263028628+0.000332551629808j),(0.000195022348873+0.000308271233305j),(0.000179152550952+0.000284160971449j),(0.000163256316681+0.000260890320561j),(0.000147885732231+0.000238191150116j),(0.000132230366195+0.000217260080345j),(0.000117167528102+0.000197603014701j),(0.000102273111386+0.000179857735295j),(8.82628401905e-05+0.000163983417836j),(7.4993255299e-05+0.000149818871221j),(6.31022771214e-05+0.000137662363025j),(5.2188491042e-05+0.000127174713408j),(4.25171964257e-05+0.000118536794781j),(3.43684142286e-05+0.000111314840246j),(2.74668017638e-05+0.000105556321314j),(2.17474738102e-05+0.000100602758855j),(1.78699850361e-05+9.72790253718e-05j),(1.53584457243e-05+9.53942314555e-05j),(1.37252456668e-05+9.42567883116e-05j),
(5.20126212628e-06+8.55274011555e-05j),(6.5809890417e-06+8.69120072063e-05j),(8.60821373082e-06+8.86145938191e-05j),(1.17374434006e-05+9.20063825852e-05j),(1.68501543519e-05+9.74464832662e-05j),(2.2986174678e-05+0.000103201515336j),(2.97075353171e-05+0.00011031096472j),(3.78756832341e-05+0.000119203364538j),(4.71628398949e-05+0.000129832164653j),(5.71674427922e-05+0.000142193894819j),(6.84824953703e-05+0.000156524305397j),(8.0405277986e-05+0.000172430282504j),(9.29811004445e-05+0.000190113080562j),(0.000105527637048+0.000209747533873j),(0.000118745732315+0.000230755577663j),(0.000131574857131+0.00025335161092j),(0.000145024245454+0.000276905967327j),(0.000158700757901+0.000300984431138j),(0.000172452105386+0.000325546972481j),(0.000188061759379+0.000350248091968j),(0.000203875674674+0.000374773508971j),(0.000221998207949+0.000399767385943j),(0.000241123347313+0.000425605693762j),(0.00026221674913+0.000452783575125j),(0.00028487670975+0.000481124092808j),(0.000307165320638+0.000511560952112j),(0.000330876931315+0.000542419469495j),(0.000352766973926+0.000574296342327j),(0.000374985115393+0.00060593600373j),(0.000398084120339+0.000636896507521j),(0.000421721431268+0.000667113933782j),(0.000446221699753+0.000696262709771j),(0.000472079790649+0.000727118864857j),(0.000496491075823+0.000757740742742j),(0.00052060649476+0.000788305881585j),(0.000543524850056+0.000817724825719j),(0.000564955809945+0.000845189375039j),(0.000587693520793+0.000869933869386j),(0.000610266634057+0.000895878086481j),(0.000630472090868+0.000921305758561j),(0.000648135868283+0.000943823724661j),(0.000666084198843+0.000964121635116j),(0.000682900213996+0.000983049871622j),(0.000697675267319+0.00100058580356j),(0.000710621485468+0.00101542670421j),(0.000721753712967+0.00102791281386j),(0.000731150883461+0.00103847268187j),(0.000738424646204+0.00104634794639j),(0.000743498439435+0.00105249189355j),(0.000746785588704+0.001055568634j),(0.000747616718625+0.00105714677764j),(0.000746786421627+0.00105558250999j),(0.000743519508682+0.00105249099158j),(0.00073842323985+0.00104630488853j),(0.000731072893078+0.00103847399527j),(0.000721753736143+0.00102805122844j),(0.000710855820333+0.00101543125572j),(0.000697691175211+0.00100020655979j),(0.000682316924388+0.000983010023598j),(0.000665999744218+0.000964969612528j),(0.000649292086554+0.000943982744227j),(0.00063074276826+0.000919843109438j),(0.00060857818306+0.00089545987436j),(0.000587109828544+0.000871662973851j),(0.000566438594553+0.000845914646859j),(0.000544302530559+0.000816823920945j),(0.000520558744543+0.00078763741305j),(0.000496136841227+0.000756877923232j),(0.000470582678595+0.000726987730118j),(0.000445578999291+0.000697789756596j),(0.000422549562341+0.000668058972501j),(0.00039889978083+0.000637247192258j),(0.000376381449728+0.000605726791891j),(0.000353382489348+0.000572675686532j),(0.00033013262176+0.0005412727271j),(0.000306244417976+0.000510816128491j),(0.000283125238319+0.000481066077798j),(0.000261087080283+0.000454134814297j),(0.000240824073858+0.000426953919038j),(0.000222318840479+0.000401573453658j),(0.000205503553207+0.000375954116359j),(0.00018971896204+0.000350546549099j),(0.000174541101447+0.00032518709289j),(0.000160262397377+0.000299358777929j),(0.000145910781376+0.000275028782084j),(0.00013173658692+0.000250781024708j),(0.000117713531737+0.000228423093195j),(0.000103893113072+0.000207576361753j),(9.02552228548e-05+0.000188548352988j),(7.73827613629e-05+0.000171724168397j),(6.49037403115e-05+0.000156576070928j),(5.35449312544e-05+0.000143306268084j),(4.33282944706e-05+0.000131870976284j),(3.44427871006e-05+0.000122619156327j),(2.68499395291e-05+0.000114421406018j),(2.04134923079e-05+0.000108167437084j),(1.46104134903e-05+0.000103631870472j),(1.06512615363e-05+9.95990252879e-05j),(8.6631698234e-06+9.67611681241e-05j),(7.26970646433e-06+9.61110229749e-05j),
(-4.67212399714e-06+8.87417444767e-05j),(-3.106460918e-06+8.95927827846e-05j),(-2.00016054243e-06+9.2735437699e-05j),(1.20953120777e-06+9.73069341032e-05j),(6.73831587425e-06+0.000101886845529j),(1.17499454378e-05+0.000108167651078j),(1.7468176351e-05+0.000117253209144j),(2.48677622373e-05+0.000127263437008j),(3.31418821539e-05+0.000139353142289j),(4.24438732994e-05+0.000153471034236j),(5.25999350115e-05+0.000169276836322j),(6.27688808113e-05+0.000186770144033j),(7.33741634034e-05+0.000206624992643j),(8.41660533265e-05+0.000228514991956j),(9.52134155052e-05+0.000251674828693j),(0.000106047265604+0.000276913621307j),(0.000117618881712+0.000302197654263j),(0.00012842111797+0.000328653442775j),(0.000140442090189+0.000355506389106j),(0.000153070444908+0.000381823590547j),(0.000166029837963+0.000409415490932j),(0.000181523225797+0.000436991189235j),(0.00019780788923+0.000466762880253j),(0.000216967177921+0.00049688184539j),(0.000236057147015+0.000529212004897j),(0.000256530819511+0.000563614507788j),(0.000276477466216+0.000597670561896j),(0.000295705936932+0.000634718674501j),(0.00031595818829+0.000669484014508j),(0.000336571570118+0.000703912845977j),(0.000357160219352+0.000737056512331j),(0.00037899611986+0.000770686934406j),(0.000402493875572+0.000804891381444j),(0.000423868291351+0.000839855043408j),(0.000445956480898+0.000873537172923j),(0.000465563614984+0.000906586849985j),(0.000484927028357+0.000937115153018j),(0.000504743919822+0.000965349843471j),(0.00052562936287+0.000995147448101j),(0.000543200156159+0.00102349772893j),(0.00055921493993+0.00104926648111j),(0.000575541935351+0.00107167516631j),(0.000590404457193+0.00109326427056j),(0.000603569988722+0.00111275634895j),(0.000614511987972+0.00112940173211j),(0.000623929323549+0.0011438841908j),(0.000632028558696+0.0011558137355j),(0.000637528987296+0.00116536241482j),(0.000642373344186+0.00117239481954j),(0.000644213882285+0.00117630806925j),(0.000645806527017+0.00117802741972j),(0.000644212824224+0.00117632247641j),(0.00064239520147+0.00117239678575j),(0.000637533441137+0.00116531777666j),(0.000631947790008+0.00115580443774j),(0.000623910513581+0.00114402736073j),(0.000614754004955+0.00112943817961j),(0.000603637559028+0.00111236539715j),(0.000589804521431+0.00109314485168j),(0.000575341546069+0.00107254491147j),(0.000560396698977+0.00104958410223j),(0.000543672459705+0.00102200948212j),(0.000523921753192+0.000994494737093j),(0.000503917176308+0.00096708311162j),(0.000486390885227+0.000938053513574j),(0.000466478332979+0.000905731223727j),(0.000445973823114+0.000872846685565j),(0.000423618801995+0.000838926243582j),(0.000400957650506+0.000804561292402j),(0.000378138531366+0.000772201474965j),(0.000357919584434+0.00073813294489j),(0.00033736302764+0.00070436059015j),(0.000317424698426+0.000669448779081j),(0.000296545168365+0.000633107310304j),(0.00027582968878+0.000596398145617j),(0.000255679236985+0.000562745682831j),(0.000234252642471+0.000528931414492j),(0.000215636403955+0.000498155965683j),(0.00019735138526+0.00046811154553j),(0.000181628243191+0.00043889253958j),(0.000167581136558+0.000410831419393j),(0.000154738710082+0.000382315795107j),(0.00014263920641+0.000355391822926j),(0.000130225519624+0.000327150714224j),(0.000118746511713+0.000300375789295j),(0.000106529708902+0.000274276945493j),(9.44092412447e-05+0.000249139854258j),(8.27262183427e-05+0.000226096755343j),(7.07567966888e-05+0.00020472020801j),(5.97976259306e-05+0.000185667353856j),(4.88561835289e-05+0.000168809517295j),(3.84290095802e-05+0.000154277993863j),(2.9076031244e-05+0.000141231561212j),(2.12619141492e-05+0.00013020266012j),(1.37874212962e-05+0.000120705255048j),(7.96691020776e-06+0.00011332490567j),(4.12117715095e-06+0.00010860745827j),(-2.1312825769e-07+0.000104549445501j),(-3.33779982752e-06+0.000100710855724j),(-3.57002950005e-06+9.9512056144e-05j),
(-1.64289130987e-05+8.88851120188e-05j),(-1.63082600679e-05+8.94687673803e-05j),(-1.35624744152e-05+9.40921529408e-05j),(-9.68409301742e-06+9.84282826239e-05j),(-7.58982900667e-06+0.000102292626999j),(-3.98332649758e-06+0.000110416716758j),(2.27674725764e-06+0.000120927939127j),(8.22170737784e-06+0.000131990857616j),(1.5054438053e-05+0.000145368268341j),(2.29249232072e-05+0.000160052401361j),(3.05372960633e-05+0.000177030028965j),(3.7977053847e-05+0.000196477736989j),(4.63017501717e-05+0.00021839484343j),(5.46012834792e-05+0.000241617995553j),(6.26267225543e-05+0.000266671698451j),(7.10029487916e-05+0.000293048782616j),(7.83443515826e-05+0.000319302805358j),(8.58374038623e-05+0.000348158656165j),(9.42381594293e-05+0.00037554915952j),(0.000101813530437+0.000404777535714j),(0.000112056764508+0.000435048828976j),(0.000123444450659+0.000465404622533j),(0.000137475736101+0.000498239471071j),(0.000152169714025+0.000530213311528j),(0.00016800384024+0.000566943284383j),(0.000184755613483+0.000602470775319j),(0.000199507348013+0.000641091560735j),(0.000216840184666+0.000680158046368j),(0.000231880892676+0.000716112263208j),(0.000247796550327+0.000752819694284j),(0.000262915874496+0.000789360875081j),(0.000281759137018+0.000826145987041j),(0.000299785696505+0.000862964910771j),(0.000317717694049+0.000901302958941j),(0.000334342241107+0.000936811793761j),(0.000349839063375+0.000973674171793j),(0.00036482491726+0.00100614986125j),(0.000381264060296+0.00103858183676j),(0.00039899550949+0.00107021934371j),(0.000412643360646+0.00110160539625j),(0.000426259199071+0.00112885421955j),(0.000438698238325+0.00115334387171j),(0.000450998847854+0.00117743042565j),(0.000461114383087+0.00119886615209j),(0.000469651383244+0.00121823464658j),(0.000477734256727+0.00123512877395j),(0.000484164408403+0.00124888096075j),(0.000489489606182+0.00126108800672j),(0.000493517983368+0.00126830552297j),(0.000495578385293+0.00127452777135j),(0.000496818531905+0.00127492385933j),(0.000495575788255+0.00127454210452j),(0.000493539650458+0.00126830984768j),(0.000489498900931+0.00126104384122j),(0.000484084734515+0.00124886283558j),(0.000477699683659+0.00123526957676j),(0.000469888572364+0.00121829795489j),(0.000461225711088+0.00119848449418j),(0.000450415806897+0.00117724325113j),(0.000438398665148+0.00115418466776j),(0.000427394359568+0.00112930804346j),(0.0004132892482+0.00110018722866j),(0.000397385550081+0.00106936465467j),(0.000380228618849+0.00104019064929j),(0.000366146776823+0.0010072692418j),(0.000350866082093+0.00097295779227j),(0.00033446592321+0.000936111860193j),(0.000317570341646+0.000900333341252j),(0.000298295167274+0.000862453224024j),(0.000280713858646+0.000827535585942j),(0.000263516207892+0.000790540736846j),(0.000248546110012+0.000753386614841j),(0.000233357240693+0.000716249599818j),(0.000217881146982+0.000678664715789j),(0.000199043147893+0.000639726573676j),(0.000183998786738+0.000601475258387j),(0.000166233018177+0.000566441090143j),(0.000150669415434+0.000531301658438j),(0.000136825060826+0.000499546185746j),(0.000123315988317+0.000467329242039j),(0.000113415780373+0.000436671117812j),(0.000103436139767+0.000405505591227j),(9.64614155962e-05+0.000375709773034j),(8.78489141465e-05+0.00034690039637j),(7.97338992013e-05+0.000317605806735j),(7.18220806598e-05+0.000290455119879j),(6.21486271196e-05+0.000264019438082j),(5.34757103224e-05+0.000239019305166j),(4.39824911292e-05+0.000216106843262j),(3.50725699284e-05+0.000194867759269j),(2.66677665732e-05+0.000176159545299j),(1.89171260264e-05+0.000160586480391j),(1.11051435688e-05+0.000146500195648j),(3.85959876849e-06+0.000133900285381j),(-2.65099011834e-06+0.000124399761424j),(-7.85372872621e-06+0.000116041376318j),(-1.00885694757e-05+0.000107965376233j),(-1.29089367202e-05+0.000104557953234j),(-1.66615820818e-05+0.000102760248103j),(-1.74432552275e-05+9.95274701191e-05j),
(-3.21905359103e-05+9.11064250677e-05j),(-3.2823854046e-05+9.41623743723e-05j),(-2.86643990291e-05+9.5900402981e-05j),(-2.66041678237e-05+9.90179992153e-05j),(-2.72723671544e-05+0.000108483016599j),(-2.28586347298e-05+0.00011861154665j),(-1.71610434435e-05+0.000127848482788j),(-1.27031519037e-05+0.000140855294874j),(-7.53210706729e-06+0.000155955994685j),(-3.06811984597e-06+0.000172225216834j),(1.6788330189e-06+0.000192402830913j),(7.12386601072e-06+0.000215020741349j),(1.31076835499e-05+0.000239101985341j),(1.75406934565e-05+0.000264565736983j),(2.23181387139e-05+0.00029237484634j),(2.58234984875e-05+0.000320348779305j),(2.7985015406e-05+0.000350990759523j),(3.22881749492e-05+0.000382481160517j),(3.43698785964e-05+0.000413287300208j),(3.94080770657e-05+0.000448184574524j),(4.6237620693e-05+0.000480491275307j),(5.41486066673e-05+0.000515491932309j),(6.45418490357e-05+0.00054995292681j),(7.33362515404e-05+0.00058732537233j),(8.66207664131e-05+0.000627105357394j),(9.51802831005e-05+0.000666614910723j),(0.000107366222762+0.000711083464209j),(0.00011747759186+0.000750505671007j),(0.000124454333686+0.000792473737053j),(0.000133993587413+0.000834415821606j),(0.000144606982788+0.000877604170655j),(0.000158181803585+0.000917370803832j),(0.000169946167179+0.000961277093582j),(0.000182754592695+0.00100303236273j),(0.00019216800205+0.00104550099206j),(0.000204021107431+0.00108679694725j),(0.000212945377699+0.00112463257009j),(0.000227215333322+0.00116105939759j),(0.000238710685683+0.00119654121584j),(0.000248819524182+0.00123244589193j),(0.000256983168375+0.00126210833996j),(0.000265768232259+0.00129179713968j),(0.0002752212788+0.00131901586566j),(0.000282506590594+0.00134443489331j),(0.000290195079756+0.00136680417577j),(0.00029769128096+0.00138516647598j),(0.000303401407811+0.00140112953444j),(0.000310055490682+0.00141301907279j),(0.000312369908935+0.00142142134384j),(0.00031685579317+0.00142684441493j),(0.000315594115942+0.00142801144846j),(0.000316850102944+0.0014268592599j),(0.000312392320256+0.00142143033831j),(0.00031007430362+0.00141297343814j),(0.000303319217174+0.00140109423976j),(0.000297626348686+0.00138531144798j),(0.000290438706987+0.00136691868295j),(0.000282700459171+0.00134404402651j),(0.000274626333956+0.0013187022306j),(0.000265285515667+0.00129265122723j),(0.000258129656858+0.00126281094089j),(0.000249778972914+0.0012310243545j),(0.000237113717947+0.0011953258137j),(0.000225811658875+0.00116262991701j),(0.000214198196001+0.00112606692892j),(0.000205239383697+0.00108617664427j),(0.000192396956568+0.00104478994269j),(0.000182787610627+0.00100198034584j),(0.000168433345187+0.000960451739761j),(0.000156815558931+0.000918699185936j),(0.000145075031981+0.0008789609045j),(0.000134675979755+0.000835128017953j),(0.000126004116098+0.000792896331505j),(0.000118854707494+0.000749072201618j),(0.000107076818849+0.00070955707769j),(9.45655279371e-05+0.00066544264871j),(8.48151211215e-05+0.000626249805845j),(7.15530189027e-05+0.000588252123392j),(6.3649166964e-05+0.000551215220789j),(5.36656101766e-05+0.000517515962134j),(4.74268059698e-05+0.000482449363145j),(4.09926148388e-05+0.000449213156378j),(3.67046964621e-05+0.000413853159361j),(3.46403316517e-05+0.000381464918811j),(2.97272312404e-05+0.000349433503998j),(2.71291059404e-05+0.000317737785984j),(2.22559118186e-05+0.000289513728706j),(1.68509484915e-05+0.000261598546587j),(1.09687010727e-05+0.000236189925085j),(4.1668385379e-06+0.000212936824933j),(-2.10803246129e-06+0.000191090234472j),(-6.96796246712e-06+0.000171851489458j),(-1.23353208927e-05+0.000155831625552j),(-1.85678238386e-05+0.000142794508769j),(-2.20601494245e-05+0.000131921790997j),(-2.63907673845e-05+0.000122752875504j),(-3.22681722262e-05+0.000112405647551j),(-3.25907893626e-05+0.000106495873144j),(-3.19304782154e-05+0.000105596234824j),(-3.56212155331e-05+0.000103470153133j),
