(-2.87227077663e-09-3.01623332272e-08j),(-7.69881458874e-09-3.42539428685e-08j),(-1.84269080405e-08-4.22408550253e-08j),(-3.72707478429e-08-5.36222477982e-08j),(-6.76632502581e-08-6.72347008592e-08j),(-1.14403095445e-07-8.08867442977e-08j),(-1.8368151664e-07-9.05818490526e-08j),(-2.831636426e-07-8.97965583705e-08j),(-4.21687014028e-07-6.82275476325e-08j),(-6.09002606594e-07-1.06259026929e-08j),(-8.54740794465e-07+1.0486509803e-07j),(-1.16741248187e-06+3.08282906461e-07j),(-1.55220524146e-06+6.39588615506e-07j),(-2.00879125876e-06+1.15035179788e-06j),(-2.52769604492e-06+1.90490792879e-06j),(-3.08658948789e-06+2.98149107609e-06j),(-3.64543746367e-06+4.47189689095e-06j),(-4.14139643143e-06+6.48102772264e-06j),(-4.48363758097e-06+9.1242287704e-06j),(-4.54780598526e-06+1.25240725988e-05j),(-4.17202579033e-06+1.68050387319e-05j),(-3.15298920207e-06+2.20868331629e-05j),(-1.24491144464e-06+2.84768339264e-05j),(1.83989909302e-06+3.6060624412e-05j),(6.42746277941e-06+4.48933194157e-05j),(1.28747236819e-05+5.49899722815e-05j),(2.15598691424e-05+6.63176176993e-05j),(3.28679134557e-05+7.87893928291e-05j),(4.7174105156e-05+9.22603432904e-05j),(6.48247530952e-05+0.000106528051238j),(8.61154310844e-05+0.000121336105537j),(0.000111270020817+0.000136381838028j),(0.000140419348881+0.000151329051575j),(0.000173581910512+0.000165822842237j),(0.000210649207563+0.000179508161537j),(0.000251374282431+0.000192050480881j),(0.00029536629433+0.000203155428036j),(0.000342092096098+0.000212588345381j),(0.000390882738549+0.000220191054081j),(0.000440946971829+0.000225892600542j),(0.000491392259317+0.000229715373639j),(0.000541249969607+0.000231776026046j),(0.000589503938693+0.000232278690667j),(0.000635122816654+0.000231501243605j),(0.000677094184257+0.00022977659078j),(0.000714458183569+0.000227469682821j),(0.000746339701531+0.000224951418408j),(0.000771978105806+0.00022257169624j),(0.000790753174131+0.000220633831535j),(0.000802206183651+0.00021937219279j),(0.000806055504219+0.000218934783509j),(0.000802206185002+0.000219372195899j),(0.000790753178855+0.000220633829598j),(0.000771978101982+0.000222571686575j),(0.000746339684002+0.000224951424967j),(0.00071445819454+0.000227469713973j),(0.000677094237072+0.000229776573508j),(0.000635122791048+0.000231501158008j),(0.00058950380686+0.000232278725951j),(0.000541250014064+0.000231776217966j),(0.000491392521362+0.000229715323933j),(0.000440946925577+0.000225892268564j),(0.000390882354674+0.000220191083258j),(0.000342092092053+0.00021258873942j),(0.000295366633726+0.000203155478079j),(0.000251374379186+0.00019205027189j),(0.000210649190062+0.00017950803751j),(0.000173581800143+0.000165822655598j),(0.00014041902047+0.000151329097515j),(0.000111269967341+0.000136382173108j),(8.61156119796e-05+0.00012133624802j),(6.48249161825e-05+0.000106528127212j),(4.71744036637e-05+9.22602605505e-05j),(3.2867980645e-05+7.87890541469e-05j),(2.15597241346e-05+6.6317428703e-05j),(1.28745466907e-05+5.49898067346e-05j),(6.42710658357e-06+4.48933319935e-05j),(1.83971459624e-06+3.6060873377e-05j),(-1.24500206371e-06+2.84770628794e-05j),(-3.15294277929e-06+2.20871900759e-05j),(-4.17175755432e-06+1.68052453604e-05j),(-4.54755113395e-06+1.2524187022e-05j),(-4.48325602256e-06+9.12422140541e-06j),(-4.14112399084e-06+6.48082584623e-06j),(-3.64520190496e-06+4.47167288004e-06j),(-3.08646022365e-06+2.98111827633e-06j),(-2.52769783494e-06+1.90458928431e-06j),(-2.00883757376e-06+1.14998791904e-06j),(-1.55237397321e-06+6.39296205004e-07j),(-1.16754663673e-06+3.0801370015e-07j),(-8.54916174149e-07+1.04617417314e-07j),(-6.0906528268e-07-1.088366752e-08j),(-4.21687590922e-07-6.86165101143e-08j),(-2.83003498921e-07-9.0408311234e-08j),(-1.83427055068e-07-9.16828350492e-08j),(-1.14099001633e-07-8.27346543724e-08j),(-6.75513379125e-08-7.03073014876e-08j),(-3.77705680858e-08-5.84470951926e-08j),(-2.03369022668e-08-4.95528037482e-08j),(-1.23361387975e-08-4.48379913897e-08j),
(-2.56196911851e-09-3.00952143637e-08j),(-7.33265321498e-09-3.42202759694e-08j),(-1.79466797263e-08-4.22853446947e-08j),(-3.6616225873e-08-5.38118383961e-08j),(-6.67718429344e-08-6.76742505625e-08j),(-1.13217629977e-07-8.1733117901e-08j),(-1.82158628018e-07-9.20674295722e-08j),(-2.81295673221e-07-9.22475660131e-08j),(-4.19529601401e-07-7.20957439581e-08j),(-6.06719874586e-07-1.65080759852e-08j),(-8.52666292298e-07+9.61934639013e-08j),(-1.16612820167e-06+2.95856393105e-07j),(-1.55265060647e-06+6.22233003294e-07j),(-2.01238468499e-06+1.12669855786e-06j),(-2.53649972559e-06+1.87341949421e-06j),(-3.10347543815e-06+2.94052637531e-06j),(-3.67429852262e-06+4.41981882272e-06j),(-4.18734556389e-06+6.41635011977e-06j),(-4.55322936313e-06+9.0458395503e-06j),(-4.64923758255e-06+1.24314904881e-05j),(-4.31530838144e-06+1.66987606815e-05j),(-3.35009168099e-06+2.19687125775e-05j),(-1.50981271951e-06+2.83505191893e-05j),(1.49120752971e-06+3.59320285944e-05j),(5.97709850219e-06+4.47710760751e-05j),(1.23031334383e-05+5.48858980193e-05j),(2.08461544175e-05+6.62470838044e-05j),(3.19902967961e-05+7.87716188968e-05j),(4.61104660823e-05+9.23185568412e-05j),(6.35532714293e-05+0.000106689449562j),(8.4615287897e-05+0.000121631644889j),(0.000109522100307+0.000136845770997j),(0.000138406958797+0.000151998222604j),(0.00017129142958+0.000166735771539j),(0.000208070630868+0.000180703880419j),(0.000248501665699+0.000193567190912j),(0.000292198019865+0.000205029038927j),(0.000338630965081+0.000214850906511j),(0.000387135916807+0.000222869188247j),(0.00043692575717+0.000229006030275j),(0.000487111693248+0.000233275581662j),(0.000536728355305+0.000235785135933j),(0.000584762290397+0.000236728654908j),(0.000630184272972+0.000236373381272j),(0.000671983439751+0.000235041507921j),(0.000709200978976+0.000233087605493j),(0.000740962397698+0.000230872938484j),(0.000766507359969+0.000228738907054j),(0.000785215727631+0.000226981813895j),(0.000796628752371+0.00022583079518j),(0.000800464752549+0.000225430623408j),(0.000796628753773+0.000225830798305j),(0.000785215732382+0.000226981811884j),(0.000766507355998+0.00022873889735j),(0.000740962380116+0.000230872945292j),(0.000709200990373+0.000233087636701j),(0.000671983492591+0.000235041489952j),(0.000630184246281+0.000236373295746j),(0.000584762158852+0.000236728691793j),(0.000536728401983+0.000235785327155j),(0.000487111953928+0.000233275529084j),(0.000436925707493+0.000229005700621j),(0.00038713553644+0.000222869221119j),(0.000338630964534+0.00021485129584j),(0.00029219835371+0.000205029086274j),(0.000248501761124+0.000193566987458j),(0.000208070617624+0.000180703756066j),(0.000171291317422+0.000166735583238j),(0.000138406632085+0.000151998271084j),(0.000109522049082+0.000136846101456j),(8.46154631446e-05+0.000121631786346j),(6.3553435068e-05+0.000106689529431j),(4.6110764478e-05+9.231847243e-05j),(3.19903622246e-05+7.87712844467e-05j),(2.0846015122e-05+6.6246895682e-05j),(1.23029560912e-05+5.48857293113e-05j),(5.97674421022e-06+4.47710898361e-05j),(1.49102422356e-06+3.59322720001e-05j),(-1.50990777655e-06+2.8350747629e-05j),(-3.35004486677e-06+2.19690686406e-05j),(-4.31504554045e-06+1.66989662413e-05j),(-4.64898381584e-06+1.24316093171e-05j),(-4.55284922227e-06+9.04583234219e-06j),(-4.18707432452e-06+6.41615390242e-06j),(-3.6740599136e-06+4.41959641106e-06j),(-3.10334613071e-06+2.94015694882e-06j),(-2.5364963178e-06+1.87310285204e-06j),(-2.01242948266e-06+1.12633491744e-06j),(-1.55281441864e-06+6.21942154627e-07j),(-1.16625990883e-06+2.95585586833e-07j),(-8.52837897932e-07+9.59472096322e-08j),(-6.06779158281e-07-1.67668036512e-08j),(-4.19526007929e-07-7.24817077637e-08j),(-2.81128646287e-07-9.285674778e-08j),(-1.81893846759e-07-9.31614402822e-08j),(-1.1289471748e-07-8.3572921458e-08j),(-6.66295721926e-08-7.07357008721e-08j),(-3.70655049351e-08-5.86268357219e-08j),(-1.97778939108e-08-4.95927679563e-08j),(-1.18497900581e-08-4.48160740821e-08j),
(-1.40985959552e-10-3.06518202157e-08j),(-4.63044397343e-09-3.5216607089e-08j),(-1.4711316908e-08-4.42464835171e-08j),(-3.26604263774e-08-5.74403725207e-08j),(-6.20459103478e-08-7.39389938314e-08j),(-1.07904321848e-07-9.19749311008e-08j),(-1.76844736631e-07-1.08084555263e-07j),(-2.77191088172e-07-1.16397287744e-07j),(-4.18798910284e-07-1.07332191863e-07j),(-6.12897352666e-07-6.64138142951e-08j),(-8.71200587368e-07+2.75167936787e-08j),(-1.20504798907e-06+2.03960661039e-07j),(-1.6233338569e-06+5.02741570236e-07j),(-2.13046586283e-06+9.75888291095e-07j),(-2.72278877899e-06+1.6891512776e-06j),(-3.38497355366e-06+2.7234784187e-06j),(-4.08506729423e-06+4.17512108828e-06j),(-4.76932935194e-06+6.15565758559e-06j),(-5.35674282313e-06+8.78976100284e-06j),(-5.7331400023e-06+1.22124976753e-05j),(-5.74668538989e-06+1.65642954381e-05j),(-5.20329481714e-06+2.19845952405e-05j),(-3.86491606459e-06+2.86043112073e-05j),(-1.44919377942e-06+3.65362271899e-05j),(2.36769132109e-06+4.58659396899e-05j),(7.94445054672e-06+5.66414632096e-05j),(1.56656665996e-05+6.88643485371e-05j),(2.59277616614e-05+8.24824014023e-05j),(3.91226839207e-05+9.73839209323e-05j),(5.56184784394e-05+0.000113396594769j),(7.57369792093e-05+0.000130288953998j),(9.97319778653e-05+0.000147776275795j),(0.000127766457651+0.000165531457881j),(0.000159891801012+0.000183198168471j),(0.000196031291901+0.000200408260226j),(0.000235966607677+0.000216801550908j),(0.000279330562901+0.000232045119248j),(0.000325606895429+0.00024585321927j),(0.00037413524986+0.000258004780688j),(0.000424123830665+0.00026835547275j),(0.000474670052708+0.0002768458378j),(0.000524785849472+0.000283504546003j),(0.000573427115528+0.000288444158797j),(0.000619527625458+0.000291850246495j),(0.000662035179139+0.000293965653559j),(0.000699947648092+0.000295070395468j),(0.000732347857927+0.00029545828017j),(0.000758436079219+0.000295412451715j),(0.000777558548555+0.000295181958641j),(0.000789230809491+0.00029496112529j),(0.000793155053281+0.00029487340772j),(0.000789230810485+0.000294961128535j),(0.000777558553486+0.000295181957249j),(0.000758436076499+0.000295412441624j),(0.000732347839642+0.00029545828473j),(0.00069994765553+0.000295070427932j),(0.000662035234104+0.000293965642258j),(0.000619527609479+0.000291850157557j),(0.000573426978806+0.000288444179323j),(0.000524785872553+0.000283504744601j),(0.000474670323146+0.000276845817132j),(0.000424123821009+0.000268355131277j),(0.0003741348567+0.000258004767774j),(0.000325606848421+0.00024585362045j),(0.000279330905163+0.000232045206058j),(0.000235966726852+0.000216801344774j),(0.000196031282674+0.000200408134574j),(0.00015989171098+0.000183197970933j),(0.000127766120586+0.000165531468381j),(9.97318883653e-05+0.000147776612348j),(7.57371524854e-05+0.000130289115987j),(5.56186336933e-05+0.000113396683934j),(3.91229929211e-05+9.73838697111e-05j),(2.59278648825e-05+8.24820630938e-05j),(1.56655341118e-05+6.88641435705e-05j),(7.94429013261e-06+5.66412818326e-05j),(2.36732970731e-06+4.58659151969e-05j),(-1.44940511356e-06+3.65364645768e-05j),(-3.86502596768e-06+2.86045322108e-05j),(-5.20328468981e-06+2.19849598337e-05j),(-5.74643105486e-06+1.65645308925e-05j),(-5.73289481015e-06+1.22126340989e-05j),(-5.35635691018e-06+8.78979203147e-06j),(-4.76903435917e-06+6.15547641682e-06j),(-4.08481088911e-06+4.17491853144e-06j),(-3.38480614227e-06+2.72311323771e-06j),(-2.72276366548e-06+1.68882929387e-06j),(-2.13047700755e-06+9.75517585282e-07j),(-1.6234789795e-06+5.02429425052e-07j),(-1.20515780827e-06+2.03678211137e-07j),(-8.7135577175e-07+2.72489460553e-08j),(-6.12937466606e-07-6.66779808591e-08j),(-4.18764532605e-07-1.07725845736e-07j),(-2.76975078373e-07-1.16997862906e-07j),(-1.76488135099e-07-1.09171503666e-07j),(-1.0743050747e-07-9.38080041814e-08j),(-6.16527813443e-08-7.70247797063e-08j),(-3.27243585025e-08-6.23466007001e-08j),(-1.59681010035e-08-5.17882852073e-08j),(-8.33665021424e-09-4.63046765229e-08j),
(8.8678641342e-10-3.00860501634e-08j),(-3.3669435303e-09-3.47107889675e-08j),(-1.2956521497e-08-4.38992076707e-08j),(-3.01261158141e-08-5.74276668511e-08j),(-5.83970881276e-08-7.45728604649e-08j),(-1.02767007341e-07-9.3760566489e-08j),(-1.69819058543e-07-1.11817340194e-07j),(-2.67902702708e-07-1.23251503536e-07j),(-4.06977705502e-07-1.19006603737e-07j),(-5.98510364089e-07-8.52532661877e-08j),(-8.54654198183e-07-1.66169053195e-09j),(-1.18745460297e-06+1.60306239712e-07j),(-1.60690612265e-06+4.39340236134e-07j),(-2.11897434568e-06+8.86243805653e-07j),(-2.72220218331e-06+1.56548335833e-06j),(-3.40414906306e-06+2.55677163204e-06j),(-4.13663595726e-06+3.95532368858e-06j),(-4.87061269869e-06+5.87200837482e-06j),(-5.53078820814e-06+8.43139722406e-06j),(-6.00976565467e-06+1.17692136815e-05j),(-6.16346430458e-06+1.60276490493e-05j),(-5.80649805717e-06+2.13492054803e-05j),(-4.7101717417e-06+2.78694254528e-05j),(-2.60196682919e-06+3.5707510248e-05j),(8.32050714925e-07+4.49573126433e-05j),(5.94108050444e-06+5.56770701938e-05j),(1.31010130505e-05+6.78803301425e-05j),(2.27010217272e-05+8.15284643337e-05j),(3.51276769553e-05+9.65245303102e-05j),(5.07460703228e-05+0.000112711509872j),(6.98779556184e-05+0.000129873150435j),(9.27801562871e-05+0.000147738971406j),(0.000119622092012+0.000165994189096j),(0.000150464981549+0.000184292005531j),(0.000185245166321+0.00020227000889j),(0.000223760396528+0.000219569128273j),(0.000265662064929+0.000235852312971j),(0.000310454393076+0.00025082388533j),(0.000357498857548+0.000264246842983j),(0.000406026117751+0.000275955105079j),(0.00045515591405+0.000285862026309j),(0.000503921774089+0.000293964354666j),(0.000551299915744+0.000300339073456j),(0.000596242685559+0.000305133822857j),(0.000637714375195+0.000308552633423j),(0.000674727082112+0.000310837429087j),(0.000706375505288+0.000312246297159j),(0.000731869439837+0.000313030613116j),(0.000750562369803+0.000313413046416j),(0.000761974911488+0.000313568147162j),(0.000765812252172+0.000313607123571j),(0.000761974912609+0.000313568150418j),(0.00075056237472+0.000313413044841j),(0.000731869436757+0.000313030603094j),(0.000706375487186+0.000312246302344j),(0.000674727090616+0.000310837461116j),(0.000637714429238+0.000308552620376j),(0.000596242666892+0.000305133735733j),(0.000551299782328+0.000300339097916j),(0.000503921802587+0.000293964547643j),(0.000455156175612+0.00028586199867j),(0.00040602609981+0.000275954776578j),(0.000357498481777+0.000264246838992j),(0.000310454354528+0.000250824265408j),(0.000265662384614+0.00023585239317j),(0.000223760512228+0.000219568942332j),(0.000185245170091+0.000202269882881j),(0.000150464887664+0.000184291806311j),(0.000119621765741+0.000165994205462j),(9.27800724218e-05+0.000147739288334j),(6.98781088346e-05+0.000129873309154j),(5.07462257636e-05+0.000112711609498j),(3.51279806518e-05+9.6524475866e-05j),(2.270112043e-05+8.15281444181e-05j),(1.31009002891e-05+6.78801287597e-05j),(5.94092102388e-06+5.56768818274e-05j),(8.31700576512e-07+4.49572903885e-05j),(-2.60217382438e-06+3.57077266852e-05j),(-4.71029389798e-06+2.78696426052e-05j),(-5.80648823455e-06+2.13495620283e-05j),(-6.16323073301e-06+1.60278801483e-05j),(-6.00952642345e-06+1.17693621202e-05j),(-5.53041232783e-06+8.43142980702e-06j),(-4.87032348138e-06+5.87184783763e-06j),(-4.13637330319e-06+3.95512873281e-06j),(-3.40398196488e-06+2.55642237716e-06j),(-2.72216056974e-06+1.56517066281e-06j),(-2.11897970444e-06+8.85878865768e-07j),(-1.60703315194e-06+4.39035491621e-07j),(-1.18755518456e-06+1.60022263017e-07j),(-8.54794718058e-07-1.92286905957e-09j),(-5.98539379913e-07-8.5517448302e-08j),(-4.06929489461e-07-1.19386635145e-07j),(-2.67667092784e-07-1.23836882523e-07j),(-1.69432102785e-07-1.12869396036e-07j),(-1.02236983183e-07-9.55463911698e-08j),(-5.79079047233e-08-7.7587266533e-08j),(-3.00226040201e-08-6.22463525203e-08j),(-1.3938460674e-08-5.13414929958e-08j),(-6.63374807581e-09-4.5713614699e-08j),
(5.64041760666e-09-3.09896567249e-08j),(1.96543213809e-09-3.64497157782e-08j),(-6.5174498862e-09-4.74764304728e-08j),(-2.21661455578e-08-6.41965194237e-08j),(-4.87501943494e-08-8.6412795822e-08j),(-9.16942059884e-08-1.13291633041e-07j),(-1.58333290615e-07-1.4257502183e-07j),(-2.58190976724e-07-1.69901971627e-07j),(-4.03037943551e-07-1.87439899872e-07j),(-6.06960886111e-07-1.82674735055e-07j),(-8.85791821965e-07-1.3641509431e-07j),(-1.25656596796e-06-2.0970141894e-08j),(-1.73578078015e-06+2.02260103335e-07j),(-2.33771134662e-06+5.85064068514e-07j),(-3.07104860057e-06+1.19463067828e-06j),(-3.93555501995e-06+2.11573113846e-06j),(-4.9170476298e-06+3.45174223485e-06j),(-5.98219756214e-06+5.32567331666e-06j),(-7.07254606385e-06+7.87890742596e-06j),(-8.0980419083e-06+1.12696140967e-05j),(-8.93154407768e-06+1.56684782704e-05j),(-9.40294983131e-06+2.12531582534e-05j),(-9.29607280801e-06+2.82009828844e-05j),(-8.34645494763e-06+3.66792716951e-05j),(-6.24254664345e-06+4.6835674135e-05j),(-2.6304038812e-06+5.87863664088e-05j),(2.87889270595e-06+7.26053921262e-05j),(1.06963662969e-05+8.83146428214e-05j),(2.12397589456e-05+0.000105874924811j),(3.49140655557e-05+0.000125181222564j),(5.20886593449e-05+0.000146059926588j),(7.30741258676e-05+0.000168270705012j),(9.80971311145e-05+0.000191513243767j),(0.000127276901892+0.000215436594612j),(0.000160605273003+0.000239653724691j),(0.000197929242937+0.000263759001064j),(0.000238940007362+0.000287346321075j),(0.000283169007556+0.000310029267158j),(0.000329989632989+0.000331459767169j),(0.000378627761097+0.000351342654153j),(0.000428181154628+0.000369447809669j),(0.000477644441075+0.000385618247809j),(0.000525939697842+0.000399771352995j),(0.000571952849609+0.000411894244421j),(0.000614573221332+0.000422034667349j),(0.000652733801816+0.000430287429109j),(0.000685450956008+0.000436777294664j),(0.00071186192258+0.000441640344598j),(0.000731258096561+0.0004450056255j),(0.000743112539706+0.000446978658745j),(0.000747100574471+0.000447628360587j),(0.000743112540012+0.000446978662256j),(0.00073125810189+0.000445005625151j),(0.000711861921997+0.000441640333724j),(0.000685450936363+0.000436777295382j),(0.00065273380245+0.000430287463871j),(0.000614573279973+0.000422034667492j),(0.00057195285207+0.00041189414993j),(0.00052593955328+0.000399771345312j),(0.00047764442337+0.00038561845662j),(0.00042818143708+0.000369447844263j),(0.000378627820849+0.000351342300404j),(0.000329989229922+0.000331459674805j),(0.000283168880039+0.000310029672515j),(0.000238940345045+0.000287346475908j),(0.000197929402243+0.000263758809246j),(0.000160605285018+0.000239653598669j),(0.000127276852737+0.000215436376083j),(9.80967830025e-05+0.000191513186096j),(7.30739691588e-05+0.000168271035112j),(5.208880907e-05+0.00014606012246j),(3.49142020703e-05+0.00012518134098j),(2.12400845029e-05+0.000105874935894j),(1.06965371376e-05+8.83143144498e-05j),(2.87879306685e-06+7.26051609243e-05j),(-2.6305279467e-06+5.87861527569e-05j),(-6.24291180814e-06+4.68355774255e-05j),(-8.3467139452e-06+3.66794767181e-05j),(-9.29622409479e-06+2.82011826208e-05j),(-9.40301203294e-06+2.12535317546e-05j),(-8.93132689897e-06+1.56687651621e-05j),(-8.09782236452e-06+1.12697967482e-05j),(-7.07215902211e-06+7.87901474596e-06j),(-5.98186487225e-06+5.32554202128e-06j),(-4.91675075398e-06+3.45158845875e-06j),(-3.93531466194e-06+2.11539049351e-06j),(-3.07096513069e-06+1.19431066208e-06j),(-2.33765027367e-06+5.84686198589e-07j),(-1.73587163455e-06+2.0191632377e-07j),(-1.25662222995e-06-2.12756453546e-08j),(-8.85900579346e-07-1.36716588399e-07j),(-6.06951346949e-07-1.82947585598e-07j),(-4.02930579981e-07-1.87832450629e-07j),(-2.57859976606e-07-1.70465980015e-07j),(-1.57768848264e-07-1.43606434343e-07j),(-9.08704030724e-08-1.15052129628e-07j),(-4.77711361921e-08-8.94559178979e-08j),(-2.13054664255e-08-6.9163568519e-08j),(-6.36416231192e-09-5.53324945339e-08j),(3.12918501116e-10-4.83506986729e-08j),
(7.62411832562e-09-2.88474961844e-08j),(4.5591416159e-09-3.42677724453e-08j),(-2.62852445327e-09-4.52936685478e-08j),(-1.61544090148e-08-6.22128960873e-08j),(-3.95786396712e-08-8.51224573638e-08j),(-7.80765235251e-08-1.13625590183e-07j),(-1.3871407271e-07-1.46146773494e-07j),(-2.30780467409e-07-1.79264451476e-07j),(-3.65925003742e-07-2.0649061013e-07j),(-5.58318414484e-07-2.17064741846e-07j),(-8.24267715692e-07-1.94121270486e-07j),(-1.18181296417e-06-1.12848554374e-07j),(-1.64931887958e-06+6.18112504194e-08j),(-2.24397917846e-06+3.7750314854e-07j),(-2.97892749699e-06+8.96722728295e-07j),(-3.86013057951e-06+1.69912791837e-06j),(-4.88188883138e-06+2.88288511125e-06j),(-6.02190954946e-06+4.56593448076e-06j),(-7.23569152807e-06+6.8853612839e-06j),(-8.45031778855e-06+9.99622013606e-06j),(-9.55895363341e-06+1.40680804672e-05j),(-1.0415051944e-05+1.92801260378e-05j),(-1.08287398478e-05+2.58145849423e-05j),(-1.05642418385e-05+3.38478418995e-05j),(-9.34016402425e-06+4.35411667706e-05j),(-6.83308575081e-06+5.50294799185e-05j),(-2.68382283274e-06+6.84106503076e-05j),(3.49138875035e-06+8.37352509749e-05j),(1.20869342233e-05+0.00010099709959j),(2.34900269231e-05+0.000120127252554j),(3.80594905725e-05+0.000140989920669j),(5.61037732424e-05+0.000163382420282j),(7.78570894329e-05+0.000187039628938j),(0.000103456615046+0.000211641180822j),(0.000132922678781+0.000236823479745j),(0.000166141316165+0.000262194846876j),(0.000202852563677+0.00028735180639j),(0.000242645278105+0.00031189751467j),(0.000284957541008+0.000335459410415j),(0.000329085390715+0.000357703746377j),(0.000374200039348+0.000378348270218j),(0.000419370804526+0.000397171586312j),(0.000463593692907+0.000414016655058j),(0.000505825767648+0.000428789126151j),(0.000545022875975+0.000441451668314j),(0.000580178388433+0.000452014244972j),(0.000610361635284+0.000460521043701j),(0.000634754377805+0.000467035778127j),(0.000652683326379+0.000471626954795j),(0.000663647114019+0.000474354466934j),(0.000667336537357+0.000475258868692j),(0.000663647114448+0.000474354470249j),(0.000652683331368+0.000471626954261j),(0.00063475437685+0.00046703576798j),(0.000610361617063+0.000460521045035j),(0.000580178390102+0.000452014277055j),(0.000545022929777+0.000441451666841j),(0.000505825767679+0.000428789039969j),(0.000463593561909+0.000414016650824j),(0.000419370791447+0.000397171774187j),(0.000374200291425+0.000378348299014j),(0.000329085443716+0.000357703433703j),(0.000284957189081+0.000335459325264j),(0.000242645157545+0.000311897862528j),(0.000202852844972+0.000287351955368j),(0.000166141471502+0.000262194699716j),(0.000132922712549+0.000236823355253j),(0.00010345656477+0.000211640970634j),(7.78567778771e-05+0.000187039574869j),(5.61036219928e-05+0.000163382699321j),(3.8059597408e-05+0.000140990110476j),(2.34901587947e-05+0.000120127383778j),(1.20872345357e-05+0.000100997111415j),(3.49155480794e-06+8.37349714585e-05j),(-2.68388190968e-06+6.84104281967e-05j),(-6.8332015111e-06+5.50292633614e-05j),(-9.34049132504e-06+4.35410693458e-05j),(-1.05644911217e-05+3.38479987219e-05j),(-1.08289074016e-05+2.58147706858e-05j),(-1.0415119583e-05+1.9280468024e-05j),(-9.5587853464e-06+1.4068356386e-05j),(-8.4501170614e-06+9.99641812096e-06j),(-7.23534004797e-06+6.88547467467e-06j),(-6.02159356361e-06+4.5658488548e-06j),(-4.88159168373e-06+2.88275306995e-06j),(-3.85989230897e-06+1.69883247172e-06j),(-2.97881431505e-06+8.96428775496e-07j),(-2.24390458564e-06+3.77151620681e-07j),(-1.64936937179e-06+6.14886832924e-08j),(-1.181847976e-06-1.13145550706e-07j),(-8.24341530436e-07-1.94403936195e-07j),(-5.58287818043e-07-2.17327893668e-07j),(-3.65790904264e-07-2.06845540376e-07j),(-2.30421386805e-07-1.79778721442e-07j),(-1.38102746616e-07-1.4707478791e-07j),(-7.71629061143e-08-1.15232513587e-07j),(-3.84279460342e-08-8.7922474396e-08j),(-1.49704005291e-08-6.68430610764e-08j),(-1.90223442878e-09-5.26992085714e-08j),(3.88104988721e-09-4.56245767977e-08j),
