(9.05524033393e-08-6.08860845294e-08j),(8.80454496905e-08-7.99451181295e-08j),(8.02574036391e-08-1.18654407327e-07j),(6.15146235475e-08-1.77846358319e-07j),(2.30675661173e-08-2.57969278551e-07j),(-4.71276067611e-08-3.58018878384e-07j),(-1.64470511976e-07-4.74274582064e-07j),(-3.47585958868e-07-5.98526878511e-07j),(-6.17755775474e-07-7.16272831233e-07j),(-9.97824757953e-07-8.04458091556e-07j),(-1.5104312575e-06-8.29515587506e-07j),(-2.17538449394e-06-7.45214733423e-07j),(-3.00633629321e-06-4.9131713791e-07j),(-4.00644195268e-06+7.4649167757e-09j),(-5.16365663223e-06+8.4113164481e-07j),(-6.44519817974e-06+2.11312859728e-06j),(-7.79243190812e-06+3.93732552714e-06j),(-9.11552906313e-06+6.4335192615e-06j),(-1.02896475644e-05+9.72131785773e-06j),(-1.11518824017e-05+1.39123671935e-05j),(-1.15007801237e-05+1.91018155827e-05j),(-1.10977836861e-05+2.53585531255e-05j),(-9.67172133615e-06+3.27161768061e-05j),(-6.92616225504e-06+4.11638897301e-05j),(-2.54934840413e-06+5.06397732698e-05j),(3.77277885217e-06+6.10257407738e-05j),(1.23423663793e-05+7.21459806531e-05j),(2.34332585539e-05+8.37689255517e-05j),(3.72751998862e-05+9.56127858756e-05j),(5.40380378555e-05+0.000107355706946j),(7.38179637315e-05+0.000118648567234j),(9.66266104395e-05+0.000129131802854j),(0.000122382946026+0.00013845354629j),(0.000150910261823+0.000146289185691j),(0.000181936426915+0.000152360836444j),(0.000215099225845+0.000156454498674j),(0.000249955385403+0.000158435670521j),(0.000285992869292+0.000158260042404j),(0.000322646857641+0.000155979756077j),(0.000359315797286+0.000151744349821j),(0.000395379165253+0.000145796090848j),(0.000430215854831+0.000138460994389j),(0.000463220746017+0.000130132637763j),(0.000493819321778+0.000121252769555j),(0.000521479924609+0.000112291066176j),(0.000545725819296+0.000103720728708j),(0.000566143827765+9.5993226508e-05j),(0.000582388628643+8.95153992152e-05j),(0.000594188205981+8.46283474954e-05j),(0.00060134702937+8.15892408797e-05j),(0.000603746331362+8.05579982822e-05j),(0.000601346651799+8.15890968102e-05j),(0.000594188124562+8.46282339096e-05j),(0.00058238852789+8.95153777713e-05j),(0.000566143859125+9.59933443838e-05j),(0.000545726220055+0.000103720918714j),(0.000521479940296+0.000112291235272j),(0.000493819131063+0.000121252629433j),(0.000463220845844+0.000130132164526j),(0.000430215886145+0.000138460941331j),(0.000395379006476+0.000145796343442j),(0.000359315522494+0.000151744371485j),(0.000322646814567+0.000155979870743j),(0.000285993096682+0.000158260189016j),(0.000249955482972+0.000158435768713j),(0.000215099400206+0.000156454508941j),(0.000181936560341+0.000152360624912j),(0.000150910276578+0.000146289050833j),(0.000122382931944+0.000138453357601j),(9.66264047221e-05+0.000129131670697j),(7.38178113506e-05+0.000118648565892j),(5.40378347271e-05+0.000107355721243j),(3.72750509846e-05+9.56129776262e-05j),(2.34332204847e-05+8.37690804744e-05j),(1.23423484433e-05+7.21462076186e-05j),(3.77292765485e-06+6.1025920441e-05j),(-2.54921785491e-06+5.06398871272e-05j),(-6.92592470201e-06+4.11639747519e-05j),(-9.6715191105e-06+3.27161199891e-05j),(-1.10975816432e-05+2.53584928928e-05j),(-1.15006126179e-05+1.91016211163e-05j),(-1.11518051162e-05+1.39121878861e-05j),(-1.02896000101e-05+9.72106857606e-06j),(-9.11561728823e-06+6.4333023136e-06j),(-7.79254840344e-06+3.93713018382e-06j),(-6.44544789065e-06+2.1130028814e-06j),(-5.16391889193e-06+8.41140028908e-07j),(-4.00676731052e-06+7.62568824117e-09j),(-3.00657891063e-06-4.90884852411e-07j),(-2.17547515612e-06-7.44508435672e-07j),(-1.51013144575e-06-8.28423225988e-07j),(-9.96862840565e-07-8.03053615339e-07j),(-6.15706153609e-07-7.14613630358e-07j),(-3.43919126782e-07-5.9698298444e-07j),(-1.58559084344e-07-4.73419802189e-07j),(-3.83095996545e-08-3.58970207307e-07j),(3.53202652936e-08-2.6238665801e-07j),(7.73857865924e-08-1.88236736226e-07j),(9.91814501891e-08-1.38405657261e-07j),(1.08215803168e-07-1.13464044314e-07j),
(9.82026614525e-08-4.92701420258e-08j),(9.81484557964e-08-6.86278343878e-08j),(9.53470801317e-08-1.08291852284e-07j),(8.42393278025e-08-1.6983252172e-07j),(5.61462993157e-08-2.54828787067e-07j),(-1.09581291714e-09-3.63847522186e-07j),(-1.03351826191e-07-4.95167432933e-07j),(-2.7030568894e-07-6.43018080952e-07j),(-5.25108363537e-07-7.95672987127e-07j),(-8.93610818598e-07-9.33082003145e-07j),(-1.40281756918e-06-1.02464668154e-06j),(-2.0785968106e-06-1.02675506577e-06j),(-2.9424772313e-06-8.80973861257e-07j),(-4.00751429046e-06-5.12449251105e-07j),(-5.27347488471e-06+1.70382958854e-07j),(-6.72121220261e-06+1.27527906204e-06j),(-8.30707723093e-06+2.92381625731e-06j),(-9.95705432137e-06+5.24766050459e-06j),(-1.15620744981e-05+8.38289206363e-06j),(-1.2973970397e-05+1.24627333969e-05j),(-1.40038455744e-05+1.76089830127e-05j),(-1.44221973144e-05+2.392217463e-05j),(-1.39622541367e-05+3.14718556349e-05j),(-1.23260301891e-05+4.02865830487e-05j),(-9.19346581211e-06+5.03458429882e-05j),(-4.23465753956e-06+6.1573258689e-05j),(2.87602784725e-06+7.38332003557e-05j),(1.24433843229e-05+8.6930467436e-05j),(2.47347951965e-05+0.000100613841112j),(3.99630521453e-05+0.000114584006517j),(5.82709665438e-05+0.000128504614526j),(7.97180848628e-05+0.000142017607544j),(0.000104270294212+0.000154760257574j),(0.000131794070594+0.000166384412924j),(0.000162054172893+0.000176575884872j),(0.000194716714684+0.000185072464971j),(0.000229356001751+0.000191680649102j),(0.000265465521141+0.000196287988799j),(0.000302472947319+0.000198871588275j),(0.000339756170443+0.000199501069806j),(0.000376661736715+0.000198336365799j),(0.000412524255508+0.000195621094616j),(0.000446685305314+0.000191668668297j),(0.00047851068356+0.000186844894384j),(0.000507405312294+0.000181549087427j),(0.000532828565403+0.000176191444892j),(0.000554306305443+0.000171169022329j),(0.000571438390847+0.000166843090539j),(0.000583906811269+0.00016351889919j),(0.000591481314219+0.000161427945647j),(0.000594021645016+0.000160714467809j),(0.000591480984759+0.000161427730533j),(0.000583906728891+0.000163518790088j),(0.000571438300114+0.000166843051695j),(0.000554306331332+0.000171169130751j),(0.000532828913274+0.000176191717475j),(0.000507405303897+0.000181549243858j),(0.000478510524025+0.000186844705218j),(0.000446685481174+0.00019166824661j),(0.000412524288475+0.00019562104308j),(0.000376661524054+0.000198336578218j),(0.00033975591648+0.000199501058786j),(0.00030247288742+0.00019887169058j),(0.00026546571245+0.000196288180082j),(0.000229356097407+0.000191680751148j),(0.000194716876245+0.000185072496496j),(0.000162054344695+0.000176575705415j),(0.000131794101416+0.000166384267397j),(0.000104270301074+0.000154760078709j),(7.97179095678e-05+0.000142017440113j),(5.82708020697e-05+0.00012850459269j),(3.99628584678e-05+0.000114583998243j),(2.47346132182e-05+0.000100614001786j),(1.24433265275e-05+8.6930628717e-05j),(2.875982437e-06+7.38334134753e-05j),(-4.23454126962e-06+6.15734667832e-05j),(-9.19334084569e-06+5.03459703091e-05j),(-1.23258149663e-05+4.02867003983e-05j),(-1.39620348933e-05+3.14718301124e-05j),(-1.44219943489e-05+2.3922135185e-05j),(-1.40036476012e-05+1.7608819664e-05j),(-1.297387018e-05+1.24625557547e-05j),(-1.15619948071e-05+8.38265793033e-06j),(-9.95710947969e-06+5.24742466708e-06j),(-8.30717225541e-06+2.92361154845e-06j),(-6.72143792587e-06+1.27511636663e-06j),(-5.27374299353e-06+1.70358967124e-07j),(-4.00785207619e-06-5.12332778019e-07j),(-2.94277940431e-06-8.80575657709e-07j),(-2.07877115535e-06-1.02606244652e-06j),(-1.40266127309e-06-1.02352308792e-06j),(-8.9282541941e-07-9.31558245375e-07j),(-5.2327682128e-07-7.93762323602e-07j),(-2.66840347059e-07-6.41011421378e-07j),(-9.7562617844e-08-4.9356788846e-07j),(7.82802854979e-09-3.63675519577e-07j),(6.8939599206e-08-2.57682162806e-07j),(1.0141082977e-07-1.7818332845e-07j),(1.16765661833e-07-1.25600897963e-07j),(1.22578894098e-07-9.95245253331e-08j),
(1.12064118765e-07-4.7554194332e-08j),(1.13363974752e-07-6.89740784141e-08j),(1.13048633376e-07-1.13053857884e-07j),(1.0507449845e-07-1.81917701917e-07j),(7.99434242752e-08-2.77924278567e-07j),(2.4230685534e-08-4.02543956591e-07j),(-7.97490578572e-08-5.54982639387e-07j),(-2.54185020563e-07-7.30212440009e-07j),(-5.25527527813e-07-9.16866104669e-07j),(-9.23781461999e-07-1.09452599179e-06j),(-1.48097427589e-06-1.2311884073e-06j),(-2.22875255199e-06-1.28033933973e-06j),(-3.19500317714e-06-1.17876133257e-06j),(-4.39932655869e-06-8.44452246973e-07j),(-5.84778525795e-06-1.75986808934e-07j),(-7.52656092254e-06+9.47297016348e-07j),(-9.39567324818e-06+2.66306799684e-06j),(-1.13821502071e-05+5.12223559805e-06j),(-1.33745062297e-05+8.48303442507e-06j),(-1.52177124162e-05+1.29031671534e-05j),(-1.67108258383e-05+1.85305111774e-05j),(-1.76064526731e-05+2.5492101909e-05j),(-1.76137495304e-05+3.38832242825e-05j),(-1.64045115826e-05+4.37558287021e-05j),(-1.36226618229e-05+5.51089982984e-05j),(-8.89745026103e-06+6.78805736749e-05j),(-1.85875771814e-06+8.19423979495e-05j),(7.84446945061e-06+9.70989095803e-05j),(2.05256628018e-05+0.000113089844971j),(3.6441045746e-05+0.000129597968791j),(5.57717707418e-05+0.000146260186462j),(7.86082537411e-05+0.000162683695571j),(0.00010493736889+0.000178464159483j),(0.000134634882883+0.000193206604944j),(0.000167461517365+0.000206546859205j),(0.000203065134556+0.000218171607763j),(0.000240987242776+0.00022783750389j),(0.00028067423174+0.000235385579322j),(0.000321493571208+0.000240751637805j),(0.000362751278786+0.000243970706837j),(0.000403712478737+0.000245175744289j),(0.00044362348327+0.000244591746697j),(0.000481733601024+0.000242521533547j),(0.00051731543666+0.00023932755233j),(0.000549682657403+0.000235412161175j),(0.000578208554157+0.000231193470189j),(0.000602341051797+0.000227079435466j),(0.00062161237444+0.000223443442321j),(0.000635649572878+0.000220602329466j),(0.000644181971068+0.000218797077252j),(0.000647044376633+0.000218178087808j),(0.000644181595913+0.000218796821454j),(0.00063564950742+0.000220602192729j),(0.000621612270219+0.000223443393517j),(0.00060234106147+0.000227079567476j),(0.000578208945606+0.000231193784362j),(0.00054968263056+0.000235412344782j),(0.000517315261799+0.000239327343117j),(0.000481733830358+0.000242521047433j),(0.000443623525498+0.000244591699513j),(0.000403712236098+0.000245175981275j),(0.000362750980385+0.000243970663933j),(0.000321493499449+0.000240751754145j),(0.000280674445152+0.000235385798755j),(0.000240987328484+0.000227837629207j),(0.000203065321461+0.000218171657802j),(0.000167461715759+0.000206546659096j),(0.000134634926893+0.000193206457486j),(0.000104937395287+0.00017846395205j),(7.86080590251e-05+0.000162683501419j),(5.57716006728e-05+0.000146260152764j),(3.64408223343e-05+0.000129597939612j),(2.05254539821e-05+0.00011309002133j),(7.8443950764e-06+9.70990740619e-05j),(-1.8588277497e-06+8.19426407773e-05j),(-8.89732691108e-06+6.78808066075e-05j),(-1.36225414048e-05+5.51091501416e-05j),(-1.64042711994e-05+4.37559753032e-05j),(-1.76135122476e-05+3.38832058086e-05j),(-1.76062195439e-05+2.54920790527e-05j),(-1.67105974585e-05+1.85303351581e-05j),(-1.52175895541e-05+1.29029851086e-05j),(-1.33743990496e-05+8.48277268108e-06j),(-1.13821997981e-05+5.12197617982e-06j),(-9.39575882766e-06+2.66282981488e-06j),(-7.52680630159e-06+9.47103238621e-07j),(-5.84807481614e-06-1.76033707098e-07j),(-4.39971545304e-06-8.44348033555e-07j),(-3.19536162269e-06-1.17834099616e-06j),(-2.22900045641e-06-1.27958810863e-06j),(-1.48087912488e-06-1.22993169994e-06j),(-9.23025818886e-07-1.09278781029e-06j),(-5.23637390855e-07-9.14619369608e-07j),(-2.50498892319e-07-7.27749330473e-07j),(-7.34613125155e-08-5.52799382532e-07j),(3.4084561653e-08-4.01722117424e-07j),(9.42922302352e-08-2.80171125271e-07j),(1.24653610872e-07-1.89939509608e-07j),(1.37957506742e-07-1.30683577026e-07j),(1.42560734526e-07-1.01424999839e-07j),
(1.20591253518e-07-5.15467058237e-08j),(1.21938007949e-07-7.46414577491e-08j),(1.21486010072e-07-1.22160909621e-07j),(1.12706692252e-07-1.96387097405e-07j),(8.53532153669e-08-2.99838441988e-07j),(2.49287166926e-08-4.34077418471e-07j),(-8.76394484679e-08-5.98198290154e-07j),(-2.76301666764e-07-7.86728648013e-07j),(-5.69565858181e-07-9.87326510523e-07j),(-9.99795398944e-07-1.17787980736e-06j),(-1.60147108403e-06-1.32374929348e-06j),(-2.40867855808e-06-1.37462297286e-06j),(-3.45135287846e-06-1.26215710409e-06j),(-4.75048875611e-06-8.97709771981e-07j),(-6.312353689e-06-1.71709080254e-07j),(-8.12173619647e-06+1.04620966687e-06j),(-1.01350670431e-05+2.90468167191e-06j),(-1.22731069866e-05+5.56665422304e-06j),(-1.44149551804e-05+9.20283512099e-06j),(-1.63926104451e-05+1.39833464805e-05j),(-1.79884825483e-05+2.00675153012e-05j),(-1.89347211068e-05+2.75920936919e-05j),(-1.89166315282e-05+3.66593715915e-05j),(-1.75790980976e-05+4.73246978429e-05j),(-1.45370533793e-05+5.95862178993e-05j),(-9.38960098505e-06+7.33757388317e-05j),(-1.73669746389e-06+8.85537790286e-05j),(8.80094469178e-06+0.000104907883383j),(2.2561836307e-05+0.000122155790044j),(3.98223998532e-05+0.000139953673015j),(6.07778636164e-05+0.000157908290713j),(8.55251271746e-05+0.000175594521835j),(0.000114049124464+0.000192574934479j),(0.000146214586447+0.00020842262395j),(0.000181761794233+0.000222744209018j),(0.000220309141385+0.000235201711607j),(0.000261359997799+0.000245533156531j),(0.000304315092964+0.000253568070001j),(0.000348489944618+0.000259238911623j),(0.000393133802812+0.000262585617703j),(0.000437452018065+0.000263754255458j),(0.000480629629546+0.000262990605085j),(0.000521855183295+0.000260624683817j),(0.000560342703263+0.000257051088011j),(0.000595350594216+0.000252707332647j),(0.000626201824377+0.000248047891599j),(0.000652300141567+0.00024351621295j),(0.000673140427556+0.000239517827916j),(0.000688319968818+0.000236396843186j),(0.000697546517578+0.000234415088652j),(0.000700641774926+0.000233735773847j),(0.000697546127028+0.000234414767981j),(0.000688319884637+0.000236396727987j),(0.000673140319825+0.000239517765982j),(0.00065230015742+0.000243516328651j),(0.000626202241787+0.000248048285687j),(0.000595350557612+0.000252707517545j),(0.000560342504492+0.000257050824598j),(0.000521855468575+0.000260624190374j),(0.00048062967072+0.000262990550047j),(0.000437451718178+0.00026375450962j),(0.000393133510445+0.000262585564823j),(0.000348489859074+0.00025923902741j),(0.000304315316808+0.000253568336734j),(0.000261360102079+0.000245533272125j),(0.000220309325616+0.000235201770397j),(0.000181762031956+0.000222744002157j),(0.000146214621323+0.00020842244664j),(0.000114049154164+0.000192574729889j),(8.55249269544e-05+0.000175594292151j),(6.07776613227e-05+0.000157908264343j),(3.9822177498e-05+0.000139953640899j),(2.25615920653e-05+0.0001221559719j),(8.80087502065e-06+0.000104908077558j),(-1.73677630314e-06+8.85540237083e-05j),(-9.38947238889e-06+7.33760090153e-05j),(-1.45369112214e-05+5.95863687931e-05j),(-1.75788529418e-05+4.73248643424e-05j),(-1.89163577367e-05+3.66593499162e-05j),(-1.89344840652e-05+2.75920642333e-05j),(-1.79882228341e-05+2.00673334374e-05j),(-1.63924861174e-05+1.39831370764e-05j),(-1.4414835177e-05+9.20256511282e-06j),(-1.22731608677e-05+5.5663599772e-06j),(-1.01351630178e-05+2.904436202e-06j),(-8.12199521635e-06+1.04598954302e-06j),(-6.31267402917e-06-1.71752161206e-07j),(-4.75089931887e-06-8.97603925373e-07j),(-3.45174808358e-06-1.26170140397e-06j),(-2.40893617535e-06-1.37381647666e-06j),(-1.60137547741e-06-1.32239755953e-06j),(-9.98972081148e-07-1.17601008832e-06j),(-5.6753362229e-07-9.84914704008e-07j),(-2.72323181064e-07-7.84083743997e-07j),(-8.08692846995e-08-5.95865708383e-07j),(3.55446255931e-08-4.33215089381e-07j),(1.00798342765e-07-3.02297492712e-07j),(1.3377776199e-07-2.05077901275e-07j),(1.4827406478e-07-1.41222212398e-07j),(1.53312288759e-07-1.0968688354e-07j),
(1.07496402717e-07-7.11186649122e-08j),(1.04673100833e-07-9.36715882387e-08j),(9.57457675956e-08-1.39496199227e-07j),(7.40036481468e-08-2.09606209966e-07j),(2.90919219384e-08-3.04588524883e-07j),(-5.32477995664e-08-4.23309677957e-07j),(-1.9126304907e-07-5.61455041134e-07j),(-4.07029377038e-07-7.09381882176e-07j),(-7.25803836057e-07-8.50031388728e-07j),(-1.17470439033e-06-9.56190557162e-07j),(-1.78065983412e-06-9.88224328461e-07j),(-2.5672496067e-06-8.91458353023e-07j),(-3.5508318003e-06-5.94635391015e-07j),(-4.73531149272e-06-8.62567088403e-09j),(-6.10666612247e-06+9.73148746487e-07j),(-7.62625951924e-06+2.47322914317e-06j),(-9.22489483025e-06+4.62655804408e-06j),(-1.07963507844e-05+7.57510156687e-06j),(-1.21929578411e-05+1.14606796862e-05j),(-1.3221884097e-05+1.64156303209e-05j),(-1.36446088268e-05+2.25528254684e-05j),(-1.31786225096e-05+2.99539322081e-05j),(-1.15027003254e-05+3.86588499784e-05j),(-8.26572754795e-06+4.86547727214e-05j),(-3.09832586468e-06+5.98683057969e-05j),(4.37151683316e-06+7.21594401323e-05j),(1.45017769783e-05+8.53196741181e-05j),(2.76168063934e-05+9.90744630844e-05j),(4.39886987809e-05+0.00011308961952j),(6.38185602913e-05+0.00012698357176j),(8.72201273648e-05+0.000140342362591j),(0.000114207025567+0.000152739742843j),(0.00014468297832+0.000163758656826j),(0.000178438463545+0.000173014367773j),(0.000215150933067+0.000180177720746j),(0.000254391183354+0.000184995251905j),(0.00029563418068+0.00018730789659j),(0.000338273482503+0.000187063583598j),(0.000381640447108+0.000184324567596j),(0.000425023063097+0.000179268645738j),(0.000467686958176+0.000172183465763j),(0.000508897411055+0.000163456083862j),(0.000547938789063+0.000153553557546j),(0.000584131809549+0.000142999807299j),(0.000616847962887+0.000132352053019j),(0.000645523884729+0.00012217160812j),(0.000669671568811+0.000112993782133j),(0.000688883050098+0.000105301063738j),(0.000702837089898+9.9497966923e-05j),(0.000711302938982+9.58893542401e-05j),(0.000714140243627+9.46648879984e-05j),(0.000711302438001+9.58891948586e-05j),(0.000702837023776+9.94978155956e-05j),(0.000688882918087+0.000105301039926j),(0.000669671585103+0.000112993937516j),(0.000645524415494+0.000122171810169j),(0.000616847973065+0.000132352277938j),(0.000584131553132+0.000142999663909j),(0.000547938912889+0.000153552931515j),(0.000508897456538+0.000163456030828j),(0.000467686785444+0.000172183803239j),(0.000425022701852+0.000179268651822j),(0.000381640396971+0.000184324713139j),(0.000338273783325+0.000187063747249j),(0.000295634275259+0.000187308022719j),(0.000254391406164+0.000184995271606j),(0.000215151084511+0.000180177444331j),(0.0001784384788+0.000173014227001j),(0.000144682972981+0.000163758417052j),(0.00011420675929+0.000152739591402j),(8.72199641277e-05+0.000140342365907j),(6.38183041224e-05+0.000126983577364j),(4.39885280196e-05+0.000113089866501j),(2.76167641303e-05+9.90746302771e-05j),(1.45017468373e-05+8.53199590446e-05j),(4.37170937583e-06+7.21596448072e-05j),(-3.0981864946e-06+5.98684428178e-05j),(-8.26542925591e-06+4.86548773887e-05j),(-1.15024723867e-05+3.8658772337e-05j),(-1.31783746522e-05+2.99538726649e-05j),(-1.36444133367e-05+2.25525799923e-05j),(-1.32217941659e-05+1.64154305509e-05j),(-1.2192896409e-05+1.14603714686e-05j),(-1.07964639549e-05+7.57485275163e-06j),(-9.22502370022e-06+4.62631896652e-06j),(-7.62656723651e-06+2.47308193065e-06j),(-6.10696868377e-06+9.73155875286e-07j),(-4.73571065773e-06-8.43894001066e-09j),(-3.55111738964e-06-5.94122094495e-07j),(-2.56737447446e-06-8.90626339915e-07j),(-1.7803140087e-06-9.86922359902e-07j),(-1.1735895126e-06-9.54522433011e-07j),(-7.23398028797e-07-8.48040330106e-07j),(-4.02716295291e-07-7.07520654097e-07j),(-1.84286084168e-07-5.60377165629e-07j),(-4.28205587301e-08-4.24347706316e-07j),(4.36120339173e-08-3.09686239246e-07j),(9.28517466402e-08-2.21739397407e-07j),(1.18279941806e-07-1.62667743225e-07j),(1.28787537915e-07-1.33113196738e-07j),
(7.93902614273e-08-4.61522475181e-08j),(7.83235987174e-08-6.22845445284e-08j),(7.38959238265e-08-9.51932073151e-08j),(6.1391996705e-08-1.45884108159e-07j),(3.35003418107e-08-2.15201438351e-07j),(-1.99358718104e-08-3.02955783955e-07j),(-1.12023922e-07-4.06852845186e-07j),(-2.58824580581e-07-5.21019125208e-07j),(-4.78948758383e-07-6.34439996388e-07j),(-7.92790109936e-07-7.29029062565e-07j),(-1.22111042145e-06-7.77874302378e-07j),(-1.78300075974e-06-7.43311531764e-07j),(-2.49311574863e-06-5.75613994684e-07j),(-3.35814919691e-06-2.11891019361e-07j),(-4.37282188019e-06+4.23867101746e-07j),(-5.51523455022e-06+1.42004535931e-06j),(-6.74237481895e-06+2.87510375219e-06j),(-7.98545257413e-06+4.89414969737e-06j),(-9.14635057115e-06+7.58395116495e-06j),(-1.00946747154e-05+1.10466667759e-05j),(-1.06669107644e-05+1.53726479359e-05j),(-1.06670829397e-05+2.06322673345e-05j),(-9.87009750572e-06+2.68680605959e-05j),(-8.02733878553e-06+3.4086759661e-05j),(-4.87471713443e-06+4.22531324564e-05j),(-1.43216197137e-07+5.1285045165e-05j),(6.42922745192e-06+6.10514724691e-05j),(1.50839475429e-05+7.13731920497e-05j),(2.60280412611e-05+8.20266779453e-05j),(3.9420576905e-05+9.27516748454e-05j),(5.53604910435e-05+0.000103261234384j),(7.38764849914e-05+0.000113255197045j),(9.49193853446e-05+0.000122434897069j),(0.000118358534072+0.00013051943558j),(0.000143980987203+0.000137261875129j),(0.000171495119437+0.000142463959977j),(0.000200537273588+0.000145989594868j),(0.00023068157609+0.000147774417543j),(0.000261452885721+0.00014783194128j),(0.000292340195444+0.000146255114439j),(0.000322811793571+0.000143213427916j),(0.000352331007982+0.000138946321352j),(0.00038037098452+0.000133750535208j),(0.000406427927321+0.000127964763517j),(0.000430032398604+0.000121953254076j),(0.000450760717295+0.000116086119104j),(0.00046824347782+0.000110718737006j),(0.000482170408451+0.000106172725654j),(0.000492296001765+0.000102718674348j),(0.000498443121636+0.000100561147537j),(0.00050050402449+9.98274486223e-05j),(0.000498442822166+0.000100561000548j),(0.000492295928084+0.000102718588567j),(0.000482170328262+0.000106172701364j),(0.000468243503262+0.000110718825409j),(0.000450761037106+0.00011608630994j),(0.000430032408882+0.000121953390349j),(0.000406427771871+0.000127964629319j),(0.000380371091544+0.000133750160426j),(0.000352331036457+0.00013894626966j),(0.000322811641147+0.000143213628925j),(0.000292339977862+0.000146255126466j),(0.000261452838706+0.000147832028779j),(0.000230681754211+0.000147774558691j),(0.000200537359882+0.000145989674015j),(0.000171495255579+0.000142463977966j),(0.000143981116315+0.000137261711022j),(0.000118358548884+0.00013051931393j),(9.4919381267e-05+0.000122434748154j),(7.38763261953e-05+0.000113255069565j),(5.53603545131e-05+0.00010326122868j),(3.94204156421e-05+9.27516785636e-05j),(2.60279001915e-05+8.20268247976e-05j),(1.50839114973e-05+7.1373328002e-05j),(6.42920147427e-06+6.10516524084e-05j),(-1.43105047994e-07+5.12852105292e-05j),(-4.87460714672e-06+4.22532291165e-05j),(-8.02715252151e-06+3.40868450063e-05j),(-9.86991761833e-06+2.68680245004e-05j),(-1.06669177751e-05+2.06322237749e-05j),(-1.06667556492e-05+1.53724995254e-05j),(-1.0094603721e-05+1.10465142367e-05j),(-9.14629726637e-06+7.58375195925e-06j),(-7.98551404854e-06+4.89395718283e-06j),(-6.742465286e-06+2.87493982696e-06j),(-5.51543359922e-06+1.41992295147e-06j),(-4.37304725791e-06+4.23864052709e-07j),(-3.3584262136e-06-2.11774239845e-07j),(-2.49334756533e-06-5.75261964809e-07j),(-1.7831104343e-06-7.42721390308e-07j),(-1.22092130182e-06-7.76939333347e-07j),(-7.92054035932e-07-7.27793347793e-07j),(-4.77318635026e-07-6.32933681256e-07j),(-2.5582399619e-07-5.19517997004e-07j),(-1.07103951937e-07-4.05811377665e-07j),(-1.247234583e-08-3.03269437217e-07j),(4.40353985966e-08-2.18241411997e-07j),(7.52931325395e-08-1.53739942976e-07j),(9.0869403697e-08-1.10743126006e-07j),(9.70939181737e-08-8.93223428456e-08j),
