(6.56834564492e-06+2.0725898888e-06j),(7.05262807952e-06+1.18620757932e-06j),(7.91257718474e-06-6.50595965238e-07j),(8.92727103672e-06-3.55251997205e-06j),(9.75551962394e-06-7.65952444629e-06j),(9.93055801905e-06-1.30982621431e-05j),(8.85488061881e-06-1.99345167709e-05j),(5.8080567947e-06-2.8115638595e-05j),(-3.89561802321e-08-3.74096599334e-05j),(-9.58586167654e-06-4.73422440319e-05j),(-2.37545745963e-05-5.71395748855e-05j),(-4.34116806242e-05-6.56821147711e-05j),(-6.92831055809e-05-7.14744264021e-05j),(-0.000101841638993-7.26415424209e-05j),(-0.000141197864662-6.6951583853e-05j),(-0.000186980552894-5.18781179847e-05j),(-0.000238237448162-2.46845266603e-05j),(-0.000293340576447+1.74452111455e-05j),(-0.000349933055131+7.72550311093e-05j),(-0.000404919368773+0.00015723199212j),(-0.000454497633495+0.000259443150615j),(-0.000494228977046+0.000385344569815j),(-0.000519167149824+0.000535607930833j),(-0.000524068829678+0.000709983075195j),(-0.000503595496599+0.000907240125235j),(-0.000452545948982+0.00112511778484j),(-0.000366122565003+0.00136032266089j),(-0.000240222989685+0.00160864339011j),(-7.164475171e-05+0.00186510311721j),(0.0001417018383+0.00212414836535j),(0.000400616907697+0.00237989153863j),(0.000704532604121+0.00262641090733j),(0.00105146624457+0.00285799521999j),(0.00143803074186+0.00306944634382j),(0.00185953086122+0.00325635014956j),(0.0023101244963+0.00341526369973j),(0.00278297354472+0.00354390400242j),(0.00327049919627+0.00364124812505j),(0.00376461267757+0.00370755756165j),(0.00425693334631+0.00374435453863j),(0.00473907005434+0.00375433786034j),(0.00520280657641+0.00374120056352j),(0.00564030804627+0.00370944741057j),(0.00604429978524+0.00366414796616j),(0.00640817045228+0.00361063993349j),(0.00672608984915+0.00355429295652j),(0.00699306910922+0.00350019304009j),(0.007204993588+0.0034528986753j),(0.00735866027364+0.00341623035282j),(0.00745177707713+0.00339303755249j),(0.00748296707686+0.00338510581832j),(0.00745177572006+0.00339303748573j),(0.00735865851482+0.00341622250198j),(0.00720499212332+0.00345289838401j),(0.00699306797128+0.00350018940716j),(0.00672609004928+0.00355429284206j),(0.00640817146705+0.00361064639486j),(0.00604429873922+0.0036641488579j),(0.00564030957158+0.00370945372125j),(0.00520280573715+0.00374120157644j),(0.00473906999336+0.00375433462526j),(0.00425693826494+0.00374435344634j),(0.00376461224715+0.00370755259332j),(0.00327050374869+0.00364124595613j),(0.00278297399019+0.00354390440101j),(0.00231011874983+0.00341526389329j),(0.00185952968054+0.00325634798101j),(0.00143802474262+0.00306944749884j),(0.00105146394253+0.00285799306738j),(0.000704534436865+0.00262641071431j),(0.000400617689296+0.00237989930779j),(0.000141699391894+0.0021241503748j),(-7.1643885846e-05+0.00186510658556j),(-0.000240222183284+0.00160864550601j),(-0.000366122334037+0.00136032138588j),(-0.000452537093134+0.00112511667492j),(-0.000503591424069+0.000907245374483j),(-0.000524069628592+0.000709984094276j),(-0.00051916589647+0.000535600240672j),(-0.000494220721981+0.000385340459308j),(-0.000454494227862+0.000259440585116j),(-0.000404920543673+0.000157226294179j),(-0.000349934569008+7.7242496012e-05j),(-0.000293344376586+1.7433747431e-05j),(-0.000238248374502-2.46972330072e-05j),(-0.000187002462741-5.18897034613e-05j),(-0.000141230351182-6.69598833071e-05j),(-0.00010188898388-7.26371031872e-05j),(-6.93441699847e-05-7.1448792576e-05j),(-4.34846433901e-05-6.56216957667e-05j),(-2.38270618405e-05-5.70288930016e-05j),(-9.64019060097e-06-4.71639448899e-05j),(-4.15590865543e-08-3.71490850582e-05j),(5.9028117902e-06-2.7765833987e-05j),(9.11169547592e-06-1.95032092116e-05j),(1.0426936484e-05-1.26186434821e-05j),(1.05810984615e-05-7.20078630429e-06j),(1.01702861497e-05-3.23345199867e-06j),(9.64607500946e-06-6.50114025006e-07j),(9.30880640874e-06+6.19745524837e-07j),
(1.68174226586e-06-1.82417388917e-06j),(1.46688873151e-06-2.11733640632e-06j),(9.99798253713e-07-2.67803471708e-06j),(2.09480030682e-07-3.45180176037e-06j),(-1.00156138747e-06-4.34885258683e-06j),(-2.74564539112e-06-5.23655281251e-06j),(-5.13512693414e-06-5.93046024023e-06j),(-8.26260205902e-06-6.1882036048e-06j),(-1.21787865943e-05-5.70482434228e-06j),(-1.68664301572e-05-4.11562241753e-06j),(-2.2214205907e-05-1.00318737682e-06j),(-2.79901600232e-05+4.08438665435e-06j),(-3.38186934126e-05+1.16103520435e-05j),(-3.9162652654e-05+2.20133216096e-05j),(-4.3313867135e-05+3.56683614267e-05j),(-4.53955908882e-05+5.28388645989e-05j),(-4.43744979601e-05+7.36313169565e-05j),(-3.90892027036e-05+9.79449098033e-05j),(-2.82912632407e-05+0.000125431150265j),(-1.07036886018e-05+0.000155463261263j),(1.49214763659e-05+0.000187121223199j),(4.97302542791e-05+0.000219185697714j),(9.46905541109e-05+0.000250153902346j),(0.000150516676483+0.000278287596794j),(0.000217619549588+0.000301668633418j),(0.000296054390306+0.000318267029818j),(0.000385479986482+0.000326027981332j),(0.00048515292782+0.000322983057061j),(0.00059394468358+0.00030733936124j),(0.000710370920456+0.000277577641382j),(0.000832643977204+0.000232546591105j),(0.000958757568859+0.000171532324594j),(0.00108655892968+9.43122386442e-05j),(0.00121384908651+1.19660437762e-06j),(0.00133848507969-0.000106962143188j),(0.00145846399521-0.000228792312951j),(0.00157200872183-0.000362423955601j),(0.00167763754954-0.000505556544082j),(0.00177420725836-0.000655529610719j),(0.00186093956587-0.000809396993142j),(0.00193743480695-0.000964031658974j),(0.00200364223159-0.00111621198037j),(0.00205983188236-0.00126271730673j),(0.00210654114764-0.00140042337762j),(0.00214449520357-0.00152637925722j),(0.00217454790099-0.00163788334498j),(0.00219758867459-0.00173254890196j),(0.00221446906177-0.00180835221148j),(0.00222593983658-0.00186367748161j),(0.00223257553155-0.0018973499671j),(0.00223474540916-0.00190865350257j),(0.00223257533678-0.00189734962693j),(0.00222593699439-0.00186367791165j),(0.00221446877398-0.00180835191035j),(0.00219758731962-0.00173254899732j),(0.00217454787711-0.00163788339099j),(0.00214449744892-0.0015263787642j),(0.00210654130535-0.00140042276023j),(0.00205983412762-0.00126271698856j),(0.00200364247152-0.00111621153569j),(0.00193743378361-0.000964032036909j),(0.00186093984741-0.000809398851842j),(0.00177420568915-0.000655530115475j),(0.00167763742402-0.000505558373152j),(0.00157200889858-0.000362424085233j),(0.00145846332673-0.000228790419832j),(0.00133848407103-0.00010696204442j),(0.00121384867182+1.19866579591e-06j),(0.00108655787775+9.43127287796e-05j),(0.000958757696011+0.000171531762935j),(0.000832646621626+0.000232547337889j),(0.000710371265464+0.000277578841201j),(0.000593945906097+0.000307339567949j),(0.000485153738239+0.00032298308838j),(0.000385479713215+0.000326027788979j),(0.000296055187445+0.000318264034479j),(0.00021762189113+0.000301667970004j),(0.000150516996969+0.000278287968588j),(9.46882845232e-05+0.000250152501974j),(4.97300270389e-05+0.000219182345275j),(1.49211728235e-05+0.000187119659123j),(-1.07056450752e-05+0.000155462736961j),(-2.82956027636e-05+0.000125429829311j),(-3.90935609702e-05+9.79443585513e-05j),(-4.43803422871e-05+7.36329403183e-05j),(-4.54026892736e-05+5.28442375031e-05j),(-4.33215891354e-05+3.56777461477e-05j),(-3.91684396968e-05+2.20294726376e-05j),(-3.38196965961e-05+1.16342490874e-05j),(-2.79815641037e-05+4.11749943612e-06j),(-2.21891662891e-05-9.62530892556e-07j),(-1.68164822744e-05-4.07054308553e-06j),(-1.2094090636e-05-5.66405158434e-06j),(-8.13384728915e-06-6.16554940507e-06j),(-4.95500958934e-06-5.94823990879e-06j),(-2.51310815004e-06-5.32509554078e-06j),(-7.25521758638e-07-4.54797648071e-06j),(5.03789268942e-07-3.80838621203e-06j),(1.26518534296e-06-3.24320432544e-06j),(1.62734875334e-06-2.93945796317e-06j),
(-4.74696556488e-06-4.4584638334e-06j),(-5.52281127485e-06-3.90083129565e-06j),(-7.00795455359e-06-2.68648997978e-06j),(-9.06074136862e-06-6.27225859366e-07j),(-1.14471115042e-05+2.53588571624e-06j),(-1.38204941843e-05+7.10165823298e-06j),(-1.56977350212e-05+1.33702949722e-05j),(-1.64425839582e-05+2.15909992981e-05j),(-1.52527121546e-05+3.19041184263e-05j),(-1.11668594822e-05+4.42718199408e-05j),(-3.08247825239e-06+5.84094864577e-05j),(1.01963305207e-05+7.37147551091e-05j),(2.98987616455e-05+8.92067410341e-05j),(5.71920606512e-05+0.000103477421755j),(9.30795908665e-05+0.000114666177122j),(0.000138272779049+0.000120465042851j),(0.000193072522748+0.000118149618814j),(0.00025723446485+0.000104653018112j),(0.000329861932042+7.66731235852e-05j),(0.000409322906765+3.08277632811e-05j),(0.000493211220992-3.61943999706e-05j),(0.000578327761423-0.000127441538519j),(0.000660720048486-0.000245497492183j),(0.000735808425247-0.000392278296285j),(0.000798533468438-0.000568902617118j),(0.000843533374412-0.000775552164535j),(0.000865371258366-0.00101136118233j),(0.00085883304038-0.00127439789273j),(0.000819161435947-0.00156171114715j),(0.000742315414439-0.00186940487923j),(0.000625221218605-0.00219277330334j),(0.000465958789499-0.00252652774757j),(0.000263902213083-0.00286498343358j),(1.98340961729e-05-0.00320232432284j),(-0.000264027307018-0.00353287469017j),(-0.000584091333401-0.00385132168316j),(-0.000935444359195-0.00415294051282j),(-0.00131203024042-0.00443378263533j),(-0.00170683693555-0.00469078952651j),(-0.00211209013906-0.00492186167696j),(-0.00251953191401-0.0051259013207j),(-0.00292064937163-0.0053027300797j),(-0.00330692643895-0.00545301852337j),(-0.00367009789019-0.00557814750228j),(-0.00400235488256-0.00567999439898j),(-0.00429654388259-0.00576078275572j),(-0.00454634463684-0.00582283364047j),(-0.00474639654717-0.00586837200799j),(-0.00489241741219-0.00589936362688j),(-0.00498129551622-0.00591731183508j),(-0.0050111317841-0.00592318439345j),(-0.00498129439972-0.00591731143094j),(-0.0048924190154-0.00589935580651j),(-0.00474639547161-0.00586837144858j),(-0.00454634508669-0.0058228298987j),(-0.00429654409895-0.00576078266128j),(-0.00400235325228-0.00568000063369j),(-0.00367009645379-0.00557814757344j),(-0.00330692535214-0.00545302478986j),(-0.00292064815052-0.00530273058354j),(-0.00251953304185-0.00512589838603j),(-0.00211209508587-0.00492186285217j),(-0.00170683828837-0.00469078498666j),(-0.00131203525511-0.00443378260549j),(-0.000935444634375-0.00415294110193j),(-0.000584086075679-0.00385131961592j),(-0.000264027399426-0.00353287216096j),(1.98398808819e-05-0.00320232308051j),(0.000263903325988-0.00286498051556j),(0.000465957034181-0.00252652816014j),(0.00062522359451-0.0021927806074j),(0.000742318532716-0.00186940543467j),(0.000819162002416-0.00156171451733j),(0.000858833195225-0.00127440006626j),(0.00086537078692-0.00101136013219j),(0.000843525033248-0.000775554603821j),(0.000798532096089-0.000568909045001j),(0.000735809696638-0.000392278967596j),(0.000660716027558-0.00024549112947j),(0.000578318715779-0.000127441401775j),(0.000493207278718-3.6193733777e-05j),(0.000409321695524+3.08329889786e-05j),(0.000329858109451+7.66846458613e-05j),(0.000257232898374+0.000104664281923j),(0.000193076583955+0.000118164960512j),(0.000138286758651+0.000120483868237j),(9.31038215399e-05+0.00011468671852j),(5.72342610757e-05+0.000103493087292j),(2.99613033275e-05+8.92100611468e-05j),(1.02834241998e-05+7.36932724206e-05j),(-2.97522678548e-06+5.83450181324e-05j),(-1.1047206993e-05+4.4142218868e-05j),(-1.51434330833e-05+3.16831519827e-05j),(-1.63795836243e-05+2.12539859607e-05j),(-1.57395055773e-05+1.28972873058e-05j),(-1.40466290592e-05+6.4891853409e-06j),(-1.19625270965e-05+1.80621629741e-06j),(-9.98929347232e-06-1.40890311606e-06j),(-8.48528632845e-06-3.39747567607e-06j),(-7.67801991949e-06-4.34242214684e-06j),
(-7.64360792717e-06-1.45027065086e-06j),(-8.06853085492e-06-3.9099408826e-07j),(-8.78786339645e-06+1.78487063884e-06j),(-9.53825694543e-06+5.17642606093e-06j),(-9.91796049601e-06+9.89496905673e-06j),(-9.38612062251e-06+1.60199736432e-05j),(-7.2632978371e-06+2.35449770809e-05j),(-2.74810796359e-06+3.23140221465e-05j),(5.05862700527e-06+4.19551912714e-05j),(1.71026088324e-05+5.1814994619e-05j),(3.43141124279e-05+6.0900722558e-05j),(5.75145078655e-05+6.7839126187e-05j),(8.73165554259e-05+7.08539324534e-05j),(0.000123997428412+6.77771587253e-05j),(0.000167379457494+5.60891134196e-05j),(0.000216704206535+3.30048898107e-05j),(0.000270532623392-4.41783219575e-06j),(0.000326656271864-5.91187941979e-05j),(0.000382058124347-0.000133857994677j),(0.000432927092151-0.000231006544624j),(0.000474716155745-0.000352368597023j),(0.000502245993761-0.000498975901924j),(0.000509873925007-0.00067091041271j),(0.000491749754926-0.000867178742116j),(0.000442049299579-0.00108567532756j),(0.000355242284517-0.00132315540386j),(0.000226391774752-0.00157526972305j),(5.14667058524e-05-0.00183673370924j),(-0.000172450378812-0.00210152595135j),(-0.000446949587026-0.00236312891969j),(-0.000772127603206-0.00261482550006j),(-0.00114654184883-0.0028500469882j),(-0.00156719034346-0.0030626528087j),(-0.00202956460555-0.00324726977693j),(-0.00252779513237-0.00339958337985j),(-0.0030548580809-0.00351652453642j),(-0.00360276948391-0.00359646237495j),(-0.00416288661668-0.00363928108385j),(-0.0047261698421-0.00364637552658j),(-0.00528342337083-0.00362059561638j),(-0.0058256012736-0.00356611316229j),(-0.00634398899869-0.00348819164923j),(-0.00683041090305-0.00339295387516j),(-0.00727739770838-0.00328708015371j),(-0.00767826029361-0.00317746082477j),(-0.00802719112556-0.00307091632262j),(-0.00831928773483-0.00297383353544j),(-0.00855055621921-0.00289188835009j),(-0.00871792527502-0.00282980474433j),(-0.00881921238462-0.00279109209656j),(-0.00885311677283-0.00277794201345j),(-0.00881921087777-0.00279109228224j),(-0.00871792214409-0.00282979601401j),(-0.00855055458786-0.00289188832127j),(-0.00831928591612-0.00297382954541j),(-0.00802719133089-0.00307091613296j),(-0.00767826240281-0.00317746805418j),(-0.00727739655536-0.00328708122131j),(-0.00683041357686-0.00339296083878j),(-0.00634398814885-0.00348819291355j),(-0.00582560068963-0.00356610948556j),(-0.00528342887818-0.00362059372269j),(-0.00472616855219-0.00364636998877j),(-0.00416289153265-0.00363927797756j),(-0.00360277008095-0.00359646279557j),(-0.00305485154973-0.00351652561405j),(-0.00252779356891-0.00339958100226j),(-0.00202955797376-0.00324727199813j),(-0.00156718742376-0.00306265064065j),(-0.00114654392468-0.00285004642783j),(-0.000772129635419-0.00261483425541j),(-0.000446947002485-0.0023631314809j),(-0.000172451866737-0.00210152972959j),(5.14655067464e-05-0.00183673599979j),(0.000226391806736-0.00157526824991j),(0.000355232372667-0.0013231528129j),(0.00044204394094-0.00108568080045j),(0.000491750597542-0.00086718009533j),(0.000509873690434-0.000670901487375j),(0.000502237133455-0.000498970113921j),(0.00047471264071-0.000352365337397j),(0.000432929222624-0.000231000383736j),(0.000382061540214-0.000133844037583j),(0.000326661999822-5.91064348603e-05j),(0.000270546549651-4.40501776785e-06j),(0.000216730350875+3.30149593376e-05j),(0.000167417010399+5.60941812387e-05j),(0.000124049972824+6.77659108868e-05j),(8.73816763984e-05+7.08171179205e-05j),(5.75884136366e-05+6.77616752093e-05j),(3.43807969111e-05+6.07669645236e-05j),(1.71399829626e-05+5.16077455844e-05j),(5.02701766132e-06+4.16624970511e-05j),(-2.9007834352e-06+3.19341208755e-05j),(-7.60867478726e-06+2.309517084e-05j),(-1.00067133499e-05+1.55478252848e-05j),(-1.09051734393e-05+9.490090928e-06j),(-1.097522838e-05+4.98390417998e-06j),(-1.07326878357e-05+2.0152543821e-06j),(-1.05241169636e-05+5.45318721503e-07j),
(-3.85686565751e-06+5.28249469061e-06j),(-3.20581146643e-06+5.98693441447e-06j),(-1.81317171091e-06+7.31741570954e-06j),(4.91184352863e-07+9.10980378144e-06j),(3.93652640462e-06+1.10993129499e-05j),(8.77814574966e-06+1.29041508279e-05j),(1.52560833263e-05+1.40063665096e-05j),(2.35409616605e-05+1.37416183144e-05j),(3.36748048896e-05+1.12934807733e-05j),(4.55028589662e-05+5.70873951836e-06j),(5.86074463747e-05-4.07646091857e-06j),(7.22430292458e-05-1.91805686478e-05j),(8.52830810454e-05-4.07091575438e-05j),(9.61830405707e-05-6.96545223956e-05j),(0.000102967482996-0.000106790852081j),(0.000103250457884-0.000152547570307j),(9.42810475091e-05-0.000206894676189j),(7.30329031978e-05-0.000269217831708j),(3.6324257003e-05-0.000338224703182j),(-1.90182169115e-05-0.00041188069209j),(-9.60034896782e-05-0.000487388461723j),(-0.000197282802277-0.000561192719925j),(-0.000324954358928-0.000629044292781j),(-0.000480376175994-0.000686148890576j),(-0.000664053536647-0.000727330374037j),(-0.000875521811063-0.000747224612188j),(-0.00111326487025-0.000740519109902j),(-0.00137473101259-0.000702250565712j),(-0.00165640771338-0.000628034006093j),(-0.00195392738054-0.000514311938464j),(-0.00226223232344-0.00035858720669j),(-0.00257582169247-0.000159582865907j),(-0.00288895634127+8.26408450021e-05j),(-0.00319593528805+0.00036660475273j),(-0.00349136882502+0.000689415918733j),(-0.00377039433766+0.00104685647354j),(-0.00402889327593+0.00143346163372j),(-0.00426365738883+0.00184272033462j),(-0.00447248022779+0.00226727513999j),(-0.00465420220093+0.00269912488007j),(-0.00480871938672+0.00312990502094j),(-0.00493687517757+0.00355110776325j),(-0.00504035884453+0.00395432377694j),(-0.00512153702848+0.00433147805714j),(-0.00518321740696+0.00467501077292j),(-0.00522847284398+0.00497805619268j),(-0.00526037429641+0.0052345909382j),(-0.00528178193849+0.00543953720842j),(-0.00529516746475+0.00558886074363j),(-0.00530240279943+0.00567963924496j),(-0.00530467952732+0.00571009521712j),(-0.00530240241828+0.00567963808213j),(-0.00529515971632+0.00558886144147j),(-0.00528178135245+0.00543953604442j),(-0.00526037062051+0.00523459096515j),(-0.00522847276622+0.00497805639088j),(-0.00518322363419+0.00467500983287j),(-0.00512153742105+0.0043314767316j),(-0.00504036506271+0.00395432335277j),(-0.00493687583816+0.00355110666882j),(-0.0048087164203+0.00312990586105j),(-0.00465420271099+0.00269912977994j),(-0.00447247562228+0.00226727610652j),(-0.00426365677041+0.00184272517553j),(-0.00402889377699+0.00143346195033j),(-0.00377039286099+0.00104685114841j),(-0.00349136640136+0.000689415580971j),(-0.0031959346293+0.000366598959872j),(-0.00288895366727+8.26393978134e-05j),(-0.00257582198087-0.000159581151759j),(-0.00226223967377-0.000358588751294j),(-0.00195392840581-0.000514314852247j),(-0.00165641110657-0.000628034227343j),(-0.00137473317031-0.000702250453305j),(-0.00111326382201-0.000740518630712j),(-0.000875523352794-0.000747216217799j),(-0.000664059581927-0.00072732824638j),(-0.000480376931429-0.000686149944857j),(-0.000324947732413-0.000629040961433j),(-0.000197281559431-0.000561183930439j),(-9.60022467607e-05-0.000487384607112j),(-1.90128007154e-05-0.000411880045598j),(3.6336076773e-05-0.000338222305041j),(7.30443560808e-05-0.000269217734895j),(9.42958195545e-05-0.000206900643283j),(0.000103267499848-0.000152563796493j),(0.00010298486228-0.000106817568973j),(9.61934006125e-05-6.96984984449e-05j),(8.5278569968e-05-4.07718910561e-05j),(7.22107823556e-05-1.9264614014e-05j),(5.85298445702e-05-4.17529466558e-06j),(4.53588570061e-05+5.60569388521e-06j),(3.34410657079e-05+1.1212064808e-05j),(2.31973585413e-05+1.37207330182e-05j),(1.47899719834e-05+1.41066608284e-05j),(8.19589638937e-06+1.32053989712e-05j),(3.27325960352e-06+1.17032207797e-05j),(-1.72913830896e-07+1.01317592066e-05j),(-2.33918251427e-06+8.87741009203e-06j),(-3.37993312167e-06+8.18916847336e-06j),
(4.88540146827e-06+8.49526295208e-06j),(6.24569247975e-06+8.03241662053e-06j),(8.91397574313e-06+6.93517230788e-06j),(1.27690002959e-05+4.87089079055e-06j),(1.75876672159e-05+1.3648736078e-06j),(2.30026198919e-05-4.16436064471e-06j),(2.84508564315e-05-1.23600704176e-05j),(3.31269616339e-05-2.38595705344e-05j),(3.59392365904e-05-3.92164627492e-05j),(3.54893595777e-05-5.87983461041e-05j),(3.00678811798e-05-8.26800958219e-05j),(1.76915593067e-05-0.000110521388887j),(-3.8366385487e-06-0.000141452584263j),(-3.68126546858e-05-0.00017396359402j),(-8.34956303065e-05-0.000205822193647j),(-0.00014592252902-0.000234025505969j),(-0.000225723308628-0.00025479209135j),(-0.000323895986374-0.000263609175355j),(-0.000440605223051-0.000255339687963j),(-0.000574995826836-0.000224407605296j),(-0.000725069123939-0.000164998305141j),(-0.000887572619592-7.1326363024e-05j),(-0.00105796875822+6.20578906955e-05j),(-0.00123052592353+0.000239923163292j),(-0.00139847189309+0.000466103792641j),(-0.00155418827721+0.00074322162148j),(-0.00168948953739+0.0010724282023j),(-0.00179603904264+0.00145324797937j),(-0.00186570737916+0.0018835396629j),(-0.00189097761854+0.00235949001995j),(-0.00186536469302+0.00287569874976j),(-0.00178378179084+0.00342541859335j),(-0.00164282689872+0.00400076414143j),(-0.00144106138264+0.00459304096398j),(-0.00117916806607+0.00519312241173j),(-0.00085996190188+0.00579179686382j),(-0.000488414355985+0.00638011433667j),(-7.14797344708e-05+0.00694973360299j),(0.000382122229305+0.00749316884907j),(0.000862155625946+0.00800397586119j),(0.00135724807677+0.00847693205565j),(0.00185525522467+0.00890802356925j),(0.0023436542827+0.00929445299673j),(0.00280996910242+0.00963455151466j),(0.00324215871889+0.00992756649815j),(0.00362897173579+0.0101735293671j),(0.00396030871896+0.0103729801697j),(0.00422749073605+0.0105267453508j),(0.00442350263722+0.0106357539834j),(0.00454321193571+0.0107007901358j),(0.00458346565522+0.0107224036398j),(0.00454321071212+0.0107007889644j),(0.0044235080389+0.01063574373j),(0.00422748970024+0.0105267439034j),(0.00396031086933+0.0103729751318j),(0.00362897200465+0.0101735293636j),(0.00324215386677+0.00992757446222j),(0.00280996682203+0.00963455126379j),(0.00234365013192+0.0092944612228j),(0.00185525327924+0.0089080238419j),(0.00135725090833+0.00847692854952j),(0.000862162185543+0.00800397939354j),(0.000382126179871+0.00749316328318j),(-7.14726658033e-05+0.00694973555703j),(-0.000488414192011+0.00638011520008j),(-0.000859968307268+0.00579179179391j),(-0.00117916709897+0.00519311868851j),(-0.00144106884373+0.00459303672443j),(-0.00164282732391+0.00400075956152j),(-0.0017837796915+0.00342541993761j),(-0.00186537104201+0.00287570790721j),(-0.00189098240236+0.00235948970683j),(-0.00186570966447+0.00188354413212j),(-0.00179604018139+0.00145325098658j),(-0.00168948833064+0.00107242719045j),(-0.00155417775029+0.000743228592037j),(-0.00139847251665+0.000466113440775j),(-0.00123052780489+0.000239923650002j),(-0.00105796037991+6.20508606375e-05j),(-0.000887559724044-7.13228774806e-05j),(-0.000725063060582-0.000164997610598j),(-0.000574991613076-0.000224414545218j),(-0.000440594870466-0.000255354467312j),(-0.000323888806905-0.000263624815304j),(-0.000225722511019-0.000254815981011j),(-0.000145934366784-0.000234058665343j),(-8.35216934743e-05-0.000205862319836j),(-3.68665757083e-05-0.000174004514383j),(-3.92533031971e-06-0.000141484627896j),(1.75567957709e-05-0.000110528323897j),(2.98852667707e-05-8.26339895962e-05j),(3.52605611848e-05-5.86637848e-05j),(3.5685479502e-05-3.89458979379e-05j),(3.28892350563e-05-2.34016670039e-05j),(2.83045663728e-05-1.16607227581e-05j),(2.30608293054e-05-3.18369485142e-06j),(1.80110316436e-05+2.64055588551e-06j),(1.37642246434e-05+6.40201911663e-06j),(1.07298295613e-05+8.60448519703e-06j),(9.15479976957e-06+9.61060456616e-06j),
(1.14878366966e-05+3.09327425397e-06j),(1.22573995691e-05+1.52823671345e-06j),(1.36044207725e-05-1.70409488822e-06j),(1.51393447775e-05-6.78494709819e-06j),(1.62633769375e-05-1.39300113885e-05j),(1.61622507474e-05-2.33227356965e-05j),(1.3800964246e-05-3.50317136318e-05j),(7.94155878561e-06-4.89123630197e-05j),(-2.82751791447e-06-6.45027325159e-05j),(-2.00213610041e-05-8.09181272947e-05j),(-4.51706340621e-05-9.67559673339e-05j),(-7.96847534823e-05-0.000110022440457j),(-0.000124702238285-0.000118086512789j),(-0.000180897118041-0.000117682713096j),(-0.000248292299621-0.000104958005664j),(-0.000326059040195-7.5588543337e-05j),(-0.000412351564267-2.4932160627e-05j),(-0.000504154684445+5.17387874628e-05j),(-0.000597203210999+0.000158972372485j),(-0.00068598027976+0.000300818909965j),(-0.000763783673464+0.000480552124689j),(-0.000822860651334+0.000700345251246j),(-0.000854644870337+0.000960981677749j),(-0.000850128835502+0.00126163674672j),(-0.000800214189041+0.00159979142342j),(-0.000696116902852+0.00197116063125j),(-0.000529827570619+0.00236971276563j),(-0.000294601939161+0.00278789001311j),(1.46973562317e-05+0.00321688360227j),(0.000401248155683+0.003646975904j),(0.000865983033097+0.00406797285955j),(0.00140747877934+0.0044697232972j),(0.00202189128171+0.00484254527901j),(0.00270299842109+0.00517774632336j),(0.00344238722028+0.00546808143034j),(0.00422974233774+0.00570806234165j),(0.00505312331098+0.00589427326101j),(0.00589940994031+0.00602552113846j),(0.00675470060123+0.00610286097436j),(0.00760468713441+0.0061295407498j),(0.00843513224313+0.0061108311911j),(0.00923217386457+0.00605370204585j),(0.00998266813204+0.00596649078312j),(0.0106744779669+0.00585846308055j),(0.0112966267502+0.00573929798757j),(0.0118394863044+0.00561866930647j),(0.0122948535576+0.00550570020023j),(0.0126559902937+0.00540854142214j),(0.0129176728639+0.00533400451812j),(0.0130761699994+0.00528716360377j),(0.0131292473486+0.00527119329581j),(0.0130761678527+0.00528716352983j),(0.0129176688647+0.00533399130691j),(0.0126559880134+0.00540854090779j),(0.0122948511615+0.00550569412634j),(0.0118394865639+0.00561866910814j),(0.0112966292595+0.00573930884389j),(0.0106744760148+0.00585846493544j),(0.00998267144984+0.00596650130232j),(0.00923217249867+0.00605370395806j),(0.00843513177288+0.0061108257863j),(0.00760469556067+0.00612953817405j),(0.00675469943335+0.00610285277278j),(0.00589941752816+0.00602551681679j),(0.00505312417597+0.0058942738452j),(0.00422973261477+0.00570806335812j),(0.00344238477748+0.00546807761568j),(0.00270298843072+0.00517774890547j),(0.00202188700568+0.00484254180628j),(0.00140748173386+0.00446972273641j),(0.000865985295848+0.00406798598983j),(0.000401243979315+0.00364697980624j),(1.46991328017e-05+0.00321688938747j),(-0.000294600348899+0.00278789357929j),(-0.000529827284272+0.00236971080535j),(-0.000696102022763+0.00197115776298j),(-0.000800206476874+0.00159980005867j),(-0.000850129974395+0.00126163873592j),(-0.000854643573172+0.000960968579253j),(-0.000822846801921+0.00070033720841j),(-0.00076377783546+0.000480547430446j),(-0.000685982595872+0.000300809276667j),(-0.000597206968155+0.000158950924849j),(-0.000504162050191+5.17191521002e-05j),(-0.000412371390401-2.49533154404e-05j),(-0.000326097668584-7.56068718664e-05j),(-0.000248349140797-0.000104969953905j),(-0.00018097853455-0.000117671529338j),(-0.000124805869841-0.000118037749455j),(-7.98062891678e-05-0.00010991262911j),(-4.52876981912e-05-9.65594737016e-05j),(-2.01020024617e-05-8.0606140656e-05j),(-2.81278627756e-06-6.40525925633e-05j),(8.13101048987e-06-4.83153233829e-05j),(1.42761924148e-05-3.43060621671e-05j),(1.7054563931e-05-2.25314169304e-05j),(1.77222741413e-05-1.31991988228e-05j),(1.73082138481e-05-6.3261017416e-06j),(1.65959281608e-05-1.8313866294e-06j),(1.61085496732e-05+3.84026058391e-07j),
